config_id,repeat_seed,split,sample,condition,wrongref_mode,encoding_mode,psnr_db,mse
4,1,train,bars,wrong_reference,edge_echo_decoy,hybrid_guarded,13.846767,0.04124044
4,1,train,ring,wrong_reference,edge_echo_decoy,hybrid_guarded,13.779948,0.04187986
4,1,train,chevron,wrong_reference,edge_echo_decoy,hybrid_guarded,12.352079,0.05818247
4,1,ood,disk,ordinary,edge_echo_decoy,hybrid_guarded,13.467958,0.04499914
4,1,ood,two_spots,ordinary,edge_echo_decoy,hybrid_guarded,13.56249,0.04403023
4,1,ood,frame,ordinary,edge_echo_decoy,hybrid_guarded,9.278712,0.11806709
4,1,ood,disk,common_path,edge_echo_decoy,hybrid_guarded,14.178105,0.0382111
4,1,ood,two_spots,common_path,edge_echo_decoy,hybrid_guarded,13.766728,0.04200754
4,1,ood,frame,common_path,edge_echo_decoy,hybrid_guarded,9.54984,0.11092156
4,1,ood,disk,noncommon_path,edge_echo_decoy,hybrid_guarded,13.513933,0.04452528
4,1,ood,two_spots,noncommon_path,edge_echo_decoy,hybrid_guarded,13.633384,0.04331733
4,1,ood,frame,noncommon_path,edge_echo_decoy,hybrid_guarded,9.399108,0.11483894
4,1,ood,disk,wrong_reference,edge_echo_decoy,hybrid_guarded,13.948775,0.04028306
4,1,ood,two_spots,wrong_reference,edge_echo_decoy,hybrid_guarded,14.214001,0.03789657
4,1,ood,frame,wrong_reference,edge_echo_decoy,hybrid_guarded,9.717132,0.10673006
4,2,train,cross,ordinary,edge_echo_decoy,hybrid_guarded,13.149593,0.04842177
4,2,train,diag,ordinary,edge_echo_decoy,hybrid_guarded,12.772781,0.0528107
4,2,train,box,ordinary,edge_echo_decoy,hybrid_guarded,12.307317,0.05878524
4,2,train,bars,ordinary,edge_echo_decoy,hybrid_guarded,13.16101,0.04829465
4,2,train,ring,ordinary,edge_echo_decoy,hybrid_guarded,13.586,0.04379253
4,2,train,chevron,ordinary,edge_echo_decoy,hybrid_guarded,13.662993,0.043023
4,2,train,cross,common_path,edge_echo_decoy,hybrid_guarded,12.859904,0.05176183
4,2,train,diag,common_path,edge_echo_decoy,hybrid_guarded,12.237077,0.05974373
4,2,train,box,common_path,edge_echo_decoy,hybrid_guarded,11.808395,0.06594176
4,2,train,bars,common_path,edge_echo_decoy,hybrid_guarded,12.837275,0.05203223
4,2,train,ring,common_path,edge_echo_decoy,hybrid_guarded,12.707019,0.05361645
4,2,train,chevron,common_path,edge_echo_decoy,hybrid_guarded,11.448514,0.07163884
4,2,train,cross,noncommon_path,edge_echo_decoy,hybrid_guarded,13.340361,0.04634084
4,2,train,diag,noncommon_path,edge_echo_decoy,hybrid_guarded,12.047267,0.06241275
4,2,train,box,noncommon_path,edge_echo_decoy,hybrid_guarded,11.929324,0.06413093
4,2,train,bars,noncommon_path,edge_echo_decoy,hybrid_guarded,13.117492,0.04878102
4,2,train,ring,noncommon_path,edge_echo_decoy,hybrid_guarded,12.907429,0.05119848
4,2,train,chevron,noncommon_path,edge_echo_decoy,hybrid_guarded,11.64603,0.06845371
4,2,train,cross,wrong_reference,edge_echo_decoy,hybrid_guarded,13.556802,0.04408794
4,2,train,diag,wrong_reference,edge_echo_decoy,hybrid_guarded,12.875986,0.0515705
4,2,train,box,wrong_reference,edge_echo_decoy,hybrid_guarded,12.588909,0.05509461
4,2,train,bars,wrong_reference,edge_echo_decoy,hybrid_guarded,13.810104,0.04159007
4,2,train,ring,wrong_reference,edge_echo_decoy,hybrid_guarded,13.530129,0.04435954
4,2,train,chevron,wrong_reference,edge_echo_decoy,hybrid_guarded,12.301547,0.05886339
4,2,ood,disk,ordinary,edge_echo_decoy,hybrid_guarded,13.46204,0.0450605
4,2,ood,two_spots,ordinary,edge_echo_decoy,hybrid_guarded,13.528849,0.04437262
4,2,ood,frame,ordinary,edge_echo_decoy,hybrid_guarded,9.350136,0.11614121
4,2,ood,disk,common_path,edge_echo_decoy,hybrid_guarded,13.39836,0.04572608
4,2,ood,two_spots,common_path,edge_echo_decoy,hybrid_guarded,13.765191,0.0420224
4,2,ood,frame,common_path,edge_echo_decoy,hybrid_guarded,9.436912,0.11384364
4,2,ood,disk,noncommon_path,edge_echo_decoy,hybrid_guarded,13.604612,0.04360525
4,2,ood,two_spots,noncommon_path,edge_echo_decoy,hybrid_guarded,13.947154,0.0402981
4,2,ood,frame,noncommon_path,edge_echo_decoy,hybrid_guarded,9.469707,0.11298721
4,2,ood,disk,wrong_reference,edge_echo_decoy,hybrid_guarded,13.509546,0.04457028
4,2,ood,two_spots,wrong_reference,edge_echo_decoy,hybrid_guarded,14.116141,0.03876019
4,2,ood,frame,wrong_reference,edge_echo_decoy,hybrid_guarded,9.739201,0.1061891
4,3,train,cross,ordinary,edge_echo_decoy,hybrid_guarded,13.076335,0.04924549
4,3,train,diag,ordinary,edge_echo_decoy,hybrid_guarded,12.934712,0.05087786
4,3,train,box,ordinary,edge_echo_decoy,hybrid_guarded,12.079531,0.0619508
4,3,train,bars,ordinary,edge_echo_decoy,hybrid_guarded,13.127721,0.04866625
4,3,train,ring,ordinary,edge_echo_decoy,hybrid_guarded,13.381852,0.04590022
4,3,train,chevron,ordinary,edge_echo_decoy,hybrid_guarded,13.586428,0.04378821
4,3,train,cross,common_path,edge_echo_decoy,hybrid_guarded,13.214331,0.04770533
4,3,train,diag,common_path,edge_echo_decoy,hybrid_guarded,12.02397,0.06274845
4,3,train,box,common_path,edge_echo_decoy,hybrid_guarded,12.025049,0.06273287
4,3,train,bars,common_path,edge_echo_decoy,hybrid_guarded,13.080765,0.04919529
4,3,train,ring,common_path,edge_echo_decoy,hybrid_guarded,12.587647,0.05511061
4,3,train,chevron,common_path,edge_echo_decoy,hybrid_guarded,11.755915,0.06674343
4,3,train,cross,noncommon_path,edge_echo_decoy,hybrid_guarded,13.199344,0.04787024
4,3,train,diag,noncommon_path,edge_echo_decoy,hybrid_guarded,11.637002,0.06859617
4,3,train,box,noncommon_path,edge_echo_decoy,hybrid_guarded,12.020568,0.06279762
4,3,train,bars,noncommon_path,edge_echo_decoy,hybrid_guarded,12.948504,0.05071654
4,3,train,ring,noncommon_path,edge_echo_decoy,hybrid_guarded,12.717902,0.05348227
4,3,train,chevron,noncommon_path,edge_echo_decoy,hybrid_guarded,11.536414,0.07020348
4,3,train,cross,wrong_reference,edge_echo_decoy,hybrid_guarded,13.055009,0.0494879
4,3,train,diag,wrong_reference,edge_echo_decoy,hybrid_guarded,13.375474,0.04596768
4,3,train,box,wrong_reference,edge_echo_decoy,hybrid_guarded,12.689554,0.0538325
4,3,train,bars,wrong_reference,edge_echo_decoy,hybrid_guarded,13.943959,0.04032776
4,3,train,ring,wrong_reference,edge_echo_decoy,hybrid_guarded,13.874099,0.04098171
4,3,train,chevron,wrong_reference,edge_echo_decoy,hybrid_guarded,12.71337,0.0535381
4,3,ood,disk,ordinary,edge_echo_decoy,hybrid_guarded,13.519456,0.0444687
4,3,ood,two_spots,ordinary,edge_echo_decoy,hybrid_guarded,13.297444,0.04680105
4,3,ood,frame,ordinary,edge_echo_decoy,hybrid_guarded,9.375281,0.11547074
4,3,ood,disk,common_path,edge_echo_decoy,hybrid_guarded,13.497251,0.04469664
4,3,ood,two_spots,common_path,edge_echo_decoy,hybrid_guarded,13.789854,0.04178445
4,3,ood,frame,common_path,edge_echo_decoy,hybrid_guarded,9.447551,0.1135651
4,3,ood,disk,noncommon_path,edge_echo_decoy,hybrid_guarded,13.781411,0.04186575
4,3,ood,two_spots,noncommon_path,edge_echo_decoy,hybrid_guarded,13.580846,0.04384453
4,3,ood,frame,noncommon_path,edge_echo_decoy,hybrid_guarded,9.444631,0.11364148
4,3,ood,disk,wrong_reference,edge_echo_decoy,hybrid_guarded,14.322199,0.0369641
4,3,ood,two_spots,wrong_reference,edge_echo_decoy,hybrid_guarded,13.992508,0.03987946
4,3,ood,frame,wrong_reference,edge_echo_decoy,hybrid_guarded,9.806408,0.10455847
4,4,train,cross,ordinary,edge_echo_decoy,hybrid_guarded,13.175531,0.04813344
4,4,train,diag,ordinary,edge_echo_decoy,hybrid_guarded,13.920704,0.04054428
4,4,train,box,ordinary,edge_echo_decoy,hybrid_guarded,12.070337,0.06208208
4,4,train,bars,ordinary,edge_echo_decoy,hybrid_guarded,13.242469,0.04739724
4,4,train,ring,ordinary,edge_echo_decoy,hybrid_guarded,13.784236,0.04183853
4,4,train,chevron,ordinary,edge_echo_decoy,hybrid_guarded,13.697656,0.04268098
4,4,train,cross,common_path,edge_echo_decoy,hybrid_guarded,13.125544,0.04869066
4,4,train,diag,common_path,edge_echo_decoy,hybrid_guarded,13.006133,0.05004799
4,4,train,box,common_path,edge_echo_decoy,hybrid_guarded,11.984882,0.06331575
4,4,train,bars,common_path,edge_echo_decoy,hybrid_guarded,13.145307,0.04846959
4,4,train,ring,common_path,edge_echo_decoy,hybrid_guarded,12.884678,0.05146739
4,4,train,chevron,common_path,edge_echo_decoy,hybrid_guarded,12.248024,0.05959332
4,4,train,cross,noncommon_path,edge_echo_decoy,hybrid_guarded,13.214243,0.04770629
4,4,train,diag,noncommon_path,edge_echo_decoy,hybrid_guarded,11.915501,0.06433539
4,4,train,box,noncommon_path,edge_echo_decoy,hybrid_guarded,11.9265,0.06417265
4,4,train,bars,noncommon_path,edge_echo_decoy,hybrid_guarded,13.183507,0.04804513
4,4,train,ring,noncommon_path,edge_echo_decoy,hybrid_guarded,12.713458,0.05353702
4,4,train,chevron,noncommon_path,edge_echo_decoy,hybrid_guarded,11.72878,0.06716175
4,4,train,cross,wrong_reference,edge_echo_decoy,hybrid_guarded,13.18156,0.04806667
4,4,train,diag,wrong_reference,edge_echo_decoy,hybrid_guarded,13.32534,0.0465014
4,4,train,box,wrong_reference,edge_echo_decoy,hybrid_guarded,12.696643,0.05374471
4,4,train,bars,wrong_reference,edge_echo_decoy,hybrid_guarded,13.77501,0.04192751
4,4,train,ring,wrong_reference,edge_echo_decoy,hybrid_guarded,13.840286,0.04130203
4,4,train,chevron,wrong_reference,edge_echo_decoy,hybrid_guarded,12.437286,0.05705207
4,4,ood,disk,ordinary,edge_echo_decoy,hybrid_guarded,13.393688,0.0457753
4,4,ood,two_spots,ordinary,edge_echo_decoy,hybrid_guarded,13.247961,0.04733735
4,4,ood,frame,ordinary,edge_echo_decoy,hybrid_guarded,9.274369,0.11818521
4,4,ood,disk,common_path,edge_echo_decoy,hybrid_guarded,13.55311,0.04412544
4,4,ood,two_spots,common_path,edge_echo_decoy,hybrid_guarded,13.576082,0.04389265
4,4,ood,frame,common_path,edge_echo_decoy,hybrid_guarded,9.460215,0.11323442
4,4,ood,disk,noncommon_path,edge_echo_decoy,hybrid_guarded,13.73859,0.04228059
4,4,ood,two_spots,noncommon_path,edge_echo_decoy,hybrid_guarded,13.615335,0.04349772
4,4,ood,frame,noncommon_path,edge_echo_decoy,hybrid_guarded,9.483887,0.11261891
4,4,ood,disk,wrong_reference,edge_echo_decoy,hybrid_guarded,14.228748,0.03776811
4,4,ood,two_spots,wrong_reference,edge_echo_decoy,hybrid_guarded,14.03862,0.03945827
4,4,ood,frame,wrong_reference,edge_echo_decoy,hybrid_guarded,9.796965,0.10478605
4,5,train,cross,ordinary,edge_echo_decoy,hybrid_guarded,13.346037,0.04628032
4,5,train,diag,ordinary,edge_echo_decoy,hybrid_guarded,13.076242,0.04924655
4,5,train,box,ordinary,edge_echo_decoy,hybrid_guarded,12.20166,0.06023293
4,5,train,bars,ordinary,edge_echo_decoy,hybrid_guarded,13.243393,0.04738716
4,5,train,ring,ordinary,edge_echo_decoy,hybrid_guarded,13.334972,0.04639838
4,5,train,chevron,ordinary,edge_echo_decoy,hybrid_guarded,13.60803,0.04357095
4,5,train,cross,common_path,edge_echo_decoy,hybrid_guarded,12.974952,0.05040862
4,5,train,diag,common_path,edge_echo_decoy,hybrid_guarded,12.136179,0.06114798
4,5,train,box,common_path,edge_echo_decoy,hybrid_guarded,11.884132,0.06480176
4,5,train,bars,common_path,edge_echo_decoy,hybrid_guarded,13.127568,0.04866796
4,5,train,ring,common_path,edge_echo_decoy,hybrid_guarded,13.085218,0.04914487
4,5,train,chevron,common_path,edge_echo_decoy,hybrid_guarded,12.391407,0.05765797
4,5,train,cross,noncommon_path,edge_echo_decoy,hybrid_guarded,13.051474,0.04952821
4,5,train,diag,noncommon_path,edge_echo_decoy,hybrid_guarded,11.35407,0.0732138
4,5,train,box,noncommon_path,edge_echo_decoy,hybrid_guarded,12.008962,0.06296566
4,5,train,bars,noncommon_path,edge_echo_decoy,hybrid_guarded,13.044017,0.04961333
4,5,train,ring,noncommon_path,edge_echo_decoy,hybrid_guarded,12.576232,0.05525567
4,5,train,chevron,noncommon_path,edge_echo_decoy,hybrid_guarded,11.476943,0.07117143
4,5,train,cross,wrong_reference,edge_echo_decoy,hybrid_guarded,13.333022,0.04641922
4,5,train,diag,wrong_reference,edge_echo_decoy,hybrid_guarded,13.746233,0.04220625
4,5,train,box,wrong_reference,edge_echo_decoy,hybrid_guarded,12.535112,0.05578132
4,5,train,bars,wrong_reference,edge_echo_decoy,hybrid_guarded,13.909396,0.04064999
4,5,train,ring,wrong_reference,edge_echo_decoy,hybrid_guarded,13.698051,0.0426771
4,5,train,chevron,wrong_reference,edge_echo_decoy,hybrid_guarded,12.573846,0.05528603
4,5,ood,disk,ordinary,edge_echo_decoy,hybrid_guarded,13.321621,0.04654123
4,5,ood,two_spots,ordinary,edge_echo_decoy,hybrid_guarded,13.307693,0.04669073
4,5,ood,frame,ordinary,edge_echo_decoy,hybrid_guarded,9.26711,0.1183829
4,5,ood,disk,common_path,edge_echo_decoy,hybrid_guarded,14.11093,0.03880672
4,5,ood,two_spots,common_path,edge_echo_decoy,hybrid_guarded,13.71522,0.04250871
4,5,ood,frame,common_path,edge_echo_decoy,hybrid_guarded,9.410583,0.1145359
4,5,ood,disk,noncommon_path,edge_echo_decoy,hybrid_guarded,13.896384,0.04077196
4,5,ood,two_spots,noncommon_path,edge_echo_decoy,hybrid_guarded,13.670259,0.04295108
4,5,ood,frame,noncommon_path,edge_echo_decoy,hybrid_guarded,9.531071,0.11140198
4,5,ood,disk,wrong_reference,edge_echo_decoy,hybrid_guarded,13.590201,0.04375019
4,5,ood,two_spots,wrong_reference,edge_echo_decoy,hybrid_guarded,14.123628,0.03869342
4,5,ood,frame,wrong_reference,edge_echo_decoy,hybrid_guarded,9.68368,0.10755533
5,0,train,cross,ordinary,sparse_tracker_decoy,baseline,13.091039,0.04907904
5,0,train,diag,ordinary,sparse_tracker_decoy,baseline,13.691405,0.04274246
5,0,train,box,ordinary,sparse_tracker_decoy,baseline,12.047429,0.06241042
5,0,train,bars,ordinary,sparse_tracker_decoy,baseline,13.199858,0.04786458
5,0,train,ring,ordinary,sparse_tracker_decoy,baseline,13.383335,0.04588455
5,0,train,chevron,ordinary,sparse_tracker_decoy,baseline,13.559695,0.04405858
5,0,train,cross,common_path,sparse_tracker_decoy,baseline,12.803854,0.05243419
5,0,train,diag,common_path,sparse_tracker_decoy,baseline,11.590098,0.06934102
5,0,train,box,common_path,sparse_tracker_decoy,baseline,11.701021,0.0675924
5,0,train,bars,common_path,sparse_tracker_decoy,baseline,12.332371,0.05844709
5,0,train,ring,common_path,sparse_tracker_decoy,baseline,11.533054,0.07025781
5,0,train,chevron,common_path,sparse_tracker_decoy,baseline,10.050197,0.09885082
5,0,train,cross,noncommon_path,sparse_tracker_decoy,baseline,13.066682,0.04935507
5,0,train,diag,noncommon_path,sparse_tracker_decoy,baseline,9.799695,0.1047202
5,0,train,box,noncommon_path,sparse_tracker_decoy,baseline,11.697331,0.06764986
5,0,train,bars,noncommon_path,sparse_tracker_decoy,baseline,12.294073,0.05896478
5,0,train,ring,noncommon_path,sparse_tracker_decoy,baseline,12.068702,0.06210546
5,0,train,chevron,noncommon_path,sparse_tracker_decoy,baseline,10.72355,0.08465352
5,0,train,cross,wrong_reference,sparse_tracker_decoy,baseline,13.174372,0.04814629
5,0,train,diag,wrong_reference,sparse_tracker_decoy,baseline,12.055109,0.06230015
5,0,train,box,wrong_reference,sparse_tracker_decoy,baseline,12.036411,0.06256896
5,0,train,bars,wrong_reference,sparse_tracker_decoy,baseline,13.076353,0.04924529
5,0,train,ring,wrong_reference,sparse_tracker_decoy,baseline,13.14562,0.0484661
5,0,train,chevron,wrong_reference,sparse_tracker_decoy,baseline,11.358276,0.07314293
5,0,ood,disk,ordinary,sparse_tracker_decoy,baseline,13.223526,0.04760443
5,0,ood,two_spots,ordinary,sparse_tracker_decoy,baseline,13.465273,0.04502697
5,0,ood,frame,ordinary,sparse_tracker_decoy,baseline,9.245524,0.11897278
5,0,ood,disk,common_path,sparse_tracker_decoy,baseline,13.914131,0.04060569
5,0,ood,two_spots,common_path,sparse_tracker_decoy,baseline,14.09381,0.03896
5,0,ood,frame,common_path,sparse_tracker_decoy,baseline,9.46677,0.11306365
5,0,ood,disk,noncommon_path,sparse_tracker_decoy,baseline,14.062047,0.03924599
5,0,ood,two_spots,noncommon_path,sparse_tracker_decoy,baseline,13.687759,0.04277836
5,0,ood,frame,noncommon_path,sparse_tracker_decoy,baseline,9.244967,0.11898805
5,0,ood,disk,wrong_reference,sparse_tracker_decoy,baseline,14.044387,0.03940591
5,0,ood,two_spots,wrong_reference,sparse_tracker_decoy,baseline,14.072667,0.03915014
5,0,ood,frame,wrong_reference,sparse_tracker_decoy,baseline,9.686821,0.10747758
5,1,train,cross,ordinary,sparse_tracker_decoy,baseline,13.098065,0.04899971
5,1,train,diag,ordinary,sparse_tracker_decoy,baseline,13.390825,0.04580549
5,1,train,box,ordinary,sparse_tracker_decoy,baseline,11.865782,0.06507615
5,1,train,bars,ordinary,sparse_tracker_decoy,baseline,13.036338,0.04970113
5,1,train,ring,ordinary,sparse_tracker_decoy,baseline,13.623803,0.04341299
5,1,train,chevron,ordinary,sparse_tracker_decoy,baseline,13.706991,0.04258934
5,1,train,cross,common_path,sparse_tracker_decoy,baseline,12.802187,0.05245432
5,1,train,diag,common_path,sparse_tracker_decoy,baseline,10.190377,0.0957111
5,1,train,box,common_path,sparse_tracker_decoy,baseline,11.714082,0.06738943
5,1,train,bars,common_path,sparse_tracker_decoy,baseline,12.180184,0.06053153
5,1,train,ring,common_path,sparse_tracker_decoy,baseline,11.954577,0.06375912
5,1,train,chevron,common_path,sparse_tracker_decoy,baseline,10.337061,0.09253242
5,1,train,cross,noncommon_path,sparse_tracker_decoy,baseline,12.924782,0.05099432
5,1,train,diag,noncommon_path,sparse_tracker_decoy,baseline,9.825305,0.1041045
5,1,train,box,noncommon_path,sparse_tracker_decoy,baseline,11.823461,0.0657134
5,1,train,bars,noncommon_path,sparse_tracker_decoy,baseline,12.33001,0.05847887
5,1,train,ring,noncommon_path,sparse_tracker_decoy,baseline,12.057058,0.0622722
5,1,train,chevron,noncommon_path,sparse_tracker_decoy,baseline,10.433357,0.09050328
5,1,train,cross,wrong_reference,sparse_tracker_decoy,baseline,13.269334,0.04710495
5,1,train,diag,wrong_reference,sparse_tracker_decoy,baseline,11.615394,0.06893831
5,1,train,box,wrong_reference,sparse_tracker_decoy,baseline,12.320202,0.05861109
5,1,train,bars,wrong_reference,sparse_tracker_decoy,baseline,13.277706,0.04701424
5,1,train,ring,wrong_reference,sparse_tracker_decoy,baseline,12.881656,0.05150323
5,1,train,chevron,wrong_reference,sparse_tracker_decoy,baseline,11.991467,0.06321983
5,1,ood,disk,ordinary,sparse_tracker_decoy,baseline,13.149929,0.04841802
5,1,ood,two_spots,ordinary,sparse_tracker_decoy,baseline,13.407679,0.04562807
5,1,ood,frame,ordinary,sparse_tracker_decoy,baseline,9.280639,0.11801469
5,1,ood,disk,common_path,sparse_tracker_decoy,baseline,13.886724,0.04086275
5,1,ood,two_spots,common_path,sparse_tracker_decoy,baseline,14.003299,0.03978049
5,1,ood,frame,common_path,sparse_tracker_decoy,baseline,9.581339,0.11011999
5,1,ood,disk,noncommon_path,sparse_tracker_decoy,baseline,13.612992,0.04352119
5,1,ood,two_spots,noncommon_path,sparse_tracker_decoy,baseline,13.940772,0.04035736
5,1,ood,frame,noncommon_path,sparse_tracker_decoy,baseline,9.390656,0.11506266
5,1,ood,disk,wrong_reference,sparse_tracker_decoy,baseline,14.697835,0.03390131
5,1,ood,two_spots,wrong_reference,sparse_tracker_decoy,baseline,13.687545,0.04278046
5,1,ood,frame,wrong_reference,sparse_tracker_decoy,baseline,9.569536,0.11041967
5,2,train,cross,ordinary,sparse_tracker_decoy,baseline,13.035173,0.04971446
5,2,train,diag,ordinary,sparse_tracker_decoy,baseline,13.894299,0.04079154
5,2,train,box,ordinary,sparse_tracker_decoy,baseline,12.167052,0.06071483
5,2,train,bars,ordinary,sparse_tracker_decoy,baseline,13.168364,0.04821294
5,2,train,ring,ordinary,sparse_tracker_decoy,baseline,13.454119,0.04514276
5,2,train,chevron,ordinary,sparse_tracker_decoy,baseline,13.646391,0.04318778
5,2,train,cross,common_path,sparse_tracker_decoy,baseline,12.769531,0.05285023
5,2,train,diag,common_path,sparse_tracker_decoy,baseline,10.151469,0.09657241
5,2,train,box,common_path,sparse_tracker_decoy,baseline,11.809756,0.06592109
5,2,train,bars,common_path,sparse_tracker_decoy,baseline,12.322493,0.05858018
5,2,train,ring,common_path,sparse_tracker_decoy,baseline,12.238385,0.05972574
5,2,train,chevron,common_path,sparse_tracker_decoy,baseline,10.166466,0.09623951
5,2,train,cross,noncommon_path,sparse_tracker_decoy,baseline,12.964775,0.05052689
5,2,train,diag,noncommon_path,sparse_tracker_decoy,baseline,9.954089,0.10106275
5,2,train,box,noncommon_path,sparse_tracker_decoy,baseline,11.725944,0.06720562
5,2,train,bars,noncommon_path,sparse_tracker_decoy,baseline,12.435082,0.05708103
5,2,train,ring,noncommon_path,sparse_tracker_decoy,baseline,11.643415,0.06849494
5,2,train,chevron,noncommon_path,sparse_tracker_decoy,baseline,10.348835,0.09228189
5,2,train,cross,wrong_reference,sparse_tracker_decoy,baseline,12.982621,0.05031968
5,2,train,diag,wrong_reference,sparse_tracker_decoy,baseline,11.388981,0.07262763
5,2,train,box,wrong_reference,sparse_tracker_decoy,baseline,12.283239,0.05911206
5,2,train,bars,wrong_reference,sparse_tracker_decoy,baseline,13.289926,0.04688214
5,2,train,ring,wrong_reference,sparse_tracker_decoy,baseline,13.239079,0.04743426
5,2,train,chevron,wrong_reference,sparse_tracker_decoy,baseline,11.632237,0.06867146
5,2,ood,disk,ordinary,sparse_tracker_decoy,baseline,13.784171,0.04183916
5,2,ood,two_spots,ordinary,sparse_tracker_decoy,baseline,13.2713,0.04708364
5,2,ood,frame,ordinary,sparse_tracker_decoy,baseline,9.374901,0.11548084
5,2,ood,disk,common_path,sparse_tracker_decoy,baseline,13.794937,0.04173557
5,2,ood,two_spots,common_path,sparse_tracker_decoy,baseline,14.041895,0.03942852
5,2,ood,frame,common_path,sparse_tracker_decoy,baseline,9.456681,0.1133266
5,2,ood,disk,noncommon_path,sparse_tracker_decoy,baseline,14.367162,0.03658338
5,2,ood,two_spots,noncommon_path,sparse_tracker_decoy,baseline,13.704458,0.04261418
5,2,ood,frame,noncommon_path,sparse_tracker_decoy,baseline,9.395476,0.11493504
5,2,ood,disk,wrong_reference,sparse_tracker_decoy,baseline,14.441109,0.03596575
5,2,ood,two_spots,wrong_reference,sparse_tracker_decoy,baseline,13.827186,0.0414268
5,2,ood,frame,wrong_reference,sparse_tracker_decoy,baseline,9.46531,0.11310166
5,3,train,cross,ordinary,sparse_tracker_decoy,baseline,13.258575,0.0472218
5,3,train,diag,ordinary,sparse_tracker_decoy,baseline,13.506532,0.04460122
5,3,train,box,ordinary,sparse_tracker_decoy,baseline,12.222678,0.05994213
5,3,train,bars,ordinary,sparse_tracker_decoy,baseline,13.268367,0.04711544
5,3,train,ring,ordinary,sparse_tracker_decoy,baseline,13.938102,0.04038219
5,3,train,chevron,ordinary,sparse_tracker_decoy,baseline,13.668906,0.04296446
5,3,train,cross,common_path,sparse_tracker_decoy,baseline,12.802501,0.05245053
5,3,train,diag,common_path,sparse_tracker_decoy,baseline,10.968052,0.08001931
5,3,train,box,common_path,sparse_tracker_decoy,baseline,11.741225,0.06696958
5,3,train,bars,common_path,sparse_tracker_decoy,baseline,12.36631,0.05799212
5,3,train,ring,common_path,sparse_tracker_decoy,baseline,12.344747,0.05828078
5,3,train,chevron,common_path,sparse_tracker_decoy,baseline,10.587054,0.08735638
5,3,train,cross,noncommon_path,sparse_tracker_decoy,baseline,12.788419,0.05262088
5,3,train,diag,noncommon_path,sparse_tracker_decoy,baseline,11.47877,0.0711415
5,3,train,box,noncommon_path,sparse_tracker_decoy,baseline,11.764842,0.06660638
5,3,train,bars,noncommon_path,sparse_tracker_decoy,baseline,12.475483,0.05655248
5,3,train,ring,noncommon_path,sparse_tracker_decoy,baseline,11.85873,0.0651819
5,3,train,chevron,noncommon_path,sparse_tracker_decoy,baseline,10.253426,0.09433163
5,3,train,cross,wrong_reference,sparse_tracker_decoy,baseline,13.038105,0.04968091
5,3,train,diag,wrong_reference,sparse_tracker_decoy,baseline,12.897741,0.05131282
5,3,train,box,wrong_reference,sparse_tracker_decoy,baseline,12.205658,0.0601775
5,3,train,bars,wrong_reference,sparse_tracker_decoy,baseline,13.204302,0.04781562
5,3,train,ring,wrong_reference,sparse_tracker_decoy,baseline,13.352674,0.04620964
5,3,train,chevron,wrong_reference,sparse_tracker_decoy,baseline,11.644206,0.06848247
5,3,ood,disk,ordinary,sparse_tracker_decoy,baseline,13.186089,0.04801656
5,3,ood,two_spots,ordinary,sparse_tracker_decoy,baseline,13.47449,0.04493151
5,3,ood,frame,ordinary,sparse_tracker_decoy,baseline,9.290087,0.11775824
5,3,ood,disk,common_path,sparse_tracker_decoy,baseline,13.797637,0.04170962
5,3,ood,two_spots,common_path,sparse_tracker_decoy,baseline,14.147284,0.03848324
5,3,ood,frame,common_path,sparse_tracker_decoy,baseline,9.479011,0.11274543
5,3,ood,disk,noncommon_path,sparse_tracker_decoy,baseline,14.462507,0.03578898
5,3,ood,two_spots,noncommon_path,sparse_tracker_decoy,baseline,13.815887,0.04153472
5,3,ood,frame,noncommon_path,sparse_tracker_decoy,baseline,9.540222,0.11116749
5,3,ood,disk,wrong_reference,sparse_tracker_decoy,baseline,13.790231,0.04178081
5,3,ood,two_spots,wrong_reference,sparse_tracker_decoy,baseline,13.86962,0.041024
5,3,ood,frame,wrong_reference,sparse_tracker_decoy,baseline,9.459959,0.11324109
5,4,train,cross,ordinary,sparse_tracker_decoy,baseline,13.534095,0.04431905
5,4,train,diag,ordinary,sparse_tracker_decoy,baseline,13.21234,0.0477272
5,4,train,box,ordinary,sparse_tracker_decoy,baseline,12.22194,0.05995232
5,4,train,bars,ordinary,sparse_tracker_decoy,baseline,13.202732,0.04783291
5,4,train,ring,ordinary,sparse_tracker_decoy,baseline,13.655367,0.04309862
5,4,train,chevron,ordinary,sparse_tracker_decoy,baseline,13.550667,0.04415027
5,4,train,cross,common_path,sparse_tracker_decoy,baseline,12.841622,0.05198018
5,4,train,diag,common_path,sparse_tracker_decoy,baseline,10.682389,0.08545964
5,4,train,box,common_path,sparse_tracker_decoy,baseline,11.747276,0.06687633
5,4,train,bars,common_path,sparse_tracker_decoy,baseline,12.496959,0.05627353
5,4,train,ring,common_path,sparse_tracker_decoy,baseline,12.11235,0.0614844
5,4,train,chevron,common_path,sparse_tracker_decoy,baseline,10.921777,0.08087649
5,4,train,cross,noncommon_path,sparse_tracker_decoy,baseline,12.930956,0.05092188
5,4,train,diag,noncommon_path,sparse_tracker_decoy,baseline,10.552054,0.08806323
5,4,train,box,noncommon_path,sparse_tracker_decoy,baseline,11.853797,0.06525598
