config_id,repeat_seed,sample,reference_weight,phase_mix,input_phase_coupling,common_minus_wrongref_db,common_minus_ordinary_db
28,6,frame,0.16,0.18,0.9,-0.089753,0.018945
28,6,two_spots,0.16,0.18,0.9,-0.337792,0.511926
28,7,frame,0.16,0.18,0.9,-0.152266,0.085758
28,7,two_spots,0.16,0.18,0.9,0.131089,0.658599
29,0,frame,0.16,0.18,1.0,-0.335416,-0.126039
29,0,two_spots,0.16,0.18,1.0,-0.054381,0.806517
29,1,frame,0.16,0.18,1.0,-0.422705,-0.102125
29,1,two_spots,0.16,0.18,1.0,-0.272089,0.829471
29,2,frame,0.16,0.18,1.0,-0.056942,0.147058
29,2,two_spots,0.16,0.18,1.0,-0.533982,0.237056
29,3,frame,0.16,0.18,1.0,0.051461,0.216871
29,3,two_spots,0.16,0.18,1.0,-0.034479,0.789097
29,4,frame,0.16,0.18,1.0,0.033848,0.173469
29,4,two_spots,0.16,0.18,1.0,-0.391316,0.7207
29,5,frame,0.16,0.18,1.0,0.106931,0.19084
29,5,two_spots,0.16,0.18,1.0,0.340339,0.725391
29,6,frame,0.16,0.18,1.0,0.232289,0.252035
29,6,two_spots,0.16,0.18,1.0,-0.126718,1.058223
29,7,frame,0.16,0.18,1.0,-0.052289,0.127774
29,7,two_spots,0.16,0.18,1.0,0.165668,0.822092
30,0,frame,0.16,0.18,1.1,-0.330964,-0.260031
30,0,two_spots,0.16,0.18,1.1,0.220495,0.880106
30,1,frame,0.16,0.18,1.1,-0.156677,0.039411
30,1,two_spots,0.16,0.18,1.1,-0.054776,0.638202
30,2,frame,0.16,0.18,1.1,0.021149,0.077594
30,2,two_spots,0.16,0.18,1.1,-0.106855,0.900645
30,3,frame,0.16,0.18,1.1,0.175833,0.197676
30,3,two_spots,0.16,0.18,1.1,0.208798,0.841482
30,4,frame,0.16,0.18,1.1,0.21149,0.227362
30,4,two_spots,0.16,0.18,1.1,-0.04537,0.874875
30,5,frame,0.16,0.18,1.1,-0.099129,-0.020524
30,5,two_spots,0.16,0.18,1.1,-0.17834,0.495039
30,6,frame,0.16,0.18,1.1,-0.083578,0.170721
30,6,two_spots,0.16,0.18,1.1,0.059045,0.704614
30,7,frame,0.16,0.18,1.1,0.104072,0.257129
30,7,two_spots,0.16,0.18,1.1,0.233673,1.02576
31,0,frame,0.18,0.18,0.9,-0.254281,0.027914
31,0,two_spots,0.18,0.18,0.9,0.09642,0.782157
31,1,frame,0.18,0.18,0.9,-0.192037,-0.089803
31,1,two_spots,0.18,0.18,0.9,-0.326837,0.814228
31,2,frame,0.18,0.18,0.9,-0.12591,0.170149
31,2,two_spots,0.18,0.18,0.9,-0.291148,0.770476
31,3,frame,0.18,0.18,0.9,0.034145,0.103416
31,3,two_spots,0.18,0.18,0.9,-0.149881,0.651323
31,4,frame,0.18,0.18,0.9,-0.079758,-0.059924
31,4,two_spots,0.18,0.18,0.9,0.095875,0.784274
31,5,frame,0.18,0.18,0.9,0.120077,0.273771
31,5,two_spots,0.18,0.18,0.9,0.099858,0.886585
31,6,frame,0.18,0.18,0.9,-0.004155,0.033632
31,6,two_spots,0.18,0.18,0.9,-0.553931,0.567856
31,7,frame,0.18,0.18,0.9,-0.331536,0.077341
31,7,two_spots,0.18,0.18,0.9,-0.148296,0.529313
32,0,frame,0.18,0.18,1.0,-0.223044,0.046299
32,0,two_spots,0.18,0.18,1.0,-0.260825,0.551218
32,1,frame,0.18,0.18,1.0,-0.09957,0.115711
32,1,two_spots,0.18,0.18,1.0,-0.755555,0.399279
32,2,frame,0.18,0.18,1.0,0.03012,0.202005
32,2,two_spots,0.18,0.18,1.0,-0.140051,0.40916
32,3,frame,0.18,0.18,1.0,0.044872,0.128409
32,3,two_spots,0.18,0.18,1.0,-0.195532,0.76893
32,4,frame,0.18,0.18,1.0,0.089342,0.113596
32,4,two_spots,0.18,0.18,1.0,-0.25241,0.430162
32,5,frame,0.18,0.18,1.0,-0.205464,-0.110751
32,5,two_spots,0.18,0.18,1.0,-0.081667,0.527122
32,6,frame,0.18,0.18,1.0,0.328931,0.210586
32,6,two_spots,0.18,0.18,1.0,-0.165425,0.679961
32,7,frame,0.18,0.18,1.0,-0.09484,0.103913
32,7,two_spots,0.18,0.18,1.0,0.168991,0.695193
33,0,frame,0.18,0.18,1.1,0.101051,0.221119
33,0,two_spots,0.18,0.18,1.1,-0.197197,0.348505
33,1,frame,0.18,0.18,1.1,-0.397472,-0.152829
33,1,two_spots,0.18,0.18,1.1,0.001392,0.620909
33,2,frame,0.18,0.18,1.1,0.158262,0.124293
33,2,two_spots,0.18,0.18,1.1,-0.227994,0.599566
33,3,frame,0.18,0.18,1.1,-0.154011,0.057
33,3,two_spots,0.18,0.18,1.1,-0.619708,0.438087
33,4,frame,0.18,0.18,1.1,0.300054,0.219651
33,4,two_spots,0.18,0.18,1.1,-0.133518,0.770751
33,5,frame,0.18,0.18,1.1,-0.073249,0.085566
33,5,two_spots,0.18,0.18,1.1,-0.017632,0.954248
33,6,frame,0.18,0.18,1.1,-0.192498,0.041561
33,6,two_spots,0.18,0.18,1.1,0.001005,1.143381
33,7,frame,0.18,0.18,1.1,-0.007258,0.200613
33,7,two_spots,0.18,0.18,1.1,-0.380781,0.633338
34,0,frame,0.2,0.18,0.9,-0.080239,0.055571
34,0,two_spots,0.2,0.18,0.9,-0.225157,0.593718
34,1,frame,0.2,0.18,0.9,0.064266,0.087995
34,1,two_spots,0.2,0.18,0.9,-0.102389,0.831997
34,2,frame,0.2,0.18,0.9,-0.079545,0.213106
34,2,two_spots,0.2,0.18,0.9,-0.142472,0.434765
34,3,frame,0.2,0.18,0.9,0.067119,0.074504
34,3,two_spots,0.2,0.18,0.9,0.119862,0.858319
34,4,frame,0.2,0.18,0.9,-0.003983,0.139458
34,4,two_spots,0.2,0.18,0.9,0.265166,0.535732
34,5,frame,0.2,0.18,0.9,-0.137458,0.034709
34,5,two_spots,0.2,0.18,0.9,0.223658,0.965989
34,6,frame,0.2,0.18,0.9,-0.235907,-0.069255
34,6,two_spots,0.2,0.18,0.9,0.151171,0.952327
34,7,frame,0.2,0.18,0.9,0.194133,0.196224
34,7,two_spots,0.2,0.18,0.9,-0.355755,0.408653
35,0,frame,0.2,0.18,1.0,0.049755,0.181702
35,0,two_spots,0.2,0.18,1.0,-0.101988,0.791285
35,1,frame,0.2,0.18,1.0,0.139103,0.17225
35,1,two_spots,0.2,0.18,1.0,-0.098871,0.914682
35,2,frame,0.2,0.18,1.0,-0.116847,-0.052926
35,2,two_spots,0.2,0.18,1.0,-0.03999,0.537598
35,3,frame,0.2,0.18,1.0,-0.330411,-0.125949
35,3,two_spots,0.2,0.18,1.0,-0.275416,0.601082
35,4,frame,0.2,0.18,1.0,-0.174604,0.05051
35,4,two_spots,0.2,0.18,1.0,-0.094645,0.769125
35,5,frame,0.2,0.18,1.0,-0.047937,0.046522
35,5,two_spots,0.2,0.18,1.0,-0.411994,0.600753
35,6,frame,0.2,0.18,1.0,-0.123555,0.030515
35,6,two_spots,0.2,0.18,1.0,0.074634,1.016275
35,7,frame,0.2,0.18,1.0,-0.017202,0.099499
35,7,two_spots,0.2,0.18,1.0,-0.055142,0.886013
36,0,frame,0.2,0.18,1.1,-0.357512,-0.002876
36,0,two_spots,0.2,0.18,1.1,0.282132,0.7346
36,1,frame,0.2,0.18,1.1,-0.19971,-0.195135
36,1,two_spots,0.2,0.18,1.1,0.066071,0.527664
36,2,frame,0.2,0.18,1.1,-0.205705,-0.102631
36,2,two_spots,0.2,0.18,1.1,0.127636,0.789322
36,3,frame,0.2,0.18,1.1,0.147335,-0.12388
36,3,two_spots,0.2,0.18,1.1,-0.129543,0.617957
36,4,frame,0.2,0.18,1.1,-0.274936,-0.082195
36,4,two_spots,0.2,0.18,1.1,0.330544,0.652392
36,5,frame,0.2,0.18,1.1,0.000294,0.182803
36,5,two_spots,0.2,0.18,1.1,0.096004,1.215764
36,6,frame,0.2,0.18,1.1,-0.071237,-0.097881
36,6,two_spots,0.2,0.18,1.1,-0.010262,0.729806
36,7,frame,0.2,0.18,1.1,-0.264436,-0.001413
36,7,two_spots,0.2,0.18,1.1,-0.132789,0.451411
37,0,frame,0.14,0.19,0.9,0.159444,0.291671
37,0,two_spots,0.14,0.19,0.9,0.018495,0.916737
37,1,frame,0.14,0.19,0.9,0.166625,0.091071
37,1,two_spots,0.14,0.19,0.9,-0.353251,0.7833
37,2,frame,0.14,0.19,0.9,-0.009004,0.213679
37,2,two_spots,0.14,0.19,0.9,-0.20155,0.765562
37,3,frame,0.14,0.19,0.9,0.027816,0.152045
37,3,two_spots,0.14,0.19,0.9,-0.059067,0.716026
37,4,frame,0.14,0.19,0.9,-0.017587,-0.054561
37,4,two_spots,0.14,0.19,0.9,-0.148495,0.268475
37,5,frame,0.14,0.19,0.9,0.01511,0.07724
37,5,two_spots,0.14,0.19,0.9,0.021226,0.817896
37,6,frame,0.14,0.19,0.9,0.155578,0.125313
37,6,two_spots,0.14,0.19,0.9,-0.392861,0.366314
37,7,frame,0.14,0.19,0.9,-0.005611,0.061797
37,7,two_spots,0.14,0.19,0.9,-0.085246,0.617693
38,0,frame,0.14,0.19,1.0,-0.14222,0.108652
38,0,two_spots,0.14,0.19,1.0,-0.075706,0.628084
38,1,frame,0.14,0.19,1.0,-0.034376,0.089655
38,1,two_spots,0.14,0.19,1.0,-0.370028,0.345587
38,2,frame,0.14,0.19,1.0,-0.215442,0.020187
38,2,two_spots,0.14,0.19,1.0,-0.110633,0.701717
38,3,frame,0.14,0.19,1.0,-0.156377,0.028043
38,3,two_spots,0.14,0.19,1.0,0.083767,0.798675
38,4,frame,0.14,0.19,1.0,-0.134307,0.121337
38,4,two_spots,0.14,0.19,1.0,0.237968,0.816443
38,5,frame,0.14,0.19,1.0,0.000361,0.168793
38,5,two_spots,0.14,0.19,1.0,0.004689,0.579946
38,6,frame,0.14,0.19,1.0,-0.005177,0.18437
38,6,two_spots,0.14,0.19,1.0,0.701438,1.195667
38,7,frame,0.14,0.19,1.0,-0.222563,0.163982
38,7,two_spots,0.14,0.19,1.0,0.159819,0.78401
39,0,frame,0.14,0.19,1.1,0.051482,0.094666
39,0,two_spots,0.14,0.19,1.1,0.390254,1.07873
39,1,frame,0.14,0.19,1.1,-0.030287,0.086851
39,1,two_spots,0.14,0.19,1.1,0.143014,0.700332
39,2,frame,0.14,0.19,1.1,-0.170354,0.113792
39,2,two_spots,0.14,0.19,1.1,-0.58263,0.530059
39,3,frame,0.14,0.19,1.1,-0.18725,0.043034
39,3,two_spots,0.14,0.19,1.1,0.07944,0.881612
39,4,frame,0.14,0.19,1.1,-0.123427,0.155072
39,4,two_spots,0.14,0.19,1.1,0.576047,0.927081
39,5,frame,0.14,0.19,1.1,-0.054798,0.271731
39,5,two_spots,0.14,0.19,1.1,-0.371474,0.595719
39,6,frame,0.14,0.19,1.1,-0.052793,0.206729
39,6,two_spots,0.14,0.19,1.1,-0.160487,0.836562
39,7,frame,0.14,0.19,1.1,0.297054,0.236977
39,7,two_spots,0.14,0.19,1.1,-0.417014,0.353674
40,0,frame,0.16,0.19,0.9,-0.114616,0.096023
40,0,two_spots,0.16,0.19,0.9,-0.013466,0.761585
40,1,frame,0.16,0.19,0.9,-0.091425,0.002842
40,1,two_spots,0.16,0.19,0.9,-0.266724,0.822961
40,2,frame,0.16,0.19,0.9,0.008788,0.127038
40,2,two_spots,0.16,0.19,0.9,-0.034063,0.855347
40,3,frame,0.16,0.19,0.9,-0.006855,0.107398
40,3,two_spots,0.16,0.19,0.9,-0.403674,0.746559
40,4,frame,0.16,0.19,0.9,0.199054,0.262443
40,4,two_spots,0.16,0.19,0.9,0.079229,0.86307
40,5,frame,0.16,0.19,0.9,-0.00249,0.196775
40,5,two_spots,0.16,0.19,0.9,-0.164385,0.511564
40,6,frame,0.16,0.19,0.9,0.103622,0.215279
40,6,two_spots,0.16,0.19,0.9,0.230892,0.686894
40,7,frame,0.16,0.19,0.9,-0.083344,-0.003359
40,7,two_spots,0.16,0.19,0.9,0.168291,0.838501
41,0,frame,0.16,0.19,1.0,0.129192,0.251003
41,0,two_spots,0.16,0.19,1.0,0.011347,0.852703
41,1,frame,0.16,0.19,1.0,-0.013501,0.006878
41,1,two_spots,0.16,0.19,1.0,-0.025015,0.664762
41,2,frame,0.16,0.19,1.0,0.071088,0.071719
41,2,two_spots,0.16,0.19,1.0,0.19455,0.580842
41,3,frame,0.16,0.19,1.0,0.114916,0.266167
41,3,two_spots,0.16,0.19,1.0,-0.313024,0.546266
41,4,frame,0.16,0.19,1.0,-0.133029,-0.053779
41,4,two_spots,0.16,0.19,1.0,-0.056613,0.671813
41,5,frame,0.16,0.19,1.0,-0.124339,-0.026684
41,5,two_spots,0.16,0.19,1.0,-0.034219,0.786701
41,6,frame,0.16,0.19,1.0,0.108072,0.125723
41,6,two_spots,0.16,0.19,1.0,-0.617924,0.189744
41,7,frame,0.16,0.19,1.0,0.193659,0.334797
41,7,two_spots,0.16,0.19,1.0,0.162653,0.674455
42,0,frame,0.16,0.19,1.1,0.130501,0.092901
42,0,two_spots,0.16,0.19,1.1,-0.236077,0.629022
42,1,frame,0.16,0.19,1.1,-0.09754,0.102024
42,1,two_spots,0.16,0.19,1.1,0.034943,0.776713
42,2,frame,0.16,0.19,1.1,-0.053995,0.240237
42,2,two_spots,0.16,0.19,1.1,0.255729,1.086276
42,3,frame,0.16,0.19,1.1,0.043482,0.220863
42,3,two_spots,0.16,0.19,1.1,-0.005701,0.922503
42,4,frame,0.16,0.19,1.1,-0.170263,0.093055
42,4,two_spots,0.16,0.19,1.1,-0.141594,0.593347
42,5,frame,0.16,0.19,1.1,0.104116,0.141918
42,5,two_spots,0.16,0.19,1.1,0.064546,0.760789
42,6,frame,0.16,0.19,1.1,-0.012602,0.073529
42,6,two_spots,0.16,0.19,1.1,-0.048597,0.725939
42,7,frame,0.16,0.19,1.1,0.126453,0.22072
42,7,two_spots,0.16,0.19,1.1,-0.071936,0.580716
43,0,frame,0.18,0.19,0.9,-0.254805,-0.122238
43,0,two_spots,0.18,0.19,0.9,-0.492632,0.65996
43,1,frame,0.18,0.19,0.9,0.023452,0.212147
43,1,two_spots,0.18,0.19,0.9,0.158172,0.581616
43,2,frame,0.18,0.19,0.9,-0.160598,0.020276
43,2,two_spots,0.18,0.19,0.9,0.23958,0.778262
43,3,frame,0.18,0.19,0.9,-0.249304,-0.070498
43,3,two_spots,0.18,0.19,0.9,-0.056028,0.696389
43,4,frame,0.18,0.19,0.9,0.107413,0.312112
43,4,two_spots,0.18,0.19,0.9,-0.230572,0.520757
43,5,frame,0.18,0.19,0.9,0.139708,0.240376
43,5,two_spots,0.18,0.19,0.9,-0.204905,1.012002
43,6,frame,0.18,0.19,0.9,0.237974,0.157554
43,6,two_spots,0.18,0.19,0.9,0.057049,0.81715
43,7,frame,0.18,0.19,0.9,0.128829,0.224469
43,7,two_spots,0.18,0.19,0.9,-0.146839,0.568734
44,0,frame,0.18,0.19,1.0,0.155294,0.236152
44,0,two_spots,0.18,0.19,1.0,0.099488,1.244851
44,1,frame,0.18,0.19,1.0,0.002647,0.165409
44,1,two_spots,0.18,0.19,1.0,0.208623,0.958109
44,2,frame,0.18,0.19,1.0,-0.139491,0.017359
44,2,two_spots,0.18,0.19,1.0,-0.228167,0.515801
44,3,frame,0.18,0.19,1.0,-0.120561,0.057057
44,3,two_spots,0.18,0.19,1.0,-0.307201,0.597009
44,4,frame,0.18,0.19,1.0,-0.430558,-0.090414
44,4,two_spots,0.18,0.19,1.0,-0.667272,0.531781
44,5,frame,0.18,0.19,1.0,-0.088752,-0.017638
44,5,two_spots,0.18,0.19,1.0,0.341072,1.263792
44,6,frame,0.18,0.19,1.0,-0.02416,-0.087245
44,6,two_spots,0.18,0.19,1.0,0.202322,0.851793
44,7,frame,0.18,0.19,1.0,0.026126,0.223338
44,7,two_spots,0.18,0.19,1.0,0.382703,1.066154
45,0,frame,0.18,0.19,1.1,-0.22453,0.049571
45,0,two_spots,0.18,0.19,1.1,0.292256,0.837359
45,1,frame,0.18,0.19,1.1,-0.056746,0.024565
45,1,two_spots,0.18,0.19,1.1,0.034709,0.739835
45,2,frame,0.18,0.19,1.1,-0.140954,-0.021154
45,2,two_spots,0.18,0.19,1.1,0.515877,1.240868
45,3,frame,0.18,0.19,1.1,-0.115164,0.001017
45,3,two_spots,0.18,0.19,1.1,0.089752,0.602837
45,4,frame,0.18,0.19,1.1,0.303789,0.135786
45,4,two_spots,0.18,0.19,1.1,-0.354496,0.629391
45,5,frame,0.18,0.19,1.1,-0.10932,-0.039321
45,5,two_spots,0.18,0.19,1.1,-0.666985,0.713818
45,6,frame,0.18,0.19,1.1,0.03571,0.014357
45,6,two_spots,0.18,0.19,1.1,-0.299698,0.360906
45,7,frame,0.18,0.19,1.1,-0.08226,-0.078547
45,7,two_spots,0.18,0.19,1.1,0.123213,0.85629
46,0,frame,0.2,0.19,0.9,0.068072,0.119954
46,0,two_spots,0.2,0.19,0.9,-0.181218,0.611682
46,1,frame,0.2,0.19,0.9,-0.141499,-0.040193
46,1,two_spots,0.2,0.19,0.9,0.128924,0.550934
46,2,frame,0.2,0.19,0.9,0.19673,0.250324
46,2,two_spots,0.2,0.19,0.9,-0.32775,0.435779
46,3,frame,0.2,0.19,0.9,-0.19887,-0.161672
46,3,two_spots,0.2,0.19,0.9,-0.017881,0.609962
46,4,frame,0.2,0.19,0.9,0.15346,0.283127
46,4,two_spots,0.2,0.19,0.9,-0.132595,0.764421
46,5,frame,0.2,0.19,0.9,-0.282803,-0.069575
46,5,two_spots,0.2,0.19,0.9,-0.085479,0.719321
46,6,frame,0.2,0.19,0.9,-0.127116,-0.204955
46,6,two_spots,0.2,0.19,0.9,-0.031723,0.555389
46,7,frame,0.2,0.19,0.9,0.163096,0.240421
46,7,two_spots,0.2,0.19,0.9,0.172855,0.805671
47,0,frame,0.2,0.19,1.0,-0.063532,0.042439
47,0,two_spots,0.2,0.19,1.0,0.080311,0.896344
47,1,frame,0.2,0.19,1.0,-0.069742,0.090438
47,1,two_spots,0.2,0.19,1.0,0.030632,0.737827
47,2,frame,0.2,0.19,1.0,-0.105906,-0.030829
47,2,two_spots,0.2,0.19,1.0,-0.28323,0.289482
47,3,frame,0.2,0.19,1.0,0.063693,0.076104
47,3,two_spots,0.2,0.19,1.0,-0.3652,0.607724
47,4,frame,0.2,0.19,1.0,-0.236413,-0.074939
47,4,two_spots,0.2,0.19,1.0,0.102119,0.676916
47,5,frame,0.2,0.19,1.0,0.062342,0.019879
47,5,two_spots,0.2,0.19,1.0,0.268463,0.622088
47,6,frame,0.2,0.19,1.0,-0.129089,-0.069575
47,6,two_spots,0.2,0.19,1.0,-0.246392,0.32295
47,7,frame,0.2,0.19,1.0,-0.118723,-0.051731
47,7,two_spots,0.2,0.19,1.0,-0.278824,0.659377
48,0,frame,0.2,0.19,1.1,-0.247256,-0.000906
48,0,two_spots,0.2,0.19,1.1,-0.306371,0.440424
48,1,frame,0.2,0.19,1.1,-0.044803,-0.078275
48,1,two_spots,0.2,0.19,1.1,0.119991,0.34667
48,2,frame,0.2,0.19,1.1,-0.075938,0.110789
48,2,two_spots,0.2,0.19,1.1,-0.12802,0.452854
48,3,frame,0.2,0.19,1.1,-0.271208,-0.224951
48,3,two_spots,0.2,0.19,1.1,-0.281437,0.774006
48,4,frame,0.2,0.19,1.1,-0.125244,0.037087
48,4,two_spots,0.2,0.19,1.1,0.004907,0.900514
48,5,frame,0.2,0.19,1.1,-0.106928,0.068492
48,5,two_spots,0.2,0.19,1.1,-0.377641,0.439722
48,6,frame,0.2,0.19,1.1,-0.236229,-0.033068
48,6,two_spots,0.2,0.19,1.1,0.001295,0.225994
48,7,frame,0.2,0.19,1.1,-0.31756,0.113982
48,7,two_spots,0.2,0.19,1.1,-0.067041,0.652834
