point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_reconstructed,E_tb_2_reconstructed,E_tb_3_reconstructed
299,10.02827159563746,-16.4313182156091,-64.66958981124654,5.8547376006908465,-16.220880693802506,-60.70747007272415
300,10.02827159563746,-16.4313182156091,-64.66958981124654,5.963265588888953,-16.24953971647958,-60.78636230362768
301,10.0283239057571,-16.43518231854111,-64.66594165333979,6.067768987142461,-16.174127282513247,-60.96725499668235
302,10.02848538849576,-16.44677550346751,-64.65500064211226,6.1702285182198064,-16.10244605600443,-61.14432291337218
303,10.02876966321396,-16.46610036664054,-64.63677715970512,6.271442035040828,-16.035307107564883,-61.31754303475574
304,10.02919930323244,-16.49316112831491,-64.6112884919155,6.37220868953028,-15.973528179533217,-61.486880474927595
305,10.02980564851667,-16.52796347353809,-64.57855880160353,6.473315697227887,-15.917924369866832,-61.65228462138189
306,10.0306285456397,-16.57051433133044,-64.53861909159096,6.575524539698585,-15.86929783141283,-61.813685721333634
307,10.03171601721806,-16.62082159431828,-64.49150715718,6.679556853188432,-15.828426701429297,-61.97099194725151
308,10.03312386362699,-16.67889378145769,-64.43726752845772,6.786080305007231,-15.796053537451256,-62.12408696658001
309,10.03491520039855,-16.74473964704689,-64.37595140258856,6.895694804028658,-15.772873588683476,-62.27282803236169
310,10.03715993528616,-16.81836773976735,-64.30761656633271,7.008919423328793,-15.759523271734034,-62.41704460338393
311,10.03993418953397,-16.89978591601114,-64.23232730906696,7.12618042657419,-15.756569240761774,-62.556537494722704
312,10.0433196684131,-16.98900081223935,-64.15015432661885,7.247800781656786,-15.764498441182923,-62.69107855228663
313,10.0474029865726,-17.08601728156449,-64.06117461626258,7.373991513343647,-15.783709510939932,-62.82041083830275
314,10.05227495419084,-17.19083780015084,-63.96547136326124,7.504845191721867,-15.814505844231881,-62.94424930872414
315,10.05802983029642,-17.30346184937377,-63.86313381937569,7.64033177778385,-15.857090562285746,-63.062281958355264
316,10.06476454994663,-17.42388527996116,-63.75425717379581,7.780296956735611,-15.91156354928629,-63.17417140512133
317,10.07257793219819,-17.55209966455105,-63.63894241698638,7.924462990391552,-15.97792061583986,-63.279556881368585
318,10.08156987597202,-17.68809164523029,-63.51729619797413,8.072432020146382,-16.05605475513633,-63.37805659736149
319,10.09184055099471,-17.83184228266536,-63.38943067563735,8.223691659222245,-16.145759366064066,-63.46927044020584
320,10.10348959098845,-17.98332641338978,-63.25546336459396,8.377622633892392,-16.246733239693118,-63.552782970218736
321,10.11661529617762,-18.14251202167564,-63.11551697631776,8.5335081731143,-16.35858704577232,-63.6281666762251
322,10.13131385197969,-18.30935963218181,-62.96971925614486,8.690544807177622,-16.480851016974974,-63.694985451301214
323,10.14767857045655,-18.48382172924723,-62.81820281686595,8.847854218995526,-16.61298351107095,-63.752798251035784
324,10.16579916071906,-18.66584220828223,-62.66110496963026,9.004495794909483,-16.75438013344809,-63.801162897341996
325,10.18576103401345,-18.85535586421561,-62.4985675529188,9.159479542146988,-16.90438312135043,-63.83963999215943
326,10.20764464867861,-19.05228792138496,-62.33073676037365,9.311779073244105,-17.062290722795503,-63.867796906942836
327,10.23152489956164,-19.25655360862704,-62.15776296829864,9.460344399364791,-17.227366342998696,-63.8852118155773
328,10.257470555826,-19.46805778264516,-61.97980056367427,9.604114320264284,-17.398847275081803,-63.89147774021999
329,10.28554375039811,-19.68669460201286,-61.79700777355647,9.742028244975343,-17.575952876256984,-63.88620658148539
330,10.31579952358739,-19.91234725344046,-61.60954649675178,9.873037321260867,-17.757892092722596,-63.86903310631444
331,10.34828542269777,-20.14488773118774,-61.41758213868695,9.996114791450907,-17.943870274208606,-63.83961886875565
332,10.38304115874042,-20.38417666977691,-61.22128345041091,10.110265526268634,-18.13309525129854,-63.79765604069608
333,10.42009832067079,-20.63006322945341,-61.02082237268735,10.214534716139053,-18.324782674863894,-63.74287113128604
334,10.45948014692311,-20.88238503317318,-60.81637388615401,10.308015721314675,-18.51816063724015,-63.675028575374924
335,10.50120135341115,-21.14096815327506,-60.60811586854085,10.389857098360919,-18.71247360959886,-63.59393417269206
336,10.54526801661634,-21.40562714543573,-60.39622895995149,10.459268831783692,-18.90698574000401,-63.49943836075235
337,10.59167750990047,-21.67616512700861,-60.18089643722492,10.515527806621366,-19.100983562671694,-63.39143930551774
338,10.64041849076363,-21.95237389642454,-59.96230409840075,10.557982561455356,-19.293778171787142,-63.26988579469122
339,10.69147093642386,-22.23403408998194,-59.74064015831731,10.58605736226957,-19.484706913639016,-63.134779919145664
340,10.74480622482225,-22.52091537208034,-59.51609515637195,10.59925563657829,-19.673134649491054,-62.98617952837424
