point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_baseline,E_tb_2_baseline,E_tb_3_baseline,E_tb_1_kspace_sparse,E_tb_2_kspace_sparse,E_tb_3_kspace_sparse
209,14.09755742542056,-36.09781973389059,-49.60799691033414,1.171706063336578,-19.575168529764802,-53.27851327753382,11.425582440187293,-32.437483515811785,-51.12861146282479
210,14.06714778879544,-35.99713053120934,-49.67678463214961,1.2566277372626067,-19.725921713413893,-53.23356266264349,13.61102836623333,-33.437735634479516,-52.08891907529279
211,14.0336461821344,-35.88458422214581,-49.75413720830016,1.3496894992833905,-19.877216970629338,-53.196838387870585,14.623417974529627,-33.93725778386607,-52.400003417802225
212,13.9970983044618,-35.76016264923507,-49.84011247235848,1.451414680524473,-20.028582492437405,-53.169273428052,14.680005257396248,-34.116754585600134,-52.100262524291026
213,13.95755628448071,-35.62390705916315,-49.93471586579816,1.562283710829837,-20.179510856388074,-53.15178991382888,14.158547370356237,-34.08886300715629,-51.439479335637145
214,13.91507859946579,-35.4759154414738,-50.03790301700955,1.682725802292998,-20.329463594530914,-53.145286480685954,13.441289348190162,-33.93501008608612,-50.69739955684331
215,13.86972997460036,-35.31633899229745,-50.14958317506736,1.8131109868660968,-20.47787638836871,-53.15062536105246,12.808837418411912,-33.735882127225466,-50.060344609430075
216,13.82158126333598,-35.14537790677878,-50.26962329515758,1.9537426594674003,-20.624164821257047,-53.16861943941775,12.4011214993806,-33.573277975275985,-49.59185533666264
217,13.77070930937633,-34.96327671124015,-50.39785256523565,2.1048507718764733,-20.767730589612537,-53.2000195133251,12.233664483208042,-33.51437695899892,-49.27082704680155
218,13.71719679090408,-34.77031933896301,-50.53406717065911,2.266585812451983,-20.90796804699796,-53.2455020200904,12.242983741423682,-33.598515615112774,-49.04716282452697
219,13.66113204768338,-34.5668241347311,-50.67803511229219,2.43901369253162,-21.044270931857618,-53.30565749815699,12.336326531343348,-33.8308187086815,-48.883718727458415
220,13.60260889168033,-34.35313894650721,-50.82950092036076,2.622111642644419,-21.176039112491324,-53.38098005140529,12.429786902848246,-34.1773543366724,-48.77589766003759
221,13.54172640184807,-34.12963643142906,-50.98819013752947,2.8157652009079777,-21.30268517359779,-53.47185807319188,12.468085163937179,-34.56793490072832,-48.74364113890137
222,13.4785887037279,-33.89670967095073,-51.15381347703432,3.0197663528628818,-21.423640668685564,-53.57856646376495,12.42736241932639,-34.92311558928095,-48.79233315357207
223,13.4133047345138,-33.65476815902323,-51.32607059263663,3.2338128572984695,-21.53836187244475,-53.701260540177216,12.308419851755865,-35.198440860116136,-48.86756072240948
224,13.34598799422628,-33.40423419952042,-51.50465342484851,3.457508767211101,-21.646334886575527,-53.83997179297275,12.129374414617958,-35.39737283395578,-48.86380646130135
225,13.27675628363361,-33.14553972575954,-51.68924911123057,3.6903661298178703,-21.74707998050735,-53.994605590744285,11.922347140825682,-35.522771777646405,-48.71240142251959
226,13.20573142954978,-32.87912353636742,-51.87954246715314,3.9318078254200257,-21.840155083063895,-54.16494087489321,11.731443648401596,-35.5137046907071,-48.480745080401775
227,13.13303899812746,-32.60542892783703,-52.07521805730664,4.181171482716574,-21.925158379968096,-54.35063182587548,11.605299786501115,-35.25404682749539,-48.37139204123588
228,13.05880799675234,-32.32490169450433,-52.27596188785252,4.437714388642543,-22.001730012320635,-54.55121142244953,11.58149934332788,-34.689373436028674,-48.57423511874176
229,12.98317056513066,-32.03798846074228,-52.48146275502219,4.7006192945400445,-22.069552909942228,-54.76609676041717,11.669407268617142,-33.92759440037926,-49.11042252778423
230,12.90626165614798,-31.74513530724041,-52.69141328889015,4.969001007873037,-22.128352828105886,-54.9945959501197,11.842869360579526,-33.16801245557426,-49.85295787759344
231,12.82821870706277,-31.44678665262891,-52.90551073163908,5.2419136499862375,-22.177897684570617,-55.235916374869895,12.048610610218194,-32.5574089778933,-50.649666272013015
232,12.74918130158418,-31.14338435279469,-53.12345748853647,5.518358455600831,-22.21799631450882,-55.48917406702573,12.225728123583194,-32.12978238499342,-51.396713346156325
233,12.66929082337093,-30.83536698248363,-53.34496148758021,5.797291988668717,-22.248496773231476,-55.75340394505348,12.326669944611659,-31.832330087368174,-52.047976966633165
234,12.58869010147765,-30.52316926675134,-53.56973638079456,6.077634651543561,-22.269284320643084,-56.027570653263524,12.331906413185546,-31.581315250810437,-52.59837492974515
235,12.50752304826688,-30.20722163316964,-53.79750161680434,6.358279369716986,-22.2802792178559,-56.31057975472869,12.254151118332276,-31.309008350617493,-53.064305830860455
236,12.42593429030141,-29.88794985916357,-54.02798241084474,6.638100342072933,-22.281434456604558,-56.60128904542593,12.131646126086952,-30.98645903247838,-53.46870272066946
237,12.34406879273251,-29.56577479226315,-54.26090963495572,6.915961756147591,-22.272733527577476,-56.898519781746074,12.013939438573484,-30.623060379848756,-53.831633392202306
238,12.26207147770588,-29.24111212428672,-54.49601964788508,7.190726378659213,-22.254188316174922,-57.201067641947745,11.946171893860445,-30.251955195932453,-54.165958747673635
239,12.18008683732251,-28.91437220345416,-54.73305408125648,7.461263943030587,-22.22583719510631,-57.50771327274086,11.957412859575534,-29.91155075263172,-54.47724434580355
240,12.09825854171213,-28.58595987112659,-54.97175959588391,7.7264592672628485,-22.18774336404779,-57.817232303071144,12.055570560236188,-29.630513654868857,-54.766351449563956
241,12.01672904281066,-28.25627431226802,-55.21188761974665,7.985220046901568,-22.139993468420425,-58.128404736781754,12.228175843005463,-29.419404419462087,-55.032688685636344
242,11.93563917447449,-27.92570891083598,-55.45319407707076,8.236484278614787,-22.082696513027642,-58.44002366299562,12.44689343223258,-29.268864606648638,-55.276639026074
243,11.85512774961927,-27.59465110314662,-55.69543911617923,8.479227279815433,-22.01598307231505,-58.75090324701943,12.674078139262372,-29.152950841836702,-55.500717958181156
244,11.77533115513878,-27.26348222385111,-55.93838684224934,8.712468278626908,-21.940004787613866,-59.05988598491391,12.870626423945453,-29.036105912549868,-55.70979164200118
245,11.69638294544045,-26.93257734053243,-56.18180505982512,8.935276556199234,-21.854934132902972,-59.365849221485256,13.004416057144608,-28.882156077094102,-55.910834840559254
246,11.6184134355305,-26.60230507411231,-56.42546502884936,9.146777129894378,-21.760964424207156,-59.667710944462364,13.057725383562323,-28.663250901903076,-56.11237588166613
247,11.54154929469322,-26.27302740327385,-56.66914123707379,9.346155971173946,-21.65831004345629,-59.96443487731263,13.031261805944954,-28.36634272461817,-56.323414970488926
248,11.46591314193484,-25.94509945198359,-56.91261119095633,9.532664756186488,-21.54720684511538,-60.255034899916,12.942949421647025,-27.995276301684846,-56.551686173227026
249,11.391623144505,-25.61886925995749,-57.1556552265338,9.705625150135136,-21.427912712784337,-60.53857883059408,12.821608673022846,-27.56797952369824,-56.80170100504296
250,11.31879262096399,-25.29467753658022,-57.39805634125128,9.864432628592809,-21.300708232892454,-60.81419160524378,12.698025076853146,-27.110135974542658,-57.07348724715054
251,11.24752965043387,-24.97285739937193,-57.63960004731248,10.008559840115538,-21.165897453232542,-61.08105788997498,12.597027558291641,-26.64810411484002,-57.36269983752895
252,11.17793668985079,-24.65373409861454,-57.88007424677811,10.137559514876024,-21.02380869509205,-61.33842416310339,12.533268576334764,-26.203807885855415,-57.66195104142513
253,11.11011020122587,-24.33762473021298,-58.11926912836574,10.251066923685388,-20.874795388881857,-61.58560030094219,12.511172623265503,-25.79283386175607,-57.962560143457225
254,11.0441402911149,-24.02483793928143,-58.35697708568262,10.348801890771353,-20.719236904224267,-61.82196069986727,12.527583591751915,-25.425065933473384,-58.2559910449788
255,10.98011036469355,-23.71567361731719,-58.59299265644687,10.43057036210156,-20.557539346268758,-62.04694496483495,12.575001761116365,-25.106087545910032,-58.53479285639045
256,10.91809679702604,-23.41042259615904,-58.82711248211017,10.496265528941235,-20.390136290424504,-62.260058192102534,12.64385233246159,-24.837757359605853,-58.79328232934604
257,10.85816862429838,-23.10936634222123,-59.05913528718241,10.54586850376429,-20.21748942763693,-62.46087087148192,12.723298290548591,-24.61744095592831,-59.02820126555827
258,10.80038725795483,-22.81277665475214,-59.28886187747025,10.579448542637818,-20.04008909172601,-62.649018431156705,12.801092795078832,-24.436596819050678,-59.23930428206716
259,10.74480622482226,-22.52091537208032,-59.51609515637193,10.597162804818812,-19.858454639113738,-62.824200445988126,12.863502905477683,-24.280101031364502,-59.429609346964625
260,10.69147093642387,-22.23403408998193,-59.74064015831731,10.59925563657829,-19.67313464949106,-62.98617952837425,12.896281008253034,-24.127549513870555,-59.60505364210329
261,10.64041849076362,-21.95237389642455,-59.96230409840075,10.586057362269585,-19.484706913639013,-63.13477991914566,12.887052873238021,-23.9569101877589,-59.773490297054614
262,10.59167750990048,-21.67616512700863,-60.18089643722492,10.557982561455377,-19.293778171787135,-63.26988579469121,12.828587181408611,-23.749730379589433,-59.943185678106005
263,10.54526801661633,-21.40562714543575,-60.39622895995149,10.515527806621362,-19.100983562671686,-63.39143930551774,12.72166156469872,-23.496185238799132,-60.12113823124722
264,10.50120135341116,-21.14096815327507,-60.60811586854085,10.459268831783708,-18.906985740004007,-63.499438360752364,12.576096256881062,-23.198029326890715,-60.31163590896928
265,10.45948014692312,-20.88238503317318,-60.81637388615403,10.389857098360922,-18.71247360959884,-63.59393417269206,12.409144890916899,-22.868139456162986,-60.51549221619291
266,10.4200983206708,-20.63006322945341,-61.02082237268732,10.308015721314682,-18.518160637240154,-63.675028575374924,12.241526032232882,-22.526600572877754,-60.73026450526631
267,10.38304115874041,-20.3841766697769,-61.22128345041092,10.214534716139038,-18.3247826748639,-63.74287113128611,12.092369846098705,-22.194676347548384,-60.95138652895264
268,10.34828542269778,-20.14488773118773,-61.41758213868695,10.110265526268632,-18.133095251298535,-63.79765604069608,11.974751240151376,-21.88890978210052,-61.17365796977498
269,10.31579952358739,-19.91234725344048,-61.60954649675175,9.996114791450907,-17.943870274208606,-63.83961886875565,11.89321024754149,-21.617601144107365,-61.39226844585573
270,10.28554375039811,-19.68669460201284,-61.79700777355649,9.873037321260847,-17.7578920927226,-63.86903310631444,11.843989937380295,-21.38097552620386,-61.602798041958884
271,10.257470555826,-19.46805778264515,-61.97980056367427,9.74202824497535,-17.575952876256977,-63.8862065814854,11.817846111551479,-21.174754352403163,-61.800354676935484
272,10.23152489956164,-19.25655360862705,-62.15776296829864,9.60411432026427,-17.398847275081806,-63.89147774022003,11.804244038012914,-20.995121511333252,-61.97868892484574
273,10.20764464867861,-19.05228792138494,-62.33073676037365,9.460344399364821,-17.227366342998685,-63.8852118155773,11.794937541336811,-20.84212935609251,-62.13024911841833
274,10.18576103401345,-18.85535586421561,-62.49856755291881,9.311779073244109,-17.0622907227955,-63.86779690694282,11.785131417087019,-20.71934521104581,-62.24758774166489
275,10.16579916071906,-18.66584220828224,-62.66110496963026,9.15947954214697,-16.904383121350428,-63.83963999215942,11.771961461667763,-20.629938823444245,-62.325662037162175
276,10.14767857045655,-18.48382172924721,-62.81820281686594,9.004495794909472,-16.75438013344809,-63.80116289734197,11.751942036591418,-20.57195161291052,-62.363944782384806
277,10.13131385197968,-18.3093596321818,-62.96971925614487,8.847854218995526,-16.61298351107095,-63.75279825103579,11.719807029428397,-20.53624204438194,-62.36728025731959
278,10.11661529617762,-18.14251202167565,-63.11551697631774,8.690544807177622,-16.480851016974967,-63.694985451301214,11.670081022589725,-20.5088433692339,-62.3450849234428
279,10.10348959098846,-17.98332641338977,-63.25546336459398,8.533508173114297,-16.35858704577232,-63.62816667622505,11.60048033461129,-20.476345676812365,-62.30937462093816
280,10.09184055099469,-17.83184228266535,-63.38943067563736,8.377622633892388,-16.246733239693118,-63.552782970218736,11.5145300961386,-20.43066141773638,-62.27263529326572
281,10.08156987597202,-17.68809164523029,-63.51729619797414,8.223691659222249,-16.145759366064066,-63.469270440205854,11.420975058960035,-20.369834144284916,-62.24644284483931
282,10.07257793219819,-17.55209966455103,-63.6389424169864,8.072432020146385,-16.05605475513633,-63.378056597361486,11.329567360129602,-20.29417589884931,-62.24111711252432
283,10.06476454994664,-17.42388527996118,-63.75425717379581,7.924462990391554,-15.977920615839869,-63.27955688136859,11.245114662685133,-20.200017654177998,-62.265996576339795
284,10.05802983029642,-17.30346184937378,-63.86313381937568,7.780296956735623,-15.911563549286285,-63.17417140512134,11.162711245104367,-20.07472976022129,-62.3295859954379
285,10.05227495419084,-17.19083780015085,-63.96547136326123,7.640331777783858,-15.857090562285746,-63.06228195835527,11.066486848023448,-19.895865700690024,-62.439039410387835
286,10.04740298657261,-17.08601728156449,-64.06117461626255,7.504845191721876,-15.81450584423188,-62.94424930872414,10.932677935408377,-19.635193030988027,-62.59898809976607
287,10.04331966841309,-16.98900081223934,-64.15015432661883,7.373991513343639,-15.783709510939932,-62.82041083830274,10.736203225919974,-19.26629147145657,-62.81016941313398
288,10.03993418953398,-16.89978591601113,-64.232327309067,7.24780078165678,-15.764498441182923,-62.691078552286626,10.458759350475162,-18.77318298407417,-63.06836046475097
289,10.03715993528617,-16.81836773976736,-64.30761656633271,7.126180426574189,-15.756569240761776,-62.55653749472269,10.096016630097042,-18.157338027083657,-63.363850750064515
290,10.03491520039854,-16.74473964704689,-64.37595140258853,7.008919423328804,-15.75952327173403,-62.41704460338392,9.661791775988519,-17.44108322993439,-63.68143455469628
291,10.03312386362699,-16.67889378145766,-64.43726752845775,6.895694804028666,-15.77287358868348,-62.272828032361666,9.18782413436609,-16.666389539157407,-64.00092749607984
292,10.03171601721805,-16.62082159431827,-64.49150715717997,6.786080305007203,-15.796053537451263,-62.12408696658004,8.718651503151685,-15.888872770745392,-64.29847770482513
293,10.03062854563968,-16.57051433133045,-64.53861909159095,6.679556853188441,-15.828426701429288,-61.970991947251534,8.302047098727344,-15.167667799548775,-64.549155580254
294,10.02980564851667,-16.52796347353809,-64.57855880160352,6.575524539698583,-15.869297831412831,-61.813685721333634,7.976895758825262,-14.553089419092974,-64.73111793737053
295,10.02919930323244,-16.4931611283149,-64.6112884919155,6.473315697227887,-15.917924369866832,-61.65228462138189,7.762310084671091,-14.075744811339922,-64.83090305381327
296,10.02876966321396,-16.46610036664055,-64.63677715970512,6.372208689530278,-15.97352817953322,-61.48688047492759,7.652877673178996,-13.741687491435762,-64.84836231388695
297,10.02848538849575,-16.44677550346751,-64.65500064211226,6.2714420350408275,-16.03530710756489,-61.31754303475576,7.623030895945942,-13.536218036987126,-64.79900028517142
298,10.02832390575711,-16.4351823185411,-64.66594165333979,6.1702285182198064,-16.10244605600443,-61.14432291337218,7.638904495374989,-13.434436371681478,-64.7117864522767
299,10.02827159563746,-16.4313182156091,-64.66958981124654,6.06776898714247,-16.174127282513243,-60.96725499668236,7.672456426345446,-13.413460334522874,-64.62207455902114
300,10.02827159563746,-16.4313182156091,-64.66958981124654,5.963265588888953,-16.24953971647958,-60.78636230362768,7.712772637922897,-13.461890536232657,-64.56155067910274
301,10.0283239057571,-16.43518231854111,-64.66594165333979,5.854737600690832,-16.220880693802513,-60.707470072724135,7.718087451507483,-13.44170120061171,-64.65040690670597
302,10.02848538849576,-16.44677550346751,-64.65500064211226,5.74044151255389,-16.199340367191848,-60.617641345664936,7.654412828025308,-13.381920595733828,-64.80391078275396
303,10.02876966321396,-16.46610036664054,-64.63677715970512,5.621452255946415,-16.185499507015308,-60.517360482412045,7.530926172750486,-13.292649769588389,-64.98981995427857
304,10.02919930323244,-16.49316112831491,-64.6112884919155,5.4988517401645405,-16.179924300332882,-60.407126909818686,7.378856349502003,-13.20293039248256,-65.16962985489093
305,10.02980564851667,-16.52796347353809,-64.57855880160353,5.373717044509817,-16.18315385948963,-60.28745586485943,7.243440995013834,-13.154412164660892,-65.30874300937815
306,10.0306285456397,-16.57051433133044,-64.53861909159096,5.247108172098965,-16.195687232241156,-60.15887922149655,7.171590447796918,-13.190456978971554,-65.38399479285368
307,10.03171601721806,-16.62082159431828,-64.49150715718,5.120055595994284,-16.217970181977602,-60.02194636298462,7.197118923573468,-13.342110827034611,-65.38638464129724
308,10.03312386362699,-16.67889378145769,-64.43726752845772,4.9935478801205475,-16.250382061055547,-59.877225058660855,7.328712534789912,-13.616066869597738,-65.31928482799101
309,10.03491520039855,-16.74473964704689,-64.37595140258856,4.868519701712836,-16.29322314699259,-59.72530230171283,7.5467941362486215,-13.990997197560832,-65.19411000024186
310,10.03715993528616,-16.81836773976735,-64.30761656633271,4.745840633327685,-16.346702844814622,-59.56678506208529,7.811208803313293,-14.424486979164323,-65.02575836958133
311,10.03993418953397,-16.89978591601114,-64.23232730906696,4.626305055477863,-16.410929173860374,-59.40230090661196,8.07540999705703,-14.866550578415819,-64.82933030165177
312,10.0433196684131,-16.98900081223935,-64.15015432661885,4.510623561438366,-16.485899949521183,-59.23249843669886,8.300379901807743,-15.273218947296161,-64.6184598448162
313,10.0474029865726,-17.08601728156449,-64.06117461626258,4.399416181249266,-16.571496037169105,-59.058047492502766,8.463577996978904,-15.615674939328416,-64.40475813637661
314,10.05227495419084,-17.19083780015084,-63.96547136326124,4.293207692380205,-16.667476996784956,-58.87963907166133,8.561411598107766,-15.883472355315071,-64.19765178490817
315,10.05802983029642,-17.30346184937377,-63.86313381937569,4.1924252027155395,-16.773479355185128,-58.69798491036265,8.605939585651413,-16.082384380665278,-64.00417591156706
316,10.06476454994663,-17.42388527996116,-63.75425717379581,4.097398092978647,-16.889017643609606,-58.51381667507209,8.617777080009121,-16.22849851297577,-63.82870360861611
317,10.07257793219819,-17.55209966455105,-63.63894241698638,4.008360298151503,-17.01348822926659,-58.32788471477676,8.617830057164666,-16.340804227053784,-63.672838015328736
318,10.08156987597202,-17.68809164523029,-63.51729619797413,3.9254547998078895,-17.146175858934328,-58.140956326404,8.620501643229433,-16.43470081318077,-63.53564213498608
319,10.09184055099471,-17.83184228266536,-63.38943067563735,3.8487401025736383,-17.286262729628557,-57.953813490404904,8.630302038737446,-16.518404656352608,-63.41415792926688
320,10.10348959098845,-17.98332641338978,-63.25546336459396,3.778198386020977,-17.432839813220436,-57.76725003966028,8.642582382600244,-16.593192978744423,-63.30399949864758
321,10.11661529617762,-18.14251202167564,-63.11551697631776,3.713744963933435,-17.58492009418429,-57.58206823315786,8.647689635309339,-16.656973107757562,-63.19983226032845
322,10.13131385197969,-18.30935963218181,-62.96971925614486,3.655238649063123,-17.74145333511459,-57.39907471657452,8.636477657878832,-16.709146023714037,-63.095725314702335
323,10.14767857045655,-18.48382172924723,-62.81820281686595,3.602492613417788,-17.901341963253454,-57.219075865176734,8.604440171377016,-16.753923388723013,-62.98553360011114
324,10.16579916071906,-18.66584220828223,-62.66110496963026,3.555285349407095,-18.06345767056307,-57.04287252042345,8.552554896198638,-16.800084339827723,-62.863493702328114
325,10.18576103401345,-18.85535586421561,-62.4985675529188,3.51337137160983,-18.22665833567705,-56.87125415026435,8.485089922546486,-16.85749700623678,-62.725059415547506
326,10.20764464867861,-19.05228792138496,-62.33073676037365,3.47649134717961,-18.389804903316502,-56.70499248411246,8.406597202676222,-16.932958975077025,-62.567745859910005
327,10.23152489956164,-19.25655360862704,-62.15776296829864,3.444381399396432,-18.551777890371163,-56.5448346963352,8.32054877965168,-17.028278804277065,-62.391588362612524
328,10.257470555826,-19.46805778264516,-61.97980056367427,3.416781388410988,-18.71149322341473,-56.39149623606984,8.230489195546106,-17.141795702292345,-62.19892133057697
329,10.28554375039811,-19.68669460201286,-61.79700777355647,3.3934420315054217,-18.86791714670555,-56.24565342516635,8.142498651034636,-17.272071279084688,-61.99351588957495
330,10.31579952358739,-19.91234725344046,-61.60954649675178,3.3741307790179316,-19.020079970857264,-56.10793596875402,8.066696366057336,-17.421032493619524,-61.77946047848384
331,10.34828542269777,-20.14488773118774,-61.41758213868695,3.358636409425108,-19.167088459869646,-55.97891954278201,8.01615534511489,-17.594341850918894,-61.56028691569879
332,10.38304115874042,-20.38417666977691,-61.22128345041091,3.346772346977595,-19.30813667877984,-55.85911863823087,8.003350580618498,-17.79870634461488,-61.338656251745
333,10.42009832067079,-20.63006322945341,-61.02082237268735,3.3383787376423304,-19.442515147355945,-55.748979850911226,8.035699213040152,-18.03765913658188,-61.116549835229534
334,10.45948014692311,-20.88238503317318,-60.81637388615401,3.333323344433497,-19.56961816897298,-55.648875807405076,8.112024366782709,-18.307951137606633,-60.89561074729594
335,10.50120135341115,-21.14096815327506,-60.60811586854085,3.331501342429401,-19.688949230060707,-55.5590999107024,8.221284145894673,-18.598260942562348,-60.67725091046114
336,10.54526801661634,-21.40562714543573,-60.39622895995149,3.332834107962049,-19.80012439591964,-55.479862072908986,8.344272097014924,-18.891084458795035,-60.46237578942757
337,10.59167750990047,-21.67616512700861,-60.18089643722492,3.3372671067442896,-19.90287366422348,-55.411285577199855,8.458137721245928,-19.167518545949168,-60.25088133792697
338,10.64041849076363,-21.95237389642454,-59.96230409840075,3.344766993076376,-19.9970402782882,-55.3534051778579,8.542402585309556,-19.413325642910856,-60.04123591578873
339,10.69147093642386,-22.23403408998194,-59.74064015831731,3.355318037586819,-20.0825780473997,-55.30616650739,8.584304363013386,-19.623866555681047,-59.830416558710084
340,10.74480622482225,-22.52091537208034,-59.51609515637195,3.368918004828762,-20.159546769521256,-55.269426815610586,8.581541913832984,-19.805892386403194,-59.614309678695285
341,10.80038725795482,-22.81277665475213,-59.28886187747028,3.385573604865613,-20.22810590024989,-55.24295701990715,8.541759819599855,-19.97563256430592,-59.38851793338432
342,10.85816862429839,-23.10936634222121,-59.05913528718243,3.4052956449054275,-20.288506658252402,-55.226445001534515,8.479595051501908,-20.15424699175377,-59.149388778663585
343,10.91809679702606,-23.41042259615903,-58.82711248211017,3.428094008062857,-20.341082798782345,-55.21950004250287,8.41296636031168,-20.36266571152278,-58.89500500533356
344,10.98011036469356,-23.71567361731718,-58.59299265644688,3.4539725862588657,-20.386240320668104,-55.22165826384036,8.360163634902424,-20.617741301363942,-58.62586524101471
345,11.0441402911149,-24.02483793928142,-58.35697708568262,3.482924292821557,-20.424446396260386,-55.23238890054495,8.338418621984971,-20.930678815732605,-58.34505867860085
346,11.11011020122587,-24.33762473021296,-58.11926912836577,3.5149262771846366,-20.456217826809148,-55.25110123246888,8.363569406560506,-21.307435126169423,-58.05790584510064
347,11.17793668985079,-24.65373409861454,-57.88007424677811,3.5499354588388528,-20.48210932696876,-55.27715198399448,8.449698374652266,-21.74978850243644,-57.77123274606152
348,11.24752965043387,-24.97285739937194,-57.63960004731246,3.587884490084591,-20.502701931776112,-55.309853008189194,8.607543862620771,-22.25551785343285,-57.492550605707024
349,11.318792620964,-25.29467753658021,-57.3980563412513,3.628678246964486,-20.518591798418854,-55.34847908207486,8.841171434044368,-22.81682053541972,-57.22933857954591
350,11.391623144505,-25.61886925995749,-57.1556552265338,3.672190934973307,-20.530379644919215,-55.392275657143664,9.143703528525666,-23.417577929143896,-56.988416173276946
351,11.46591314193484,-25.9450994519836,-56.91261119095632,3.7182638808716204,-20.53866103045535,-55.44046643147543,9.494292758987118,-24.031623252183277,-56.77523424411419
352,11.54154929469322,-26.27302740327386,-56.66914123707379,3.7667040644736796,-20.54401763962817,-55.492260634860045,9.85901746198608,-24.62463043007984,-56.592991034877286
353,11.61841343553049,-26.60230507411232,-56.42546502884937,3.817283425123812,-20.547009687839015,-55.54685994440595,10.19715395413053,-25.160825050427633,-56.441758719333365
354,11.69638294544044,-26.93257734053244,-56.18180505982512,3.8697389573541225,-20.5481695192805,-55.60346497364862,10.471609702535162,-25.612937235466003,-56.31801674572188
355,11.77533115513878,-27.2634822238511,-55.93838684224934,3.923773589679246,-20.54799642487116,-55.66128130189781,10.659799985286043,-25.971498560644783,-56.21489308202631
356,11.85512774961927,-27.59465110314663,-55.69543911617922,3.9790578204309104,-20.546952666508357,-55.719525031558035,10.760678289365332,-26.24940561402415,-56.12308019463364
357,11.93563917447448,-27.92570891083602,-55.45319407707073,4.035232065771139,-20.545460657652658,-55.77742787884113,10.795358825734874,-26.479696662948022,-56.03212047860035
358,12.01672904281066,-28.25627431226802,-55.21188761974664,4.091909658275699,-20.54390121949992,-55.83424181738994,10.801554752655665,-26.70729007763527,-55.93174017835363
359,12.09825854171213,-28.5859598711266,-54.9717595958839,4.148680420366775,-20.542612807468007,-55.889243304834736,10.824172824528471,-26.97741670718096,-55.81304937427398
360,12.18008683732252,-28.91437220345419,-54.73305408125648,4.205114725842733,-20.541891584693555,-55.94173712938869,10.904910991748478,-27.323963934658725,-55.669483015842
361,12.2620714777059,-29.24111212428672,-54.49601964788507,4.260767955065446,-20.541992207637122,-55.99105991758267,11.072919002661706,-27.760369889573067,-55.497232466191576
362,12.34406879273251,-29.56577479226315,-54.26090963495569,4.315185245089024,-20.54312918338829,-56.03658334554703,11.337661382720372,-28.275069514198638,-55.29472903325951
363,12.42593429030142,-29.88794985916356,-54.02798241084476,4.367906435023174,-20.545478658280327,-56.0777170953192,11.685037432873116,-28.833408480355452,-55.06074951947929
364,12.50752304826687,-30.20722163316965,-53.79750161680434,4.418471108940342,-20.549180502233078,-56.113911594934294,12.078384433723281,-29.3878008527565,-54.791161325218305
365,12.58869010147766,-30.52316926675133,-53.56973638079457,4.466423643248138,-20.554340562010925,-56.14466057697155,12.465943023017989,-29.89621493662878,-54.47522812768332
366,12.66929082337094,-30.83536698248361,-53.34496148758022,4.511318172165377,-20.561032968436614,-56.16950348515841,12.794602662234174,-30.345059310974406,-54.09338014197294
367,12.74918130158418,-31.14338435279467,-53.12345748853647,4.55272339322783,-20.56930239667702,-56.188027752908624,13.026641453059593,-30.767551847339885,-53.61880830212883
368,12.82821870706277,-31.44678665262893,-52.90551073163909,4.590227144074545,-20.579166194206927,-56.19987097156394,13.153561669002007,-31.24578646401813,-53.02484678911969
369,12.90626165614798,-31.74513530724041,-52.69141328889013,4.6234406916254,-20.590616307245828,-56.204722959832786,13.2010114596692,-31.887189838393777,-52.298898309890916
370,12.98317056513065,-32.03798846074227,-52.48146275502219,4.652002684710435,-20.60362095273774,-56.202327739644154,13.221717097038486,-32.775418149280554,-51.4613084589331
371,13.05880799675235,-32.32490169450436,-52.2759618878525,4.675582730885714,-20.618125998827697,-56.19248541746715,13.277833285920353,-33.91021932988526,-50.58333077700539
372,13.13303899812746,-32.60542892783706,-52.07521805730663,4.6938845672788645,-20.634056031913282,-56.17505396417147,13.418340038205935,-35.16623541717393,-49.7913463530423
373,13.20573142954978,-32.87912353636745,-51.87954246715311,4.706648803652429,-20.65131510247411,-56.14995088075595,13.660410346099436,-36.313089749931066,-49.234379520035716
374,13.27675628363362,-33.14553972575953,-51.68924911123057,4.713655223327686,-20.669787154865507,-56.1171547317725,13.983991999014874,-37.12748480213115,-48.995927884468976
375,13.34598799422627,-33.4042341995204,-51.50465342484851,4.714724634124113,-20.689336158050367,-56.076706523019965,14.34261434730573,-37.531254713166255,-49.00975751469896
376,13.41330473451379,-33.65476815902321,-51.32607059263665,4.709720267043595,-20.70980596484626,-56.02871089506965,14.683141662050794,-37.59151218113082,-49.11779017967544
377,13.4785887037279,-33.89670967095071,-51.15381347703433,4.698548725111108,-20.731019936744072,-55.973337099399636,14.962350924888062,-37.40022392836169,-49.22244788670295
378,13.54172640184807,-34.12963643142907,-50.98819013752949,4.68116048865857,-20.75278037978728,-55.91081971936169,15.153638083029819,-37.0219939216897,-49.33043260624948
379,13.60260889168031,-34.3531389465072,-50.82950092036075,4.6575499865053684,-20.774867844475388,-55.841459093897896,15.246839831451691,-36.53363014367801,-49.474932468476084
380,13.66113204768339,-34.56682413473111,-50.6780351122922,4.627755245061239,-20.797040349238966,-55.765621397905434,15.248715970108812,-36.04824077684165,-49.649262168912465
381,13.71719679090407,-34.77031933896302,-50.5340671706591,4.5918571294679085,-20.819032592762287,-55.683738329498865,15.187841087288454,-35.6824992439053,-49.81552359640088
