point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_baseline,E_tb_2_baseline,E_tb_3_baseline,E_tb_1_kspace_sparse,E_tb_2_kspace_sparse,E_tb_3_kspace_sparse
47,-11.21332088301143,-27.40157074998832,-39.76160208008599,-3.3670331776490134,-31.943162905188856,-41.78689010728145,-4.019576652047829,-32.74820908000019,-41.13120221804808
48,-10.93232371743852,-27.34558631353488,-40.02023426405642,-3.075022419027104,-31.83117486687097,-42.07512221686247,-3.744701649320422,-32.71822821357287,-41.406210001831326
49,-10.64898665107846,-27.28550686816483,-40.28441909290642,-2.791813666864339,-31.714272477877675,-42.35908772852159,-3.524201036213775,-32.815316783172506,-41.495741668721955
50,-10.36341185248792,-27.22186592676591,-40.55356257771921,-2.51754331636272,-31.592698258382686,-42.638506051466614,-3.37078283873958,-33.05184252814654,-41.371777292903914
51,-10.07570532669654,-27.15517880879373,-40.82708534354175,-2.252330332875872,-31.466653323646575,-42.91315470060478,-3.2695728147540373,-33.378662910410675,-41.097048603041046
52,-9.785976764061292,-27.08594098633862,-41.10442440338716,-1.9962761696061768,-31.33630423481143,-43.18286240822823,-3.1777666213800746,-33.676212179180304,-40.834475557813924
53,-9.49433937778497,-27.01462709910441,-41.38503427457849,-1.749464720608251,-31.201788682098677,-43.44750336985858,-3.041312295417635,-33.79592657340204,-40.788832626884314
54,-9.200909731073164,-26.94169049757965,-41.66838757720501,-1.5119623097879096,-31.063220229898928,-43.70699239424519,-2.8224838799783782,-33.67482176839047,-41.0640271726386
55,-8.905807554835395,-26.86756319200221,-41.95397523621232,-1.2838177164902402,-30.920692309233214,-43.96128077161305,-2.522411493322304,-33.39222407397744,-41.5830717289883
56,-8.609155556785039,-26.79265610375182,-42.24130638966322,-1.0650622381833943,-30.774281606494807,-44.210352710910165,-2.182305368143068,-33.07100578788742,-42.18485366920275
57,-8.311079222753989,-26.71735953404764,-42.52990808750331,-0.8557097906662772,-30.62405096748343,-44.454222226774746,-1.861697340469625,-32.78884550973826,-42.734033378788254
58,-8.011706611010347,-26.64204378140158,-42.81932484861941,-0.6557570461550505,-30.47005191153398,-44.692930381221345,-1.6097395181226737,-32.57740725915832,-43.150249476244305
59,-7.711168140346263,-26.56705985376427,-43.1091181295134,-0.4651836095351999,-30.312326831034124,-44.926542804617135,-1.4480953812351525,-32.44772850555263,-43.39983381000007
60,-7.40959637268736,-26.49274023359382,-43.39886574563616,-0.2839522330000399,-30.150910935936924,-45.15514743626643,-1.3711840612787072,-32.40207734197859,-43.483967618373526
61,-7.107125790962131,-26.41939966426112,-43.68816127625627,-0.11200906923479984,-29.985833990256886,-45.37885243759882,-1.3566438407758563,-32.43039259067639,-43.43220418335598
62,-6.803892572958921,-26.34733593447213,-43.97661347548166,0.05071603675779921,-29.817121877371125,-45.597784241177095,-1.3759431118174934,-32.50193106291137,-43.30069789569886
63,-6.500034361886447,-26.2768306439812,-44.26384570546995,0.20430921715439893,-29.644798022739263,-45.81208570700686,-1.4007597609901405,-32.56249835781118,-43.169049598289384
64,-6.195690034342666,-26.20814993904179,-44.54949540270257,0.34887221215627634,-29.468884696007166,-46.02191436433222,-1.4074823616059118,-32.54570266712767,-43.124911835670346
65,-5.890999466383378,-26.14154521003709,-44.83321358421462,0.4845219622722348,-29.289404209064813,-46.227440722554206,-1.3832187439168373,-32.40246013431232,-43.22870743871619
66,-5.586103298366355,-26.07725374676922,-45.11466439765027,0.6113901621922098,-29.106380022242,-46.42884663935395,-1.3319882217166514,-32.13465085383492,-43.473878984049776
67,-5.281142699230543,-26.01549934915628,-45.39352471676128,0.7296227764731184,-28.919837767261086,-46.62632373772695,-1.2755980233305404,-31.801256853076023,-43.77984800492894
68,-4.976259130849042,-25.95649289275013,-45.66948378232094,0.839379517329223,-28.72980619267508,-46.820071866592784,-1.245436778259688,-31.488056640082355,-44.03039942514741
69,-4.671594113073073,-25.90043284967939,-45.94224288725702,0.9408332848955939,-28.536318035190416,-47.01029760203992,-1.267706989055453,-31.267015954389564,-44.128861154342616
70,-4.367288990059417,-25.8475057664498,-46.21151510400173,1.0341695704146208,-28.33941081841738,-47.19721278819865,-1.3498272001107612,-31.16939198019858,-44.0383678925649
71,-4.063484698447771,-25.79788670058681,-46.47702505153291,1.1195858228839215,-28.13912757913948,-47.38103311826731,-1.4760665756937452,-31.178786411726836,-43.79294901700426
72,-3.760321537925722,-25.75173961844861,-46.73850869926255,1.1972907797998937,-27.935517520088585,-47.56197675740923,-1.6157579729867144,-31.242326524072126,-43.477947801143415
73,-3.457938944689603,-25.70921775672986,-46.9957132047673,1.2675037627366856,-27.728636587417398,-47.74026301013364,-1.739616938645041,-31.294050460750967,-43.19018866872011
74,-3.156475268278868,-25.6704639502565,-47.2483967823058,1.3304539386153584,-27.518547970531337,-47.916111035408846,-1.8331214927192445,-31.278597227882656,-43.00084134560878
75,-2.856067552229545,-25.63561092867321,-47.49632859909737,1.3863795476460417,-27.305322521654535,-48.08973861316492,-1.8972402382663704,-31.162840815949927,-42.94304414643186
76,-2.556851318960716,-25.60478158457167,-47.73928869642123,1.4355270990655997,-27.08903909242822,-48.26136096605209,-1.9379961212172536,-30.935335582532996,-43.02291254807926
77,-2.258960359276206,-25.57808921551916,-47.97706793271624,1.4781505359498504,-26.869784784953346,-48.43118964035558,-1.9571553224025076,-30.60492718911528,-43.23027061924068
78,-1.962526526831602,-25.55563774233443,-48.20946794600395,1.5145103705498841,-26.64765511496892,-48.59943144985233,-1.9536965666359525,-30.20376052032578,-43.53420871540872
79,-1.66767953788604,-25.53752190583454,-48.43630113311207,1.5448727917928493,-26.422754085283042,-48.76628748615099,-1.9323674215660243,-29.786468324156058,-43.87537898001864
80,-1.374546776628541,-25.52382744414682,-48.6573906433337,1.5695087467955302,-26.19519416812585,-48.93195219870658,-1.9077542244068364,-29.416554759506813,-44.17559780629574
81,-1.083253106339191,-25.51463125255074,-48.87257038431645,1.5886929984700262,-25.965096195750508,-49.09661254726659,-1.8980127806718803,-29.14264426277657,-44.367947395910775
82,-0.7939206866189217,-25.51000152768911,-49.08168503812585,1.6027031615515945,-25.732589159355182,-49.260447229001926,-1.9130672081844908,-28.976361446555025,-44.430803618960226
83,-0.5066687968955925,-25.50999789786786,-49.28459008557431,1.6118187196546587,-25.49780991721198,-49.423625982031055,-1.9461695026639418,-28.883710576945926,-44.405014581810214
84,-0.221613666390418,-25.51467154105131,-49.48115183704157,1.61632002626013,-25.260902813758705,-49.586308966467485,-1.973906702009484,-28.797451081411715,-44.381618410216674
85,0.06113168929341484,-25.52406529205513,-49.67124746813847,1.6164872928603469,-25.02201921230843,-49.748646223533605,-1.9638080232724933,-28.65009872193466,-44.46128366077134
86,0.3414576248175685,-25.53821374034383,-49.85476505868151,1.6125995678318252,-24.781316944957485,-49.91077721269879,-1.885179344892849,-28.411917528484615,-44.705449612546566
87,0.6192580148664852,-25.55714331975209,-50.03160363354879,1.6049337099737404,-24.538959684198716,-50.07283042623115,-1.7185164601637695,-28.106415728377137,-45.111286041352145
88,0.8944303969082288,-25.58087239137102,-50.20167320408271,1.593763361035546,-24.295116241667294,-50.23492308001135,-1.4606703483468575,-27.791628145157347,-45.62502200255391
89,1.166876106862753,-25.60941132076996,-50.3648948087875,1.5793579219606853,-24.049959800345462,-50.3971608789541,-1.1253401769688869,-27.526234554083196,-46.17504560845369
