metric,positive_max,dot_max,impurity_max,positive_median,dot_median,impurity_median,positive_dot_max_ratio,positive_impurity_max_ratio,positive_dot_median_ratio,positive_impurity_median_ratio,worst_case_median_ratio,worst_case_max_ratio
symmetric_nonlocal_score,0.32798829611300256,0.21538185283291963,0.18509477871455024,0.003378269441914673,0.0003385129924142204,0.0003700799299841189,1.5228223353034125,1.7720018813648983,9.97973347439753,9.128485951831118,9.128485951831118,1.5228223353034125
nonlocal_fraction_maxlocal,1.2919942427749513,0.4455669597371552,0.34279243994227804,0.00329502401733364,0.0003836415257326413,0.00040092919267189115,2.899663483883798,3.769027820428324,8.588809595210328,8.218468691129189,8.218468691129189,2.899663483883798
abs_glr,0.7816163597842204,0.5255909847770462,0.4088223338955205,0.0067571858669855,0.0007759287261563,0.0008253200215545,1.48711903823042,1.9118729457279895,8.70851360338006,8.187352409382072,8.187352409382072,1.48711903823042
nonlocal_fraction_sum,1.065319304441575,0.3504306575344792,0.28717177639356983,0.0016590477434905817,0.00020524074375989198,0.00021286079607790576,3.0400288374790874,3.709693612026662,8.083422974882007,7.794050262235138,7.794050262235138,3.0400288374790874
