case,phi,phi_frac_pi,voltage,observable,abs_glr,gll_proxy,grr_proxy,glr_proxy
impurity_candidate,0.4712388980384689,0.15,-0.2,1.1513708409042318e-08,2.3042622674737084e-08,1.9793590167667263,2.128571771318075,2.3042622674737084e-08
impurity_candidate,0.4712388980384689,0.15,-0.19,9.246460361814023e-09,1.850220544049232e-08,1.9929516750254197,2.123340162516788,1.850220544049232e-08
impurity_candidate,0.4712388980384689,0.15,-0.18,7.712258244610996e-09,1.543045909931866e-08,2.0043900632758995,2.118811376206675,1.543045909931866e-08
impurity_candidate,0.4712388980384689,0.15,-0.17,6.683988054757753e-09,1.3371957547663854e-08,2.014094885659515,2.114844565390084,1.3371957547663854e-08
impurity_candidate,0.4712388980384689,0.15,-0.16,6.023896622750736e-09,1.2050582602973017e-08,2.022394483154678,2.111330883991939,1.2050582602973017e-08
impurity_candidate,0.4712388980384689,0.15,-0.15,5.6516686790428235e-09,1.1305379269614226e-08,2.0295470177231456,2.1081852357650583,1.1305379269614226e-08
impurity_candidate,0.4712388980384689,0.15,-0.14,5.5275950358985755e-09,1.1056751082374994e-08,2.035757088747311,2.1053402676906936,1.1056751082374994e-08
impurity_candidate,0.4712388980384689,0.15,-0.13,5.6456518075667525e-09,1.129254947968191e-08,2.041188173358597,2.102741971677996,1.129254947968191e-08
impurity_candidate,0.4712388980384689,0.15,-0.12,6.034941140773643e-09,1.2070920272892852e-08,2.045971971367864,2.100346434980936,1.2070920272892852e-08
impurity_candidate,0.4712388980384689,0.15,-0.11,6.771316283493703e-09,1.3543535541742276e-08,2.050215466543406,2.098117410126783,1.3543535541742276e-08
impurity_candidate,0.4712388980384689,0.15,-0.1,8.006283238466105e-09,1.6013387273948614e-08,2.0540063066210865,2.096024466553267,1.6013387273948614e-08
impurity_candidate,0.4712388980384689,0.15,-0.09,1.0032050154229818e-08,2.0064881143475728e-08,2.0574169519197256,2.0940415457063484,2.0064881143475728e-08
impurity_candidate,0.4712388980384689,0.15,-0.08,1.3433483808813373e-08,2.6867747392888617e-08,2.060507942570827,2.0921457705504016,2.6867747392888617e-08
impurity_candidate,0.4712388980384689,0.15,-0.07,1.9477673699186747e-08,3.8956169566460793e-08,2.0633305968265585,2.0903163452206512,3.8956169566460793e-08
impurity_candidate,0.4712388980384689,0.15,-0.06,3.1261834524264325e-08,6.252459450035068e-08,2.065929542280571,2.0885332522781166,6.252459450035068e-08
impurity_candidate,0.4712388980384689,0.15,-0.05,5.7858660220920294e-08,1.1571845860596125e-07,2.0683460185076328,2.0867748888936166,1.1571845860596125e-07
impurity_candidate,0.4712388980384689,0.15,-0.04,1.3499220537817676e-07,2.699860282866332e-07,2.0706258444808308,2.0850107650050367,2.699860282866332e-07
impurity_candidate,0.4712388980384689,0.15,-0.03,5.181558824699383e-07,1.0363149456295556e-06,2.07286146133675,2.083158373979151,1.0363149456295556e-06
impurity_candidate,0.4712388980384689,0.15,-0.02,2.5095393382054348e-05,5.019080826833396e-05,2.07591959412111,2.079766462844834,5.019080826833396e-05
impurity_candidate,0.4712388980384689,0.15,-0.01,8.190487618165964e-07,1.6380984377194454e-06,2.0759555450270346,2.080346363886453,1.6380984377194454e-06
impurity_candidate,0.4712388980384689,0.15,0.0,7.585036206968352e-08,1.5170072466190929e-07,2.077982506126093,2.0783274708048203,-1.5170072466190929e-07
impurity_candidate,0.4712388980384689,0.15,0.0099999999999999,1.2550195193736616e-06,2.510039915561154e-06,2.079712380266227,2.076238629851081,-2.510039915561154e-06
impurity_candidate,0.4712388980384689,0.15,0.0199999999999999,3.791545674439523e-05,7.583100999009285e-05,2.081948471360516,2.0753161485668006,-7.583100999009285e-05
impurity_candidate,0.4712388980384689,0.15,0.03,8.503941407270786e-07,1.7007937980239103e-06,2.083527941935896,2.0729415504073025,-1.7007937980239103e-06
impurity_candidate,0.4712388980384689,0.15,0.0399999999999999,2.4595662859992327e-07,4.919162334110772e-07,2.0851824687392897,2.0707258546056537,-4.919162334110772e-07
impurity_candidate,0.4712388980384689,0.15,0.0499999999999999,1.1776153264057256e-07,2.3552538104497922e-07,2.0868742349326967,2.068447564711966,-2.3552538104497922e-07
impurity_candidate,0.4712388980384689,0.15,0.06,7.11063340403573e-08,1.4221476562501362e-07,2.088594668143887,2.066030027728126,-1.4221476562501362e-07
impurity_candidate,0.4712388980384689,0.15,0.07,4.9379043402605724e-08,9.876016144320728e-08,2.0903537992382395,2.063429967519249,-9.876016144320728e-08
impurity_candidate,0.4712388980384689,0.15,0.08,3.778262266948196e-08,7.5567427517296e-08,2.0921660477382957,2.060606713823294,-7.5567427517296e-08
impurity_candidate,0.4712388980384689,0.15,0.0899999999999999,3.1111813361927825e-08,6.22260359920013e-08,2.094048214364892,2.0575157451352557,-6.22260359920013e-08
impurity_candidate,0.4712388980384689,0.15,0.0999999999999999,2.7177706179556955e-08,5.4358184626218746e-08,2.096019383852257,2.054105711814055,-5.4358184626218746e-08
impurity_candidate,0.4712388980384689,0.15,0.1099999999999999,2.4951683102322634e-08,4.9906677275088095e-08,2.0981013748941435,2.0503159866445784,-4.9906677275088095e-08
impurity_candidate,0.4712388980384689,0.15,0.12,2.392374319668493e-08,4.785158155781056e-08,2.1003194829265,2.0460739798890883,-4.785158155781056e-08
impurity_candidate,0.4712388980384689,0.15,0.13,2.3849244526713944e-08,4.7703727577701044e-08,2.1027034926122363,2.041291858204098,-4.7703727577701044e-08
impurity_candidate,0.4712388980384689,0.15,0.14,2.464194730677978e-08,4.9290822117943366e-08,2.1052890145277807,2.0358623633201662,-4.9290822117943366e-08
impurity_candidate,0.4712388980384689,0.15,0.15,2.6331312071707364e-08,5.2672095627109323e-08,2.108119249051648,2.029653377262994,-5.2672095627109323e-08
impurity_candidate,0.4712388980384689,0.15,0.1599999999999999,2.905433825934975e-08,5.8122072550241264e-08,2.1112473309815,2.022500773536472,-5.8122072550241264e-08
impurity_candidate,0.4712388980384689,0.15,0.1699999999999999,3.3072725648317664e-08,6.61650699323168e-08,2.1147394737325613,2.0141989323142013,-6.61650699323168e-08
impurity_candidate,0.4712388980384689,0.15,0.18,3.881686366481662e-08,7.76635175226999e-08,2.1186792213531613,2.004488074663316,-7.76635175226999e-08
impurity_candidate,0.4712388980384689,0.15,0.19,4.696719214456528e-08,9.398136502311681e-08,2.123173238656799,1.993037279264145,-9.398136502311681e-08
impurity_candidate,0.4712388980384689,0.15,0.2,5.8595522790795e-08,1.1726815131164961e-07,2.128359230339296,1.9794216964338651,-1.1726815131164961e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.2,1.4269480653729378e-07,2.863034045007376e-07,1.862437617669238,2.185601786879731,2.863034045007376e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.19,1.104132203139844e-07,2.2132946975442137e-07,1.896949322573196,2.171060694708823,2.2132946975442137e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.18,8.780984554752208e-08,1.759085284747478e-07,1.9250762749136268,2.1590225542960875,1.759085284747478e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.17,7.188815010934924e-08,1.4394929936115006e-07,1.9481444610054557,2.1489509531723074,1.4394929936115006e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.16,6.06380992899563e-08,1.213841659978475e-07,1.967213355231648,2.140424523856989,1.213841659978475e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.15,5.273300295753929e-08,1.0553610625557639e-07,1.983113023416175,2.1331167354070333,1.0553610625557639e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.14,4.731068762243773e-08,9.466864644346457e-08,1.996489287854627,2.126775118087868,9.466864644346457e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.13,4.3830197085233116e-08,8.769344874040837e-08,2.007844596907077,2.1212036493025987,8.769344874040837e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.12,4.19862141584665e-08,8.399636288554892e-08,2.0175713732039706,2.116248889306209,8.399636288554892e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.11,4.1668612905425204e-08,8.335515278539173e-08,2.0259780124376148,2.111789414329888,8.335515278539173e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.1,4.296430232627536e-08,8.594248383572321e-08,2.0333087399952565,2.1077278608232195,8.594248383572321e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.09,4.621345164426421e-08,9.243800746441008e-08,2.0397586666672898,2.1039849377835123,9.243800746441008e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.08,5.2161626414529375e-08,1.043324368282205e-07,2.045485225396167,2.1004948771200684,1.043324368282205e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.07,6.232298802121674e-08,1.246538381807897e-07,2.0506169659104656,2.0972018956231078,1.246538381807897e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.06,7.98887627598553e-08,1.597845102781597e-07,2.055260550856854,2.0940572978382725,1.597845102781597e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.05,1.1228561156744366e-07,2.2457769503320961e-07,2.0595068788077304,2.0910167984454104,2.2457769503320961e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.04,1.7982944131727996e-07,3.596651967057022e-07,2.063438064117145,2.0880372695055027,3.596651967057022e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.03,3.545469609948624e-07,7.091005324729504e-07,2.067141309961586,2.0850703137066677,7.091005324729504e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.02,1.0467614213496436e-06,2.093530553636497e-06,2.0707669931900097,2.082038191042065,2.093530553636497e-06
impurity_candidate,0.5969026041820606,0.1899999999999999,-0.01,1.109642437550414e-05,2.2192855912847816e-05,2.07523248863381,2.0785695661422694,2.2192855912847816e-05
impurity_candidate,0.5969026041820606,0.1899999999999999,0.0,4.702571318848536e-06,9.405143718658076e-06,2.0738601495720075,2.0758496981922923,9.405143718658076e-06
impurity_candidate,0.5969026041820606,0.1899999999999999,0.0099999999999999,4.548579646761877e-06,9.097165304443918e-06,2.0793407055578625,2.074565534063745,-9.097165304443918e-06
impurity_candidate,0.5969026041820606,0.1899999999999999,0.0199999999999999,2.051835432837346e-07,4.103686555961855e-07,2.0821760021424494,2.0706920583602426,-4.103686555961855e-07
impurity_candidate,0.5969026041820606,0.1899999999999999,0.03,1.1025105381401317e-08,2.2050417086381793e-08,2.0851028343913183,2.067140499049937,-2.2050417086381793e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.0399999999999999,1.5422360027838078e-08,3.0845260331941895e-08,2.0880291043954244,2.063457671873285,3.0845260331941895e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.0499999999999999,1.8935719673354018e-08,3.7872526818680914e-08,2.090985801573384,2.059532868870598,3.7872526818680914e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.06,1.8186832645900986e-08,3.6375249321461646e-08,2.094009918064593,2.055287409007602,3.6375249321461646e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.07,1.6793788319579655e-08,3.35896874094912e-08,2.097140452015073,2.050641665569609,3.35896874094912e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.08,1.5568595518835932e-08,3.113992274422302e-08,2.1004196991182558,2.0455054329364226,3.113992274422302e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.0899999999999999,1.467671944769454e-08,2.9356954228011867e-08,2.1038950942437005,2.039771986056346,2.9356954228011867e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.0999999999999999,1.4124189233666546e-08,2.8252927890642063e-08,2.1076213742058525,2.0333122359170366,2.8252927890642063e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.1099999999999999,1.3882305316698167e-08,2.7770567440318148e-08,2.111663222652334,2.0259677562334666,2.7770567440318148e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.12,1.3919004789339488e-08,2.7845925487044083e-08,2.1160986292373454,2.017541876551144,2.7845925487044083e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.13,1.4201733176418182e-08,2.8414154431139292e-08,2.1210232568258878,2.0077880103074426,2.8414154431139292e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.14,1.4686989861616794e-08,2.9388628782159832e-08,2.1265561939931343,1.9963942031317088,2.9388628782159832e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.15,1.5295298026595076e-08,3.0610900700898366e-08,2.132847572025956,1.9829626374788945,3.0610900700898366e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.1599999999999999,1.585891532824588e-08,3.1746041261341926e-08,2.140088620425749,1.966982612841272,3.1746041261341926e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.1699999999999999,1.6011318576994323e-08,3.2061153338676314e-08,2.148524745691493,1.94779557300183,3.2061153338676314e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.18,1.4947838724215526e-08,2.994486112552596e-08,2.158471940439623,1.9245516829215177,2.994486112552596e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.19,1.08942057853006e-08,2.183810445001685e-08,2.1703357544025086,1.8961607781163825,2.183810445001685e-08
impurity_candidate,0.5969026041820606,0.1899999999999999,0.2,1.0303559309242449e-10,2.0673259903321839e-10,2.184628979908632,1.861249803009224,-2.0673259903321839e-10
impurity_candidate,0.7225663103256524,0.23,-0.2,2.2482178689042483e-06,4.57610031923851e-06,1.5910462308581022,2.3171071352920127,4.57610031923851e-06
impurity_candidate,0.7225663103256524,0.23,-0.19,7.863646166828164e-07,1.5919633657642932e-06,1.6699011168200626,2.2824229000171976,1.5919633657642932e-06
impurity_candidate,0.7225663103256524,0.23,-0.18,2.2313591391032264e-07,4.499946407752545e-07,1.739188114597826,2.2514461346869927,4.499946407752545e-07
impurity_candidate,0.7225663103256524,0.23,-0.17,2.182889081135834e-08,4.390692127028792e-08,1.7972193998084622,2.2251076445698925,4.390692127028792e-08
impurity_candidate,0.7225663103256524,0.23,-0.16,4.011946601033693e-08,8.055526125116172e-08,1.844777667592142,2.203158331685106,-8.055526125116172e-08
impurity_candidate,0.7225663103256524,0.23,-0.15,5.075294747790137e-08,1.017857192515997e-07,1.883476207528657,2.184944355361964,-1.017857192515997e-07
impurity_candidate,0.7225663103256524,0.23,-0.14,4.390180169061415e-08,8.797487730872676e-08,1.9149994143003688,2.169762537183756,-8.797487730872676e-08
impurity_candidate,0.7225663103256524,0.23,-0.13,3.212513068809082e-08,6.433984477452532e-08,1.9408234077952329,2.1569905981150934,-6.433984477452532e-08
impurity_candidate,0.7225663103256524,0.23,-0.12,1.9734553974568128e-08,3.950873882868769e-08,1.9621526928699655,2.14611775828763,-3.950873882868769e-08
impurity_candidate,0.7225663103256524,0.23,-0.11,7.865000350058798e-09,1.5741423182212597e-08,1.979939431905404,2.1367376963502327,-1.5741423182212597e-08
impurity_candidate,0.7225663103256524,0.23,-0.1,3.5803801245862447e-09,7.164521969310155e-09,1.9949266851735163,2.128530578271955,7.164521969310155e-09
impurity_candidate,0.7225663103256524,0.23,-0.09,1.522229511363025e-08,3.0456109824125944e-08,2.007692719315324,2.1212444148501883,3.0456109824125944e-08
impurity_candidate,0.7225663103256524,0.23,-0.08,2.8005527990667445e-08,5.6026165974846696e-08,2.01868893676346,2.114679042882451,5.6026165974846696e-08
impurity_candidate,0.7225663103256524,0.23,-0.07,4.322907593935057e-08,8.647448566047809e-08,2.028270094261849,2.108673315682662,8.647448566047809e-08
impurity_candidate,0.7225663103256524,0.23,-0.06,6.267008276579481e-08,1.2535628035523213e-07,2.0367175759464904,2.103095163816963,1.2535628035523213e-07
impurity_candidate,0.7225663103256524,0.23,-0.05,8.847786215680566e-08,1.7697052931341856e-07,2.044256862833662,2.097833969974524,1.7697052931341856e-07
impurity_candidate,0.7225663103256524,0.23,-0.04,1.2076241276377204e-07,2.415370703217223e-07,2.0510695085127058,2.0927947501921373,2.415370703217223e-07
impurity_candidate,0.7225663103256524,0.23,-0.03,1.3593249946169178e-07,2.71872406283828e-07,2.0572948469151844,2.087893725008228,2.71872406283828e-07
impurity_candidate,0.7225663103256524,0.23,-0.02,1.7097535944687075e-07,3.419547305847858e-07,2.062970422060113,2.083053252834301,-3.419547305847858e-07
impurity_candidate,0.7225663103256524,0.23,-0.01,1.4026363621265631e-05,2.80528351712868e-05,2.0665168912189515,2.0780135092083443,-2.80528351712868e-05
impurity_candidate,0.7225663103256524,0.23,0.0,1.575965569306472e-05,3.151935343799863e-05,2.079899995566698,2.07311604889865,3.151935343799863e-05
impurity_candidate,0.7225663103256524,0.23,0.0099999999999999,6.481765101831598e-05,0.0001296353139651,2.0693250881790366,2.067550418446582,0.0001296353139651
impurity_candidate,0.7225663103256524,0.23,0.0199999999999999,5.111177303018215e-06,1.0222455296005238e-05,2.080810916188003,2.062421467527745,1.0222455296005238e-05
impurity_candidate,0.7225663103256524,0.23,0.03,1.7940275103043613e-06,3.588148415820229e-06,2.086602677555254,2.056708485136911,3.588148415820229e-06
impurity_candidate,0.7225663103256524,0.23,0.0399999999999999,9.563106097830806e-07,1.9127165036366543e-06,2.0918478561978966,2.0505011306732586,1.9127165036366543e-06
