case,phi,phi_frac_pi,voltage,observable,abs_glr,gll_proxy,grr_proxy,glr_proxy
positive_control,0.8482300164692442,0.27,0.12,8.714323176827957e-07,1.742883598085236e-06,1.9695098155500763,1.951220523059399,1.742883598085236e-06
positive_control,0.8482300164692442,0.27,0.13,9.314931508234184e-07,1.8629956805141649e-06,1.9728797614927969,1.9603990757521936,1.8629956805141649e-06
positive_control,0.8482300164692442,0.27,0.14,1.0066196308882662e-06,2.013240849421642e-06,1.9766905917150617,1.9717318977322305,2.013240849421642e-06
positive_control,0.8482300164692442,0.27,0.15,5.4947252922109316e-05,0.0001098952231209,1.986230627600165,2.000635182654904,-0.0001098952231209
positive_control,0.8482300164692442,0.27,0.1599999999999999,5.729661584416546e-05,0.000114593246854,1.9825002115233668,1.9845411625080984,-0.000114593246854
positive_control,0.8482300164692442,0.27,0.1699999999999999,0.0005611084773867705,0.0011222204314998,2.019606362049849,2.029685883866305,-0.0011222204314998
positive_control,0.8482300164692442,0.27,0.18,6.4927948610460775e-06,1.2985665372884474e-05,1.98189624064474,1.9684122016574888,1.2985665372884474e-05
positive_control,0.8482300164692442,0.27,0.19,7.456118741484797e-05,0.0001491229416003,1.9912226311193144,2.002232821858517,0.0001491229416003
positive_control,0.8482300164692442,0.27,0.2,0.0018563015511890225,0.0037127007140584,2.0549723735321006,2.025384333608313,0.0037127007140584
positive_control,0.973893722612836,0.31,-0.2,1.5371765148322082e-06,3.075947332003133e-06,1.9255760210202773,2.0536781323573727,3.075947332003133e-06
positive_control,0.973893722612836,0.31,-0.19,1.6036065613908898e-06,3.2087447641305164e-06,1.935431058015316,2.058829745038768,3.2087447641305164e-06
positive_control,0.973893722612836,0.31,-0.18,1.5715466397866331e-06,3.1445185929269457e-06,1.9428516354500225,2.063463199070399,3.1445185929269457e-06
positive_control,0.973893722612836,0.31,-0.17,1.5347170481136658e-06,3.070780552252464e-06,1.9488701422316097,2.0678040498342254,3.070780552252464e-06
positive_control,0.973893722612836,0.31,-0.16,1.5124151056483975e-06,3.0261304007349017e-06,1.9539532791168213,2.0719559451603256,3.0261304007349017e-06
