case,phi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
dot_mimic,0.5969026041820606,0.19,2.5443025007455864e-07,3.624048902567686e-07,-1.0797464018220995e-07,2.015356311680766,1.8957375116234865,0.03172173009419083,0.30755521934428853,0.016365310438785044,0.4118175997461618
dot_mimic,0.5969026041820606,0.2,3.632320326779017e-07,5.343857155970031e-07,-1.7115368291910138e-07,2.0126702119320776,1.860844659273092,0.02947299317718463,0.3495971994340318,0.016802610091424305,0.4887523690072569
dot_mimic,0.7225663103256524,-0.2,6.829711489711781e-06,4.461718359480372e-06,2.367993130231409e-06,1.9643009725988736,2.311779369957261,0.031083515826204205,0.6868732540934736,0.06678491122046074,0.3750962521293428
dot_mimic,0.7225663103256524,-0.19,4.5995176023746315e-06,3.058713282539534e-06,1.5408043198350976e-06,1.9617019774321156,2.2782754364665214,0.03346390438482506,0.5868961232249725,0.07176346775702946,0.30862222756277113
dot_mimic,0.7225663103256524,-0.18000000000000002,3.1815910776414876e-06,2.1544222745812884e-06,1.0271688030601992e-06,1.958944366871925,2.248318064912819,0.0362812454842848,0.49992107203715064,0.07733790578116306,0.2516040342931346
dot_mimic,0.7225663103256524,-0.17,2.2741352704396294e-06,1.5696815838735127e-06,7.044536865661167e-07,1.9559929281485806,2.22276246574699,0.03962849119502728,0.4277784748262444,0.0836362675001334,0.20501671353294065
dot_mimic,0.7225663103256524,-0.16,1.6846606343897348e-06,1.187194196122689e-06,4.974664382670457e-07,1.9528075509778435,2.201386452693253,0.043627677480231414,0.3692414911547161,0.09082062396882604,0.16785553592790142
dot_mimic,0.7225663103256524,-0.15000000000000002,1.2948827695905924e-06,9.336132378260599e-07,3.612695317645325e-07,1.949341562724159,2.183585885198325,0.04844043919738437,0.322123808676537,0.09909923774275707,0.13853828474774368
dot_mimic,0.7225663103256524,-0.14,1.0329193352093826e-06,7.638592758001902e-07,2.6906005940919236e-07,1.9455398200012197,2.1687023590050907,0.05428340651240038,0.28422056209534374,0.10874385557123989,0.11551847215031255
dot_mimic,0.7225663103256524,-0.13,8.549776858176456e-07,6.503385800472962e-07,2.0463910577034935e-07,1.9413365271618388,2.1561474906003744,0.061451065504637616,0.25363649060067517,0.12011474298190443,0.09748920463940688
dot_mimic,0.7225663103256524,-0.12000000000000001,7.341927941583761e-07,5.762258932636604e-07,1.5796690089471572e-07,1.9366528668333491,2.1454345373935104,0.07035028307710978,0.2288470710544002,0.13369757421066164,0.08341269162779084
dot_mimic,0.7225663103256524,-0.11000000000000001,6.540457241113175e-07,5.314820217731384e-07,1.22563702338179e-07,1.9313948127804696,2.1361738085560074,0.08155342454480842,0.2086622386960567,0.15015873432804105,0.07248855270375162
dot_mimic,0.7225663103256524,-0.1,6.045460841771931e-07,5.105990181607172e-07,9.394706601647597e-08,1.9254521923948624,2.128056902637127,0.09588163584648879,0.1921649636996211,0.1704295373986922,0.06410815500955987
dot_mimic,0.7225663103256524,-0.09000000000000001,5.800638453292884e-07,5.114602378378954e-07,6.860360749139296e-08,1.9187017596845413,2.120839702939644,0.11453772201120319,0.17865174380452586,0.19583603093026924,0.05781210946848972
dot_mimic,0.7225663103256524,-0.08000000000000002,5.781674456873677e-07,5.350156180141428e-07,4.315182767322488e-08,1.9110211713475382,2.114327484742151,0.13932086187190548,0.16758310697933332,0.228299733676195,0.053255665389009485
dot_mimic,0.7225663103256524,-0.07,5.990958985505196e-07,5.857270076644559e-07,1.336889088606366e-08,1.9023309262233656,2.108362848075271,0.17297373913176375,0.15854499223431534,0.2706428262772891,0.050182157527935374
dot_mimic,0.7225663103256524,-0.06,6.455758543751834e-07,6.730002804620502e-07,-2.742442608686686e-08,1.8927064403011122,2.1028162419183083,0.21972718326209115,0.15121953125444648,0.3270207155365527,0.048403261911712334
dot_mimic,0.7225663103256524,-0.05000000000000002,7.224368491314593e-07,8.14161872298343e-07,-9.172502316688374e-08,1.8826631203598847,2.097578581875655,0.28605956355077705,0.14536329485117577,0.4033963514658693,0.047784621250497344
dot_mimic,0.7225663103256524,-0.04000000000000001,8.34179468529699e-07,1.040005384577948e-06,-2.05825916048249e-07,1.873849600413977,2.0925554510817723,0.38131580034286927,0.1407912582248172,0.5074659941029764,0.04823560131712876
dot_mimic,0.7225663103256524,-0.03,9.73913530060636e-07,1.4049486711913142e-06,-4.310351411306782e-07,1.870567988398464,2.0876624285324246,0.5161823684168818,0.13736509309203704,0.6456139489832766,0.04970223352447159
