case,phi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
positive_control,0.47123889803846897,-0.2,0.04555170288196517,0.037246902567993685,0.008304800313971482,1.9105685082693387,2.0557149539858677,0.07319539025286984,0.11753813838990114,0.17093168229750264,0.07012798471800469
positive_control,0.47123889803846897,-0.19,0.0553678641649587,0.04365249691257385,0.011715367252384853,1.9641926499675983,2.0824146098854373,0.10461015003008015,0.15111186286663095,0.15213286731486705,0.08041262023357823
positive_control,0.47123889803846897,-0.18000000000000002,0.1307106589221967,0.09989783700738643,0.03081282191481026,2.009076368000356,2.1349456947588656,0.20229147110437457,0.22355078359316732,0.22402792501882904,0.1194179107491116
positive_control,0.47123889803846897,-0.17,0.23225401498549877,0.17301634800170315,0.05923766698379562,1.9065581604707278,2.127638160371246,0.23230896232621362,0.19273357420854786,0.3849884688392813,0.12433308082109729
positive_control,0.47123889803846897,-0.16,0.09333738757610088,0.06815209432332933,0.02518529325277155,1.9023899028713982,2.0707602778539105,0.0937601525452772,0.12331291339936172,0.21655554292665036,0.07773792879822308
positive_control,0.47123889803846897,-0.15000000000000002,0.06610029091730561,0.04757713088779346,0.018523160029512153,1.948286377062071,2.086619714705323,0.10404216318173443,0.16489684466079957,0.17427894614917536,0.09680028998498821
positive_control,0.47123889803846897,-0.14,0.09827751013270189,0.07013993430744613,0.028137575825255765,1.9979744055904074,2.1292482397379118,0.17987261883912248,0.24850598360558548,0.2100357890739709,0.14739531969292952
positive_control,0.47123889803846897,-0.13,0.22370811104726407,0.1592622313552016,0.06444587969206247,2.032939213974865,2.1790581320818228,0.29473463647978615,0.29675470372568097,0.3262413021969833,0.18214245133592036
positive_control,0.47123889803846897,-0.12000000000000001,0.1529576155570037,0.10927000456935416,0.04368761098764955,1.9649403730274262,2.09931034107771,0.1325996656666208,0.14165469586943608,0.21134690362684413,0.08603196577937564
positive_control,0.47123889803846897,-0.11000000000000001,0.10386215967713928,0.0748697551434413,0.028992404533697988,1.9749759999636538,2.101915345344229,0.12895574621788336,0.20445080469483345,0.18297215078792756,0.13152786388430227
