phi,mode_index,energy
2.7488935718910685,7,0.1578326811842363
2.7488935718910685,8,0.19517022914797005
2.7488935718910685,9,-0.1951702291479702
2.7488935718910685,10,0.23549281178325748
2.7488935718910685,11,-0.23549281178325782
2.8274333882308134,0,0.020403712849546986
2.8274333882308134,1,-0.02040371284954703
2.8274333882308134,2,0.06837222047321527
2.8274333882308134,3,-0.06837222047321652
2.8274333882308134,4,-0.11590741474163967
2.8274333882308134,5,0.11590741474164017
2.8274333882308134,6,0.14525266507656587
2.8274333882308134,7,-0.14525266507656623
2.8274333882308134,8,-0.20554948650598484
2.8274333882308134,9,0.20554948650598498
2.8274333882308134,10,0.22327314670115764
2.8274333882308134,11,-0.22327314670115786
2.905973204570558,0,-0.02851213046818619
2.905973204570558,1,0.028512130468186455
2.905973204570558,2,-0.05869727461673337
2.905973204570558,3,0.05869727461673393
2.905973204570558,4,-0.1230533252379581
2.905973204570558,5,0.12305332523795853
2.905973204570558,6,-0.13570745102249934
2.905973204570558,7,0.13570745102249948
2.905973204570558,8,-0.2109839400097656
2.905973204570558,9,0.21098394000976667
2.905973204570558,10,-0.21650425135573642
2.905973204570558,11,0.21650425135573684
2.984513020910303,0,-0.034307047836765414
2.984513020910303,1,0.03430704783676547
2.984513020910303,2,0.051863049369808574
2.984513020910303,3,-0.05186304936980867
2.984513020910303,4,-0.1251445217934551
2.984513020910303,5,0.1251445217934553
2.984513020910303,6,-0.13200418881459827
2.984513020910303,7,0.13200418881459858
2.984513020910303,8,-0.20555176237529782
2.984513020910303,9,0.20555176237529899
2.984513020910303,10,0.22101648712806812
2.984513020910303,11,-0.2210164871280685
3.063052837250048,0,0.03749817152155041
3.063052837250048,1,-0.03749817152155053
3.063052837250048,2,-0.04806300312535748
3.063052837250048,3,0.04806300312535781
3.063052837250048,4,-0.12209453629192411
3.063052837250048,5,0.12209453629192452
3.063052837250048,6,0.13410677938436555
3.063052837250048,7,-0.13410677938436574
3.063052837250048,8,0.2014638945671201
3.063052837250048,9,-0.2014638945671203
3.063052837250048,10,0.22456079713184265
3.063052837250048,11,-0.22456079713184396
3.1415926535897927,0,0.03836380811389805
3.1415926535897927,1,-0.03836380811389836
3.1415926535897927,2,-0.046995131424116834
3.1415926535897927,3,0.04699513142411722
3.1415926535897927,4,-0.12078084742951427
3.1415926535897927,5,0.12078084742951432
3.1415926535897927,6,0.13510591273163777
3.1415926535897927,7,-0.13510591273163816
3.1415926535897927,8,-0.2000749154759359
3.1415926535897927,9,0.2000749154759362
3.1415926535897927,10,-0.225769511161335
3.1415926535897927,11,0.22576951116133517
3.2201324699295375,0,-0.0374981715215498
3.2201324699295375,1,0.03749817152155061
3.2201324699295375,2,-0.04806300312535733
3.2201324699295375,3,0.048063003125358196
3.2201324699295375,4,-0.1220945362919238
3.2201324699295375,5,0.1220945362919242
3.2201324699295375,6,0.1341067793843654
3.2201324699295375,7,-0.1341067793843658
3.2201324699295375,8,-0.20146389456711977
3.2201324699295375,9,0.2014638945671201
3.2201324699295375,10,0.2245607971318424
3.2201324699295375,11,-0.22456079713184376
3.2986722862692823,0,-0.03430704783676535
3.2986722862692823,1,0.03430704783676559
3.2986722862692823,2,0.051863049369808255
3.2986722862692823,3,-0.05186304936980879
3.2986722862692823,4,0.12514452179345464
3.2986722862692823,5,-0.12514452179345484
3.2986722862692823,6,-0.13200418881459808
3.2986722862692823,7,0.1320041888145985
3.2986722862692823,8,-0.20555176237529815
3.2986722862692823,9,0.20555176237529865
3.2986722862692823,10,0.22101648712806846
3.2986722862692823,11,-0.2210164871280692
3.377212102609027,0,-0.028512130468186306
3.377212102609027,1,0.028512130468186354
3.377212102609027,2,0.058697274616733186
3.377212102609027,3,-0.05869727461673354
3.377212102609027,4,-0.12305332523795824
3.377212102609027,5,0.12305332523795862
3.377212102609027,6,-0.1357074510224996
3.377212102609027,7,0.1357074510224997
3.377212102609027,8,0.21098394000976572
3.377212102609027,9,-0.21098394000976647
3.377212102609027,10,0.21650425135573612
3.377212102609027,11,-0.21650425135573706
3.455751918948772,0,-0.02040371284954707
3.455751918948772,1,0.020403712849547256
3.455751918948772,2,0.06837222047321559
3.455751918948772,3,-0.06837222047321594
3.455751918948772,4,0.11590741474163983
3.455751918948772,5,-0.1159074147416405
3.455751918948772,6,0.14525266507656565
3.455751918948772,7,-0.14525266507656584
3.455751918948772,8,0.20554948650598465
3.455751918948772,9,-0.20554948650598492
3.455751918948772,10,-0.22327314670115744
3.455751918948772,11,0.22327314670115767
3.534291735288517,0,-0.010452791521948617
3.534291735288517,1,0.010452791521949212
3.534291735288517,2,-0.08069098600838052
3.534291735288517,3,0.08069098600838098
3.534291735288517,4,0.10685259591682095
3.534291735288517,5,-0.106852595916821
3.534291735288517,6,-0.1578326811842353
3.534291735288517,7,0.15783268118423643
3.534291735288517,8,-0.19517022914796978
3.534291735288517,9,0.19517022914797041
3.534291735288517,10,-0.23549281178325757
3.534291735288517,11,0.23549281178325768
3.6128315516282616,0,0.00045117618842612254
3.6128315516282616,1,-0.00045117618842641923
3.6128315516282616,2,0.09545269559561806
3.6128315516282616,3,-0.09545269559561877
3.6128315516282616,4,0.0971406378047099
3.6128315516282616,5,-0.09714063780471006
3.6128315516282616,6,-0.17303518298998713
3.6128315516282616,7,0.1730351829899883
3.6128315516282616,8,0.18274789553768603
3.6128315516282616,9,-0.18274789553768614
3.6128315516282616,10,0.2504686060120278
3.6128315516282616,11,-0.2504686060120283
