candidate,eta,alpha,barrier_Z,zero_bias_conductance,peak_conductance,peak_bias,peak_split,mean_frustration,signature
s_wave,0.0,1.0471975511965976,2.0,1.1696000000028235,1.1696000000028235,0.0,0.003999999999999976,4.132233444309463e-11,broad zero-bias enhancement without split finite-bias peaks
s_pm,1.0,0.0,1.0,3.1097999999321977,3.1097999999321977,0.0,0.003999999999999976,0.999999999958678,intervalley-activated zero-bias enhancement
chiral,0.0,1.0471975511965976,0.0,2.4499343371484117,2.477309621623919,-0.025999999999999995,0.05200000000000002,0.5341523573575565,finite-bias-dominant subgap response
