candidate,eta,alpha,barrier_Z,bias,conductance,conductance_minus_one,conductance_minus_curve_min,mean_frustration
chiral,0.0,1.0471975511965976,0.0,-0.216,1.2851934642784488,0.2851934642784488,0.053074595454314144,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.208,1.3059034819795188,0.3059034819795188,0.0737846131553841,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.19999999999999998,1.3283805509824722,0.3283805509824722,0.09626168215833752,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.192,1.3528041653840661,0.3528041653840661,0.12068529655993143,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.184,1.3793722358972604,0.37937223589726043,0.14725336707312575,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.176,1.4083023046246128,0.4083023046246128,0.17618343580047813,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.16799999999999998,1.439832559135009,0.43983255913500896,0.20771369031087428,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.15999999999999998,1.4742225533835158,0.4742225533835158,0.24210368455938114,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.152,1.511753563891426,0.5117535638914259,0.2796346950672912,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.144,1.5527285898446228,0.5527285898446228,0.3206097210204881,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.13599999999999998,1.5974722047030268,0.5974722047030268,0.36535333587889207,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.128,1.6463308842824116,0.6463308842824116,0.4142120154582769,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.12,1.699675214708492,0.6996752147084919,0.46755634588435724,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.11199999999999999,1.7579066345868999,0.7579066345868999,0.5257877657627652,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.10399999999999998,1.8214727562385025,0.8214727562385025,0.5893538874143678,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.09599999999999997,1.8908943317804794,0.8908943317804794,0.6587754629563447,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.088,1.9667924548120002,0.9667924548120002,0.7346735859878655,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.07999999999999999,2.0498359263745,1.0498359263745,0.8177170575503654,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.07199999999999998,2.140288266598089,1.140288266598089,0.9081693977739542,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.064,2.2362730823277603,1.2362730823277603,1.0041542135036257,0.5341523573575565
