slice_id,candidate,alpha,eta,phi,barrier_Z,zero_bias_conductance,peak_conductance,peak_bias,peak_split,background_conductance,peak_minus_background,mean_frustration,collapse_rms
4,chiral,0.5890486225480862,1.0,0.7853981633974483,2.0,0.9134039529945561,0.9236631203841279,-0.096,0.19200000000000003,0.21296678226540278,0.7106963381187251,0.533764757227489,0.18600842793504044
4,chiral,0.7853981633974483,1.0,0.7853981633974483,2.0,0.9053742181611768,0.9053742181611768,0.0,0.0031999999999999806,0.20826339575793032,0.6971108224032465,0.5341390895825706,0.18758786483600787
4,chiral,0.9817477042468103,1.0,0.7853981633974483,2.0,0.8984138572413538,0.8984138572413538,0.0,0.0031999999999999806,0.20357330354376926,0.6948405536975846,0.5339781545899862,0.15837444503303758
4,chiral,1.1780972450961724,1.0,0.7853981633974483,2.0,0.8932464977762696,0.8932464977762696,0.0,0.0031999999999999806,0.19962635941741,0.6936201383588596,0.5332614491997844,0.13759534137853555
4,chiral,1.3744467859455345,1.0,0.7853981633974483,2.0,0.8901303336031177,0.8901303336031177,0.0,0.0031999999999999806,0.19701797400437335,0.6931123595987443,0.5324702561360891,0.1275133633677302
4,chiral,1.5707963267948966,1.0,0.7853981633974483,2.0,0.8890939993899128,0.8890939993899128,0.0,0.0031999999999999806,0.1961364212475956,0.6929575781423173,0.5321731559416012,0.1249680986408638
4,control_double_peak,0.0,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
4,control_double_peak,0.19634954084936207,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
4,control_double_peak,0.39269908169872414,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
4,control_double_peak,0.5890486225480862,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
4,control_double_peak,0.7853981633974483,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
4,control_double_peak,0.9817477042468103,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
4,control_double_peak,1.1780972450961724,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
4,control_double_peak,1.3744467859455345,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
4,control_double_peak,1.5707963267948966,1.0,0.7853981633974483,2.0,1.1419106341554135,1.2554830246497244,-0.07999999999999999,0.16,0.9976500506501134,0.257832973999611,4.132233444309463e-11,5.949282087757645e-17
