slice_id,candidate,eta,phi,barrier_Z,score,alpha_split_coupling,collapse_rms_mean,collapse_rms_max
1,chiral,1.0,1.5707963267948966,2.0,0.299433623545559,0.18880000000000005,0.18796360504960516,0.42454750386144996
1,control_double_peak,1.0,1.5707963267948966,2.0,0.299433623545559,0.0,5.949282087757645e-17,5.949282087757645e-17
2,chiral,1.0,1.1780972450961724,2.0,0.29912683994994016,0.18880000000000005,0.1501520649911589,0.24927254877228855
2,control_double_peak,1.0,1.1780972450961724,2.0,0.29912683994994016,0.0,5.949282087757645e-17,5.949282087757645e-17
3,chiral,1.0,1.9634954084936207,2.0,0.29909593359827563,0.18880000000000005,0.15032389884420008,0.2495157910371426
3,control_double_peak,1.0,1.9634954084936207,2.0,0.29909593359827563,0.0,5.949282087757645e-17,5.949282087757645e-17
4,chiral,1.0,0.7853981633974483,2.0,0.296868168979513,0.18880000000000005,0.1612613044328742,0.18758786483600787
4,control_double_peak,1.0,0.7853981633974483,2.0,0.296868168979513,0.0,5.949282087757645e-17,5.949282087757645e-17
