epsilon,route,eta,n_bar,ratio_to_lb
0.02282919333423335,lower-bound,,0.6041286515119286,1.0
0.02282919333423335,homodyne,0.99,1.0086245751625555,1.6695526236643654
0.02282919333423335,on-off,0.99,0.7794363565885498,1.2901827361405316
0.02282919333423335,homodyne,0.7,1.4264833277298998,2.3612244248967453
0.02282919333423335,on-off,0.7,1.102345704318092,1.8246870125416093
0.02282919333423335,homodyne,0.5,1.99707665882186,3.305714194855444
0.02282919333423335,on-off,0.5,1.5432839860453287,2.5545618175582527
0.02316220356756384,lower-bound,,0.6005934467692545,1.0
0.02316220356756384,homodyne,0.99,1.0024643473212267,1.6691230194297628
0.02316220356756384,on-off,0.99,0.7757793699088695,1.2916880363613437
0.02316220356756384,homodyne,0.7,1.4177710054971633,2.36061684176495
0.02316220356756384,on-off,0.7,1.097173680299687,1.8268159371396147
0.02316220356756384,homodyne,0.5,1.9848794076960288,3.3048635784709304
0.02316220356756384,on-off,0.5,1.5360431524195617,2.5575423119954603
0.023500071432694093,lower-bound,,0.5970595147112023,1.0
0.023500071432694093,homodyne,0.99,0.9963089360009141,1.6686928379038204
0.023500071432694093,on-off,0.99,0.7721223832291889,1.2932084058699986
0.023500071432694093,homodyne,0.7,1.4090654952012929,2.360008442178261
0.023500071432694093,on-off,0.7,1.0920016562812815,1.828966174016141
0.023500071432694093,homodyne,0.5,1.97269169328181,3.3040118190495646
0.023500071432694093,on-off,0.5,1.528802318793794,2.560552643622597
0.023842867788067264,lower-bound,,0.5935268747962134,1.0
0.023842867788067264,homodyne,0.99,0.9901583803255243,1.6682620827666714
0.023842867788067264,on-off,0.99,0.7684653965495085,1.29474406161197
0.023842867788067264,homodyne,0.7,1.4003668521746704,2.3593992313414356
0.023842867788067264,on-off,0.7,1.0868296322628763,1.831138029994072
0.023842867788067264,homodyne,0.5,1.960513593044538,3.3031589238780095
0.023842867788067264,on-off,0.5,1.5215614851680268,2.5635932419917005
0.024190664525741153,lower-bound,,0.5899955467937963,1.0
0.024190664525741153,homodyne,0.99,0.9840127198902613,1.6678307577704043
0.024190664525741153,on-off,0.99,0.7648084098698279,1.296295224643668
0.024190664525741153,homodyne,0.7,1.3916751324162266,2.3587892145610003
0.024190664525741153,on-off,0.7,1.0816576082444709,1.8333318177103304
0.024190664525741153,homodyne,0.5,1.9483451853827174,3.3023049003854004
0.024190664525741153,on-off,0.5,1.5143206515422591,2.5666645447944627
0.024543534586465406,lower-bound,,0.5864655507899103,1.0
0.024543534586465406,homodyne,0.99,0.9778719947691636,1.6673988667400297
0.024543534586465406,on-off,0.99,0.7611514231901474,1.2978621202301701
0.024543534586465406,homodyne,0.7,1.3829903926021028,2.358178397246613
0.024543534586465406,on-off,0.7,1.0764855842260657,1.8355478557540978
0.024543534586465406,homodyne,0.5,1.9361865496429438,3.3014497561452583
0.024543534586465406,on-off,0.5,1.507079817916492,2.5697669980557367
0.024901551974979008,lower-bound,,0.5829369071924503,1.0
0.024901551974979008,homodyne,0.99,0.9717362455227836,1.6669664135744546
0.024901551974979008,on-off,0.99,0.7574944365104668,1.2994449779457664
0.024901551974979008,homodyne,0.7,1.3743126900965086,2.3575667849124438
0.024901551974979008,on-off,0.7,1.0713135602076602,1.8377864688090124
0.024901551974979008,homodyne,0.5,1.9240377661351116,3.3005934988774204
0.024901551974979008,on-off,0.5,1.4998389842907243,2.5729010563326176
0.02526479177553053,lower-bound,,0.5794096367368442,1.0
0.02526479177553053,homodyne,0.99,0.9656055132060288,1.666533402247479
0.02526479177553053,on-off,0.99,0.7538374498307864,1.3010440317774066
0.02526479177553053,homodyne,0.7,1.3656420829628124,2.3569543831785777
0.02526479177553053,on-off,0.7,1.066141536189255,1.840047987799475
0.02526479177553053,homodyne,0.5,1.911898916147937,3.299736136450008
0.02526479177553053,on-off,0.5,1.492598150664957,2.576067182919265
0.02563333016762518,lower-bound,,0.5758837604917562,1.0
0.02563333016762518,homodyne,0.99,0.9594798393761526,1.6660998368087991
0.02563333016762518,on-off,0.99,0.7501804631511058,1.3026595202311573
0.02563333016762518,homodyne,0.7,1.3569786299748445,2.356341197772445
0.02563333016762518,on-off,0.7,1.0609695121708496,1.8423327500412081
0.02563333016762518,homodyne,0.5,1.8997700819647823,3.298877676881423
0.02563333016762518,on-off,0.5,1.4853573170391894,2.5792658500576913
0.02600724444200114,lower-bound,,0.5723592998649062,1.0
0.02600724444200114,homodyne,0.99,0.9533592661009145,1.6656657213850383
0.02600724444200114,on-off,0.99,0.7465234764714254,1.3042916864417633
0.02600724444200114,homodyne,0.7,1.3483223906284363,2.355727234530269
0.02600724444200114,on-off,0.7,1.0557974881524446,1.8446410993962081
0.02600724444200114,homodyne,0.5,1.8876513468798106,3.2980181283423757
0.02600724444200114,on-off,0.5,1.4781164834134222,2.582497539154691
0.026386613016839366,lower-bound,,0.5688362766090024,1.0
0.026386613016839366,homodyne,0.99,0.9472438359668971,1.6652310601807812
0.026386613016839366,on-off,0.99,0.7428664897917447,1.3059407782854267
0.026386613016839366,homodyne,0.7,1.3396734251531832,2.3551124993985337
0.026386613016839366,on-off,0.7,1.050625464134039,1.846973386432246
0.026386613016839366,homodyne,0.5,1.8755427952144563,3.297157499157947
0.026386613016839366,on-off,0.5,1.4708756497876545,2.5857627410051442
0.026771515454209437,lower-bound,,0.5653147128277938,1.0
0.026771515454209437,homodyne,0.99,0.9411335920880013,1.6647958574796362
0.026771515454209437,on-off,0.99,0.7392095031120643,1.30760704849591
0.026771515454209437,homodyne,0.7,1.331031794524459,2.3544969984354855
0.026771515454209437,on-off,0.7,1.045453440115634,1.8493299685870728
0.026771515454209437,homodyne,0.5,1.8634445123342425,3.29629579780968
0.026771515454209437,on-off,0.5,1.4636348161618873,2.5890619560219017
0.027162032476755697,lower-bound,,0.5617946309822418,1.0
0.027162032476755697,homodyne,0.99,0.9350285781141063,1.664360117645308
0.027162032476755697,on-off,0.99,0.7355525164323836,1.309290754784081
0.027162032476755697,homodyne,0.7,1.3223975604756646,2.35388073781265
0.027162032476755697,on-off,0.7,1.0402814160972285,1.8517112103374864
0.027162032476755697,homodyne,0.5,1.8513565846659303,3.2954330329377095
0.027162032476755697,on-off,0.5,1.4563939825361196,2.5923956944724806
0.027558245984626386,lower-bound,,0.5582760538968182,1.0
0.027558245984626386,homodyne,0.99,0.9289288382399155,1.6639238451226892
0.027558245984626386,on-off,0.99,0.7318955297527032,1.3109921599610177
0.027558245984626386,homodyne,0.7,1.3137707855107377,2.353263723816375
0.027558245984626386,on-off,0.7,1.0351093920788232,1.8541174833734395
0.027558245984626386,homodyne,0.5,1.8392790997150326,3.2945692133429247
0.027558245984626386,on-off,0.5,1.4491531489103524,2.595764476722815
0.027960239072650155,lower-bound,,0.5547590047659261,1.0
0.027960239072650155,homodyne,0.99,0.9228344172139755,1.663487044438971
0.027960239072650155,on-off,0.99,0.7282385430730226,1.3127115320648002
0.027960239072650155,homodyne,0.7,1.3051515329169083,2.3526459628494023
0.027960239072650155,on-off,0.7,1.0299373680604178,1.8565491667773604
0.027960239072650155,homodyne,0.5,1.8272121460836717,3.2937043479891632
0.027960239072650155,on-off,0.5,1.4419123152845847,2.5991688334883043
0.02836809604776268,lower-bound,,0.551243507160455,1.0
0.02836809604776268,homodyne,0.99,0.9167453603478921,1.6630497202047723
0.02836809604776268,on-off,0.99,0.7245815563933422,1.3144491444911155
0.02836809604776268,homodyne,0.7,1.2965398667777333,2.352027461432464
0.02836809604776268,on-off,0.7,1.0247653440420126,1.8590066472088635
0.02836809604776268,homodyne,0.5,1.8151558134888264,3.292838446005449
0.02836809604776268,on-off,0.5,1.4346714816588175,2.602609306092409
0.028781902446687952,lower-bound,,0.5477295850344647,1.0
0.028781902446687952,homodyne,0.99,0.9106617135257256,1.6626118771152816
0.028781902446687952,on-off,0.99,0.7209245697136616,1.3162052761278158
0.028781902446687952,homodyne,0.7,1.2879358519863833,2.351408226205898
0.028781902446687952,on-off,0.7,1.0195933200236071,1.861490319095054
0.028781902446687952,homodyne,0.5,1.8031101927809368,3.2919715166882577
0.028781902446687952,on-off,0.5,1.4274306480330499,2.6060864467330753
0.02920174505387698,lower-bound,,0.5442172627320082,1.0
0.02920174505387698,homodyne,0.99,0.9045835232135948,1.662173519951431
0.02920174505387698,on-off,0.99,0.7172675830339812,1.317980211493565
0.02920174505387698,homodyne,0.7,1.2793395542592267,2.3507882639313094
0.02920174505387698,on-off,0.7,1.014421296005202,1.8640005848266132
0.02920174505387698,homodyne,0.5,1.7910753759629174,3.2911035695038326
0.02920174505387698,on-off,0.5,1.4201898144072826,2.6096008187572584
0.0296277119197087,lower-bound,,0.5407065649940915,1.0
0.0296277119197087,homodyne,0.99,0.8985108364694689,1.6617346535810735
0.0296277119197087,on-off,0.99,0.7136105963543005,1.319774240880723
0.0296277119197087,homodyne,0.7,1.2707510401496775,2.3501675814932326
0.0296277119197087,on-off,0.7,1.0092492719867965,1.86653785495988
0.0296277119197087,homodyne,0.5,1.7790514562095483,3.2902346140905254
0.0296277119197087,on-off,0.5,1.412948980781515,2.613152996943832
0.03005989237895584,lower-bound,,0.5371975169657789,1.0
0.03005989237895584,homodyne,0.99,0.8924437009531776,1.6612952829601946
0.03005989237895584,on-off,0.99,0.7099536096746201,1.3215876605026198
0.03005989237895584,homodyne,0.7,1.262170377062351,2.3495461859008464
0.03005989237895584,on-off,0.7,1.0040772479683913,1.8691025484251336
0.03005989237895584,homodyne,0.5,1.7670385278872915,3.2893646602611852
0.03005989237895584,on-off,0.5,1.4057081471557478,2.616743567795187
0.030498377069520678,lower-bound,,0.5336901442034402,1.0
0.030498377069520678,homodyne,0.99,0.8863821649366208,1.660855413134135
0.030498377069520678,on-off,0.99,0.7062966229949394,1.3234207726453768
0.030498377069520678,homodyne,0.7,1.253597633267507,2.348924084289706
0.030498377069520678,on-off,0.7,0.9989052239499858,1.871695092741319
0.030498377069520678,homodyne,0.5,1.7550366865745093,3.2884937180055878
0.030498377069520678,on-off,0.5,1.39846731352998,2.6203731298378465
0.030943257951443585,lower-bound,,0.5301844726821532,1.0
0.030943257951443585,homodyne,0.99,0.8803262773142062,1.6604150492388408
0.030943257951443585,on-off,0.99,0.702639636315259,1.3252738858244404
0.030943257951443585,homodyne,0.7,1.245032877915806,2.3483012839235036
0.030943257951443585,on-off,0.7,0.9937331999315807,1.874315924237423
0.030943257951443585,homodyne,0.5,1.7430460290821284,3.2876217974929047
0.030943257951443585,on-off,0.5,1.3912264799042129,2.624042293932392
0.031394628326189354,lower-bound,,0.5266805288032534,1.0
0.031394628326189354,homodyne,0.99,0.874276087613497,1.6599741965021289
0.031394628326189354,on-off,0.99,0.6989826496355784,1.3271473149460022
0.031394628326189354,homodyne,0.7,1.2364761810533742,2.3476777921958676
0.031394628326189354,on-off,0.7,0.9885611759131753,1.8769654882807747
0.031394628326189354,homodyne,0.5,1.7310666534747239,3.286748909074215
0.031394628326189354,on-off,0.5,1.3839856462784452,2.6277516835930843
0.03185258285621434,lower-bound,,0.5231783394020468,1.0
0.03185258285621434,homodyne,0.99,0.8682316460060979,1.6595328602449804
0.03185258285621434,on-off,0.99,0.695325662955898,1.329041381473481
0.03185258285621434,homodyne,0.7,1.227927613637196,2.3470536166321874
0.03185258285621434,on-off,0.7,0.98338915189477,1.8796442395124946
0.03185258285621434,homodyne,0.5,1.719098659092074,3.2858750632850615
0.03185258285621434,on-off,0.5,1.376744812652678,2.631501935317492
0.03231721758481955,lower-bound,,0.519677931755678,1.0
0.03231721758481955,homodyne,0.99,0.8621930033187661,1.6590910458828538
0.03231721758481955,on-off,0.99,0.6916686762762173,1.3309564135992584
0.03231721758481955,homodyne,0.7,1.2193872475508267,2.3464287648914652
0.03231721758481955,on-off,0.7,0.9782171278763646,1.8823526420903798
0.03231721758481955,homodyne,0.5,1.7071421465711571,3.285000270848051
0.03231721758481955,on-off,0.5,1.3695039790269103,2.6352936989265316
0.03278862995629283,lower-bound,,0.5161793335911691,1.0
0.03278862995629283,homodyne,0.99,0.8561602110447688,1.65864875892702
0.03278862995629283,on-off,0.99,0.6880116895965369,1.3328927464218563
0.03278862995629283,homodyne,0.7,1.2108551556204588,2.345803244768214
0.03278862995629283,on-off,0.7,0.9730451038579594,1.8850911699394826
0.03278862995629283,homodyne,0.5,1.6951972178686425,3.2841245426755
0.03278862995629283,on-off,0.5,1.3622631454011431,2.6391276379152755
0.03326691883634535,lower-bound,,0.5126825730936218,1.0
0.03326691883634535,homodyne,0.99,0.8501333213554798,1.6582060049859266
0.03326691883634535,on-off,0.99,0.6843547029168563,1.3348507221287689
0.03326691883634535,homodyne,0.7,1.2023314116313215,2.345177064194382
0.03326691883634535,on-off,0.7,0.967873079839554,1.8878603070106874
0.03326691883634535,homodyne,0.5,1.68326397628385,3.2832478898721345
0.03326691883634535,on-off,0.5,1.3550223117753755,2.643004429814962
0.033752184532845696,lower-bound,,0.5091876789145988,1.0
0.033752184532845696,homodyne,0.99,0.8441123871122334,1.657762789766577
0.033752184532845696,on-off,0.99,0.6806977162371759,1.3368306901851466
0.033752184532845696,homodyne,0.7,1.1938160903444444,2.3445502312413016
0.033752184532845696,on-off,0.7,0.9627010558211488,1.8906605475475644
0.033752184532845696,homodyne,0.5,1.671342526482222,3.282370323737822
0.033752184532845696,on-off,0.5,1.3477814781496082,2.64692476656659
0.034244528816856946,lower-bound,,0.5056946801806775,1.0
0.034244528816856946,homodyne,0.99,0.8380974618784329,1.6573191190759464
0.034244528816856946,on-off,0.99,0.6770407295574953,1.3388330075285708
0.034244528816856946,homodyne,0.7,1.1853092675137837,2.343922754121696
0.034244528816856946,on-off,0.7,0.9575290318027433,1.893492396361836
0.034244528816856946,homodyne,0.5,1.659432974519297,3.2814918557703736
0.034244528816856946,on-off,0.5,1.3405406445238406,2.65088935490657
0.03474405494398005,lower-bound,,0.502203606502191,1.0
0.03474405494398005,homodyne,0.99,0.832088599931929,1.6568749988224125
0.03474405494398005,on-off,0.99,0.6733837428778149,1.3408580387701319
0.03474405494398005,homodyne,0.7,1.1768110199037278,2.343294641191697
0.03474405494398005,on-off,0.7,0.9523570077843382,1.896356369117758
0.03474405494398005,homodyne,0.5,1.6475354278652192,3.2806124976683764
0.03474405494398005,on-off,0.5,1.3332998108980734,2.654898916764861
0.035250867676009136,lower-bound,,0.4987144879821506,1.0
0.035250867676009136,homodyne,0.99,0.8260858562776643,1.6564304350172208
0.035250867676009136,on-off,0.99,0.6697267561981342,1.342906156402066
0.035250867676009136,homodyne,0.7,1.1683214253069822,2.3426659009529263
0.035250867676009136,on-off,0.7,0.9471849837659327,1.899252992625779
0.035250867676009136,homodyne,0.5,1.635649995429775,3.2797322613340967
0.035250867676009136,on-off,0.5,1.3260589772723057,2.6589541896760904
0.035765073302902094,lower-bound,,0.4952273552253659,1.0
0.035765073302902094,homodyne,0.99,0.8200892866606047,1.6559854337759716
0.035765073302902094,on-off,0.99,0.6660697695184538,1.3449777410121897
0.035765073302902094,homodyne,0.7,1.1598405625628554,2.342036542054589
0.035765073302902094,on-off,0.7,0.9420129597475275,1.9021828051458112
0.035765073302902094,homodyne,0.5,1.6237767875879974,3.278851158876424
0.035765073302902094,on-off,0.5,1.3188181436465385,2.6630559272041356
0.03628677966507226,lower-bound,,0.49174223934775546,1.0
0.03628677966507226,homodyne,0.99,0.8140989475789497,1.655540001320136
0.03628677966507226,on-off,0.99,0.6624127828387731,1.3470731815054047
0.03628677966507226,homodyne,0.7,1.151368511575943,2.341406573295621
0.03628677966507226,on-off,0.7,0.9368409357291221,1.9051463567005011
0.03628677966507226,homodyne,0.5,1.6119159162063204,3.277969202613869
0.03628677966507226,on-off,0.5,1.3115773100207708,2.6672048993807014
0.03681609617600467,lower-bound,,0.4882591719858648,1.0
0.03681609617600467,homodyne,0.99,0.8081148962976468,1.6550941439786038
0.03681609617600467,on-off,0.99,0.6587557961590927,1.349192875332537
0.03681609617600467,homodyne,0.7,1.1429053533352431,2.340776003626882
0.03681609617600467,on-off,0.7,0.931668911710717,1.908144209398874
0.03681609617600467,homodyne,0.5,1.6000674946693403,3.2770864050776347
0.03681609617600467,on-off,0.5,1.3043364763950036,2.6714018931584236
0.037353133845202786,lower-bound,,0.48477818530658634,1.0
0.037353133845202786,homodyne,0.99,0.8021371908621968,1.6546478681892511
0.037353133845202786,on-off,0.99,0.6550988094794121,1.3513372287268055
0.037353133845202786,homodyne,0.7,1.1344511699336786,2.3401448421533697
0.037353133845202786,on-off,0.7,0.9264968876923114,1.9111769377707677
0.037353133845202786,homodyne,0.5,1.5882316379071497,3.2762027790147172
0.037353133845202786,on-off,0.5,1.297095642769236,2.6756477128790745
0.03789800530146941,lower-bound,,0.4812993120170952,1.0
0.03789800530146941,homodyne,0.99,0.7961658901127826,1.6542011805005525
0.03789800530146941,on-off,0.99,0.6514418227997317,1.3535066569482095
0.03789800530146941,homodyne,0.7,1.1260060445880784,2.339513098136496
0.03789800530146941,on-off,0.7,0.9213248636739063,1.9142451291124678
0.03789800530146941,homodyne,0.5,1.5764084624233097,3.275318337391094
0.03789800530146941,on-off,0.5,1.2898548091434687,2.6799431807574545
0.03845082481652772,lower-bound,,0.47782258537500016,1.0
0.03845082481652772,homodyne,0.99,0.790201053698705,1.6537540875732086
0.03845082481652772,on-off,0.99,0.647784836120051,1.3557015845361573
0.03845082481652772,homodyne,0.7,1.1175700616595972,2.338880780996395
0.03845082481652772,on-off,0.7,0.9161528396555009,1.9173493838439941
0.03845082481652772,homodyne,0.5,1.564598086323436,3.2744330933949537
0.03845082481652772,on-off,0.5,1.282613975517701,2.6842891373815916
0.03901170832898634,lower-bound,,0.4743480391987209,1.0
0.03901170832898634,homodyne,0.99,0.7842427420931559,1.653306596181816
0.03901170832898634,on-off,0.99,0.6441278494403706,1.357922445570652
0.03901170832898634,homodyne,0.7,1.1091433066746061,2.3382479003142826
0.03901170832898634,on-off,0.7,0.9109808156370957,1.9204903158784936
0.03901170832898634,homodyne,0.5,1.5528006293444485,3.273547060439995
0.03901170832898634,on-off,0.5,1.2753731418919338,2.688686442229891
0.03958077346865453,lower-bound,,0.4708757078780911,1.0
0.03958077346865453,homodyne,0.99,0.7782910166083206,1.6528587132165646
0.03958077346865453,on-off,0.99,0.64047086276069,1.3601696839423851
0.03958077346865453,homodyne,0.7,1.1007258663460533,2.3376144658348554
0.03958077346865453,on-off,0.7,0.9058087916186902,1.9236685530042306
0.03958077346865453,homodyne,0.5,1.5410162128844744,3.272660252168797
0.03958077346865453,on-off,0.5,1.2681323082661662,2.6931359742059224
0.040158139581211526,lower-bound,,0.46740562638520083,1.0
0.040158139581211526,homodyne,0.99,0.7723459394108318,1.652410445684969
0.040158139581211526,on-off,0.99,0.6368138760810095,1.3624437536320861
0.040158139581211526,homodyne,0.7,1.0923178285953195,2.3369804874687423
0.040158139581211526,on-off,0.7,0.9006367676002849,1.926884737279665
0.040158139581211526,homodyne,0.5,1.5292449600334468,3.271772682456238
0.040158139581211526,on-off,0.5,1.2608914746403987,2.6976386321915307
0.04074392775323618,lower-bound,,0.46393783028547797,1.0
0.04074392775323618,homodyne,0.99,0.7664075735375742,1.6519618007136332
0.04074392775323618,on-off,0.99,0.633156889401329,1.3647451189995097
0.04074392775323618,homodyne,0.7,1.083919282574569,2.336345975294995
0.04074392775323618,on-off,0.7,0.8954647435818796,1.9301395254421638
0.04074392775323618,homodyne,0.5,1.5174869956043966,3.2708843654129933
0.04074392775323618,on-off,0.5,1.2536506410146313,2.702195335619029
0.04133826083760147,lower-bound,,0.46047235574901874,1.0
0.04133826083760147,homodyne,0.99,0.7604759829118573,1.6515127855500538
0.04133826083760147,on-off,0.99,0.6294999027216485,1.367074255082445
0.04133826083760147,homodyne,0.7,1.0755303186896268,2.3357109395636475
0.04133826083760147,on-off,0.7,0.8902927195634742,1.9334335893308867
0.04133826083760147,homodyne,0.5,1.5057424461654771,3.269995315389106
0.04133826083760147,on-off,0.5,1.2464098073888639,2.7068070250632412
0.04194126347923944,lower-bound,,0.4570092395621736,1.0
0.04194126347923944,homodyne,0.99,0.7545512323599635,1.6510634075644568
0.04194126347923944,on-off,0.99,0.6258429160419678,1.3694316479061588
0.04194126347923944,homodyne,0.7,1.067151028623377,2.3350753906983033
0.04194126347923944,on-off,0.7,0.8851206955450689,1.9367676163244247
0.04194126347923944,homodyne,0.5,1.4940114400727276,3.2691055469776242
0.04194126347923944,on-off,0.5,1.2391689737630964,2.7114746628541946
0.04255306214128212,lower-bound,,0.45354851913939437,1.0
0.04255306214128212,homodyne,0.99,0.7486333876280786,1.650613674251668
0.04255306214128212,on-off,0.99,0.6221859293622873,1.3718177948036991
0.04255306214128212,homodyne,0.7,1.0587815053597112,2.3344393392987874
0.04255306214128212,on-off,0.7,0.8799486715266637,1.9401423097938035
0.04255306214128212,homodyne,0.5,1.4822941075035958,3.2682150750183028
0.04255306214128212,on-off,0.5,1.231928140137329,2.7161992337113245
0.043173785131583584,lower-bound,,0.45009023253535063,1.0
0.043173785131583584,homodyne,0.99,0.7427225153996235,1.6501635932330285
0.043173785131583584,on-off,0.99,0.6185289426826068,1.3742332047475099
0.043173785131583584,homodyne,0.7,1.050421843208039,2.3338027961438543
0.043173785131583584,on-off,0.7,0.8747766475082583,1.9435583895714785
0.043173785131583584,homodyne,0.5,1.4705905804912547,3.2673239146013966
0.043173785131583584,on-off,0.5,1.2246873065115615,2.7209817454000698
0.04380356262962905,lower-bound,,0.446634418457322,1.0
0.04380356262962905,homodyne,0.99,0.7368186833129895,1.6497131722583445
0.04380356262962905,on-off,0.99,0.6148719560029263,1.376678398692823
0.04380356262962905,homodyne,0.7,1.042072137828371,2.3331657721939445
0.04380356262962905,on-off,0.7,0.869604623489853,1.9470165924369929
0.04380356262962905,homodyne,0.5,1.4589009929597192,3.266432081071522
0.04380356262962905,on-off,0.5,1.217446472885794,2.7258232294117897
0.044442526713836354,lower-bound,,0.44318111627787465,1.0
0.044442526713836354,homodyne,0.99,0.7309219599796952,1.6492624192078775
0.044442526713836354,on-off,0.99,0.6112149693232458,1.3791539099333237
0.044442526713836354,homodyne,0.7,1.0337324862569979,2.332528278593999
0.044442526713836354,on-off,0.7,0.8644325994714477,1.9505176726199864
0.044442526713836354,homodyne,0.5,1.4472254807597968,3.265539590031598
0.044442526713836354,on-off,0.5,1.2102056392600267,2.7307247416679807
0.04509081138925582,lower-bound,,0.43973036604782956,1.0
0.04509081138925582,homodyne,0.99,0.7250324150029752,1.6488113420943808
0.04509081138925582,on-off,0.99,0.6075579826435653,1.3816602844695995
0.04509081138925582,homodyne,0.7,1.0254029869327792,2.3318903266763384
0.04509081138925582,on-off,0.7,0.8592605754530424,1.9540624023212907
0.04509081138925582,homodyne,0.5,1.4355641817058906,3.264646457346873
0.04509081138925582,on-off,0.5,1.2029648056342592,2.7356873632498067
0.04574855261567406,lower-bound,,0.4362822085095297,1.0
0.04574855261567406,homodyne,0.99,0.719150118996807,1.6483599490651673
0.04574855261567406,on-off,0.99,0.6039009959638848,1.3841980813909212
0.04574855261567406,homodyne,0.7,1.0170837397240557,2.331251927963594
0.04574855261567406,on-off,0.7,0.854088551434637,1.957651572252874
0.04574855261567406,homodyne,0.5,1.4239172356136778,3.263752699149031
0.04574855261567406,on-off,0.5,1.1957239720084918,2.7407122011540235
0.046415888336127795,lower-bound,,0.4328366851104167,1.0
0.046415888336127795,homodyne,0.99,0.7132751436054021,1.6479082484042349
0.046415888336127795,on-off,0.99,0.6002440092842042,1.3867678732709126
0.046415888336127795,homodyne,0.7,1.0087748459562116,2.330613094171704
0.046415888336127795,on-off,0.7,0.8489165274162317,1.9612859921974335
0.046415888336127795,homodyne,0.5,1.4122847843386963,3.2628583318403854
0.046415888336127795,on-off,0.5,1.1884831383827243,2.745800389076407
0.04709295850583362,lower-bound,,0.42939383801692277,1.0
0.04709295850583362,homodyne,0.99,0.7074075615231596,1.6474562485344284
0.04709295850583362,on-off,0.99,0.5965870226045237,1.3893702465777156
0.04709295850583362,homodyne,0.7,1.0004764084398974,2.329973837212978
0.04709295850583362,on-off,0.7,0.8437445033978264,1.9649664915884837
0.04709295850583362,homodyne,0.5,1.400666971815856,3.261963372098168
0.04709295850583362,on-off,0.5,1.181242304756957,2.750953088223877
0.04777990512153969,lower-bound,,0.4259537101286894,1.0
0.04777990512153969,homodyne,0.99,0.7015474465151048,1.647003958019647
0.04777990512153969,on-off,0.99,0.5929300359248432,1.392005802099263
0.04777990512153969,homodyne,0.7,0.9921885314999341,2.3293341691992153
0.04777990512153969,on-off,0.7,0.8385724793794211,1.9686939201118148
0.04777990512153969,homodyne,0.5,1.3890639440999077,3.2610678368789014
0.04777990512153969,on-off,0.5,1.1740014711311895,2.7561714881565407
0.04847687225130567,lower-bound,,0.42251634509312014,1.0
0.04847687225130567,homodyne,0.99,0.6956948734378268,1.6465513855671068
0.04847687225130567,on-off,0.99,0.5892730492451627,1.3946751553843209
0.04847687225130567,homodyne,0.7,0.9839113210049266,2.3286941024449086
0.04847687225130567,on-off,0.7,0.8334004553610158,1.9724691483292538
0.04847687225130567,homodyne,0.5,1.3774758494068973,3.260171743422872
0.04847687225130567,on-off,0.5,1.166760637505422,2.7614568076609554
0.04918400606471696,lower-bound,,0.4190817873202783,1.0
0.04918400606471696,homodyne,0.99,0.6898499182609232,1.6460985400296424
0.04918400606471696,on-off,0.99,0.5856160625654822,1.3973789371999887
0.04918400606471696,homodyne,0.7,0.9756448843975913,2.328053649470494
0.04918400606471696,on-off,0.7,0.8282284313426105,1.9762930683256983
0.04918400606471696,homodyne,0.5,1.3659028381566278,3.2592751092586916
0.04918400606471696,on-off,0.5,1.1595198038796546,2.7668102956559775
0.04990145486353981,lower-bound,,0.4156500819981383,1.0
0.04990145486353981,homodyne,0.99,0.6840126580889745,1.6456454304080665
0.04990145486353981,on-off,0.99,0.5819590758858016,1.4001177940063736
0.04990145486353981,homodyne,0.7,0.9673893307258354,2.3274128230056945
0.04990145486353981,on-off,0.7,0.8230564073242052,1.9801665943804425
0.04990145486353981,homodyne,0.5,1.3543450630161695,3.258377952207972
0.04990145486353981,on-off,0.5,1.1522789702538871,2.7722332321326193
0.05062936911282342,lower-bound,,0.4122212751082017,1.0
0.05062936911282342,homodyne,0.99,0.67818317118406,1.6451920658535817
0.05062936911282342,on-off,0.99,0.578302089206121,1.4028923884492028
0.05062936911282342,homodyne,0.7,0.959144770674599,2.3267716359929222
0.05062936911282342,on-off,0.7,0.8178843833057998,1.9840906636638727
0.05062936911282342,homodyne,0.5,1.3428026789444387,3.2574802903900912
0.05062936911282342,on-off,0.5,1.1450381366281197,2.7777269291294218
0.051367901472455894,lower-bound,,0.4087954134414882,1.0
0.051367901472455894,homodyne,0.99,0.6723615369888283,1.6447384556702345
0.051367901472455894,on-off,0.99,0.5746451025264405,1.40570339987117
0.051367901472455894,homodyne,0.7,0.9509113165984857,2.3261301015907603
0.051367901472455894,on-off,0.7,0.8127123592873945,1.9880662369606548
0.051367901472455894,homodyne,0.5,1.3312758432378797,3.2565821422270638
0.051367901472455894,on-off,0.5,1.1377973030023523,2.7832927317449165
0.05211720682918042,lower-bound,,0.40537254461491173,1.0
0.05211720682918042,homodyne,0.99,0.6665478361501476,1.6442846093174421
0.05211720682918042,on-off,0.99,0.57098811584676,1.4085515248428497
0.05211720682918042,homodyne,0.7,0.9426890825552088,2.3254882331775257
0.05211720682918042,on-off,0.7,0.8075403352689892,1.9920942994206017
0.05211720682918042,homodyne,0.5,1.3197647155772922,3.2556835264485358
0.05211720682918042,on-off,0.5,1.1305564693765848,2.7889320191888425
0.052877442329078435,lower-bound,,0.40195271708805447,1.0
0.052877442329078435,homodyne,0.99,0.6607421505433446,1.6438305364125652
0.052877442329078435,on-off,0.99,0.5673311291670795,1.4114374777140668
