seed,case_id,object_id,defocus,astig_x,coma_x,fixed_psnr,guided_psnr,fixed_ssim,guided_ssim,psnr_gain,ssim_gain
1,0,object_00,0.03546487410077015,0.9009273926518706,-0.5693446196485861,13.8422510143915,16.1779220457166,0.6296674102540258,0.8013984458323635,2.3356710313250986,0.1717310355783377
1,0,object_01,0.03546487410077015,0.9009273926518706,-0.5693446196485861,10.339378569335478,11.442521497644528,0.4547940880038368,0.597194260336741,1.1031429283090493,0.14240017233290414
1,0,object_02,0.03546487410077015,0.9009273926518706,-0.5693446196485861,14.302976723705164,15.778817192067118,0.7592285676694234,0.8373551024347189,1.4758404683619535,0.07812653476529552
1,0,object_03,0.03546487410077015,0.9009273926518706,-0.5693446196485861,10.938328332933061,13.322769927801525,0.6009753041039815,0.7890330794978404,2.3844415948684645,0.18805777539385893
1,0,object_04,0.03546487410077015,0.9009273926518706,-0.5693446196485861,14.078456341822358,15.488425872978835,0.7503528466483528,0.8255403576398833,1.4099695311564773,0.07518751099153054
1,0,object_05,0.03546487410077015,0.9009273926518706,-0.5693446196485861,14.34605200840849,15.932094577592848,0.8742913689106258,0.9163914989474098,1.5860425691843574,0.042100130036784034
1,1,object_00,0.2151973224291972,-0.5590369171687015,0.08674305121929593,13.97038199541881,15.070933377316646,0.6457869174884429,0.7392897018929077,1.1005513818978354,0.0935027844044648
1,1,object_01,0.2151973224291972,-0.5590369171687015,0.08674305121929593,10.353831726174281,10.946123782676352,0.4524706992595784,0.5383310523652521,0.5922920565020711,0.08586035310567375
1,1,object_02,0.2151973224291972,-0.5590369171687015,0.08674305121929593,14.160419073778932,15.050572769491922,0.7500989417675632,0.8036228012898016,0.8901536957129892,0.05352385952223837
1,1,object_03,0.2151973224291972,-0.5590369171687015,0.08674305121929593,10.767404701575177,11.869880084108843,0.5751918843039278,0.6862110442368983,1.1024753825336653,0.11101915993297051
1,1,object_04,0.2151973224291972,-0.5590369171687015,0.08674305121929593,13.945787251587554,14.643774912682485,0.7335060689320294,0.7810308550506011,0.6979876610949312,0.047524786118571694
1,1,object_05,0.2151973224291972,-0.5590369171687015,0.08674305121929593,14.378922861262016,15.174649390937283,0.8746059974193595,0.8985777469402304,0.7957265296752674,0.02397174952087089
1,2,object_00,1.2436210458312087,0.6464176897541547,-0.6098452569293777,13.001911329011264,14.706796974924657,0.5223883657267169,0.7009819807782195,1.704885645913393,0.17859361505150262
1,2,object_01,1.2436210458312087,0.6464176897541547,-0.6098452569293777,9.978365330220164,11.023021449077927,0.3838664744292264,0.5471555372204605,1.0446561188577626,0.16328906279123412
1,2,object_02,1.2436210458312087,0.6464176897541547,-0.6098452569293777,13.488985097426855,15.029256828349789,0.6898027414214766,0.7999691722394044,1.5402717309229335,0.11016643081792787
1,2,object_03,1.2436210458312087,0.6464176897541547,-0.6098452569293777,10.32222278483992,12.026135159916043,0.5153128520232834,0.6993505339368792,1.7039123750761238,0.18403768191359582
1,2,object_04,1.2436210458312087,0.6464176897541547,-0.6098452569293777,13.096823753889579,15.111899358844811,0.6647478330210698,0.8079700996875645,2.015075604955232,0.14322226666649474
1,2,object_05,1.2436210458312087,0.6464176897541547,-0.6098452569293777,13.450900042989822,15.519696415909321,0.8363451144713825,0.9066922193300343,2.0687963729194987,0.07034710485865181
1,3,object_00,0.9389236517355082,0.9955468353720813,0.2121327572360472,12.591309098007935,13.617941229519559,0.47240255659216235,0.6012849565610514,1.026632131511624,0.12888239996888906
1,3,object_01,0.9389236517355082,0.9955468353720813,0.2121327572360472,10.099825406318324,10.971203605648167,0.40615466815965945,0.5387629085375758,0.8713781993298433,0.13260824037791635
1,3,object_02,0.9389236517355082,0.9955468353720813,0.2121327572360472,13.55362967416754,14.761727677055914,0.6987267594507043,0.7862637494884128,1.2080980028883737,0.08753699003770854
1,3,object_03,0.9389236517355082,0.9955468353720813,0.2121327572360472,9.844232314855683,10.746655151887976,0.45830461377012527,0.5790472115077602,0.9024228370322938,0.1207425977376349
1,3,object_04,0.9389236517355082,0.9955468353720813,0.2121327572360472,13.249935348401962,14.508407025264988,0.6838634145786917,0.7741033207581305,1.2584716768630262,0.09023990617943878
1,3,object_05,0.9389236517355082,0.9955468353720813,0.2121327572360472,13.820226960794578,15.192763095016028,0.853073262736977,0.8986993827457472,1.3725361342214502,0.0456261200087702
1,4,object_00,-0.1488460752701677,-0.5643143498984982,0.6548282383318547,14.298572445790452,16.708810682116848,0.684824989513389,0.8328343981906887,2.4102382363263963,0.14800940867729973
1,4,object_01,-0.1488460752701677,-0.5643143498984982,0.6548282383318547,10.29973404236143,11.462224946381545,0.4546787863551198,0.6019849656451128,1.162490904020114,0.147306179289993
1,4,object_02,-0.1488460752701677,-0.5643143498984982,0.6548282383318547,14.163706544890012,15.759860344846647,0.7536063974563404,0.8375283342516533,1.5961537999566353,0.0839219367953129
1,4,object_03,-0.1488460752701677,-0.5643143498984982,0.6548282383318547,11.07932714995626,13.704519330852133,0.6181346866046866,0.8114967605292509,2.6251921808958727,0.19336207392456428
1,4,object_04,-0.1488460752701677,-0.5643143498984982,0.6548282383318547,14.167984681264503,15.724182586387851,0.7522229345578476,0.8368609247996135,1.5561979051233479,0.08463799024176588
1,4,object_05,-0.1488460752701677,-0.5643143498984982,0.6548282383318547,14.322046253385452,15.798365249362579,0.8748043102419044,0.9141183008043245,1.4763189959771275,0.03931399056242013
1,5,object_00,0.19174910708739068,0.9696914101862362,0.13522884035019567,13.228244825732322,14.195531735863948,0.559576894415702,0.6619625197422575,0.9672869101316266,0.10238562532655548
1,5,object_01,0.19174910708739068,0.9696914101862362,0.13522884035019567,10.324815449301205,11.023475528617956,0.4485990131503985,0.5462827828406184,0.6986600793167508,0.09768376969021986
1,5,object_02,0.19174910708739068,0.9696914101862362,0.13522884035019567,14.118202652082008,15.197806643126109,0.7464224889686771,0.8103296203487752,1.0796039910441007,0.06390713138009807
1,5,object_03,0.19174910708739068,0.9696914101862362,0.13522884035019567,10.264684819403127,11.054485797856465,0.5201936593358935,0.6109118363586148,0.7898009784533375,0.09071817702272134
1,5,object_04,0.19174910708739068,0.9696914101862362,0.13522884035019567,13.912162399733262,14.642348718091531,0.7382518323460106,0.781578132939655,0.7301863183582693,0.043326300593644396
1,5,object_05,0.19174910708739068,0.9696914101862362,0.13522884035019567,14.378630270803006,15.243282056956986,0.8753910603520318,0.9004652336672402,0.8646517861539795,0.025074173315208337
1,6,object_00,-1.27518956902396,-0.6919012500564983,0.5700702565483833,14.433459095729692,16.51224391663418,0.7090362950490369,0.8272700529007527,2.078784820904488,0.11823375785171586
1,6,object_01,-1.27518956902396,-0.6919012500564983,0.5700702565483833,10.355407528147055,11.813410138296199,0.47594100097667935,0.6398991635339468,1.4580026101491441,0.16395816255726747
1,6,object_02,-1.27518956902396,-0.6919012500564983,0.5700702565483833,14.283488158586163,15.975763289418627,0.7674747489464459,0.8470851173654065,1.6922751308324635,0.07961036841896063
1,6,object_03,-1.27518956902396,-0.6919012500564983,0.5700702565483833,11.065450992951968,13.636170151149924,0.6288825227300232,0.8097631056955386,2.5707191581979565,0.18088058296551535
1,6,object_04,-1.27518956902396,-0.6919012500564983,0.5700702565483833,14.776412157683483,16.93066799746148,0.7929417828812825,0.8852084818364498,2.1542558397779974,0.09226669895516737
1,6,object_05,-1.27518956902396,-0.6919012500564983,0.5700702565483833,14.558278120123184,16.192963250125143,0.883233025320603,0.9234044627281827,1.6346851300019587,0.04017143740757967
1,7,object_00,-1.1692000408819814,-0.3948014755700431,0.4051327388493482,14.543575439062,16.58760448347685,0.7126659021032585,0.8302792062869213,2.044029044414849,0.11761330418366278
1,7,object_01,-1.1692000408819814,-0.3948014755700431,0.4051327388493482,10.450130419920526,11.758869395283424,0.4852355329123679,0.633895692313937,1.308738975362898,0.14866015940156918
1,7,object_02,-1.1692000408819814,-0.3948014755700431,0.4051327388493482,14.474754781826505,15.985135730076987,0.7778351320321722,0.847466518605575,1.5103809482504822,0.06963138657340273
1,7,object_03,-1.1692000408819814,-0.3948014755700431,0.4051327388493482,11.089313367832933,13.652268565745452,0.6282539484247458,0.8092409945634309,2.562955197912519,0.1809870461386851
1,7,object_04,-1.1692000408819814,-0.3948014755700431,0.4051327388493482,14.891548394850417,17.019530047949342,0.7987569424010219,0.8874523760109839,2.1279816530989244,0.08869543360996202
