metric,mean,std,ci95_half_width,seed_count
mean_fixed_psnr,12.898888349215662,0.08306521957636086,0.07280987519516614,5
mean_guided_psnr,14.560111689399786,0.16575051945431354,0.1452867360918526,5
mean_psnr_gain,1.661223340184124,0.13928366605961995,0.12208751622215866,5
mean_fixed_ssim,0.6715719335552118,0.008684172768418359,0.007612013050306107,5
mean_guided_ssim,0.7848981084773323,0.010991712394377929,0.009634660712358762,5
mean_ssim_gain,0.11332617492212042,0.008531488873401194,0.007478179715521601,5
guided_better_fraction_psnr,1.0,0.0,0.0,5
guided_better_fraction_ssim,1.0,0.0,0.0,5
