ab1_pattern,ab2_pattern,ab7_first_pattern,ab7_second_pattern,ab7_second_conjugated,overall_rmse_meV,gamma_start_max_abs_delta_meV,gamma_end_max_abs_delta_meV,k_b_rmse_meV,k_t_rmse_meV,m_rmse_meV
const,cyc,const,const,True,10.757291100288437,2.1000000000000085,2.1465187861332318,15.072053599444608,16.14312573021032,7.119167837781352
const,const,anti,cyc,False,10.78236698497559,4.680000000000007,4.782142989946106,16.567359091167102,15.475344171983124,6.246781649965626
const,const,anti,cyc,True,10.78236698497559,4.680000000000007,4.782142989946106,16.567359091167102,15.475344171983124,6.246781649965626
const,cyc,anti,anti,False,10.90095154390959,6.780000000000008,6.819741052870018,16.152569490071887,15.491214496202945,6.754537004588185
const,cyc,anti,anti,True,10.90095154390959,6.780000000000008,6.819741052870018,16.152569490071887,15.491214496202945,6.754537004588185
const,anti,const,cyc,False,10.903319936133192,4.440000000000005,4.462047989570928,15.496431639947632,15.475343772290707,7.672356726716758
const,anti,const,cyc,True,10.903319936133192,4.440000000000005,4.462047989570928,15.496431639947632,15.475343772290707,7.672356726716758
const,cyc,anti,const,False,10.926965015535556,4.440000000000005,4.5297036224808505,16.152569479221114,16.143125732959763,6.439316046597104
const,cyc,anti,const,True,10.926965015535556,4.440000000000005,4.5297036224808505,16.152569479221114,16.143125732959763,6.439316046597104
const,cyc,cyc,cyc,False,10.981080261721841,6.780000000000008,6.819741059439835,16.15256949934004,15.912215629212247,6.754536983499181
const,cyc,cyc,cyc,True,10.981080261721841,6.780000000000008,6.819741059439835,16.15256949934004,15.912215629212247,6.754536983499181
const,anti,anti,cyc,False,11.079561504360797,6.780000000000008,6.846318837628539,16.210612363491588,15.475343777653016,6.754536726530054
const,anti,anti,cyc,True,11.079561504360797,6.780000000000008,6.846318837628539,16.210612363491588,15.475343777653016,6.754536726530054
const,cyc,const,cyc,False,11.165153160813823,4.440000000000005,4.529703873769254,16.152569488489267,16.14312574485175,7.6723571111428575
const,cyc,const,cyc,True,11.165153160813823,4.440000000000005,4.529703873769254,16.152569488489267,16.14312574485175,7.6723571111428575
const,cyc,anti,cyc,False,11.354968707790647,6.780000000000008,6.913995097912915,16.56735909131104,16.143125747601193,6.7545369983932435
const,cyc,anti,cyc,True,11.354968707790647,6.780000000000008,6.913995097912915,16.56735909131104,16.143125747601193,6.7545369983932435
