seed,protocol,case_id,object_id,split,defocus,astig_x,coma_x,fixed_psnr_lowres,guided_psnr_lowres,phaseonly_psnr_lowres,fixed_ssim_lowres,guided_ssim_lowres,phaseonly_ssim_lowres,phaseonly_psnr_gain_over_fixed_lowres,phaseonly_psnr_gap_to_guided_lowres,phaseonly_ssim_gain_over_fixed_lowres
1,new_family_heldout_object_family,0,heldout_object_family_object_00,heldout_object_family,1.4892790756881622,0.2791330178417015,-0.12974182574113158,14.756862763727284,16.894419284582654,13.43989636622023,0.7362677886531542,0.8541535515575713,0.7091032217455969,-1.3169663975070538,3.4545229183624233,-0.027164566907557308
1,new_family_heldout_object_family,0,heldout_object_family_object_01,heldout_object_family,1.4892790756881622,0.2791330178417015,-0.12974182574113158,16.285920109831327,20.072728258761373,17.295890819969056,0.891227464160198,0.9584905354375531,0.9234475486908807,1.009970710137729,2.7768374387923167,0.0322200845306827
1,new_family_heldout_object_family,0,heldout_object_family_object_02,heldout_object_family,1.4892790756881622,0.2791330178417015,-0.12974182574113158,15.968099676683877,17.059740763240285,16.875329397236374,0.629185108628253,0.728811265975953,0.7671241097788076,0.9072297205524968,0.18441136600391062,0.13793900115055457
1,new_family_heldout_object_family,0,heldout_object_family_object_03,heldout_object_family,1.4892790756881622,0.2791330178417015,-0.12974182574113158,16.209099223518674,19.21721030810725,18.74614592877489,0.744709470949008,0.8843404377969525,0.8945701882082001,2.5370467052562162,0.4710643793323612,0.14986071725919214
1,new_family_heldout_object_family,1,heldout_object_family_object_00,heldout_object_family,0.17801054987170417,0.7226379391539648,0.789416954458755,15.640230531476744,18.041609722728754,13.940897715913671,0.7968168837533881,0.8892747127366697,0.7518471005506766,-1.6993328155630731,4.100712006815083,-0.0449697832027115
1,new_family_heldout_object_family,1,heldout_object_family_object_01,heldout_object_family,0.17801054987170417,0.7226379391539648,0.789416954458755,17.632057919729856,21.689290982262342,17.7509766566888,0.9236786491296055,0.9719323616032494,0.9323696361550756,0.11891873695894262,3.9383143255735433,0.00869098702547011
1,new_family_heldout_object_family,1,heldout_object_family_object_02,heldout_object_family,0.17801054987170417,0.7226379391539648,0.789416954458755,17.284991184617038,19.468422643124722,17.484773917035312,0.7441065931043381,0.8522383639283558,0.7947532736152693,0.19978273241827438,1.9836487260894096,0.05064668051093113
1,new_family_heldout_object_family,1,heldout_object_family_object_03,heldout_object_family,0.17801054987170417,0.7226379391539648,0.789416954458755,17.390058437426053,20.667813950476358,17.97077182245153,0.8154186366077427,0.917252856047346,0.8737437098028613,0.5807133850254758,2.6970421280248296,0.05832507319511859
1,new_family_heldout_object_family,2,heldout_object_family_object_00,heldout_object_family,-1.2801339519340735,0.65776533640643,-0.5566166969317177,16.52455537873206,20.12019831020055,12.287521886761844,0.8414000157292335,0.9352462867842539,0.6620563119173594,-4.237033491970216,7.832676423438706,-0.17934370381187414
1,new_family_heldout_object_family,2,heldout_object_family_object_01,heldout_object_family,-1.2801339519340735,0.65776533640643,-0.5566166969317177,18.77506623629062,23.364821829025214,18.39901392072065,0.9421898254035186,0.9812295451198324,0.9415543013816012,-0.37605231556997154,4.965807908304566,-0.0006355240219173552
1,new_family_heldout_object_family,2,heldout_object_family_object_02,heldout_object_family,-1.2801339519340735,0.65776533640643,-0.5566166969317177,18.36313383242596,21.29639302593826,16.36767356694979,0.8103699506629843,0.9070162950238159,0.7610483553784168,-1.9954602654761686,4.928719458988471,-0.04932159528456759
1,new_family_heldout_object_family,2,heldout_object_family_object_03,heldout_object_family,-1.2801339519340735,0.65776533640643,-0.5566166969317177,19.1572440648479,23.60601771527859,18.003356215638142,0.8823292869973733,0.9598916092272008,0.876279877083785,-1.1538878492097595,5.602661499640448,-0.006049409913588377
1,new_family_heldout_object_family,3,heldout_object_family_object_00,heldout_object_family,0.6767418688641911,-0.08060906189817163,0.5592527296383127,15.597406725462356,17.30302468137905,13.820234169766435,0.7899100042362653,0.8662156656400252,0.7361621684367983,-1.7771725556959215,3.482790511612615,-0.05374783579946707
1,new_family_heldout_object_family,3,heldout_object_family_object_01,heldout_object_family,0.6767418688641911,-0.08060906189817163,0.5592527296383127,17.476277333146367,19.937009619758232,17.94442851355488,0.9207191680515283,0.9573186457341664,0.9358724869646424,0.4681511804085119,1.9925811062033532,0.015153318913114111
1,new_family_heldout_object_family,3,heldout_object_family_object_02,heldout_object_family,0.6767418688641911,-0.08060906189817163,0.5592527296383127,17.023737696351834,18.51672451412095,17.51281513234243,0.7209613951011485,0.8108614556505228,0.7985173637908088,0.4890774359905947,1.00390938177852,0.0775559686896603
1,new_family_heldout_object_family,3,heldout_object_family_object_03,heldout_object_family,0.6767418688641911,-0.08060906189817163,0.5592527296383127,17.340273109298845,19.490928515753147,18.496837501879423,0.8122836586826023,0.8887092045245377,0.8869069765557761,1.1565643925805773,0.9940910138737244,0.07462331787317378
1,new_family_heldout_object_family,4,heldout_object_family_object_00,heldout_object_family,-0.560235344172853,-0.22388694274312648,-0.4747462142945784,16.57940508863842,19.20680405577216,12.795509986623479,0.8411861067787362,0.9181233701489253,0.6896672122944608,-3.7838951020149416,6.411294069148681,-0.15151889448427536
1,new_family_heldout_object_family,4,heldout_object_family_object_01,heldout_object_family,-0.560235344172853,-0.22388694274312648,-0.4747462142945784,19.032495674431516,22.39242155815922,18.292083598049437,0.9466064191636904,0.9762641890215771,0.9407673140602562,-0.7404120763820785,4.100337960109783,-0.005839105103434217
