point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_reconstructed,E_tb_2_reconstructed,E_tb_3_reconstructed
79,-1.66767953788604,-25.53752190583454,-48.43630113311207,4.914766153625356,-23.936034896041694,-54.62290003722484
80,-1.374546776628541,-25.52382744414682,-48.6573906433337,5.039177781669812,-23.722130976946474,-54.87468442476023
81,-1.083253106339191,-25.51463125255074,-48.87257038431645,5.150409651981517,-23.508512078654764,-55.11491331787384
82,-0.7939206866189217,-25.51000152768911,-49.08168503812585,5.248421305912068,-23.29522045642108,-55.3435340762965
83,-0.5066687968955925,-25.50999789786786,-49.28459008557431,5.333190508375843,-23.08229451541223,-55.56051317255199
84,-0.221613666390418,-25.51467154105131,-49.48115183704157,5.404713205554408,-22.869768955389112,-55.76583600413137
85,0.0611316892934148,-25.52406529205513,-49.67124746813847,5.463003456322465,-22.657674918148192,-55.959506681155986
86,0.3414576248175685,-25.53821374034383,-49.85476505868151,5.508093338221187,-22.446040138737697,-56.14154778930797
87,0.6192580148664852,-25.55714331975209,-50.03160363354879,5.540032828884706,-22.23488910130374,-56.31200012803707
88,0.8944303969082288,-25.58087239137102,-50.20167320408271,5.558889663905118,-22.02424320028283,-56.47092242426534
89,1.166876106862753,-25.60941132076996,-50.3648948087875,5.5647491722033635,-21.8141209075367,-56.61839102200551
90,1.436500407594815,-25.64276255066269,-50.52120055214154,5.557714090054614,-21.60453794592082,-56.754499548488475
91,1.703212610157086,-25.68092067007249,-50.67053364041007,5.537904355000547,-21.3955074696877,-56.87935855756268
92,1.966926187717595,-25.72387248100345,-50.81284841339416,5.505456880965596,-21.187040252048988,-56.99309515128226
93,2.227558882110408,-25.77159706358603,-50.94811037109985,5.460525315980173,-20.979144880155904,-57.09585258074543
94,2.48503280295257,-25.8240658406314,-51.07629619434429,5.40327978400212,-20.77182795770514,-57.18778982737883
95,2.739274519272601,-25.88124264250381,-51.19739375834543,5.333906612417614,-20.565094315338147,-57.269081165986066
96,2.990215143595284,-25.94308377319897,-51.31140213836026,5.252608046895943,-20.358947228974298,-57.339915710993694
97,3.237790408427649,-26.00953807850397,-51.41833160644851,5.1596019553691415,-20.15338864620653,-57.40049694743014
98,3.481940735086958,-26.08054701710596,-51.51820361844305,5.055121523007747,-19.948419420890318,-57.45104224826531
99,3.722611294809102,-26.156044735515,-51.61105079020526,4.939414940170314,-19.744039556076963,-57.4917823798207
100,3.95975206206951,-26.23595814767144,-51.69691686223396,4.812745085416934,-19.54024845548091,-57.52296099702561
101,4.193317860043027,-26.32020702011688,-51.77585665167943,4.675389205797451,-19.337045183732553,-57.54483413035271
102,4.423268398122826,-26.40870406362388,-51.84793599079029,4.527638596756643,-19.134428735753623,-57.55766966630352
103,4.649568301409468,-26.50135503220086,-51.91323165079321,4.369798284141968,-18.932398315708095,-57.56174682334002
104,4.87218713207362,-26.59805883041358,-51.97183125016805,4.202186710958898,-18.730953626129164,-57.55735562516476
105,5.091099402487183,-26.69870762999728,-52.02383314624163,4.025135431697478,-18.530095168011176,-57.5447963732387
106,5.306284580007815,-26.80318699676874,-52.06934630897628,3.838988817255858,-18.329824552885423,-57.5243791203941
107,5.517727083293268,-26.91137602888814,-52.10849017578023,3.6441037737178164,-18.13014482818246,-57.49642314734366
108,5.725416270012063,-27.023147507565,-52.14139448611029,3.4408494785077623,-17.93106081752521,-57.461256443809454
109,5.929346415808905,-27.13836806134952,-52.16819909458336,3.2296071377560644,-17.73257947800823,-57.419215195889336
