point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_reconstructed,E_tb_2_reconstructed,E_tb_3_reconstructed
128,9.116199832850876,-29.76846833971893,-51.76866133444683,0.22064516921377733,-15.018088362374574,-56.83456977226557
129,9.250733775113142,-29.91744970363996,-51.71559040296175,0.17808776580096133,-14.822100733676674,-56.9832627372819
130,9.382385648485842,-30.06616282095308,-51.66105559541042,0.13501439911343066,-14.628424502348388,-57.12981985825313
131,9.511232863031337,-30.21442445657541,-51.60530997706118,0.09147795965704866,-14.437143175584682,-57.274159119464386
132,9.637354498437997,-30.36205560973748,-51.54860327379978,0.047551364130194576,-14.248356587707205,-57.41620268256088
133,9.760831035727008,-30.50888230905732,-51.49118082494211,0.0033290126040588642,-14.062182293043845,-57.55587703626536
134,9.881744079682033,-30.65473642233567,-51.43328251261536,-0.04107187361718133,-13.878756864567574,-57.69311311895907
135,10.00017607256483,-30.79945647500042,-51.37514167432451,-0.08551005817470579,-13.698237073279037,-57.827846414290825
136,10.11620999977065,-30.94288847014927,-51.31698400638912,-0.12981926908215055,-13.520800918730062,-57.960017020078354
137,10.22992908817374,-31.08488670216254,-51.25902646700914,-0.1738073859198046,-13.346648475684521,-58.089569690863904
138,10.3414164980109,-31.22531455491323,-51.20147618876123,-0.21725587537357752,-13.176002515764011,-58.216453854579754
139,10.45075500925371,-31.36404527472351,-51.14452941130585,-0.2599195223396982,-13.009108856196512,-58.34062360387197
140,10.55802670352191,-31.50096270744156,-51.08837044596263,-0.3015265107416569,-12.846236380775116,-58.462037662720924
141,10.66331264269422,-31.63596198838197,-51.03317068454713,-0.34177891494411416,-12.687676671315812,-58.58065932908227
142,10.76669254547493,-31.76895017342337,-50.97908766541033,-0.38035366851428737,-12.53374318195663,-58.69645639435944
143,10.86824446327419,-31.89984679933071,-50.926264209951,-0.41690408115612265,-12.384769884490412,-58.80940104059957
144,10.9680444568559,-32.0285843613985,-50.8748276429357,-0.45106197575249246,-12.241109311736919,-58.91946971638687
145,11.06616627529733,-32.15510869682558,-50.82488910973731,-0.4824405142021975,-12.103129929137818,-59.026642992485776
146,11.16268103888705,-32.279379262852,-50.77654300306618,-0.5106377715807621,-11.971212773842163,-59.13090539836443
147,11.25765692766164,-32.40136929962325,-50.72986651090578,-0.5352411015431844,-11.845747317093629,-59.23224524080345
148,11.35115887734487,-32.52106586899354,-50.68491929618122,-0.5558323104999373,-11.72712653104871,-59.3306544058718
149,11.44324828450197,-32.63846976202323,-50.64174331719647,-0.5719936231576591,-11.615741176029033,-59.426128145620254
150,11.53398272275912,-32.75359526973187,-50.60036279610351,-0.5833143776698326,-11.511973368492484,-59.51866485091885
151,11.62341567195651,-32.86646981369691,-50.56078434065977,-0.5990074876330285,-11.614590891751266,-59.40018354618511
152,11.71159626210732,-32.97713343527905,-50.52299722234108,-0.6118268818751448,-11.726620005431188,-59.27480253473475
153,11.79856903401812,-33.08563814454213,-50.48697381157356,-0.6217376500622648,-11.847424974748362,-59.143165583379655
154,11.88437371839075,-33.19204713224413,-50.45267016850472,-0.6287175551236859,-11.976337110773832,-59.00594192246322
155,11.96904503517055,-33.29643385052874,-50.42002678542518,-0.6327576807412977,-12.112658649529838,-58.863821720241305
156,12.05261251482824,-33.39888097006407,-50.38896947475762,-0.6338628338195698,-12.255667234649664,-58.717511175677345
157,12.13510034316645,-33.49947922328726,-50.35941039452219,-0.6320517168824931,-12.404620965733383,-58.567727252812205
158,12.21652723112338,-33.59832614505272,-50.33124920142848,-0.6273568933304011,-12.5587639583683,-58.415192088137715
159,12.29690631090865,-33.69552472329801,-50.30437432029122,-0.6198245736090037,-12.717332347578383,-58.26062711157856
160,12.37624505965045,-33.79118197329486,-50.2786643173594,-0.609514252702078,-12.879560654253105,-58.10474693162666
161,12.4545452515583,-33.88540744962207,-50.25398936440011,-0.5964982292695219,-13.044688423787326,-57.94825304566919
162,12.53180293941733,-33.97831171017783,-50.23021278001533,-0.5808610346501981,-13.211967037599438,-57.79182744729681
163,12.60800846602671,-34.07000474635051,-50.20719263465836,-0.562698796333121,-13.380666591271229,-57.63612621300297
164,12.68314650598065,-34.16059439291899,-50.18478340615764,-0.5421185558610887,-13.55008272773332,-57.48177316071539
165,12.75719613796855,-34.25018473039281,-50.1628376731889,-0.5192375559273991,-13.719543310282305,-57.329353681520146
166,12.83013094754238,-34.33887449138212,-50.14120783503252,-0.494182506037899,-13.888414818442383,-57.17940885316622
167,12.90191916006904,-34.42675548126685,-50.11974784704132,-0.4670888308504535,-14.056108350057366,-57.032429948892755
168,12.97252380335543,-34.51391102197636,-50.09831496247311,-0.43809990040008334,-14.222085115846173,-56.888853457238525
169,13.04190289920692,-34.60041442616692,-50.07677147264,-0.40736623703723235,-14.38586131830402,-56.74905672728036
170,13.11000968296059,-34.68632750755954,-50.05498643863151,-0.37504469015792896,-14.547012315552157,-56.61335434882897
171,13.17679284982306,-34.77169913174657,-50.03283740911131,-0.3412975667555803,-14.705175982671648,-56.481995368271996
172,13.24219682664526,-34.85656381045684,-50.01021211980976,-0.3062917035182467,-14.860055198179976,-56.355161427979425
173,13.30616206758158,-34.94094034115126,-49.98701017126725,-0.27019746465240063,-15.011419401388538,-56.23296590068637
174,13.36862537191455,-35.02483049296426,-49.96314468207356,-0.23318764884956178,-15.159105186959469,-56.11545407048335
175,13.42952022217681,-35.10821773947349,-49.93854391523344,-0.19543628883014608,-15.303015925392708,-56.002604389639515
176,13.48877714057409,-35.19106603862629,-49.91315287531405,-0.1571173277035884,-15.443120421566409,-55.894330816306315
177,13.54632406160574,-35.27331866043727,-49.88693487363768,-0.11840315797076795,-15.57945064683997,-55.790486213191656
178,13.60208671869282,-35.35489706384979,-49.85987305791829,-0.07946301135547358,-15.712098602567737,-55.69086676260207
179,13.6559890425619,-35.43569982548816,-49.83197190134617,-0.04046119076612701,-15.841212393131263,-55.59521732987954
180,13.70795356909001,-35.51560162496089,-49.80325864414744,-0.0015551395235506086,-15.966991603850063,-55.50323768616924
181,13.75790185429815,-35.59445229397099,-49.77378467803351,0.03710665250225051,-16.089682092609642,-55.41458948346032
182,13.80575489418121,-35.67207593977666,-49.74362686066834,0.07538690109343134,-16.209570313211817,-55.32890386054977
183,13.8514335470842,-35.74827015756004,-49.71288874329076,0.11316192784301875,-16.326977293027504,-55.24578954835766
184,13.89485895637512,-35.82280535099732,-49.68170168993199,0.15032419185399887,-16.44225238750643,-55.16484133698407
185,13.93595297122212,-35.89542418575198,-49.65022586130133,0.18678493024032305,-16.555766929729124,-55.085648764915064
186,13.9746385633548,-35.96584120663618,-49.61865103045977,0.2224768782280009,-16.66790788495334,-55.00780489251842
187,14.01084023777854,-36.03374265564879,-49.58719719102844,0.25735703320381215,-16.77907160868234,-54.93091502690085
188,14.04448443550683,-36.0987865347374,-49.55611491213726,0.29140942078445176,-16.889657792955617,-54.854605272705825
189,14.07549992648788,-36.16060296357239,-49.52568538798902,0.32464781505354995,-17.000063670198465,-54.77853079281469
190,14.10381819101704,-36.21879488834595,-49.4962201243065,0.35711835970628564,-17.110678527938894,-54.702383673482075
191,14.12937378805142,-36.27293920195248,-49.46806019971119,0.38890203212819546,-17.221878571839817,-54.62590029951885
192,14.15210470897037,-36.32258833804529,-49.44157503807228,0.420116888581188,-17.334022159562743,-54.54886815615258
193,14.17195271545623,-36.36727240045406,-49.41716062900608,0.450920025842662,-17.447445414620404,-54.47113198465594
194,14.18886366030317,-36.40650188426328,-49.3952371390247,0.48150919299841916,-17.562458218119335,-54.39259922837438
195,14.2027877900925,-36.43977103448736,-49.37624586632806,0.5121239867785109,-17.67934056752704,-54.31324471416145
196,14.21368002880584,-36.46656187188893,-49.36064550875664,0.5430465649846757,-17.79833928558264,-54.233114521328616
197,14.22150024157357,-36.48634889254878,-49.348907737487,0.5746018153180168,-17.91966505932846,-54.15232899603542
198,14.22621347788311,-36.49860441833076,-49.34151209864534,0.6071569213835251,-18.043489788972174,-54.07108487369796
199,14.22779019369044,-36.50280454014818,-49.33894030036957,0.6411202739120011,-18.169944228779478,-53.989656475682175
200,14.22779019369044,-36.50280454014818,-49.33894030036957,0.6769396833542319,-18.299115907201465,-53.90839594957022
201,14.22619039876601,-36.49839089108794,-49.34169802211166,0.715099859980487,-18.431047320618568,-53.82773252500038
202,14.22137973442918,-36.48481717552979,-49.35028492778327,0.7561191394223425,-18.565734403968413,-53.74817075991052
203,14.21334585230362,-36.46160369598757,-49.36515716217517,0.8005454451224381,-18.70312529155331,-53.670287755422514
204,14.20208260570028,-36.42830237869182,-49.38674601016404,0.8489514942350049,-18.843119391824118,-53.59472932209415
205,14.18759016432582,-36.38450362103874,-49.41545116898382,0.9019292698916639,-18.985566810148278,-53.52220508633216
206,14.16987510610083,-36.32984261598762,-49.45163451996704,0.9600838000716204,-19.130268162656943,-53.453482533908726
207,14.14895048622023,-36.26400491247242,-49.49561464082225,1.0240263011711128,-19.276974831352536,-53.38937999820415
208,14.12483588366223,-36.18673099800883,-49.5476622724719,1.094366762255164,-19.425389714866395,-53.33075861439011
209,14.09755742542056,-36.09781973389059,-49.60799691033414,1.171706063336578,-19.575168529764802,-53.27851327753382
210,14.06714778879544,-35.99713053120934,-49.67678463214961,1.2566277372626067,-19.725921713413893,-53.23356266264349
211,14.0336461821344,-35.88458422214581,-49.75413720830016,1.3496894992833905,-19.877216970629338,-53.196838387870585
212,13.9970983044618,-35.76016264923507,-49.84011247235848,1.451414680524473,-20.028582492437405,-53.169273428052
213,13.95755628448071,-35.62390705916315,-49.93471586579816,1.562283710829837,-20.179510856388074,-53.15178991382888
214,13.91507859946579,-35.4759154414738,-50.03790301700955,1.682725802292998,-20.329463594530914,-53.145286480685954
215,13.86972997460036,-35.31633899229745,-50.14958317506736,1.8131109868660968,-20.47787638836871,-53.15062536105246
216,13.82158126333598,-35.14537790677878,-50.26962329515758,1.9537426594674003,-20.624164821257047,-53.16861943941775
217,13.77070930937633,-34.96327671124015,-50.39785256523565,2.1048507718764733,-20.767730589612537,-53.2000195133251
218,13.71719679090408,-34.77031933896301,-50.53406717065911,2.266585812451983,-20.90796804699796,-53.2455020200904
219,13.66113204768338,-34.5668241347311,-50.67803511229219,2.43901369253162,-21.044270931857618,-53.30565749815699
220,13.60260889168033,-34.35313894650721,-50.82950092036076,2.622111642644419,-21.176039112491324,-53.38098005140529
221,13.54172640184807,-34.12963643142906,-50.98819013752947,2.8157652009079777,-21.30268517359779,-53.47185807319188
222,13.4785887037279,-33.89670967095073,-51.15381347703432,3.0197663528628818,-21.423640668685564,-53.57856646376495
223,13.4133047345138,-33.65476815902323,-51.32607059263663,3.2338128572984695,-21.53836187244475,-53.701260540177216
224,13.34598799422628,-33.40423419952042,-51.50465342484851,3.457508767211101,-21.646334886575527,-53.83997179297275
225,13.27675628363361,-33.14553972575954,-51.68924911123057,3.6903661298178703,-21.74707998050735,-53.994605590744285
226,13.20573142954978,-32.87912353636742,-51.87954246715314,3.9318078254200257,-21.840155083063895,-54.16494087489321
227,13.13303899812746,-32.60542892783703,-52.07521805730664,4.181171482716574,-21.925158379968096,-54.35063182587548
228,13.05880799675234,-32.32490169450433,-52.27596188785252,4.437714388642543,-22.001730012320635,-54.55121142244953
229,12.98317056513066,-32.03798846074228,-52.48146275502219,4.7006192945400445,-22.069552909942228,-54.76609676041717
230,12.90626165614798,-31.74513530724041,-52.69141328889015,4.969001007873037,-22.128352828105886,-54.9945959501197
231,12.82821870706277,-31.44678665262891,-52.90551073163908,5.2419136499862375,-22.177897684570617,-55.235916374869895
232,12.74918130158418,-31.14338435279469,-53.12345748853647,5.518358455600831,-22.21799631450882,-55.48917406702573
233,12.66929082337093,-30.83536698248363,-53.34496148758021,5.797291988668717,-22.248496773231476,-55.75340394505348
234,12.58869010147765,-30.52316926675134,-53.56973638079456,6.077634651543561,-22.269284320643084,-56.027570653263524
235,12.50752304826688,-30.20722163316964,-53.79750161680434,6.358279369716986,-22.2802792178559,-56.31057975472869
236,12.42593429030141,-29.88794985916357,-54.02798241084474,6.638100342072933,-22.281434456604558,-56.60128904542593
237,12.34406879273251,-29.56577479226315,-54.26090963495572,6.915961756147591,-22.272733527577476,-56.898519781746074
238,12.26207147770588,-29.24111212428672,-54.49601964788508,7.190726378659213,-22.254188316174922,-57.201067641947745
239,12.18008683732251,-28.91437220345416,-54.73305408125648,7.461263943030587,-22.22583719510631,-57.50771327274086
240,12.09825854171213,-28.58595987112659,-54.97175959588391,7.7264592672628485,-22.18774336404779,-57.817232303071144
241,12.01672904281066,-28.25627431226802,-55.21188761974665,7.985220046901568,-22.139993468420425,-58.128404736781754
242,11.93563917447449,-27.92570891083598,-55.45319407707076,8.236484278614787,-22.082696513027642,-58.44002366299562
243,11.85512774961927,-27.59465110314662,-55.69543911617923,8.479227279815433,-22.01598307231505,-58.75090324701943
244,11.77533115513878,-27.26348222385111,-55.93838684224934,8.712468278626908,-21.940004787613866,-59.05988598491391
245,11.69638294544045,-26.93257734053243,-56.18180505982512,8.935276556199234,-21.854934132902972,-59.365849221485256
246,11.6184134355305,-26.60230507411231,-56.42546502884936,9.146777129894378,-21.760964424207156,-59.667710944462364
247,11.54154929469322,-26.27302740327385,-56.66914123707379,9.346155971173946,-21.65831004345629,-59.96443487731263
