case,phi,phi_frac_pi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
impurity_candidate,0.47123889803846897,0.15,0.0,6.711924104079892e-07,8.228931350698985e-07,-1.5170072466190929e-07,2.0779825061260935,2.0783274708048203,0.10125528286708169,0.1021094973754493,0.02327262504026388,0.023781874869904646
impurity_candidate,0.47123889803846897,0.15,0.009999999999999981,8.859014129189015e-07,3.3959413284800555e-06,-2.510039915561154e-06,2.079712380266227,2.0762386298510815,0.10123525000034042,0.10241059312673541,0.021520359694198066,0.02616945323573836
impurity_candidate,0.47123889803846897,0.15,0.01999999999999999,1.690031619630119e-05,9.273132618639403e-05,-7.583100999009285e-05,2.081948471360516,2.0753161485668006,0.10370850970177733,0.10008751412074621,0.02168420733127102,0.024695534543955486
impurity_candidate,0.47123889803846897,0.15,0.03,4.413099446990747e-07,2.142103742722985e-06,-1.7007937980239103e-06,2.083527941935896,2.0729415504073025,0.10329795134095836,0.10280109788653696,0.01976830861126415,0.029857846685436153
impurity_candidate,0.47123889803846897,0.15,0.03999999999999998,1.6309364107469225e-07,6.550098744857695e-07,-4.919162334110772e-07,2.0851824687392897,2.0707258546056537,0.10424189758694954,0.1040387589174688,0.01905893693142669,0.03331241239558193
impurity_candidate,0.47123889803846897,0.15,0.04999999999999999,9.67708983382577e-08,3.322962793832369e-07,-2.3552538104497922e-07,2.0868742349326967,2.068447564711966,0.10561523358841027,0.10551089602874802,0.01874076313033276,0.0370630957914011
impurity_candidate,0.47123889803846897,0.15,0.06,6.945939198780899e-08,2.1167415761282263e-07,-1.4221476562501362e-07,2.088594668143887,2.066030027728126,0.1073711563476026,0.10731480272295442,0.018776345988950047,0.041284632780062565
impurity_candidate,0.47123889803846897,0.15,0.07,5.53898558589295e-08,1.5415001730213678e-07,-9.876016144320728e-08,2.0903537992382395,2.063429967519249,0.10952198926293219,0.10949406224312372,0.019168091264531065,0.04606399596371338
impurity_candidate,0.47123889803846897,0.15,0.08000000000000002,4.738399065406177e-08,1.2295141817135776e-07,-7.5567427517296e-08,2.0921660477382953,2.060606713823294,0.11209703404273104,0.11208856485903415,0.019930910737008065,0.05148177546831217
impurity_candidate,0.47123889803846897,0.15,0.08999999999999997,4.2734776150075034e-08,1.0496081214207633e-07,-6.22260359920013e-08,2.094048214364892,2.0575157451352553,0.11513679925579305,0.11514339977306703,0.021088522664865463,0.05762759241177592
impurity_candidate,0.47123889803846897,0.15,0.09999999999999998,4.023822414801374e-08,9.459640877423248e-08,-5.4358184626218746e-08,2.096019383852257,2.054105711814055,0.11869277397833425,0.1187124304566918,0.022673335767892627,0.06460666428445232
impurity_candidate,0.47123889803846897,0.15,0.10999999999999999,3.9321005479883165e-08,8.922768275497126e-08,-4.9906677275088095e-08,2.0981013748941435,2.0503159866445784,0.12282888300073619,0.12286104307331386,0.024727458199915467,0.07254500652205857
impurity_candidate,0.47123889803846897,0.15,0.12,3.9727683933516565e-08,8.757926549132713e-08,-4.785158155781056e-08,2.1003194829265,2.0460739798890883,0.12762392432747435,0.12766912057274524,0.027304393549392677,0.08159509283207507
impurity_candidate,0.47123889803846897,0.15,0.13,4.139749108828899e-08,8.910121866599003e-08,-4.770372757770104e-08,2.1027034926122363,2.041291858204098,0.13317494477477965,0.13323468957788714,0.030471404458815722,0.09194278367006158
impurity_candidate,0.47123889803846897,0.15,0.14,4.4420083988099965e-08,9.371090610604332e-08,-4.929082211794336e-08,2.1052890145277807,2.0358623633201662,0.13960173490567251,0.13967859173875516,0.03431267108706975,0.10381617912776697
impurity_candidate,0.47123889803846897,0.15,0.15000000000000002,4.903384219852087e-08,1.0170593782563019e-07,-5.2672095627109323e-08,2.108119249051648,2.029653377262994,0.1470527691494787,0.14715057918165272,0.03893346742573504,0.1174971492465632
impurity_candidate,0.47123889803846897,0.15,0.15999999999999998,5.565704876274644e-08,1.137791213129877e-07,-5.8122072550241264e-08,2.1112473309815,2.022500773536472,0.15571306644992686,0.1558373535795213,0.044465677346354385,0.1333365219209768
impurity_candidate,0.47123889803846897,0.15,0.16999999999999998,6.495611548216576e-08,1.3112118541448256e-07,-6.61650699323168e-08,2.1147394737325613,2.0141989323142013,0.16581463397256663,0.1659732517677468,0.051075094074935455,0.15177425328847555
impurity_candidate,0.47123889803846897,0.15,0.18,7.796726882518015e-08,1.5563078634788005e-07,-7.76635175226999e-08,2.1186792213531613,2.0044880746633162,0.17765040066565307,0.1778545363929761,0.058971101648973887,0.17336638406614222
impurity_candidate,0.47123889803846897,0.15,0.19,9.630534912209522e-08,1.9028671414521203e-07,-9.398136502311681e-08,2.123173238656799,1.9930372792641453,0.19159285881016042,0.1918585877270857,0.06841952617199609,0.1988212144815752
impurity_candidate,0.47123889803846897,0.15,0.2,1.22523383754077e-07,2.397915350657266e-07,-1.1726815131164961e-07,2.1283592303392957,1.9794216964338653,0.2081189964701068,0.20846970467575993,0.07975964886265972,0.22904789097374323
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.2,6.264604172027214e-07,3.4015701270198386e-07,2.8630340450073753e-07,1.862437617669238,2.185601786879731,0.3488718578380344,0.3505512268559986,0.4864345264722005,0.1649497262796724
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.19,4.5165651361468176e-07,2.303270438602604e-07,2.2132946975442137e-07,1.896949322573196,2.171060694708823,0.3070474560352674,0.3082198605750487,0.4100983547915412,0.13715938719569526
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.18000000000000002,3.386610536401037e-07,1.627525251653559e-07,1.759085284747478e-07,1.9250762749136268,2.1590225542960875,0.273036623658978,0.273868748299192,0.34796052465387967,0.11484636991163258
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.17,2.6388933188350123e-07,1.1994003252235117e-07,1.4394929936115006e-07,1.9481444610054555,2.1489509531723074,0.24523355638267463,0.24583478847149196,0.2970892393265186,0.09688397924848346
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.16,2.135040991909366e-07,9.211993319308909e-08,1.213841659978475e-07,1.9672133552316478,2.140424523856989,0.22236299099959772,0.22280531934473746,0.25514975715211596,0.08238091687191512
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.15000000000000002,1.7923115224395898e-07,7.36950459883826e-08,1.0553610625557638e-07,1.9831130234161747,2.1331167354070333,0.20343042770423164,0.2037616602669678,0.22031750982416293,0.07064503039604055
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.14,1.5605156620012658e-07,6.138291975666203e-08,9.466864644346455e-08,1.996489287854627,2.1267751180878673,0.18766532107234762,0.18791759215051984,0.19117612788636673,0.06114256873129938
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.13,1.4091990983328103e-07,5.322646109287266e-08,8.769344874040837e-08,2.007844596907077,2.1212036493025987,0.17447080559742179,0.17466599754608808,0.1666262963837938,0.05346243593693831
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.12000000000000001,1.3205488219734615e-07,4.8058519311797244e-08,8.399636288554891e-08,2.0175713732039706,2.1162488893062092,0.1633831646266267,0.1635363647234297,0.1458118754190189,0.04728755941358333
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.11000000000000001,1.2856695558737702e-07,4.5211802801985304e-08,8.335515278539172e-08,2.0259780124376148,2.1117894143298876,0.15404049708753148,0.15416221118245088,0.12806256800506954,0.04237288020771639
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.1,1.3031250502593137e-07,4.437002119020816e-08,8.594248383572321e-08,2.0333087399952565,2.1077278608232195,0.1461589666322676,0.1462565396735339,0.11285031257949563,0.03852876479279847
impurity_candidate,0.5969026041820606,0.18999999999999997,-0.09000000000000001,1.3795089078331475e-07,4.551288331890468e-08,9.243800746441007e-08,2.0397586666672898,2.1039849377835123,0.13951495353460863,0.1395934703645633,0.0997563793053263,0.03560862501905861
