kind,phi_frac_pi,phi,strength,min_abs_energy,edge_weight,nu_ring,glr_zero_bias,gll_zero_bias,glr_probe_0p13,gll_probe_0p13,grr_probe_0p13
dot,0.17,0.5340707511102649,1.8,0.0077020272059316235,0.7589003412459693,1,-2.6267776218728497e-07,2.0273725526649615,6.746606745485328e-09,2.0416378671563664,2.027086263019047
dot,0.17,0.5340707511102649,1.8499999999999999,0.006265227723727473,0.7429080934108041,1,-2.812679234987334e-07,2.0213129842617987,1.5169294862670965e-09,2.039678160686413,2.0270862239281118
dot,0.17,0.5340707511102649,1.9,0.0050298999388454675,0.7276675593077587,1,-2.8151635624035556e-07,2.0151878649987425,-4.570799605164668e-09,2.0377130705029445,2.0270861890016922
dot,0.17,0.5340707511102649,1.95,0.003961377205503955,0.7132747810323181,1,-2.650637945614079e-07,2.0091962317201357,-1.064928709452009e-08,2.03571943741574,2.0270861593324594
dot,0.17,0.5340707511102649,2.0,0.003030098895330578,0.6997830807318098,1,-2.3724228517061912e-07,2.00353526354586,-1.5955180442352214e-08,2.0336770255114023,2.027086135210525
dot,0.17,0.5340707511102649,2.05,0.0022109813292954302,0.6872034566041354,1,-2.0562340867224726e-07,1.9983641563789174,-1.988749755903855e-08,2.0315682553406433,2.0270861161743734
dot,0.17,0.5340707511102649,2.1,0.0014828464005896976,0.675506196959992,1,-1.7766132198204173e-07,1.9937779479578723,-2.2052239997491752e-08,2.0293782632580553,2.0270861011350823
dot,0.17,0.5340707511102649,2.15,0.000827917906123851,0.6646239453220768,1,-1.5841718331787665e-07,1.989801581486721,-2.2288964989710767e-08,2.0270952307995236,2.0270860885656896
dot,0.18,0.5654866776461628,1.7,0.010639196761046642,0.780243252336645,1,-1.9696183286535132e-07,2.0368898359078473,8.225329295045708e-09,2.0469330944452193,2.0181199640322434
dot,0.18,0.5654866776461628,1.75,0.008851638899052756,0.762851752446551,1,-2.558103361392941e-07,2.031077517079419,1.1683555871085597e-08,2.0448521667594033,2.0181198802004587
dot,0.18,0.5654866776461628,1.8,0.007330529076254384,0.7459403898750401,1,-2.9921093601028584e-07,2.025053911541434,1.0972845226100177e-08,2.0428213696773794,2.01811980009497
dot,0.18,0.5654866776461628,1.8499999999999999,0.006031986271608009,0.7296904093296976,1,-3.216074746180988e-07,2.018998974146562,6.870026270523232e-09,2.040811879194794,2.018119728381803
dot,0.18,0.5654866776461628,1.9,0.0049182682989868795,0.7142449205470636,1,-3.212447810467072e-07,2.013116493304911,3.332331323165836e-10,2.038798850366226,2.018119668849457
dot,0.18,0.5654866776461628,1.95,0.003957085317824784,0.6997068893076311,1,-3.008421346235724e-07,2.0076006585935793,-7.570838961637534e-09,2.036760402804912,2.0181196241762698
dot,0.18,0.5654866776461628,2.0,0.0031209301939446863,0.6861377189623508,1,-2.6686200978310957e-07,2.0026009387705273,-1.5750059966291316e-08,2.034677087137601,2.0181195957709854
dot,0.18,0.5654866776461628,2.05,0.0023864581218343574,0.6735566670520874,1,-2.275595007840499e-07,1.9981978224145762,-2.3176020605365555e-08,2.0325317099053866,2.0181195837043235
dot,0.18,0.5654866776461628,2.1,0.0017339322093786957,0.6619413950207718,1,-1.9058057013781433e-07,1.9943976011536666,-2.8972558214933964e-08,2.030309445677481,2.0181195867456885
dot,0.18,0.5654866776461628,2.15,0.0011467412294479176,0.6512299551859595,-1,-1.610228310313482e-07,1.9911458572980796,-3.249522691503344e-08,2.0279981938646743,2.0181196025128365
dot,0.19,0.5969026041820606,1.7,0.009939126973095461,0.7672954102413199,1,-1.840630274861286e-07,2.034862768943048,-7.489789358012688e-09,2.048176597314299,2.0074789247054157
dot,0.19,0.5969026041820606,1.75,0.008321901202302478,0.749625398297588,1,-2.5360918591491265e-07,2.0287652833203618,3.7549583979884055e-09,2.04605568979413,2.0074788174719402
dot,0.19,0.5969026041820606,1.8,0.00694965048197121,0.7324729847443063,1,-3.0195036539925245e-07,2.0226161395583007,9.782275365651186e-09,2.0439817644444354,2.0074787195837103
dot,0.19,0.5969026041820606,1.8499999999999999,0.005781535137230897,0.7160196430205537,1,-3.2338425130442607e-07,2.0166326949810465,1.0805762675093797e-08,2.0419286591007713,2.0074786370259656
dot,0.19,0.5969026041820606,1.9,0.004782535533825341,0.7004121930252594,1,-3.173275791062913e-07,2.0110259839466456,7.378864670915474e-09,2.039873390766061,2.0074785751950497
dot,0.19,0.5969026041820606,1.95,0.0039227502599182805,0.6857601979645875,1,-2.8834230546853955e-07,2.00596394488834,3.721062189484669e-10,2.0377953486367635,2.0074785385235665
dot,0.19,0.5969026041820606,2.0,0.0031767299583387865,0.6721336892221715,1,-2.4457224758221484e-07,2.0015446916273354,-9.08188604613861e-09,2.03567589229643,2.007478530111758
dot,0.19,0.5969026041820606,2.05,0.0025228715758438673,0.6595615405834394,1,-1.9523713170742028e-07,1.9977880858957966,-1.9675837184350356e-08,2.033498256244178,2.0074785514086595
dot,0.19,0.5969026041820606,2.1,0.0019428844877598798,0.6480308600324888,-1,-1.4817189430639937e-07,1.9946456290192243,-3.0042872869094515e-08,2.031247705779561,2.0074786019883155
dot,0.19,0.5969026041820606,2.15,0.0014213313641017957,0.6374877716807588,-1,-1.0819714380477277e-07,1.9920219766098595,-3.8889361154254544e-08,2.028911914003267,2.0074786794630293
dot,0.2,0.6283185307179586,1.7,0.009246842360591152,0.75374828334611,1,-1.7234107794686918e-07,2.0326106175893632,-4.630030213596239e-08,2.0493757246503526,1.9948104071924275
dot,0.2,0.6283185307179586,1.75,0.00778935860601954,0.7358881688176175,1,-2.492285911639544e-07,2.02629496367097,-2.5577538087783752e-08,2.0472216008140847,1.9948103567867226
dot,0.2,0.6283185307179586,1.8,0.006556342235140374,0.7185738129494723,1,-2.9591785350149206e-07,2.0200960274358435,-9.071618125687587e-09,2.045111088122608,1.9948103181104462
