kind,phi_frac_pi,phi,strength,min_abs_energy,edge_weight,nu_ring,glr_zero_bias,gll_zero_bias,glr_probe_0p13,gll_probe_0p13,grr_probe_0p13,abs_glr_probe_0p13,nonlocal_local_ratio,score
impurity,0.22,0.6911503837897545,2.125,0.016472400609062725,6.39636711084696e-05,1,4.097379877479289e-06,2.0761306275913363,4.685396565917047e-07,2.144780273573966,1.9613194579095887,4.685396565917047e-07,2.1845578419599653e-07,0.016472528666766083
impurity,0.21,0.6597344572538565,2.0999999999999996,0.01692044648750726,5.489568249067752e-05,1,2.8933315536894402e-06,2.076422776798057,3.071671789592617e-07,2.1355151948268163,1.9797432124298033,3.071671789592617e-07,1.438375056770186e-07,0.01692053047117728
impurity,0.2,0.6283185307179586,2.0749999999999997,0.017506223712854534,4.5668050481137815e-05,1,1.6282152200843015e-06,2.0767509660872254,1.8077438212797925e-07,2.127662461704848,1.995023652264558,1.8077438212797925e-07,8.496384430410489e-08,0.01750627315464228
impurity,0.19,0.5969026041820606,2.05,0.018255922752645853,3.704433311780097e-05,1,6.459210485747666e-07,2.0771111996101084,9.16088346668168e-08,2.120994453595647,2.007749480738457,9.16088346668168e-08,4.319145413676853e-08,0.01825594781442723
impurity,0.24,0.7539822368615503,2.15,0.018265077209961154,8.175753129603604e-05,1,3.434035820718935e-06,2.075021735560878,9.622305731606103e-07,2.1686085344057378,1.9120156620892972,9.622305731606103e-07,4.437087459052584e-07,0.01826533995304174
impurity,0.22999999999999998,0.7225663103256523,2.125,0.018654484259818374,7.285208812671823e-05,1,3.521714846874756e-06,2.075462222553983,7.104688721344815e-07,2.155708249966568,1.939028626904781,7.104688721344815e-07,3.2957561494951826e-07,0.018654678355817154
impurity,0.22,0.6911503837897545,2.0999999999999996,0.01913782258725738,6.435693581070465e-05,1,3.001583968464474e-06,2.0758370427106283,4.995718429829706e-07,2.144773952588535,1.9613153101859175,4.995718429829706e-07,2.329251725479208e-07,0.019137959126476752
impurity,0.21,0.6597344572538565,2.0749999999999997,0.019738781621061935,5.527733715826035e-05,1,2.1006005537331744e-06,2.0762095893584442,3.2741577079431453e-07,2.1355104902718196,1.979738161464583,3.2741577079431453e-07,1.5331967334547687e-07,0.019738871140988302
impurity,0.2,0.6283185307179586,2.05,0.0204822519824046,4.602079808527681e-05,1,1.1664926180259104e-06,2.076601765803285,1.9457134592122653e-07,2.1276583593272167,1.9950185539578549,1.9457134592122653e-07,9.144858481074547e-08,0.02048230519767032
impurity,0.24,0.7539822368615503,2.125,0.02067388108890015,8.227232405446198e-05,1,2.612653243918577e-06,2.0746481735997855,1.0354304156302753e-06,2.168591484966671,1.9120173540535574,1.0354304156302753e-06,4.774667902222206e-07,0.020674163819843567
impurity,0.22999999999999998,0.7225663103256523,2.0999999999999996,0.021207424559402572,7.33102267305682e-05,1,2.6809951132524855e-06,2.0751629996130596,7.612360484429274e-07,2.155698065928721,1.9390263912214225,7.612360484429274e-07,3.5312739779027017e-07,0.021207632524784574
impurity,0.22,0.6911503837897545,2.0749999999999997,0.021840363776123684,6.480590772113304e-05,1,2.2764053409724826e-06,2.0756108145550884,5.330992914066123e-07,2.1447674466596287,1.961310944209539,5.330992914066123e-07,2.485580859765886e-07,0.021840509478850835
impurity,0.21,0.6597344572538565,2.05,0.022596093766673445,5.571240129934476e-05,1,1.581803353802415e-06,2.076046528444563,3.4931644328196797e-07,2.1355056722176804,1.9797329741425729,3.4931644328196797e-07,1.6357551648140075e-07,0.02259618927456009
impurity,0.24,0.7539822368615503,2.0999999999999996,0.02311655811916321,8.284936991562461e-05,1,2.032728103876548e-06,2.0743471561619127,1.1145248302746586e-06,2.168573649981918,1.91201870148311,1.1145248302746586e-06,5.139437299184889e-07,0.023116862447557274
impurity,0.22999999999999998,0.7225663103256523,2.0749999999999997,0.023796069351147885,7.38281292186648e-05,1,2.0923972335904185e-06,2.0749237635614985,8.161596097054065e-07,2.155687471897057,1.9390238423513948,8.161596097054065e-07,3.7860757662944826e-07,0.02379629232142914
impurity,0.22,0.6911503837897545,2.05,0.024580458812685956,6.531401843410275e-05,1,1.7731659255430783e-06,2.07543120018419,5.694338660255282e-07,2.1447607300557827,1.9613063350989044,5.694338660255282e-07,2.6549994973598657e-07,0.02458061444614995
impurity,0.24,0.7539822368615503,2.0749999999999997,0.025593537906743364,8.349243844388651e-05,1,1.6094772711988366e-06,2.0740994684293854,1.2002020287709704e-06,2.1685549515670597,1.9120196697384977,1.2002020287709704e-06,5.534570511591925e-07,0.025593865630103116
impurity,0.22999999999999998,0.7225663103256523,2.05,0.02642084967293572,7.44094379218785e-05,1,1.6654717150239253e-06,2.074728153860381,8.757496536343349e-07,2.15567642129932,1.9390209476816134,8.757496536343349e-07,4.062528332088368e-07,0.026421088922990787
impurity,0.24,0.7539822368615503,2.05,0.028105247216189826,8.420563238575209e-05,1,1.2920900261189094e-06,2.07389211561249,1.2932544338098983e-06,2.168535302281579,1.912020219867808,1.2932544338098983e-06,5.963723221149445e-07,0.028105600348414382
