model,valley,pairing,barrier_Z,eta_meV,zero_bias_conductance,peak_conductance,background_conductance,peak_minus_background,zero_bias_andreev,zero_bias_normal_reflection
baseline,K_B,nodal_even,0.5,0.05,6.815707845779975,6.815707845779975,0.887517568954534,5.928190276825441,5.815707845779974,0.0
baseline,K_T,nodal_even,0.5,0.05,4.45540334616578,4.45540334616578,0.8611478935897814,3.5942554525759984,3.4554033461657805,0.0
baseline,total,nodal_even,0.5,0.05,6.457694379802241,6.457694379802241,0.8710566230207311,5.58663775678151,5.457694379802241,0.0
baseline,K_B,nodal_even,1.0,0.05,4.634817403612483,4.634817403612483,0.6886915516282303,3.946125851984253,3.634817403612483,0.0
baseline,K_T,nodal_even,1.0,0.05,3.159627091353613,3.159627091353613,0.6326999474951638,2.5269271438584493,2.1596270913536126,0.0
baseline,total,nodal_even,1.0,0.05,4.411058987376401,4.411058987376401,0.6485121422738551,3.7625468451025457,3.4110589873764003,0.0
baseline,K_B,nodal_even,2.0,0.05,2.4539269614449943,2.4539269614449943,0.48986553430192653,1.9640614271430679,1.4539269614449934,0.0
baseline,K_T,nodal_even,2.0,0.05,1.8638508365414452,1.8638508365414452,0.40425200140054596,1.4595988351408993,0.8638508365414451,0.0
baseline,total,nodal_even,2.0,0.05,2.3644235949505603,2.3644235949505603,0.4259676615269793,1.938455933423581,1.3644235949505603,0.0
baseline,K_B,nodal_even,0.0,0.2,7.346205477557166,7.346205477557166,1.020041117516635,6.326164360040531,6.346205477557167,0.0
baseline,K_T,nodal_even,0.0,0.2,3.982890990212275,3.982890990212275,1.0134311476594007,2.969459842552874,2.982890990212275,0.0
baseline,total,nodal_even,0.0,0.2,7.052668980883618,7.052668980883618,1.0193948983990626,6.033274082484555,6.052668980883617,0.0
baseline,K_B,nodal_even,0.5,0.2,6.076964382045733,6.076964382045733,0.8876105950330334,5.1893537870127,5.076964382045732,0.0
baseline,K_T,nodal_even,0.5,0.2,3.38631279216982,3.38631279216982,0.8612544203265671,2.525058371843253,2.3863127921698206,0.0
baseline,total,nodal_even,0.5,0.2,5.842135184706895,5.842135184706895,0.8711522375206314,4.970982947186264,4.842135184706893,0.0
baseline,K_B,nodal_even,1.0,0.2,4.173102738778583,4.173102738778583,0.688964811307631,3.484137927470952,3.1731027387785833,0.0
baseline,K_T,nodal_even,1.0,0.2,2.4914454951061376,2.4914454951061376,0.6329893293273166,1.858456165778821,1.4914454951061376,0.0
baseline,total,nodal_even,1.0,0.2,4.026334490441808,4.026334490441808,0.6487882462029848,3.3775462442388235,3.0263344904418084,0.0
baseline,K_B,nodal_even,2.0,0.2,2.269241095511433,2.269241095511433,0.49031902758222845,1.7789220679292046,1.269241095511433,0.0
baseline,K_T,nodal_even,2.0,0.2,1.5965781980424552,1.5965781980424552,0.40472423832806614,1.191853959714389,0.5965781980424552,0.0
baseline,total,nodal_even,2.0,0.2,2.2105337961767235,2.2105337961767235,0.4264242548853382,1.7841095412913854,1.2105337961767233,0.0
baseline,K_B,nodal_even,0.0,0.5,5.710475823793916,5.710475823793916,1.0198907602895957,4.6905850635043205,4.7104758237939155,0.0
baseline,K_T,nodal_even,0.0,0.5,2.6722423972881346,2.6722423972881346,1.0133458466200895,1.658896550668045,1.6722423972881342,0.0
baseline,total,nodal_even,0.0,0.5,5.7001289803925,5.7001289803925,1.019257900173839,4.680871080218661,4.7001289803925,0.0
baseline,K_B,nodal_even,0.5,0.5,4.768380659035133,4.768380659035133,0.8881265138728491,3.880254145162284,3.768380659035134,0.0
baseline,K_T,nodal_even,0.5,0.5,2.3377939178305076,2.3377939178305076,0.8618454311675146,1.475948486662993,1.3377939178305074,0.0
baseline,total,nodal_even,0.5,0.5,4.7601031843140005,4.7601031843140005,0.8716827941114762,3.8884203902025245,3.760103184314,0.0
baseline,K_B,nodal_even,1.0,0.5,3.355237911896958,3.355237911896958,0.6904801442477295,2.6647577676492284,2.3552379118969577,0.0
baseline,K_T,nodal_even,1.0,0.5,1.836121198644067,1.836121198644067,0.6345948079886521,1.201526390655415,0.8361211986440671,0.0
baseline,total,nodal_even,1.0,0.5,3.35006449019625,3.35006449019625,0.6503201350179315,2.6997443551783187,2.35006449019625,0.0
baseline,K_B,nodal_even,2.0,0.5,1.9420951647587836,1.9420951647587836,0.4928337746226097,1.449261390136174,0.9420951647587835,0.0
baseline,K_T,nodal_even,2.0,0.5,1.3344484794576268,1.3344484794576268,0.40734418480978957,0.9271042946478372,0.33444847945762685,0.0
baseline,total,nodal_even,2.0,0.5,1.9400257960785001,1.9400257960785001,0.42895747592438704,1.511068320154113,0.9400257960785,0.0
baseline,K_B,valley_even,0.0,0.05,8.43405705052095,8.43405705052095,1.0155707009374897,7.4184863495834605,7.4340570505209485,0.0
baseline,K_T,valley_even,0.0,0.05,5.677200516279741,5.677200516279741,1.0243072511442772,4.6528932651354635,4.677200516279742,0.0
