model,valley,pairing,barrier_Z,eta_meV,zero_bias_conductance,peak_conductance,background_conductance,peak_minus_background,zero_bias_andreev,zero_bias_normal_reflection
compressed_v3,total,nodal_even,0.5,0.2,4.798580751869347,4.798580751869347,0.7908417364384864,4.00773901543086,3.798580751869346,0.0
compressed_v3,K_B,nodal_even,1.0,0.2,1.405004598880773,1.405004598880773,0.6292284819486211,0.7757761169321518,0.4050045988807729,0.0
compressed_v3,K_T,nodal_even,1.0,0.2,2.4677456111154146,2.4677456111154146,0.3515108650448446,2.11623474607057,1.4677456111154141,0.0
compressed_v3,total,nodal_even,1.0,0.2,3.3741129699183414,3.3741129699183414,0.4591080561436257,2.9150049137747156,2.374112969918341,0.0
compressed_v3,K_B,nodal_even,2.0,0.2,1.162001839552309,1.162001839552309,0.40318447387840106,0.758817365673908,0.16200183955230915,0.0
compressed_v3,K_T,nodal_even,2.0,0.2,1.5870982444461657,1.5870982444461657,-0.040643262063827276,1.627741506509993,0.5870982444461658,0.0
compressed_v3,total,nodal_even,2.0,0.2,1.9496451879673364,1.9496451879673364,0.1273743758487651,1.8222708121185713,0.9496451879673365,0.0
compressed_v3,K_B,nodal_even,0.0,0.5,1.5345633343701854,1.5345633343701854,1.005939552988195,0.5286237813819905,0.5345633343701854,0.0
compressed_v3,K_T,nodal_even,0.0,0.5,2.538351744566508,2.538351744566508,1.0050757429901236,1.5332760015763844,1.538351744566508,0.0
compressed_v3,total,nodal_even,0.0,0.5,4.61631208579448,4.61631208579448,1.0119160843660187,3.6043960014284613,3.6163120857944793,0.0
compressed_v3,K_B,nodal_even,0.5,0.5,1.4276506674961484,1.4276506674961484,0.8555203438501454,0.572130323646003,0.4276506674961483,0.0
compressed_v3,K_T,nodal_even,0.5,0.5,2.2306813956532068,2.2306813956532068,0.7441171099999448,1.486564285653262,1.2306813956532066,0.0
compressed_v3,total,nodal_even,0.5,0.5,3.8930496686355838,3.8930496686355838,0.7912253155958189,3.101824353039765,2.8930496686355833,0.0
compressed_v3,K_B,nodal_even,1.0,0.5,1.2672816671850928,1.2672816671850928,0.6298915301430714,0.6373901370420214,0.2672816671850927,0.0
compressed_v3,K_T,nodal_even,1.0,0.5,1.7691758722832536,1.7691758722832536,0.3526791605146765,1.416496711768577,0.769175872283254,0.0
compressed_v3,total,nodal_even,1.0,0.5,2.8081560428972394,2.8081560428972394,0.4601891624405196,2.34796688045672,1.8081560428972396,0.0
compressed_v3,K_B,nodal_even,2.0,0.5,1.106912666874037,1.106912666874037,0.4042627164359975,0.7026499504380395,0.10691266687403707,0.0
compressed_v3,K_T,nodal_even,2.0,0.5,1.3076703489133013,1.3076703489133013,-0.03875878897059185,1.346429137883893,0.30767034891330164,0.0
compressed_v3,total,nodal_even,2.0,0.5,1.7232624171588957,1.7232624171588957,0.12915300928522017,1.5941094078736755,0.7232624171588958,0.0
compressed_v3,K_B,valley_even,0.0,0.05,2.024143011302148,2.024143011302148,1.008707398654252,1.015435612647896,1.0241430113021484,0.0
compressed_v3,K_T,valley_even,0.0,0.05,6.094904789628299,6.094904789628299,1.016425800084902,5.078478989543397,5.094904789628297,0.0
compressed_v3,total,valley_even,0.0,0.05,4.573259080449348,4.573259080449348,1.0077826860919807,3.565476394357367,3.5732590804493483,0.0
compressed_v3,K_B,valley_even,0.5,0.05,1.8193144090417184,1.8193144090417184,0.8579615952878623,0.9613528137538561,0.8193144090417186,0.0
compressed_v3,K_T,valley_even,0.5,0.05,5.075923831702638,5.075923831702638,0.7549035244730643,4.321020307229573,4.075923831702639,0.0
compressed_v3,total,valley_even,0.5,0.05,3.858607264359478,3.858607264359478,0.7865432559562477,3.0720640084032302,2.8586072643594784,0.0
compressed_v3,K_B,valley_even,1.0,0.05,1.5120715056510738,1.5120715056510738,0.6318428902382772,0.8802286154127966,0.5120715056510742,0.0
compressed_v3,K_T,valley_even,1.0,0.05,3.5474523948141483,3.5474523948141483,0.36262011105530734,3.184832283758841,2.5474523948141483,0.0
compressed_v3,total,valley_even,1.0,0.05,2.7866295402246735,2.7866295402246735,0.45468411075264853,2.3319454294720248,1.7866295402246741,0.0
compressed_v3,K_B,valley_even,2.0,0.05,1.2048286022604295,1.2048286022604295,0.4057241851886923,0.7991044170717372,0.20482860226042965,0.0
compressed_v3,K_T,valley_even,2.0,0.05,2.0189809579256592,2.0189809579256592,-0.029663302362449462,2.0486442602881088,1.0189809579256597,0.0
compressed_v3,total,valley_even,2.0,0.05,1.7146518160898696,1.7146518160898696,0.12282496554904923,1.5918268505408204,0.7146518160898696,0.0
compressed_v3,K_B,valley_even,0.0,0.2,1.9571627637395923,1.9571627637395923,1.00869898177493,0.9484637819646624,0.9571627637395922,0.0
compressed_v3,K_T,valley_even,0.0,0.2,5.433833843735529,5.433833843735529,1.0164073745519864,4.4174264691835425,4.433833843735529,0.0
compressed_v3,total,valley_even,0.0,0.2,3.4486157946798746,3.4486157946798746,1.0077746620344803,2.440841132645394,2.448615794679874,0.0
compressed_v3,K_B,valley_even,0.5,0.2,1.7657302109916737,1.7657302109916737,0.8580022189335871,0.9077279920580866,0.7657302109916737,0.0
compressed_v3,K_T,valley_even,0.5,0.2,4.547067074988424,4.547067074988424,0.7549680861851397,3.792098988803284,3.5470670749884237,0.0
compressed_v3,total,valley_even,0.5,0.2,2.9588926357438994,2.9588926357438994,0.7866204315312186,2.172272204212681,1.9588926357438996,0.0
compressed_v3,K_B,valley_even,1.0,0.2,1.478581381869796,1.478581381869796,0.631957074671573,0.8466243071982229,0.4785813818697961,0.0
compressed_v3,K_T,valley_even,1.0,0.2,3.2169169218677647,3.2169169218677647,0.36280915363486954,2.854107768232895,2.2169169218677647,0.0
compressed_v3,total,valley_even,1.0,0.2,2.224307897339937,2.224307897339937,0.4548890857763265,1.7694188115636105,1.224307897339937,0.0
compressed_v3,K_B,valley_even,2.0,0.2,1.1914325527479184,1.1914325527479184,0.40591193040955914,0.7855206223383593,0.19143255274791843,0.0
compressed_v3,K_T,valley_even,2.0,0.2,1.886766768747106,1.886766768747106,-0.029349778915400516,1.9161165476625064,0.8867667687471059,0.0
compressed_v3,total,valley_even,2.0,0.2,1.4897231589359747,1.4897231589359747,0.12315774002143418,1.3665654189145406,0.4897231589359749,0.0
compressed_v3,K_B,valley_even,0.0,0.5,1.801881177388594,1.801881177388594,1.0086522775593245,0.7932288998292696,0.8018811773885941,0.0
compressed_v3,K_T,valley_even,0.0,0.5,4.1646169964943,4.1646169964943,1.0163052054699222,3.148311791024378,3.164616996494299,0.0
compressed_v3,total,valley_even,0.0,0.5,2.4770451558070783,2.4770451558070783,1.0077301566772365,1.4693149991298418,1.4770451558070783,0.0
compressed_v3,K_B,valley_even,0.5,0.5,1.641504941910875,1.641504941910875,0.8582284184541082,0.7832765234567667,0.6415049419108751,0.0
compressed_v3,K_T,valley_even,0.5,0.5,3.53169359719544,3.53169359719544,0.755326904821983,2.776366692373457,2.531693597195439,0.0
compressed_v3,total,valley_even,0.5,0.5,2.1816361246456624,2.1816361246456624,0.7870489193138493,1.394587205331813,1.1816361246456626,0.0
compressed_v3,K_B,valley_even,1.0,0.5,1.4009405886942972,1.4009405886942972,0.6325926297962836,0.7683479588980135,0.40094058869429705,0.0
compressed_v3,K_T,valley_even,1.0,0.5,2.5823084982471496,2.5823084982471496,0.36385945385007423,2.2184490443970755,1.5823084982471496,0.0
compressed_v3,total,valley_even,1.0,0.5,1.738522577903539,1.738522577903539,0.4560270632687685,1.2824955146347703,0.7385225779035391,0.0
compressed_v3,K_B,valley_even,2.0,0.5,1.1603762354777187,1.1603762354777187,0.4069568411384591,0.7534193943392596,0.1603762354777188,0.0
compressed_v3,K_T,valley_even,2.0,0.5,1.6329233992988599,1.6329233992988599,-0.027607997121834527,1.6605313964206945,0.6329233992988598,0.0
compressed_v3,total,valley_even,2.0,0.5,1.2954090311614157,1.2954090311614157,0.12500520722368771,1.170403823937728,0.29540903116141565,0.0
compressed_v3,K_B,valley_odd,0.0,0.05,2.0241035405951524,2.0241035405951524,1.0085068387754292,1.0155967018197232,1.0241035405951522,0.0
compressed_v3,K_T,valley_odd,0.0,0.05,6.095099610986479,6.095099610986479,1.0163337602216858,5.078765850764793,5.095099610986479,0.0
compressed_v3,total,valley_odd,0.0,0.05,4.573122132923386,4.573122132923386,1.0076062584379677,3.565515874485418,3.573122132923385,0.0
compressed_v3,K_B,valley_odd,0.5,0.05,1.8192828324761219,1.8192828324761219,0.8577610375690103,0.9615217949071115,0.8192828324761217,0.0
compressed_v3,K_T,valley_odd,0.5,0.05,5.076079688789183,5.076079688789183,0.7548114851984543,4.321268203590729,4.076079688789183,0.0
compressed_v3,total,valley_odd,0.5,0.05,3.8584977063387083,3.8584977063387083,0.7863668297991702,3.0721308765395383,2.8584977063387087,0.0
compressed_v3,K_B,valley_odd,1.0,0.05,1.5120517702975762,1.5120517702975762,0.6316423357593814,0.8804094345381948,0.5120517702975761,0.0
compressed_v3,K_T,valley_odd,1.0,0.05,3.547549805493239,3.547549805493239,0.3625280726636067,3.185021732829632,2.5475498054932393,0.0
compressed_v3,total,valley_odd,1.0,0.05,2.7865610664616924,2.7865610664616924,0.45450768684097376,2.3320533796207186,1.7865610664616924,0.0
compressed_v3,K_B,valley_odd,2.0,0.05,1.2048207081190303,1.2048207081190303,0.40552363394975277,0.7992970741692775,0.20482070811903041,0.0
compressed_v3,K_T,valley_odd,2.0,0.05,2.0190199221972955,2.0190199221972955,-0.02975533987124085,2.048775262068536,1.0190199221972958,0.0
compressed_v3,total,valley_odd,2.0,0.05,1.7146244265846768,1.7146244265846768,0.12264854388277746,1.5919758827018993,0.7146244265846772,0.0
compressed_v3,K_B,valley_odd,0.0,0.2,1.9567941044836035,1.9567941044836035,1.0084985769280563,0.9482955275555471,0.956794104483604,0.0
compressed_v3,K_T,valley_odd,0.0,0.2,5.434616065717822,5.434616065717822,1.0163153807076306,4.418300685010192,4.4346160657178215,0.0
compressed_v3,total,valley_odd,0.0,0.2,3.4495053416528436,3.4495053416528436,1.0075983445075045,2.441906997145339,2.4495053416528436,0.0
compressed_v3,K_B,valley_odd,0.5,0.2,1.765435283586883,1.765435283586883,0.8578018485594887,0.9076334350273942,0.7654352835868832,0.0
compressed_v3,K_T,valley_odd,0.5,0.2,4.547692852574257,4.547692852574257,0.7548761017415228,3.7928167508327344,3.547692852574257,0.0
compressed_v3,total,valley_odd,0.5,0.2,2.9596042733222747,2.9596042733222747,0.7864441379035003,2.173160135418774,1.9596042733222747,0.0
compressed_v3,K_B,valley_odd,1.0,0.2,1.4783970522418017,1.4783970522418017,0.631756756006637,0.8466402962351647,0.478397052241802,0.0
compressed_v3,K_T,valley_odd,1.0,0.2,3.217308032858911,3.217308032858911,0.3627171832923609,2.8545908495665504,2.2173080328589108,0.0
compressed_v3,total,valley_odd,1.0,0.2,2.2247526708264216,2.2247526708264216,0.454712827997494,1.7700398428289277,1.2247526708264218,0.0
compressed_v3,K_B,valley_odd,2.0,0.2,1.1913588208967207,1.1913588208967207,0.40571166345378556,0.7856471574429351,0.1913588208967208,0.0
compressed_v3,K_T,valley_odd,2.0,0.2,1.8869232131435643,1.8869232131435643,-0.029441735156800836,1.916364948300365,0.8869232131435643,0.0
compressed_v3,total,valley_odd,2.0,0.2,1.4899010683305687,1.4899010683305687,0.12298151809148772,1.366919550239081,0.4899010683305687,0.0
compressed_v3,K_B,valley_odd,0.0,0.5,1.8009658286052033,1.8009658286052033,1.0084527340346585,0.7925130945705448,0.8009658286052033,0.0
compressed_v3,K_T,valley_odd,0.0,0.5,4.166035537803004,4.166035537803004,1.0162134676794052,3.149822070123599,3.1660355378030047,0.0
compressed_v3,total,valley_odd,0.0,0.5,2.4778200496762945,2.4778200496762945,1.0075544515750343,1.4702655981012602,1.4778200496762945,0.0
compressed_v3,K_B,valley_odd,0.5,0.5,1.6407726628841626,1.6407726628841626,0.8580290873949062,0.7827435754892563,0.6407726628841627,0.0
compressed_v3,K_T,valley_odd,0.5,0.5,3.532828430242403,3.532828430242403,0.7552352252003296,2.7775932050420735,2.5328284302424042,0.0
compressed_v3,total,valley_odd,0.5,0.5,2.1822560397410355,2.1822560397410355,0.7868733617982075,1.395382677942828,1.182256039741036,0.0
compressed_v3,K_B,valley_odd,1.0,0.5,1.4004829143026016,1.4004829143026016,0.6323936174352773,0.7680892968673243,0.40048291430260163,0.0
compressed_v3,K_T,valley_odd,1.0,0.5,2.583017768901502,2.583017768901502,0.3637678614817161,2.219249907419786,1.5830177689015024,0.0
compressed_v3,total,valley_odd,1.0,0.5,1.7389100248381473,1.7389100248381473,0.4558517271329676,1.2830582977051797,0.7389100248381473,0.0
compressed_v3,K_B,valley_odd,2.0,0.5,1.1601931657210407,1.1601931657210407,0.40675814747564853,0.7534350182453922,0.16019316572104067,0.0
compressed_v3,K_T,valley_odd,2.0,0.5,1.6332071075606012,1.6332071075606012,-0.027699502236897454,1.6609066097974987,0.6332071075606011,0.0
compressed_v3,total,valley_odd,2.0,0.5,1.2955640099352588,1.2955640099352588,0.12483009246772751,1.1707339174675313,0.295564009935259,0.0
