model,valley,pairing,barrier_Z,eta_meV,bias_meV,conductance_generalized_btk,andreev_component,normal_reflection_component
baseline,K_B,s_wave,0.0,0.05,-39.16666666666666,1.0092158293746973,0.009215829374697204,0.0
baseline,K_B,s_wave,0.0,0.05,-38.33333333333333,1.0095545010474465,0.00955450104744662,0.0
baseline,K_B,s_wave,0.0,0.05,-37.5,1.0092893917599657,0.009289391759966159,0.0
baseline,K_B,s_wave,0.0,0.05,-36.66666666666666,1.0093443493552832,0.009344349355283103,0.0
baseline,K_B,s_wave,0.0,0.05,-35.83333333333333,1.0095660408819194,0.009566040881919258,0.0
baseline,K_B,s_wave,0.0,0.05,-35.0,1.008790293849558,0.00879029384955773,0.0
baseline,K_B,s_wave,0.0,0.05,-34.166666666666664,1.0088215363585753,0.00882153635857491,0.0
baseline,K_B,s_wave,0.0,0.05,-33.33333333333333,1.0080596957963026,0.008059695796302587,0.0
baseline,K_B,s_wave,0.0,0.05,-32.5,1.0078480492898862,0.007848049289886742,0.0
baseline,K_B,s_wave,0.0,0.05,-31.666666666666664,1.0087905946723728,0.00879059467237256,0.0
baseline,K_B,s_wave,0.0,0.05,-30.83333333333333,1.010820387864767,0.010820387864767415,0.0
baseline,K_B,s_wave,0.0,0.05,-30.0,1.0132503911071036,0.013250391107102955,0.0
baseline,K_B,s_wave,0.0,0.05,-29.166666666666664,1.0154745061922035,0.01547450619220381,0.0
baseline,K_B,s_wave,0.0,0.05,-28.33333333333333,1.0176497326312293,0.01764973263122907,0.0
baseline,K_B,s_wave,0.0,0.05,-27.5,1.0198001761617126,0.019800176161712233,0.0
baseline,K_B,s_wave,0.0,0.05,-26.666666666666664,1.0219750632889764,0.021975063288976943,0.0
baseline,K_B,s_wave,0.0,0.05,-25.83333333333333,1.0241887935529865,0.024188793552987056,0.0
baseline,K_B,s_wave,0.0,0.05,-25.0,1.0260304851941118,0.026030485194111424,0.0
baseline,K_B,s_wave,0.0,0.05,-24.166666666666664,1.0282512735016278,0.028251273501628458,0.0
baseline,K_B,s_wave,0.0,0.05,-23.33333333333333,1.030362291718843,0.0303622917188424,0.0
baseline,K_B,s_wave,0.0,0.05,-22.5,1.0327859217346007,0.03278592173460105,0.0
baseline,K_B,s_wave,0.0,0.05,-21.666666666666664,1.0354829570050503,0.03548295700505054,0.0
baseline,K_B,s_wave,0.0,0.05,-20.83333333333333,1.0382851036597864,0.03828510365978574,0.0
baseline,K_B,s_wave,0.0,0.05,-20.0,1.0417574063287023,0.04175740632870262,0.0
baseline,K_B,s_wave,0.0,0.05,-19.166666666666664,1.045097288578683,0.04509728857868366,0.0
baseline,K_B,s_wave,0.0,0.05,-18.33333333333333,1.0476615557366808,0.047661555736680856,0.0
baseline,K_B,s_wave,0.0,0.05,-17.5,1.0518339022687402,0.051833902268740815,0.0
baseline,K_B,s_wave,0.0,0.05,-16.666666666666664,1.0569652509044298,0.05696525090442927,0.0
baseline,K_B,s_wave,0.0,0.05,-15.833333333333329,1.0635972532431763,0.06359725324317575,0.0
baseline,K_B,s_wave,0.0,0.05,-15.0,1.072594130736692,0.07259413073669177,0.0
baseline,K_B,s_wave,0.0,0.05,-14.166666666666655,1.0820275428626547,0.08202754286265419,0.0
baseline,K_B,s_wave,0.0,0.05,-13.333333333333329,1.0916387461433437,0.09163874614334351,0.0
baseline,K_B,s_wave,0.0,0.05,-12.5,1.102302052627895,0.10230205262789518,0.0
baseline,K_B,s_wave,0.0,0.05,-11.666666666666655,1.11320364393387,0.11320364393387074,0.0
baseline,K_B,s_wave,0.0,0.05,-10.833333333333329,1.1245381504325835,0.1245381504325829,0.0
baseline,K_B,s_wave,0.0,0.05,-10.0,1.1471835555651195,0.1471835555651191,0.0
baseline,K_B,s_wave,0.0,0.05,-9.166666666666655,1.1885501739542566,0.18855017395425655,0.0
baseline,K_B,s_wave,0.0,0.05,-8.333333333333329,1.2339328496051503,0.2339328496051499,0.0
baseline,K_B,s_wave,0.0,0.05,-7.5,1.2838926862983864,0.28389268629838676,0.0
baseline,K_B,s_wave,0.0,0.05,-6.666666666666657,1.3502401843541192,0.35024018435411997,0.0
baseline,K_B,s_wave,0.0,0.05,-5.833333333333329,1.4448071172172035,0.4448071172172034,0.0
baseline,K_B,s_wave,0.0,0.05,-5.0,1.5900856465419697,0.5900856465419705,0.0
baseline,K_B,s_wave,0.0,0.05,-4.166666666666657,1.8253744151635791,0.8253744151635788,0.0
baseline,K_B,s_wave,0.0,0.05,-3.3333333333333286,2.2323122748427675,1.232312274842768,0.0
baseline,K_B,s_wave,0.0,0.05,-2.5,2.9569585660381144,1.956958566038115,0.0
baseline,K_B,s_wave,0.0,0.05,-1.6666666666666572,4.337295005472978,3.3372950054729786,0.0
baseline,K_B,s_wave,0.0,0.05,-0.8333333333333286,6.75639392655139,5.756393926551392,0.0
baseline,K_B,s_wave,0.0,0.05,0.0,8.507963775279036,7.507963775279034,0.0
baseline,K_B,s_wave,0.0,0.05,0.8333333333333428,6.714790331768229,5.71479033176823,0.0
baseline,K_B,s_wave,0.0,0.05,1.6666666666666714,4.328551986200783,3.328551986200785,0.0
baseline,K_B,s_wave,0.0,0.05,2.5,2.9517366376099137,1.9517366376099134,0.0
baseline,K_B,s_wave,0.0,0.05,3.333333333333343,2.1923545062681353,1.1923545062681355,0.0
baseline,K_B,s_wave,0.0,0.05,4.166666666666671,1.6301183972288755,0.6301183972288754,0.0
baseline,K_B,s_wave,0.0,0.05,5.0,1.2948768549872733,0.29487685498727356,0.0
