model,valley,pairing,barrier_Z,eta_meV,bias_meV,conductance_generalized_btk,andreev_component,normal_reflection_component
baseline,total,valley_even,1.0,0.05,-55.0,-2.143048457296261,0.0005391418262388589,3.1435875991224997
baseline,total,valley_even,1.0,0.05,-54.16666666666666,-2.176337015539604,0.000573472024730216,3.176910487564334
baseline,total,valley_even,1.0,0.05,-53.33333333333333,-2.216241506147664,0.0006439106799543814,3.2168854168276186
baseline,total,valley_even,1.0,0.05,-52.5,-2.268608670900007,0.0007327929940066208,3.2693414638940137
baseline,total,valley_even,1.0,0.05,-51.66666666666666,-2.2509215812856707,0.0008093116785643412,3.2517308929642357
baseline,total,valley_even,1.0,0.05,-50.83333333333333,-2.225993938063225,0.0008937250604129967,3.226887663123638
baseline,total,valley_even,1.0,0.05,-50.0,-2.1885748584593463,0.0009695545399382962,3.189544412999285
baseline,total,valley_even,1.0,0.05,-49.16666666666666,-2.170595002010314,0.0010522077887632933,3.171647209799077
baseline,total,valley_even,1.0,0.05,-48.33333333333333,-2.1917239966560706,0.001133339774764515,3.1928573364308352
baseline,total,valley_even,1.0,0.05,-47.5,-2.142995380015687,0.0011641699197290796,3.1441595499354156
baseline,total,valley_even,1.0,0.05,-46.66666666666666,-2.153490807572081,0.0011995174734675802,3.1546903250455487
baseline,total,valley_even,1.0,0.05,-45.83333333333333,-2.1313925320551825,0.001177543347169876,3.1325700754023527
baseline,total,valley_even,1.0,0.05,-45.0,-2.1666113454293803,0.0011496126097795926,3.16776095803916
baseline,total,valley_even,1.0,0.05,-44.16666666666666,-2.175931718876684,0.0010788047214084942,3.177010523598093
baseline,total,valley_even,1.0,0.05,-43.33333333333333,-2.183619454478393,0.0009711872272465555,3.1845906417056398
baseline,total,valley_even,1.0,0.05,-42.5,-2.1803740032866226,0.0008789604938224995,3.181252963780445
baseline,total,valley_even,1.0,0.05,-41.66666666666666,-2.1850506028236976,0.0007162493302271725,3.185766852153925
baseline,total,valley_even,1.0,0.05,-40.83333333333333,-2.189930031470429,0.0006342392161969717,3.1905642706866257
baseline,total,valley_even,1.0,0.05,-40.0,-2.189827329165599,0.0004922417953457715,3.1903195709609444
baseline,total,valley_even,1.0,0.05,-39.16666666666666,-2.1964184988012563,0.0003851868734305469,3.196803685674687
baseline,total,valley_even,1.0,0.05,-38.33333333333333,-2.24387424068923,0.00031759452233960834,3.2441918352115695
baseline,total,valley_even,1.0,0.05,-37.5,-2.2650584753561684,0.00022239588468109836,3.2652808712408494
baseline,total,valley_even,1.0,0.05,-36.66666666666666,-2.31839649031107,0.00017038490336127065,3.318566875214431
baseline,total,valley_even,1.0,0.05,-35.83333333333333,-2.385754413331646,0.000131276125525707,3.3858856894571723
baseline,total,valley_even,1.0,0.05,-35.0,-2.3969351357690516,8.83194612854526e-05,3.3970234552303373
baseline,total,valley_even,1.0,0.05,-34.166666666666664,-2.435246040043859,7.579804292031694e-05,3.4353218380867796
baseline,total,valley_even,1.0,0.05,-33.33333333333333,-2.4943599980449886,6.84313597714698e-05,3.49442842940476
baseline,total,valley_even,1.0,0.05,-32.5,-2.5118499381905233,7.475328088310275e-05,3.511924691471407
baseline,total,valley_even,1.0,0.05,-31.666666666666664,-2.526337149917609,0.00010102827139661057,3.526438178189006
baseline,total,valley_even,1.0,0.05,-30.83333333333333,-2.598203579430237,0.00015596543427565498,3.5983595448645125
baseline,total,valley_even,1.0,0.05,-30.0,-2.6735600623055205,0.0002571318591858701,3.673817194164706
baseline,total,valley_even,1.0,0.05,-29.166666666666664,-2.7172226856153525,0.00042140692429338075,3.7176440925396452
baseline,total,valley_even,1.0,0.05,-28.33333333333333,-2.743039861789091,0.0006896200297767411,3.743729481818869
baseline,total,valley_even,1.0,0.05,-27.5,-2.6918672044473615,0.0010608049907841154,3.6929280094381456
baseline,total,valley_even,1.0,0.05,-26.666666666666664,-2.653560780078815,0.0016514427595215975,3.6552122228383364
baseline,total,valley_even,1.0,0.05,-25.83333333333333,-2.5740393963321826,0.002294913290176675,3.576334309622359
baseline,total,valley_even,1.0,0.05,-25.0,-2.5136502383022825,0.003125167448012471,3.516775405750296
baseline,total,valley_even,1.0,0.05,-24.166666666666664,-2.3221291279074014,0.0036151613918169695,3.3257442892992186
baseline,total,valley_even,1.0,0.05,-23.33333333333333,-2.1846481457303835,0.0038484155357863237,3.1884965612661698
baseline,total,valley_even,1.0,0.05,-22.5,-2.1369516910287247,0.004063169737113985,3.1410148607658384
baseline,total,valley_even,1.0,0.05,-21.666666666666664,-2.136792538370337,0.0042782633215481414,3.1410708016918854
baseline,total,valley_even,1.0,0.05,-20.83333333333333,-2.15337210139845,0.004366671149181877,3.1577387725476327
baseline,total,valley_even,1.0,0.05,-20.0,-2.1860211167039285,0.004325550026669222,3.190346666730598
baseline,total,valley_even,1.0,0.05,-19.166666666666664,-2.180210230594093,0.004357148991387408,3.184567379585481
baseline,total,valley_even,1.0,0.05,-18.33333333333333,-2.1391207198915434,0.004548315150346336,3.1436690350418894
baseline,total,valley_even,1.0,0.05,-17.5,-2.1713509719288258,0.005117060654960236,3.176468032583786
baseline,total,valley_even,1.0,0.05,-16.666666666666664,-2.1291886607775448,0.006239321794828949,3.135427982572373
baseline,total,valley_even,1.0,0.05,-15.833333333333329,-1.9982270334425185,0.008007699346655834,3.006234732789174
baseline,total,valley_even,1.0,0.05,-15.0,-1.9268649276661596,0.01042176298442151,2.937286690650581
baseline,total,valley_even,1.0,0.05,-14.166666666666655,-1.8926144185452087,0.012791339670170834,2.90540575821538
baseline,total,valley_even,1.0,0.05,-13.333333333333329,-1.8850655123406859,0.015128066446201205,2.900193578786886
baseline,total,valley_even,1.0,0.05,-12.5,-1.8414931105335346,0.017064933472695464,2.8585580440062306
baseline,total,valley_even,1.0,0.05,-11.666666666666655,-1.6787090994722003,0.017903888317893905,2.696612987790094
baseline,total,valley_even,1.0,0.05,-10.833333333333329,-1.5571659158151643,0.020413028345189304,2.5775789441603534
baseline,total,valley_even,1.0,0.05,-10.0,-1.529180102158452,0.022606834689059996,2.5517869368475115
baseline,total,valley_even,1.0,0.05,-9.166666666666655,-1.6124112726494626,0.026531633843858145,2.638942906493321
baseline,total,valley_even,1.0,0.05,-8.333333333333329,-1.7978488259893133,0.037185249620179356,2.8350340756094923
baseline,total,valley_even,1.0,0.05,-7.5,-1.8668039935888516,0.04444403039256215,2.911248023981414
baseline,total,valley_even,1.0,0.05,-6.666666666666657,-1.857304490814413,0.05230081795831325,2.9096053087727265
baseline,total,valley_even,1.0,0.05,-5.833333333333329,-1.8309250462133457,0.06396596886709108,2.894891015080437
baseline,total,valley_even,1.0,0.05,-5.0,-1.8188948714504454,0.08372693271287206,2.902621804163318
baseline,total,valley_even,1.0,0.05,-4.166666666666657,-1.8116567844080285,0.11836883678331162,2.93002562119134
baseline,total,valley_even,1.0,0.05,-3.3333333333333286,-1.7833046761699347,0.18196433220891792,2.9652690083788524
baseline,total,valley_even,1.0,0.05,-2.5,-1.6552447370469725,0.29749511943906487,2.952739856486037
baseline,total,valley_even,1.0,0.05,-1.6666666666666572,-1.327667430050537,0.5141101568067618,2.8417775868572988
baseline,total,valley_even,1.0,0.05,-0.8333333333333286,-0.49197565260301385,0.9823487185679495,2.474324371170964
baseline,total,valley_even,1.0,0.05,0.0,3.414284243029369,2.414284243029369,0.0
baseline,total,valley_even,1.0,0.05,0.8333333333333428,-0.6787730429043652,0.9165340856275889,2.595307128531954
baseline,total,valley_even,1.0,0.05,1.6666666666666714,-1.533856859942995,0.4593502139799781,2.993207073922974
baseline,total,valley_even,1.0,0.05,2.5,-1.789329408424517,0.28176097263112687,3.071090381055644
baseline,total,valley_even,1.0,0.05,3.333333333333343,-1.7332319254737545,0.18591908246188452,2.9191510079356386
baseline,total,valley_even,1.0,0.05,4.166666666666671,-1.1910081430445916,0.11382770753068476,2.304835850575276
baseline,total,valley_even,1.0,0.05,5.0,-0.6143857884256615,0.06397880326933338,1.678364591694995
baseline,total,valley_even,1.0,0.05,5.833333333333343,-0.35198149731719863,0.040799033236293095,1.3927805305534917
baseline,total,valley_even,1.0,0.05,6.666666666666671,-0.1912163053651917,0.02747854427263099,1.2186948496378227
baseline,total,valley_even,1.0,0.05,7.5,-0.07240530114422292,0.01857628026381863,1.0909815814080415
baseline,total,valley_even,1.0,0.05,8.333333333333343,0.060471143970929016,0.012216405627675926,0.951745261656747
baseline,total,valley_even,1.0,0.05,9.166666666666671,0.236932230283115,0.007506552237069512,0.7705743219539545
baseline,total,valley_even,1.0,0.05,10.0,0.4820794266605734,0.00394690518005378,0.5218674785194801
baseline,total,valley_even,1.0,0.05,10.833333333333345,0.7187424375003271,0.0017776513646146769,0.28303521386428754
baseline,total,valley_even,1.0,0.05,11.666666666666671,0.8247934514170709,0.0009474526034923236,0.17615400118642155
baseline,total,valley_even,1.0,0.05,12.5,0.8647318797505043,0.0006242722370979691,0.13589239248659377
baseline,total,valley_even,1.0,0.05,13.333333333333345,0.8854926170874878,0.0004549265369047219,0.11496230944941681
baseline,total,valley_even,1.0,0.05,14.166666666666671,0.8991393446729066,0.00034885728023062635,0.10120951260732397
baseline,total,valley_even,1.0,0.05,15.0,0.9093078900150798,0.0002759210154416172,0.0909680310003619
baseline,total,valley_even,1.0,0.05,15.833333333333345,0.9174235183913926,0.00022294614132106834,0.08279942774992852
baseline,total,valley_even,1.0,0.05,16.66666666666667,0.9241670672455403,0.00018306642549429834,0.07601599917995396
baseline,total,valley_even,1.0,0.05,17.5,0.9299152892976135,0.0001522675210696079,0.07023697822345618
baseline,total,valley_even,1.0,0.05,18.333333333333343,0.9349008993618415,0.00012801375891569286,0.06522711439707418
baseline,total,valley_even,1.0,0.05,19.16666666666667,0.9392798930421724,0.00010861405320605717,0.0608287210110339
baseline,total,valley_even,1.0,0.05,20.0,0.9431633666234709,9.289477251510567e-05,0.05692952814904391
baseline,K_B,valley_even,2.0,0.05,-80.0,0.9312802939302945,4.085259582307457e-06,0.0687237913292878
baseline,K_B,valley_even,2.0,0.05,-79.16666666666667,0.9275310349960588,4.398891172973623e-06,0.072473363895114
baseline,K_B,valley_even,2.0,0.05,-78.33333333333333,0.9234158715918662,4.747140755760069e-06,0.07658887554888955
baseline,K_B,valley_even,2.0,0.05,-77.5,0.9188802065346616,5.135246621021938e-06,0.08112492871195955
baseline,K_B,valley_even,2.0,0.05,-76.66666666666667,0.9138580142545829,5.569489136815381e-06,0.0861475552345538
baseline,K_B,valley_even,2.0,0.05,-75.83333333333333,0.9082686347595736,6.057453519171318e-06,0.0917374226939456
baseline,K_B,valley_even,2.0,0.05,-75.0,0.9020123862832264,6.6083739566189745e-06,0.09799422209073029
baseline,K_B,valley_even,2.0,0.05,-74.16666666666667,0.8949644250681442,7.233589183353109e-06,0.10504280852103932
baseline,K_B,valley_even,2.0,0.05,-73.33333333333333,0.8869659105828641,7.947152767838232e-06,0.11304203656990365
baseline,K_B,valley_even,2.0,0.05,-72.5,0.87781083085202,8.766662036443274e-06,0.12219793581001646
baseline,K_B,valley_even,2.0,0.05,-71.66666666666667,0.8672253666516995,9.714405949638043e-06,0.1327843477542501
baseline,K_B,valley_even,2.0,0.05,-70.83333333333333,0.8548331076834872,1.081901567035617e-05,0.14517771133218324
baseline,K_B,valley_even,2.0,0.05,-70.0,0.8400888483164481,1.2118094704317645e-05,0.1599232697782561
baseline,K_B,valley_even,2.0,0.05,-69.16666666666667,0.8221213814516459,1.3663923347787203e-05,0.1778922824717018
baseline,K_B,valley_even,2.0,0.05,-68.33333333333333,0.7991757243533569,1.5547312611409614e-05,0.20083982295925457
baseline,K_B,valley_even,2.0,0.05,-67.5,0.7657804016264597,1.804656534021178e-05,0.23423764493888058
baseline,K_B,valley_even,2.0,0.05,-66.66666666666667,0.7110927648804282,2.154776483333176e-05,0.28892878288440527
baseline,K_B,valley_even,2.0,0.05,-65.83333333333333,0.6317254946153387,2.550544110047191e-05,0.3683000108257617
baseline,K_B,valley_even,2.0,0.05,-65.0,0.5085129699210656,2.9881847744685086e-05,0.49151691192667885
baseline,K_B,valley_even,2.0,0.05,-64.16666666666667,0.2875208256481042,3.699622657990541e-05,0.7125161705784757
baseline,K_B,valley_even,2.0,0.05,-63.33333333333333,-0.04705436445343114,5.306895307782317e-05,1.0471074334065091
baseline,K_B,valley_even,2.0,0.05,-62.5,-0.5059113038204629,8.756687607009241e-05,1.5059988706965328
baseline,K_B,valley_even,2.0,0.05,-61.66666666666666,-1.129083516094177,0.00015364318607133195,2.1292371592802484
baseline,K_B,valley_even,2.0,0.05,-60.83333333333333,-1.9592365444815274,0.0002628309011599694,2.959499375382687
baseline,K_B,valley_even,2.0,0.05,-60.0,-2.9558084730318095,0.0004062206671595888,3.956214693698969
baseline,K_B,valley_even,2.0,0.05,-59.16666666666666,-3.729415839762755,0.0005085132800064417,4.729924353042762
baseline,K_B,valley_even,2.0,0.05,-58.33333333333333,-4.246661938889534,0.0005608218953630611,5.247222760784895
baseline,K_B,valley_even,2.0,0.05,-57.5,-4.573129267046867,0.0005855970828035282,5.573714864129671
baseline,K_B,valley_even,2.0,0.05,-56.66666666666666,-4.749946697623269,0.000602709541902443,5.750549407165172
baseline,K_B,valley_even,2.0,0.05,-55.83333333333333,-4.7980467264784625,0.0006228885870639885,5.798669615065528
baseline,K_B,valley_even,2.0,0.05,-55.0,-4.811736658778797,0.0006489538366859746,5.812385612615482
baseline,K_B,valley_even,2.0,0.05,-54.16666666666666,-4.840959387944869,0.0006865957654687774,5.841645983710339
baseline,K_B,valley_even,2.0,0.05,-53.33333333333333,-4.910330506352005,0.0007338089324398779,5.911064315284444
baseline,K_B,valley_even,2.0,0.05,-52.5,-5.063573251511991,0.0007852837779073743,6.0643585352899
baseline,K_B,valley_even,2.0,0.05,-51.66666666666666,-5.099671037872162,0.00083327249736783,6.100504310369531
baseline,K_B,valley_even,2.0,0.05,-50.83333333333333,-5.163714013380526,0.0008851749240741651,6.1645991883046
baseline,K_B,valley_even,2.0,0.05,-50.0,-5.111660563342876,0.0009412229582130644,6.112601786301087
baseline,K_B,valley_even,2.0,0.05,-49.16666666666666,-5.084819239075787,0.00101809909674751,6.085837338172535
baseline,K_B,valley_even,2.0,0.05,-48.33333333333333,-5.151982184988917,0.0011033206259631319,6.15308550561488
baseline,K_B,valley_even,2.0,0.05,-47.5,-4.928723869288614,0.0011500889580635396,5.929873958246678
baseline,K_B,valley_even,2.0,0.05,-46.66666666666666,-4.961023425575944,0.0012164294186988475,5.962239854994642
baseline,K_B,valley_even,2.0,0.05,-45.83333333333333,-4.807239838563902,0.0012248337424563796,5.808464672306357
baseline,K_B,valley_even,2.0,0.05,-45.0,-4.845683255146562,0.001240754187596219,5.84692400933416
baseline,K_B,valley_even,2.0,0.05,-44.16666666666666,-4.7598564721599645,0.001197904723968274,5.761054376883932
baseline,K_B,valley_even,2.0,0.05,-43.33333333333333,-4.731956874663892,0.001129006361221281,5.733085881025113
baseline,K_B,valley_even,2.0,0.05,-42.5,-4.594880816145554,0.0010404004206151123,5.595921216566169
baseline,K_B,valley_even,2.0,0.05,-41.66666666666666,-4.550698593356191,0.0009074097804100253,5.551606003136602
baseline,K_B,valley_even,2.0,0.05,-40.83333333333333,-4.396091082457727,0.0007917459152829052,5.396882828373009
baseline,K_B,valley_even,2.0,0.05,-40.0,-4.288362592470159,0.0006711597572686262,5.289033752227428
baseline,K_B,valley_even,2.0,0.05,-39.16666666666666,-4.031367415132712,0.0005228794931216952,5.031890294625834
baseline,K_B,valley_even,2.0,0.05,-38.33333333333333,-3.99729021555505,0.0004570561344620984,4.997747271689512
baseline,K_B,valley_even,2.0,0.05,-37.5,-3.6504256796038743,0.0003403405991634746,4.650766020203037
baseline,K_B,valley_even,2.0,0.05,-36.66666666666666,-3.47294996459976,0.00027104390011855207,4.473221008499879
baseline,K_B,valley_even,2.0,0.05,-35.83333333333333,-3.373800274974759,0.0002327109369511852,4.37403298591171
baseline,K_B,valley_even,2.0,0.05,-35.0,-2.834853116961858,0.00016808525582811035,3.8350212022176855
baseline,K_B,valley_even,2.0,0.05,-34.166666666666664,-2.6677711339406063,0.0001536418877548911,3.6679247758283613
baseline,K_B,valley_even,2.0,0.05,-33.33333333333333,-2.1897713154460385,0.00015075593321948436,3.1899220713792573
baseline,K_B,valley_even,2.0,0.05,-32.5,-1.952800021424907,0.0001713831720365715,2.952971404596943
baseline,K_B,valley_even,2.0,0.05,-31.666666666666664,-2.140157535250949,0.000220353272655979,3.140377888523605
baseline,K_B,valley_even,2.0,0.05,-30.83333333333333,-2.6647021636490287,0.00030247908469946557,3.6650046427337277
baseline,K_B,valley_even,2.0,0.05,-30.0,-3.2485403738262897,0.00043701374856012007,4.2489773875748496
baseline,K_B,valley_even,2.0,0.05,-29.166666666666664,-3.6897467628659095,0.0006386656280965049,4.6903854284940065
baseline,K_B,valley_even,2.0,0.05,-28.33333333333333,-4.047234711256975,0.0009370540259093154,5.048171765282883
baseline,K_B,valley_even,2.0,0.05,-27.5,-4.3331660492575805,0.0013442850021074628,5.334510334259687
baseline,K_B,valley_even,2.0,0.05,-26.666666666666664,-4.564518300715096,0.0018451728321826175,5.566363473547277
baseline,K_B,valley_even,2.0,0.05,-25.83333333333333,-4.746799152764583,0.0024328681921551537,5.749232020956738
baseline,K_B,valley_even,2.0,0.05,-25.0,-4.790487541657094,0.0029778152407847094,5.793465356897878
baseline,K_B,valley_even,2.0,0.05,-24.166666666666664,-4.871149992896161,0.003590001329165405,5.874739994225328
baseline,K_B,valley_even,2.0,0.05,-23.33333333333333,-4.881182897182222,0.004129365659844432,5.885312262842065
baseline,K_B,valley_even,2.0,0.05,-22.5,-4.9047129135182415,0.004596339473016454,5.909309252991258
baseline,K_B,valley_even,2.0,0.05,-21.666666666666664,-4.926350433468647,0.004924655465966854,5.931275088934615
baseline,K_B,valley_even,2.0,0.05,-20.83333333333333,-4.913643185787727,0.005035969195522863,5.91867915498325
baseline,K_B,valley_even,2.0,0.05,-20.0,-4.947090375811774,0.005029317700398167,5.952119693512171
baseline,K_B,valley_even,2.0,0.05,-19.166666666666664,-4.901441271668372,0.0050243596257831605,5.9064656312941555
baseline,K_B,valley_even,2.0,0.05,-18.33333333333333,-4.708341681744115,0.005127509892360317,5.7134691916364755
baseline,K_B,valley_even,2.0,0.05,-17.5,-4.65734878096785,0.005650842335405444,5.662999623303256
baseline,K_B,valley_even,2.0,0.05,-16.666666666666664,-4.638372661897552,0.006679397865315833,5.645052059762868
baseline,K_B,valley_even,2.0,0.05,-15.833333333333329,-4.6792094543237335,0.00809207327071958,5.687301527594454
baseline,K_B,valley_even,2.0,0.05,-15.0,-4.81695606915944,0.009729896305258678,5.8266859654647
baseline,K_B,valley_even,2.0,0.05,-14.166666666666655,-4.862992390984354,0.01119056248572795,5.874182953470081
baseline,K_B,valley_even,2.0,0.05,-13.333333333333329,-4.803829151558261,0.012391068343619895,5.816220219901882
baseline,K_B,valley_even,2.0,0.05,-12.5,-4.6979750678968575,0.01346269891509615,5.711437766811954
baseline,K_B,valley_even,2.0,0.05,-11.666666666666655,-4.497730650786186,0.014265797026004473,5.511996447812189
baseline,K_B,valley_even,2.0,0.05,-10.833333333333329,-4.221604461310337,0.014960470598588165,5.236564931908925
baseline,K_B,valley_even,2.0,0.05,-10.0,-4.259245626377251,0.018338639011033532,5.277584265388286
baseline,K_B,valley_even,2.0,0.05,-9.166666666666655,-4.6529562796609945,0.026221982348794682,5.679178262009788
baseline,K_B,valley_even,2.0,0.05,-8.333333333333329,-4.793728927430838,0.03390704820118975,5.8276359756320275
baseline,K_B,valley_even,2.0,0.05,-7.5,-4.701712128071689,0.04065057597381232,5.742362704045502
baseline,K_B,valley_even,2.0,0.05,-6.666666666666657,-4.56808821694836,0.04935179550325599,5.617440012451616
baseline,K_B,valley_even,2.0,0.05,-5.833333333333329,-4.426876800900585,0.06211559556112111,5.488992396461707
baseline,K_B,valley_even,2.0,0.05,-5.0,-4.30517120830606,0.08241776352895486,5.387588971835016
baseline,K_B,valley_even,2.0,0.05,-4.166666666666657,-4.175252282414462,0.11598455501292859,5.29123683742739
baseline,K_B,valley_even,2.0,0.05,-3.3333333333333286,-3.9720541798931603,0.17642535859839442,5.148479538491554
baseline,K_B,valley_even,2.0,0.05,-2.5,-3.4764981779727733,0.28753987835571754,4.764038056328491
baseline,K_B,valley_even,2.0,0.05,-1.6666666666666572,-2.4396333894263647,0.5051425267285313,3.9447759161548954
baseline,K_B,valley_even,2.0,0.05,-0.8333333333333286,-0.2641693959655218,0.9518833167655033,2.2160527127310248
baseline,K_B,valley_even,2.0,0.05,0.0,2.4868114101041905,1.48681141010419,0.0
baseline,K_B,valley_even,2.0,0.05,0.8333333333333428,-0.3913714096999713,0.9176575012881333,2.3090289109881046
baseline,K_B,valley_even,2.0,0.05,1.6666666666666714,-2.657443862700594,0.4584221822998842,4.1158660450004785
baseline,K_B,valley_even,2.0,0.05,2.5,-3.6700262000933375,0.24566484772174135,4.915691047815079
baseline,K_B,valley_even,2.0,0.05,3.333333333333343,-3.965441034801734,0.1397780175315131,5.105219052333248
baseline,K_B,valley_even,2.0,0.05,4.166666666666671,-3.06600552093166,0.06553481925303112,4.131540340184691
baseline,K_B,valley_even,2.0,0.05,5.0,-1.7273776589307694,0.025927641435175498,2.753305300365945
baseline,K_B,valley_even,2.0,0.05,5.833333333333343,-1.0840576804339017,0.01240513213382103,2.096462812567723
baseline,K_B,valley_even,2.0,0.05,6.666666666666671,-0.6668914840236945,0.006832700780029695,1.6737241848037243
baseline,K_B,valley_even,2.0,0.05,7.5,-0.3589408280868222,0.00404345278547971,1.3629842808723016
baseline,K_B,valley_even,2.0,0.05,8.333333333333343,-0.08100051413435992,0.0025610414615938604,1.083561555595954
baseline,K_B,valley_even,2.0,0.05,9.166666666666671,0.1730737905261407,0.0016993747370923034,0.8286255842109518
baseline,K_B,valley_even,2.0,0.05,10.0,0.4267652821067952,0.001166148137700782,0.5744008660309055
baseline,K_B,valley_even,2.0,0.05,10.833333333333345,0.6212946055962624,0.0008525843534087928,0.3795579787571464
baseline,K_B,valley_even,2.0,0.05,11.666666666666671,0.706050724860872,0.0006710627396992942,0.29462033787882735
baseline,K_B,valley_even,2.0,0.05,12.5,0.7477261010160082,0.0005379469041825805,0.25281184588817446
baseline,K_B,valley_even,2.0,0.05,13.333333333333345,0.7761483251011967,0.0004349392546572885,0.2242866141534607
baseline,K_B,valley_even,2.0,0.05,14.166666666666671,0.7982878020237848,0.0003548491054716317,0.20206704708168682
baseline,K_B,valley_even,2.0,0.05,15.0,0.8164946888565668,0.0002922011485065749,0.18379751229193975
baseline,K_B,valley_even,2.0,0.05,15.833333333333345,0.8318897834801081,0.00024278348614305132,0.16835300000603493
baseline,K_B,valley_even,2.0,0.05,16.66666666666667,0.8451339297257974,0.0002034382289351538,0.15506950850313778
baseline,K_B,valley_even,2.0,0.05,17.5,0.8566678831152368,0.00017181795980726969,0.14350393484457036
baseline,K_B,valley_even,2.0,0.05,18.333333333333343,0.8668079351903857,0.00014617522424966578,0.13333824003386383
baseline,K_B,valley_even,2.0,0.05,19.16666666666667,0.8757917529776412,0.0001252011669234872,0.12433344818928227
baseline,K_B,valley_even,2.0,0.05,20.0,0.8838035502946385,0.0001079073473938084,0.11630435705275528
baseline,K_T,valley_even,2.0,0.05,-80.0,0.9706564973109583,1.3673388677494106e-06,0.029344870027909566
baseline,K_T,valley_even,2.0,0.05,-79.16666666666667,0.968648546438309,1.5061080637637783e-06,0.031352959669754786
baseline,K_T,valley_even,2.0,0.05,-78.33333333333333,0.9663748206031811,1.667033373434225e-06,0.03362684643019226
baseline,K_T,valley_even,2.0,0.05,-77.5,0.963778479108516,1.8553443008525637e-06,0.036223376235784796
baseline,K_T,valley_even,2.0,0.05,-76.66666666666667,0.9607848540037123,2.078004781942259e-06,0.039217224001069674
baseline,K_T,valley_even,2.0,0.05,-75.83333333333333,0.9572936665430027,2.344493400824432e-06,0.04270867795039795
baseline,K_T,valley_even,2.0,0.05,-75.0,0.9531666528208548,2.6680489804193456e-06,0.046836015228125645
baseline,K_T,valley_even,2.0,0.05,-74.16666666666667,0.9482070075622113,3.067744732642282e-06,0.05179606018252137
baseline,K_T,valley_even,2.0,0.05,-73.33333333333333,0.9421233683409267,3.5721227684635156e-06,0.05788020378184188
baseline,K_T,valley_even,2.0,0.05,-72.5,0.9344624232556665,4.225976253496678e-06,0.06554180272058682
baseline,K_T,valley_even,2.0,0.05,-71.66666666666667,0.9244718863912688,5.104052111760952e-06,0.07553321766084313
baseline,K_T,valley_even,2.0,0.05,-70.83333333333333,0.9107902163155378,6.341751325383082e-06,0.08921612543578761
baseline,K_T,valley_even,2.0,0.05,-70.0,0.8906351762966327,8.214177752549743e-06,0.10937303788111985
baseline,K_T,valley_even,2.0,0.05,-69.16666666666667,0.8572185857439434,1.1382957222612624e-05,0.14279279721327917
baseline,K_T,valley_even,2.0,0.05,-68.33333333333333,0.7891859944760364,1.7884824082952977e-05,0.21083189034804642
baseline,K_T,valley_even,2.0,0.05,-67.5,0.6135450296222542,3.4716516719291464e-05,0.38648968689446483
baseline,K_T,valley_even,2.0,0.05,-66.66666666666667,0.30835669831128265,6.597746806042017e-05,0.6917092791567777
baseline,K_T,valley_even,2.0,0.05,-65.83333333333333,0.024428865163249013,9.86175211529892e-05,0.975669752357904
baseline,K_T,valley_even,2.0,0.05,-65.0,-0.22917327165693796,0.00012894712146228703,1.2293022187784004
baseline,K_T,valley_even,2.0,0.05,-64.16666666666667,-0.48660148703251654,0.00015483840701630109,1.486756325439533
baseline,K_T,valley_even,2.0,0.05,-63.33333333333333,-0.7863562382347177,0.00017875437494450965,1.786534992609662
baseline,K_T,valley_even,2.0,0.05,-62.5,-1.1180174101555524,0.00019778071686629597,2.1182151908724185
baseline,K_T,valley_even,2.0,0.05,-61.66666666666666,-1.4563642245821018,0.00021212082354914765,2.4565763454056517
baseline,K_T,valley_even,2.0,0.05,-60.83333333333333,-1.6156694293675193,0.0002113659242146018,2.615880795291734
baseline,K_T,valley_even,2.0,0.05,-60.0,-1.707014196869051,0.0002056024597176036,2.7072197993287683
baseline,K_T,valley_even,2.0,0.05,-59.16666666666666,-1.691213822168475,0.00019639928718609268,2.691410221455661
baseline,K_T,valley_even,2.0,0.05,-58.33333333333333,-1.6859242923292748,0.000189537287163704,2.686113829616439
baseline,K_T,valley_even,2.0,0.05,-57.5,-1.6572911416273262,0.00018264177324087147,2.657473783400567
baseline,K_T,valley_even,2.0,0.05,-56.66666666666666,-1.6356475799019605,0.00017833289062922793,2.6358259127925896
baseline,K_T,valley_even,2.0,0.05,-55.83333333333333,-1.5769454877568556,0.00017498508658154774,2.5771204728434376
baseline,K_T,valley_even,2.0,0.05,-55.0,-1.4791088179516862,0.00017896091741554545,2.479287778869102
baseline,K_T,valley_even,2.0,0.05,-54.16666666666666,-1.3284725912720725,0.00019129065640707062,2.3286638819284797
baseline,K_T,valley_even,2.0,0.05,-53.33333333333333,-1.229685095319686,0.00021045672186168255,2.2298955520415475
baseline,K_T,valley_even,2.0,0.05,-52.5,-1.2068592193285297,0.00023328064309246005,2.2070924999716217
baseline,K_T,valley_even,2.0,0.05,-51.66666666666666,-1.2254406849826867,0.00025343450168711793,2.225694119484374
baseline,K_T,valley_even,2.0,0.05,-50.83333333333333,-1.3074638906646396,0.0002745958941677029,2.307738486558807
baseline,K_T,valley_even,2.0,0.05,-50.0,-1.4493381044648679,0.00029169178180410166,2.449629796246672
baseline,K_T,valley_even,2.0,0.05,-49.16666666666666,-1.6253640864821575,0.00030358987354785395,2.625667676355705
baseline,K_T,valley_even,2.0,0.05,-48.33333333333333,-1.8125114275946441,0.000310945806758244,2.812822373401403
