label,point_index,source_1,source_2,source_3,reconstructed_1,reconstructed_2,reconstructed_3,delta_1,delta_2,delta_3
Gamma_start,0,-20.14604535317273,-23.75000000000001,-36.52604535317273,-20.146045353172727,-23.750000000000014,-36.526045353172734,3.552713678800501e-15,-3.552713678800501e-15,-7.105427357601002e-15
K_B,150,11.53398272275912,-32.75359526973187,-50.60036279610351,-1.5580551560834033,-11.511972793286999,-58.54392464771078,-13.092037878842524,21.241622476444867,-7.943561851607271
M,300,10.02827159563746,-16.4313182156091,-64.66958981124654,5.963265588888953,-16.24953971647958,-60.78636230362768,-4.065006006748506,0.18177849912952126,3.883227507618855
K_T,450,11.44324828450197,-32.63846976202326,-50.6417433171965,-0.5833143776698415,-11.511973368492493,-59.51866485091887,-12.026562662171811,21.126496393530772,-8.876921533722367
Gamma_end,599,-20.14604535317273,-23.75000000000001,-36.52604535317273,-20.109865293869838,-23.785614029296223,-36.524799995606095,0.03618005930289314,-0.03561402929621238,0.0012453575666313554
