aberration_id,sample_id,psnr_fixed,psnr_guided,psnr_method,psnr_gain,psnr_gap_to_guided,dataset_name,dataset_version,seed,method,object_family,better_than_fixed
3,ImageNet-1k:imagenet_proxy_011,21.256566914227346,26.25070316138612,9.3524230910511,-11.904143823176245,16.89828007033502,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_000,17.750234647757154,18.94005902162341,9.429317173890624,-8.32091747386653,9.510741847732788,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_001,19.29994897478912,21.5463170827702,9.053930740264184,-10.246018234524932,12.492386342506016,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_002,16.622471973112788,17.53427552208179,9.505248094457224,-7.117223878655564,8.029027427624564,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_003,20.696032609119307,24.39836221030438,9.057892223535994,-11.638140385583313,15.340469986768388,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_004,19.76316827026758,21.93240937845346,8.654905823763618,-11.108262446503964,13.277503554689842,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_005,19.87212671663732,21.21256269770685,9.094654036692065,-10.777472679945255,12.117908661014788,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_006,19.65704810311735,21.072107117468097,10.427313744215818,-9.229734358901531,10.64479337325228,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_007,25.92318706892768,28.075364195054085,10.536867551055789,-15.386319517871891,17.538496643998297,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_008,18.51438484054861,19.86452239350824,9.68425335096871,-8.830131489579898,10.180269042539528,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_009,20.59954986294597,21.869682092006435,9.43800415190742,-11.16154571103855,12.431677940099014,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_010,16.76661491870148,17.75994326500934,8.406242088532025,-8.360372830169457,9.353701176477315,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_011,21.898885206297475,24.152248065562382,9.290381223156896,-12.60850398314058,14.86186684240549,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_000,16.15346213451125,16.61744566255198,9.367583059524875,-6.785879074986374,7.249862603027102,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_001,18.64806666618471,21.835291917010554,8.982429797157293,-9.665636869027418,12.852862119853262,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_002,14.99213140498757,16.073611115520897,9.546361477652914,-5.445769927334656,6.527249637867984,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_003,19.95005748643167,23.819512327176653,9.027983804843227,-10.922073681588444,14.791528522333426,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_004,17.02112070435518,19.13373825555621,8.44705200180787,-8.57406870254731,10.68668625374834,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_005,18.877109632413845,20.991816626785656,9.15027253246177,-9.726837099952077,11.841544094323886,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_006,19.001095809722333,20.264718741418804,10.477804532312431,-8.5232912774099,9.78691420910637,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_007,23.875982204289585,28.345321254817843,10.436376854070213,-13.439605350219374,17.908944400747632,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_008,17.78390643054887,19.32250895540868,9.695315544331772,-8.088590886217098,9.627193411076906,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_009,19.67577512735865,22.764868507133414,9.405434414195298,-10.270340713163352,13.35943409293812,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_010,15.96062765825073,18.12893413208769,8.467532544183566,-7.493095114067163,9.661401587904123,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_011,20.56497074291316,24.539170693293386,9.322022090828703,-11.242948652084458,15.217148602464682,ImageNet-1k,ILSVRC2012 validation,,phase_only_stack,,False
0,COCO:coco_proxy_000,21.18584846107649,22.224025842597023,9.342297753763644,-11.843550707312843,12.881728088833382,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_001,24.546960020496552,25.82844381137395,10.359994985133271,-14.18696503536328,15.46844882624068,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_002,24.740017578861885,25.59200767753246,11.05594490475963,-13.684072674102255,14.536062772772832,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_003,23.828686463082374,25.180480593498828,10.505666057378724,-13.323020405703648,14.674814536120104,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_004,20.58636460301868,21.843225791138053,9.790323697897676,-10.796040905121,12.052902093240377,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_005,21.535669119712534,22.77663158924953,9.99051843934392,-11.545150680368613,12.786113149905605,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_006,23.396440817262945,25.34612573997068,10.52959238642963,-12.866848430833317,14.816533353541049,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_007,24.84233751244973,26.0457182297946,10.571236124898144,-14.271101387551589,15.474482104896458,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_008,23.00492307377262,24.088050696213877,9.32907085775015,-13.67585221602247,14.758979838463723,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_009,22.200482604850794,23.351254983163013,9.761863628662534,-12.43861897618826,13.58939135450048,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_010,24.90043226043335,26.053936431629246,10.335117324352574,-14.565314936080778,15.718819107276673,COCO,2017 validation,,phase_only_stack,,False
0,COCO:coco_proxy_011,24.73877442876923,25.773240252685905,9.712915473787875,-15.025858954981352,16.060324778898025,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_000,21.19200810523864,22.903916609988716,9.349747982863065,-11.842260122375574,13.554168627125648,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_001,24.47124638202231,26.329664380502376,10.382832484004677,-14.088413898017636,15.9468318964977,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_002,24.858207862575867,26.65511378499847,11.15924555957029,-13.698962303005576,15.49586822542818,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_003,24.13394623880172,26.238201534959185,10.505322478796868,-13.628623760004851,15.732879056162316,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_004,20.757883031502857,22.74222231063731,9.72934679647138,-11.028536235031476,13.012875514165929,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_005,21.78876080018913,23.86072375841082,9.937890701819894,-11.850870098369237,13.922833056590926,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_006,22.9487726478968,25.032284901946102,10.460490529601747,-12.488282118295048,14.571794372344357,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_007,24.647484499274917,26.27601165492031,10.591595529695256,-14.05588896957966,15.684416125225056,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_008,23.08364139584464,25.25714138656054,9.331090339609544,-13.752551056235095,15.926051046950995,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_009,22.20942172114281,24.21226733727752,9.73706689736308,-12.47235482377973,14.475200439914437,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_010,25.046641757397644,27.059882171199764,10.358220242611406,-14.688421514786238,16.701661928588358,COCO,2017 validation,,phase_only_stack,,False
1,COCO:coco_proxy_011,24.832871291974502,27.149415867518417,9.712248751223246,-15.120622540751256,17.43716711629517,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_000,21.57008790434538,24.375691576760584,9.417348401494236,-12.152739502851144,14.958343175266346,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_001,24.918387539192537,26.76888454132113,10.378066826520062,-14.540320712672475,16.39081771480107,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_002,24.88840788264096,26.77042768053349,11.047395200411184,-13.84101268222978,15.723032480122308,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_003,24.517329613572592,26.594560183434595,10.553680282492202,-13.96364933108039,16.040879900942393,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_004,21.583892084560475,24.097453203091668,9.778940607199088,-11.804951477361389,14.31851259589258,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_005,22.073414764869312,24.01565874646419,10.000931375659247,-12.072483389210063,14.01472737080494,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_006,24.04428256461735,26.92529278247198,10.487528338504394,-13.556754226112956,16.437764443967588,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_007,25.12669072157475,27.34251116388021,10.58195712478546,-14.54473359678929,16.76055403909475,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_008,23.49197736039697,25.521812089721514,9.33869641165583,-14.15328094874114,16.183115678065683,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_009,22.83780146077324,25.3140007625382,9.818757443698468,-13.019044017074776,15.495243318839732,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_010,25.398539574351645,27.700457286427085,10.355706316898656,-15.042833257452989,17.344750969528427,COCO,2017 validation,,phase_only_stack,,False
2,COCO:coco_proxy_011,25.23897231696149,27.14268448200624,9.735389582613076,-15.503582734348416,17.407294899393165,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_000,21.545191530134893,24.607504221228037,9.376270414551458,-12.168921115583435,15.231233806676576,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_001,24.753715767425227,27.129731914124665,10.344403562755154,-14.409312204670073,16.78532835136951,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_002,25.031546142555506,27.053288034314843,11.107279743643884,-13.92426639891162,15.94600829067096,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_003,24.589585770852583,27.479209537519367,10.518673099547328,-14.070912671305257,16.96053643797204,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_004,21.54691308169418,25.10560037957333,9.813453218661172,-11.733459863033008,15.292147160912156,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_005,21.91673255552016,24.69111342916475,9.939725603215164,-11.977006952304992,14.751387825949587,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_006,23.317372795459764,26.521701898412694,10.467234365348403,-12.85013843011136,16.05446753306429,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_007,24.840216416036856,27.412239130757783,10.615100390552286,-14.22511602548457,16.7971387402055,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_008,22.97178933270935,25.931903468881256,9.351714963770425,-13.620074368938926,16.580188505110833,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_009,22.63608774142458,25.87196995143181,9.779023023655505,-12.857064717769074,16.092946927776307,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_010,25.34279142516656,28.554664235083425,10.394432668430127,-14.948358756736432,18.160231566653295,COCO,2017 validation,,phase_only_stack,,False
3,COCO:coco_proxy_011,25.03731180125614,28.07238753639127,9.731983390127748,-15.305328411128391,18.34040414626352,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_000,20.77564629074752,21.74646572906503,9.346092272914792,-11.429554017832723,12.400373456150238,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_001,24.1060403434455,25.590663164594503,10.316160437351268,-13.789879906094232,15.274502727243236,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_002,24.33359485149665,25.436322802871697,11.030840282455236,-13.302754569041417,14.40548252041646,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_003,23.66655388945368,25.352006720915977,10.465369847056884,-13.201184042396791,14.886636873859093,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_004,20.33749473231744,21.35872759423284,9.732686750946613,-10.604807981370826,11.626040843286226,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_005,21.179940976030096,22.55055495575421,9.955355152650489,-11.224585823379607,12.595199803103723,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_006,22.58187581428067,24.067057926917474,10.375810254267153,-12.20606556001352,13.691247672650322,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_007,24.263585087422324,25.462837483634555,10.501415510710888,-13.762169576711436,14.961421972923668,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_008,22.68031093060081,24.08484184308537,9.304310227196098,-13.376000703404712,14.780531615889274,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_009,21.865974195505142,23.267089255159675,9.749119000280404,-12.11685519522474,13.517970254879272,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_010,24.74513204889945,26.58229674785147,10.33589900638341,-14.40923304251604,16.24639774146806,COCO,2017 validation,,phase_only_stack,,False
4,COCO:coco_proxy_011,24.355540428730784,25.587807455905786,9.69243147591052,-14.663108952820265,15.895375979995263,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_000,18.85717127754794,21.4334390637593,9.15305824539374,-9.704113032154202,12.280380818365565,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_001,21.570354236471857,24.291403873974836,10.284327243097396,-11.28602699337446,14.007076630877435,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_002,22.365070776889663,25.30785608818541,10.99628024240573,-11.368790534483932,14.31157584577968,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_003,21.35815686753262,24.10377264290448,10.410570827550798,-10.947586039981823,13.69320181535368,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_004,18.541980799176763,20.427910063094657,9.645783019402176,-8.896197779774585,10.78212704369248,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_005,19.339725293503918,21.52247809154772,9.83610865934434,-9.503616634159576,11.686369432203383,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_006,20.165108454699897,22.46004957901718,10.377956610701965,-9.787151843997933,12.082092968315216,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_007,21.739398733718787,24.502262893959035,10.487693558441286,-11.2517051752775,14.014569335517749,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_008,20.40402186672693,23.309415402698956,9.261071926349588,-11.14294994037734,14.048343476349364,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_009,19.815794066475146,22.295037752339613,9.63779556714329,-10.177998499331853,12.657242185196324,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_010,22.057445020062744,24.64626755254244,10.239362065395328,-11.818082954667416,14.406905487147112,COCO,2017 validation,,phase_only_stack,,False
5,COCO:coco_proxy_011,21.96699675084105,24.574532682624422,9.622255125207603,-12.344741625633448,14.952277557416824,COCO,2017 validation,,phase_only_stack,,False
