sample_id,psnr_fixed,psnr_method,psnr_gain,seed,dataset_name,dataset_version,condition_family,condition_level,training_regime,method,object_family,aberration_id,psnr_guided,better_than_fixed,condition
UCID:1,21.255575925801864,23.97344678635012,2.717870860548256,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:10,19.95845630442412,23.87960386491454,3.921147560490418,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:11,26.015593636276808,26.142687510191323,0.1270938739145144,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:12,21.95315781792861,24.52289893633793,2.569741118409329,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:2,17.821490970774683,22.59284519188633,4.771354221111647,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:3,23.15267961124612,23.58177712469477,0.4290975134486565,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:4,21.45912880473277,24.91270689319018,3.453578088457405,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:5,22.32448369966609,23.499350363895505,1.1748666642294123,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:6,20.28557171605433,24.21930473751061,3.933733021456273,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:7,22.4460158531799,22.59342884080422,0.1474129876243175,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:8,21.19628229698105,23.910047046915796,2.7137647499347466,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:9,21.58522814918132,23.449313691660397,1.8640855424790708,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:1,21.01173588136006,23.92800782207649,2.9162719407164346,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:10,20.17205169044887,23.33499028906222,3.162938598613348,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:11,26.05337560540299,26.010672166636198,-0.0427034387667966,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_quantization:3.0
UCID:12,21.854656187964903,24.488202394571932,2.6335462066070328,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:2,17.853825735737562,23.19945548886895,5.345629753131387,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:3,22.82151756758289,22.97263864567182,0.1511210780889307,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:4,21.490786005216105,23.388034765478608,1.897248760262503,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:5,22.584734397751348,23.738339444516605,1.1536050467652572,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:6,20.16038953690077,23.54139763524543,3.3810080983446653,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:7,22.162695301245883,22.47084272989332,0.3081474286474375,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:8,20.93231378648364,23.409918078794824,2.477604292311188,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:9,21.00641124222721,22.73982835747688,1.733417115249669,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:1,20.34577393987537,24.12854574670766,3.782771806832287,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:10,19.44317586657194,23.089237086965973,3.646061220394032,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:11,25.82595959363649,26.160308136195248,0.3343485425587538,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:12,21.150886200758308,24.12750195843177,2.9766157576734606,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:2,17.20681404983472,22.30089340220095,5.094079352366229,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:3,22.677131017367085,23.48657526929658,0.8094442519294951,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:4,21.06824991307934,25.46676505573873,4.3985151426593845,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:5,21.83677841479944,23.81996380089863,1.9831853860991904,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:6,19.40616531307116,23.22357236095751,3.817407047886356,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:7,21.915506804266045,22.39963546848651,0.4841286642204672,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:8,20.41365321145236,24.405116702642648,3.991463491190288,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:9,20.838143016207805,23.939803641283085,3.1016606250752794,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:1,17.594844459935594,20.326689588434625,2.731845128499028,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:10,17.613063307531977,20.229436960938838,2.616373653406857,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:11,24.36617466709468,25.50875704201745,1.142582374922771,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:12,18.282499972325603,20.274820335528503,1.9923203632029,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:2,15.566800217936873,20.504615046312743,4.937814828375871,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:3,21.33892290898021,22.315465130038152,0.9765422210579436,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:4,20.147414897911613,23.11323225032581,2.965817352414198,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:5,20.55368090539101,22.63266714724315,2.0789862418521388,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:6,17.455962058934578,20.45830696994633,3.002344911011757,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:7,21.27500331298828,21.66736360357408,0.392360290585799,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:8,19.329379353967383,22.441342606338832,3.1119632523714458,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:9,18.18775431000067,20.819955375778846,2.632201065778176,0,UCID,1338 public citation subset,phase_mask_quantization,3.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:3.0
UCID:1,20.450901151210047,24.82221509682997,4.371313945619924,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:10,19.32060464223356,23.20259683514561,3.881992192912048,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:11,25.70111253285325,25.564127903285684,-0.1369846295675678,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_quantization:4.0
UCID:12,21.6053857229446,25.089454497437167,3.4840687744925702,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:2,17.04900720816539,21.69476822937161,4.645761021206223,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:3,22.555230355295805,23.45532293893404,0.9000925836382336,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:4,20.784527458079232,23.7871132956704,3.002585837591166,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:5,22.02228048425292,24.052799888100985,2.030519403848068,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:6,19.416858236403883,23.383820948447813,3.96696271204393,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:7,21.85942181597248,22.567250065398,0.7078282494255141,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:8,20.506258361921866,23.462022953428388,2.9557645915065223,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:9,21.201172243951927,24.661679767856207,3.46050752390428,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:1,20.77875263384632,24.72878599128053,3.950033357434212,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:10,19.870460726017328,23.41368443400913,3.5432237079918067,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:11,26.24855188162631,26.22136575716204,-0.0271861244642686,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_quantization:4.0
UCID:12,21.80039957955428,25.260362698307507,3.459963118753226,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:2,17.725714203707867,22.3674410929171,4.6417268892092345,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:3,22.573730769841323,23.274142313724123,0.7004115438828009,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:4,21.53771732022349,23.579507210560923,2.041789890337437,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:5,22.38663225072245,24.06262675566961,1.6759945049471623,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:6,19.751501344218383,23.680442985741507,3.928941641523121,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:7,22.290948498233305,22.9816776884749,0.6907291902415942,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:8,20.853414752419177,22.998804908140077,2.1453901557208965,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:9,21.05604812612576,24.14669072424209,3.0906425981163324,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:1,21.255575925801864,24.821700472382112,3.566124546580248,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:10,19.95845630442412,24.071452830848035,4.112996526423913,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:11,26.015593636276808,25.86679194843093,-0.1488016878458822,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_quantization:4.0
UCID:12,21.95315781792861,24.723533683522287,2.7703758655936817,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:2,17.821490970774683,22.160742111166208,4.339251140391525,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:3,23.15267961124612,24.23060309806396,1.0779234868178378,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:4,21.45912880473277,24.780157462264118,3.32102865753134,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:5,22.32448369966609,23.82617395783205,1.5016902581659617,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:6,20.28557171605433,24.638165130184795,4.35259341413046,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:7,22.4460158531799,22.777915974866087,0.3319001216861856,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:8,21.19628229698105,22.811589474121504,1.6153071771404584,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:9,21.58522814918132,24.115269299956232,2.5300411507749097,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:1,21.01173588136006,24.21107343341557,3.1993375520555105,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:10,20.17205169044887,23.69443717890626,3.522385488457388,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:11,26.05337560540299,25.8509586676468,-0.2024169377561904,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_quantization:4.0
UCID:12,21.854656187964903,24.50223970671649,2.647583518751592,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:2,17.853825735737562,22.72064433148312,4.866818595745556,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:3,22.82151756758289,23.63098738752238,0.8094698199394905,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:4,21.490786005216105,23.422012153067485,1.93122614785138,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:5,22.584734397751348,23.93407915343568,1.3493447556843314,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:6,20.16038953690077,24.057609961897253,3.897220424996487,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:7,22.162695301245883,22.76809814183878,0.6054028405928982,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:8,20.93231378648364,22.823697850355472,1.891384063871836,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:9,21.00641124222721,23.109318187692253,2.102906945465044,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:1,20.34577393987537,24.5404619185093,4.1946879786339295,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:10,19.44317586657194,23.264660557583877,3.821484691011932,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:11,25.82595959363649,25.87762906312319,0.051669469486697,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:12,21.150886200758308,24.19988608548869,3.048999884730378,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:2,17.20681404983472,22.06495550619382,4.8581414563591,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:3,22.677131017367085,23.93774808136929,1.2606170640022043,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:4,21.06824991307934,25.25736116039447,4.189111247315129,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:5,21.83677841479944,24.05714540614376,2.220366991344317,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:6,19.40616531307116,23.47988647628992,4.07372116321876,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:7,21.915506804266045,22.61626407121892,0.700757266952877,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:8,20.41365321145236,22.97561321824032,2.5619600067879595,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:9,20.838143016207805,24.947970144379635,4.10982712817183,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:1,17.594844459935594,20.222527508367293,2.627683048431699,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:10,17.613063307531977,20.3669537876692,2.753890480137219,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:11,24.36617466709468,25.36203962163284,0.9958649545381596,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:12,18.282499972325603,20.253407850083505,1.9709078777579023,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:2,15.566800217936873,20.17935351698639,4.612553299049516,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:3,21.33892290898021,22.933034568424382,1.5941116594441738,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:4,20.147414897911613,22.879271189083468,2.731856291171855,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:5,20.55368090539101,22.92134228343529,2.367661378044282,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:6,17.455962058934578,20.771604295041385,3.3156422361068074,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:7,21.27500331298828,21.877677957165723,0.6026746441774442,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:8,19.329379353967383,21.961381254547263,2.6320019005798763,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:9,18.18775431000067,21.128061743947587,2.9403074339469164,0,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:1,20.450901151210047,23.635384585800537,3.18448343459049,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:10,19.32060464223356,22.58503045282774,3.2644258105941795,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:11,25.70111253285325,25.4156423754892,-0.285470157364049,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:1.0
UCID:12,21.6053857229446,24.72742902865153,3.122043305706935,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:2,17.04900720816539,21.56724746430752,4.518240256142132,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:3,22.555230355295805,23.29923421628058,0.7440038609847761,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:4,20.784527458079232,22.924288797959456,2.1397613398802235,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:5,22.02228048425292,23.51819949263444,1.49591900838152,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:6,19.416858236403883,22.75092084140257,3.3340626049986923,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:7,21.85942181597248,22.175324825027435,0.3159030090549528,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:8,20.506258361921866,22.50128656706735,1.995028205145484,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:9,21.201172243951927,24.12419984697921,2.9230276030272826,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:1,20.77875263384632,23.28008230204661,2.501329668200288,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:10,19.870460726017328,22.98108352627887,3.1106228002615417,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:11,26.24855188162631,25.87267009198676,-0.3758817896395499,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:1.0
UCID:12,21.80039957955428,24.88605915595945,3.0856595764051704,0,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
