aberration_id,sample_id,psnr_fixed,psnr_guided,psnr_method,psnr_gain,psnr_gap_to_guided,dataset_name,dataset_version,training_regime,seed,method,object_family,better_than_fixed
1,Kodak-PCD0992:kodim12,21.386338698185973,23.349148388801552,22.466772984231447,1.080434286045474,0.8823754045701051,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
2,Kodak-PCD0992:kodim01,27.790705693646483,29.255724605137992,25.410984774169883,-2.3797209194766005,3.844739830968109,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim02,30.289387467950792,31.573284968340342,28.324194850285057,-1.9651926176657355,3.249090118055289,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim03,24.425261526855053,26.50113739570141,22.76078508334056,-1.6644764435144914,3.740352312360845,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim04,25.74407117584066,27.74327771875894,23.775441996219747,-1.968629179620912,3.967835722539192,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim05,26.443905876364617,27.77456089877465,23.98088873717493,-2.463017139189692,3.7936721615997264,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim06,24.750944971861657,26.669523251896724,22.930239808797225,-1.8207051630644315,3.739283443099499,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim07,26.559553252123383,28.166234167689872,25.107334022053628,-1.4522192300697585,3.058900145636244,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim08,22.555480965228018,24.600809583049752,21.504314950867396,-1.051166014360625,3.09649463218236,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim09,25.478038337231887,27.72758279886017,23.52124364096944,-1.9567946962624452,4.206339157890728,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim10,26.21582770770829,27.83499323900633,24.175031465739064,-2.040796241969222,3.659961773267266,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim11,27.75958329929396,29.606766194447346,26.236221008529952,-1.5233622907640054,3.3705451859173934,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
2,Kodak-PCD0992:kodim12,21.827796398423025,24.578390890476992,22.53561295434722,0.7078165559241931,2.0427779361297738,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
3,Kodak-PCD0992:kodim01,27.92063435081403,29.807045244556228,25.64005598198937,-2.28057836882466,4.166989262566858,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim02,30.047849687614026,31.62219931273738,28.57946515345201,-1.4683845341620163,3.0427341592853736,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim03,24.33057655943248,27.710027765267288,22.613671548263675,-1.7169050111688016,5.096356217003613,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim04,25.315262283862644,28.185737987461472,23.75430187344137,-1.5609604104212735,4.4314361140201015,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim05,25.9888063467766,27.77789628055961,23.99522501417621,-1.9935813326003888,3.7826712663834,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim06,24.36718881107758,26.460914151576137,22.811393983770223,-1.5557948273073556,3.649520167805914,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim07,26.483971174814585,29.03331235935857,25.15782413607723,-1.3261470387373535,3.875488223281337,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim08,22.70436446367612,26.109630447912178,21.534000600817507,-1.1703638628586113,4.575629847094671,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim09,25.00474048357364,27.988982985907967,23.3762992885188,-1.6284411950548403,4.612683697389166,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim10,26.20381294930777,29.040371945253355,24.279291797344552,-1.9245211519632195,4.761080147908803,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim11,27.422731504240588,30.10116697028449,26.309167554984803,-1.1135639492557845,3.791999415299689,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
3,Kodak-PCD0992:kodim12,21.700322821077087,25.32568384056715,22.524861434628235,0.8245386135511481,2.8008224059389164,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
4,Kodak-PCD0992:kodim01,26.99067415662615,28.909245924360427,25.33588883529231,-1.65478532133384,3.573357089068118,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
