seed,protocol,case_id,object_id,split,defocus,astig_x,coma_x,fixed_psnr_lowres,guided_psnr_lowres,phaseonly_psnr_lowres,fixed_ssim_lowres,guided_ssim_lowres,phaseonly_ssim_lowres,phaseonly_psnr_gain_over_fixed_lowres,phaseonly_psnr_gap_to_guided_lowres,phaseonly_ssim_gain_over_fixed_lowres
4,new_family_heldout_object_family,0,heldout_object_family_object_00,heldout_object_family,-1.4610943983668099,-0.9520801501127023,0.15008832644177272,17.103465948308266,20.31235265218964,13.351685850804971,0.8619625765030112,0.9382919897386779,0.7171803862158757,-3.7517800975032944,6.96066680138467,-0.14478219028713557
4,new_family_heldout_object_family,0,heldout_object_family_object_01,heldout_object_family,-1.4610943983668099,-0.9520801501127023,0.15008832644177272,18.91910694017527,23.933081300153237,22.66086406736016,0.945006383730262,0.9835380516542301,0.9783111051627553,3.74175712718489,1.2722172327930785,0.0333047214324933
4,new_family_heldout_object_family,0,heldout_object_family_object_02,heldout_object_family,-1.4610943983668099,-0.9520801501127023,0.15008832644177272,18.83980886791341,21.193900442653092,16.75673453485705,0.8309262055094835,0.9049025719312255,0.778169140030569,-2.0830743330563593,4.437165907796043,-0.052757065478914456
4,new_family_heldout_object_family,0,heldout_object_family_object_03,heldout_object_family,-1.4610943983668099,-0.9520801501127023,0.15008832644177272,18.978234670649883,23.537192902231652,18.59937537281056,0.8823320234368336,0.9604361078735345,0.8916347894478177,-0.37885929783932326,4.937817529421093,0.00930276601098412
4,new_family_heldout_object_family,1,heldout_object_family_object_00,heldout_object_family,0.6479604809191546,0.8094483859611696,0.7310770733321539,15.378554130276942,17.522173312073747,13.48477505465684,0.7803819875907018,0.874053353547428,0.7303652115308898,-1.8937790756201025,4.037398257416907,-0.05001677605981192
4,new_family_heldout_object_family,1,heldout_object_family_object_01,heldout_object_family,0.6479604809191546,0.8094483859611696,0.7310770733321539,17.120329551491473,21.043880524864583,20.48874445502284,0.912925832685774,0.9672926734789904,0.9642072038666005,3.3684149035313666,0.555136069841744,0.05128137118082654
4,new_family_heldout_object_family,1,heldout_object_family_object_02,heldout_object_family,0.6479604809191546,0.8094483859611696,0.7310770733321539,16.884448314357545,18.537772246043325,16.653849739213506,0.7120418490338891,0.8116514985737786,0.7599647435292909,-0.23059857514403959,1.883922506829819,0.04792289449540177
4,new_family_heldout_object_family,1,heldout_object_family_object_03,heldout_object_family,0.6479604809191546,0.8094483859611696,0.7310770733321539,16.89918623909137,20.022972938388726,18.11135890735248,0.7885967956346407,0.9033421864029544,0.8751972449810953,1.2121726682611076,1.9116140310362475,0.08660044934645461
4,new_family_heldout_object_family,2,heldout_object_family_object_00,heldout_object_family,1.1005458184212653,0.8782098416151798,0.4071060756920166,15.166635230306284,16.913404642296978,13.662226512035646,0.7630557798658852,0.8530934999381053,0.7285238386000829,-1.5044087182706374,3.251178130261332,-0.03453194126580239
4,new_family_heldout_object_family,2,heldout_object_family_object_01,heldout_object_family,1.1005458184212653,0.8782098416151798,0.4071060756920166,16.740719594908892,19.87127112811317,20.192841466208034,0.9038950232465953,0.9566624697254332,0.9615170704896286,3.4521218712991413,-0.3215703380948618,0.057622047243033325
