candidate,eta,alpha,phi,barrier_Z,zero_bias_conductance,peak_conductance,peak_bias,background_conductance,peak_minus_background,subgap_average,zero_bias_andreev,zero_bias_normal,mean_frustration,pos_peak_bias,neg_peak_bias,pos_peak_contrast,neg_peak_contrast,peak_split,peak_asymmetry
s_wave,0.0,0.5235987755982988,1.5707963267948966,2.0,1.110852483433138,1.110852483433138,0.0,0.28615770340961144,0.8246947800235265,0.9810199569926459,0.1931360050501295,0.06180352161259373,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8244902598704889,0.8244902598704889,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.5707963267948966,3.0,1.0140790407080962,1.0140790407080962,0.0,0.1931860717814417,0.8208929689266544,0.8848450082960158,0.09656800252506476,0.06952896181416794,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8206893915421822,0.8206893915421822,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.9634954084936207,0.0,1.9648879728059445,1.9648879728059445,0.0,1.1082749068235627,0.8566130659823818,1.827997009067539,0.9648879728059448,0.0,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8563962892181687,0.8563962892181687,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.9634954084936207,0.5,1.751352170679809,1.751352170679809,0.0,0.9022104162863599,0.8491417543934491,1.615655054469112,0.7719103782447558,0.01543820756403389,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8489268681142644,0.8489268681142644,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.9634954084936207,1.0,1.4238484674887315,1.4238484674887315,0.0,0.5859136804789141,0.8379347870098174,1.2899421225696903,0.4824439864029724,0.03859551891008474,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8377227364581764,0.8377227364581764,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.9634954084936207,2.0,1.1107447643006494,1.1107447643006494,0.0,0.2840169446747269,0.8267278196259225,0.9786291906733277,0.19297759456118896,0.06175283025613557,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8265186048018249,0.8265186048018249,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.9634954084936207,3.0,1.0140568632396376,1.0140568632396376,0.0,0.19106469940840803,0.8229921638312296,0.8825382133762437,0.09648879728059448,0.06947193403815252,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8227838942496473,0.8227838942496473,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,2.356194490192345,0.0,1.965060922696091,1.965060922696091,0.0,1.1087681850244826,0.8562927376716083,1.8286633087343864,0.9650609226960909,0.0,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8560769896342781,0.8560769896342781,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,2.356194490192345,0.5,1.7514877633936852,1.7514877633936852,0.0,0.9026953639111234,0.8487923994825618,1.6162847747982783,0.7720487381568728,0.015440974762276075,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8485785410017138,0.8485785410017138,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,2.356194490192345,1.0,1.4239280244382013,1.4239280244382013,0.0,0.5863861322394427,0.8375418921987586,1.2905169738923339,0.48253046134804545,0.03860243690569019,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8373308680526349,0.8373308680526349,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,2.356194490192345,2.0,1.110768285485711,1.110768285485711,0.0,0.28447690057102015,0.8262913849146909,0.979149172989447,0.1930121845392182,0.061763899049104315,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8260831951032916,0.8260831951032916,0.0031999999999999806,0.0
