k2_reduced,energy_meV,baseline_weight,corrected_weight,delta_weight
0.0,-28.33333333333333,0.050683327428329025,0.02752283640003751,-0.023160491028291517
0.0,-27.5,0.06640571793676205,0.024990035871951283,-0.04141568206481076
0.0,-26.666666666666664,0.06693363832325253,0.030266377356212754,-0.036667260967039775
0.0,-25.83333333333333,0.0912902504091185,0.040090997537283055,-0.05119925287183545
0.0,-25.0,0.11672951462488913,0.0525763605749336,-0.06415315404995553
0.0,-24.166666666666664,0.09578196423580795,0.07027295086391276,-0.025509013371895192
0.0,-23.33333333333333,0.06605975136518132,0.08621237885075625,0.020152627485574934
0.0,-22.5,0.05431510383772741,0.08429510543792433,0.02998000160019692
0.0,-21.666666666666664,0.022381044643022763,0.07340941273360825,0.05102836809058549
0.0,-20.83333333333333,0.038741154375805845,0.06615216592043377,0.027411011544627925
0.0,-20.0,0.26093457413734367,0.062146733070990307,-0.19878784106635336
0.0,-19.166666666666664,0.06253866224378228,0.05985747604155078,-0.0026811862022314975
0.0,-18.33333333333333,0.0588798474511138,0.05836762866384875,-0.0005122187872650466
0.0,-17.5,0.05912792208729388,0.057026801424698535,-0.0021011206625953446
0.0,-16.666666666666664,0.05955073759420728,0.055114955490396286,-0.004435782103810994
0.0,-15.833333333333329,0.06032056112588172,0.051524373347977756,-0.008796187777903967
0.0,-15.0,0.06167191817000669,0.04609974411709458,-0.015572174052912106
0.0,-14.166666666666657,0.0681429945315565,0.041244346502834935,-0.02689864802872157
0.0,-13.333333333333329,0.05720983872073827,0.03797780042229579,-0.01923203829844248
0.0,-12.5,0.05718435288253098,0.03593498708259099,-0.02124936579993999
0.0,-11.666666666666657,0.05360569882086307,0.034734238035583884,-0.01887146078527919
0.0,-10.833333333333329,0.05065996341108677,0.034147872361236654,-0.016512091049850117
0.0,-10.0,0.04900310864171163,0.03403091590907597,-0.014972192732635663
0.0,-9.166666666666657,0.04849220640402357,0.03428145870720668,-0.014210747696816885
0.0,-8.333333333333329,0.04895981393948542,0.03493618974719732,-0.0140236241922881
0.0,-7.5,0.050353836551961254,0.03591936565780437,-0.014434470894156885
0.0,-6.666666666666657,0.052735655223269104,0.03733816381892819,-0.015397491404340914
0.0,-5.833333333333329,0.05627609909927929,0.039309084538418956,-0.016967014560860333
0.0,-5.0,0.06121613965850813,0.04191111054783502,-0.01930502911067311
0.0,-4.166666666666657,0.0677690658500607,0.0455534083328537,-0.022215657517207006
0.0,-3.3333333333333286,0.07596074109893411,0.051180077766425934,-0.024780663332508175
0.0,-2.5,0.08562176088521124,0.057720500051607115,-0.027901260833604127
0.0,-1.6666666666666572,0.09641204035775677,0.07145333141374739,-0.02495870894400938
0.0,-0.8333333333333286,0.10940125546579539,0.01833244032627735,-0.09106881513951803
0.0,0.0,0.1188686729700173,0.030673093860560958,-0.08819557910945634
0.0,0.8333333333333428,0.10649084255926118,-0.041617980554378035,-0.1481088231136392
0.0,1.6666666666666714,0.11127767443199611,-0.01962196738123626,-0.13089964181323238
0.0,2.5,0.04131994707522633,-0.020628560766736297,-0.061948507841962624
0.0,3.333333333333343,0.026741293459941244,-0.01823789286287198,-0.044979186322813225
0.0,4.166666666666671,0.019223511776726817,-0.014645180644215225,-0.033868692420942044
0.0,5.0,0.014638389653891921,-0.010804148760914685,-0.025442538414806606
0.0,5.833333333333343,0.01158945709946449,-0.007325852080009702,-0.01891530917947419
0.0,6.666666666666671,0.009442630113141566,-0.004578084673223059,-0.014020714786364626
0.0,7.5,0.007866291312169886,-0.002635702580734799,-0.010501993892904685
0.0,8.333333333333343,0.006670664726010382,-0.001357811487554813,-0.008028476213565195
0.0,9.166666666666671,0.005739875309941362,-0.0005456974367217218,-0.0062855727466630835
0.0,10.0,0.004999557553504151,-3.573807660105457e-05,-0.005035295630105206
0.0,10.833333333333343,0.004400042540433481,0.0002833156368362322,-0.0041167269035972485
0.0,11.666666666666671,0.003907046655630222,0.00048186268609117996,-0.003425183969539042
