config_id,repeat_seed,split,sample,condition,num_layers,reference_weight,phase_mix,psnr_db,mse
7,0,train,diag,common_path,1,0.16,0.1,10.02855,0.09934477
7,0,train,box,common_path,1,0.16,0.1,11.717255,0.06734022
7,0,train,bars,common_path,1,0.16,0.1,12.446109,0.05693628
7,0,train,ring,common_path,1,0.16,0.1,11.96614,0.06358959
7,0,train,chevron,common_path,1,0.16,0.1,10.563909,0.08782317
7,0,train,cross,noncommon_path,1,0.16,0.1,12.935914,0.05086378
7,0,train,diag,noncommon_path,1,0.16,0.1,10.376008,0.0917063
7,0,train,box,noncommon_path,1,0.16,0.1,11.755602,0.06674824
7,0,train,bars,noncommon_path,1,0.16,0.1,12.258324,0.05945216
7,0,train,ring,noncommon_path,1,0.16,0.1,12.306429,0.05879726
7,0,train,chevron,noncommon_path,1,0.16,0.1,10.934763,0.08063503
7,0,train,cross,wrong_reference,1,0.16,0.1,12.849248,0.05188899
7,0,train,diag,wrong_reference,1,0.16,0.1,10.994314,0.07953689
7,0,train,box,wrong_reference,1,0.16,0.1,12.10736,0.0615551
7,0,train,bars,wrong_reference,1,0.16,0.1,12.697363,0.0537358
7,0,train,ring,wrong_reference,1,0.16,0.1,12.217041,0.06001999
7,0,train,chevron,wrong_reference,1,0.16,0.1,10.818285,0.08282691
7,0,ood,disk,ordinary,1,0.16,0.1,13.686796,0.04278785
7,0,ood,two_spots,ordinary,1,0.16,0.1,13.409561,0.0456083
7,0,ood,frame,ordinary,1,0.16,0.1,9.3246,0.11682613
7,0,ood,disk,common_path,1,0.16,0.1,14.150154,0.03845782
7,0,ood,two_spots,common_path,1,0.16,0.1,13.956898,0.04020779
7,0,ood,frame,common_path,1,0.16,0.1,9.395062,0.114946
7,0,ood,disk,noncommon_path,1,0.16,0.1,13.95075,0.04026475
7,0,ood,two_spots,noncommon_path,1,0.16,0.1,13.718969,0.04247204
7,0,ood,frame,noncommon_path,1,0.16,0.1,9.392194,0.11502192
7,0,ood,disk,wrong_reference,1,0.16,0.1,14.157193,0.03839554
7,0,ood,two_spots,wrong_reference,1,0.16,0.1,14.003764,0.03977623
7,0,ood,frame,wrong_reference,1,0.16,0.1,9.610524,0.10938243
7,1,train,cross,ordinary,1,0.16,0.1,13.21642,0.04768239
7,1,train,diag,ordinary,1,0.16,0.1,14.154064,0.03842321
7,1,train,box,ordinary,1,0.16,0.1,12.037368,0.06255517
7,1,train,bars,ordinary,1,0.16,0.1,13.266727,0.04713324
7,1,train,ring,ordinary,1,0.16,0.1,13.674633,0.04290785
7,1,train,chevron,ordinary,1,0.16,0.1,13.611411,0.04353704
7,1,train,cross,common_path,1,0.16,0.1,12.866887,0.05167866
7,1,train,diag,common_path,1,0.16,0.1,10.642336,0.08625145
7,1,train,box,common_path,1,0.16,0.1,11.78633,0.06627764
7,1,train,bars,common_path,1,0.16,0.1,12.410113,0.05741015
7,1,train,ring,common_path,1,0.16,0.1,12.062624,0.06219244
7,1,train,chevron,common_path,1,0.16,0.1,10.807188,0.08303883
7,1,train,cross,noncommon_path,1,0.16,0.1,13.043681,0.04961716
7,1,train,diag,noncommon_path,1,0.16,0.1,10.373342,0.09176263
7,1,train,box,noncommon_path,1,0.16,0.1,11.882639,0.06482404
7,1,train,bars,noncommon_path,1,0.16,0.1,12.514949,0.0560409
7,1,train,ring,noncommon_path,1,0.16,0.1,12.167058,0.06071475
7,1,train,chevron,noncommon_path,1,0.16,0.1,10.522428,0.08866602
7,1,train,cross,wrong_reference,1,0.16,0.1,12.852111,0.05185479
7,1,train,diag,wrong_reference,1,0.16,0.1,12.119891,0.06137774
7,1,train,box,wrong_reference,1,0.16,0.1,12.167818,0.06070413
7,1,train,bars,wrong_reference,1,0.16,0.1,12.816034,0.05228734
7,1,train,ring,wrong_reference,1,0.16,0.1,12.62248,0.05467037
7,1,train,chevron,wrong_reference,1,0.16,0.1,10.985791,0.07969313
7,1,ood,disk,ordinary,1,0.16,0.1,13.622192,0.0434291
7,1,ood,two_spots,ordinary,1,0.16,0.1,13.465273,0.04502697
7,1,ood,frame,ordinary,1,0.16,0.1,9.281427,0.11799329
7,1,ood,disk,common_path,1,0.16,0.1,13.249927,0.04731592
7,1,ood,two_spots,common_path,1,0.16,0.1,14.269759,0.03741314
7,1,ood,frame,common_path,1,0.16,0.1,9.47043,0.11296842
7,1,ood,disk,noncommon_path,1,0.16,0.1,13.702076,0.04263756
7,1,ood,two_spots,noncommon_path,1,0.16,0.1,14.380401,0.03647203
7,1,ood,frame,noncommon_path,1,0.16,0.1,9.466716,0.11306505
7,1,ood,disk,wrong_reference,1,0.16,0.1,13.91595,0.04058869
7,1,ood,two_spots,wrong_reference,1,0.16,0.1,14.020116,0.03962675
7,1,ood,frame,wrong_reference,1,0.16,0.1,9.623701,0.10905106
7,2,train,cross,ordinary,1,0.16,0.1,13.095836,0.04902486
7,2,train,diag,ordinary,1,0.16,0.1,13.507063,0.04459578
7,2,train,box,ordinary,1,0.16,0.1,12.125644,0.06129649
7,2,train,bars,ordinary,1,0.16,0.1,13.184281,0.04803655
7,2,train,ring,ordinary,1,0.16,0.1,13.908725,0.04065627
7,2,train,chevron,ordinary,1,0.16,0.1,13.602293,0.04362855
7,2,train,cross,common_path,1,0.16,0.1,12.83552,0.05205327
7,2,train,diag,common_path,1,0.16,0.1,10.492893,0.08927107
7,2,train,box,common_path,1,0.16,0.1,11.707341,0.06749412
7,2,train,bars,common_path,1,0.16,0.1,12.36544,0.05800374
7,2,train,ring,common_path,1,0.16,0.1,12.342292,0.05831372
7,2,train,chevron,common_path,1,0.16,0.1,10.690912,0.08529209
7,2,train,cross,noncommon_path,1,0.16,0.1,12.850836,0.05187002
7,2,train,diag,noncommon_path,1,0.16,0.1,10.239184,0.09464149
7,2,train,box,noncommon_path,1,0.16,0.1,11.717266,0.06734005
7,2,train,bars,noncommon_path,1,0.16,0.1,12.201245,0.06023869
7,2,train,ring,noncommon_path,1,0.16,0.1,11.906575,0.06446775
7,2,train,chevron,noncommon_path,1,0.16,0.1,10.626521,0.08656611
7,2,train,cross,wrong_reference,1,0.16,0.1,12.851684,0.0518599
7,2,train,diag,wrong_reference,1,0.16,0.1,11.422122,0.07207552
7,2,train,box,wrong_reference,1,0.16,0.1,12.352768,0.05817323
7,2,train,bars,wrong_reference,1,0.16,0.1,12.848543,0.05189741
7,2,train,ring,wrong_reference,1,0.16,0.1,12.32032,0.0586095
7,2,train,chevron,wrong_reference,1,0.16,0.1,11.105626,0.07752421
7,2,ood,disk,ordinary,1,0.16,0.1,13.162737,0.04827545
7,2,ood,two_spots,ordinary,1,0.16,0.1,13.206025,0.04779666
7,2,ood,frame,ordinary,1,0.16,0.1,9.347521,0.11621119
7,2,ood,disk,common_path,1,0.16,0.1,13.912358,0.04062227
7,2,ood,two_spots,common_path,1,0.16,0.1,13.948692,0.04028383
7,2,ood,frame,common_path,1,0.16,0.1,9.389156,0.11510239
7,2,ood,disk,noncommon_path,1,0.16,0.1,14.006547,0.03975075
7,2,ood,two_spots,noncommon_path,1,0.16,0.1,14.078227,0.03910005
7,2,ood,frame,noncommon_path,1,0.16,0.1,9.558454,0.11070179
7,2,ood,disk,wrong_reference,1,0.16,0.1,14.194333,0.03806858
7,2,ood,two_spots,wrong_reference,1,0.16,0.1,13.971,0.04007744
7,2,ood,frame,wrong_reference,1,0.16,0.1,9.629002,0.10891804
7,3,train,cross,ordinary,1,0.16,0.1,13.137219,0.04855993
7,3,train,diag,ordinary,1,0.16,0.1,12.58249,0.0551761
7,3,train,box,ordinary,1,0.16,0.1,12.176905,0.06057725
7,3,train,bars,ordinary,1,0.16,0.1,13.256152,0.04724815
7,3,train,ring,ordinary,1,0.16,0.1,13.686326,0.04279247
7,3,train,chevron,ordinary,1,0.16,0.1,13.699639,0.0426615
7,3,train,cross,common_path,1,0.16,0.1,12.682694,0.0539176
7,3,train,diag,common_path,1,0.16,0.1,10.74359,0.08426378
7,3,train,box,common_path,1,0.16,0.1,11.755908,0.06674353
7,3,train,bars,common_path,1,0.16,0.1,12.436229,0.05706595
7,3,train,ring,common_path,1,0.16,0.1,11.989562,0.06324756
7,3,train,chevron,common_path,1,0.16,0.1,10.379201,0.09163892
7,3,train,cross,noncommon_path,1,0.16,0.1,12.83316,0.05208156
7,3,train,diag,noncommon_path,1,0.16,0.1,10.31811,0.09293708
7,3,train,box,noncommon_path,1,0.16,0.1,11.763638,0.06662484
7,3,train,bars,noncommon_path,1,0.16,0.1,12.413473,0.05736575
7,3,train,ring,noncommon_path,1,0.16,0.1,12.061671,0.06220609
7,3,train,chevron,noncommon_path,1,0.16,0.1,11.066938,0.07821791
7,3,train,cross,wrong_reference,1,0.16,0.1,12.671953,0.05405112
7,3,train,diag,wrong_reference,1,0.16,0.1,11.486925,0.07100804
7,3,train,box,wrong_reference,1,0.16,0.1,12.086287,0.06185451
7,3,train,bars,wrong_reference,1,0.16,0.1,12.411523,0.05739151
7,3,train,ring,wrong_reference,1,0.16,0.1,12.516441,0.05602165
7,3,train,chevron,wrong_reference,1,0.16,0.1,11.437927,0.0718137
7,3,ood,disk,ordinary,1,0.16,0.1,12.839859,0.05200129
7,3,ood,two_spots,ordinary,1,0.16,0.1,13.630464,0.04334645
7,3,ood,frame,ordinary,1,0.16,0.1,9.31374,0.11711865
7,3,ood,disk,common_path,1,0.16,0.1,14.215634,0.03788232
7,3,ood,two_spots,common_path,1,0.16,0.1,13.897414,0.0407623
7,3,ood,frame,common_path,1,0.16,0.1,9.500289,0.11219438
7,3,ood,disk,noncommon_path,1,0.16,0.1,14.036899,0.0394739
7,3,ood,two_spots,noncommon_path,1,0.16,0.1,14.332964,0.03687259
7,3,ood,frame,noncommon_path,1,0.16,0.1,9.594282,0.10979227
7,3,ood,disk,wrong_reference,1,0.16,0.1,14.416342,0.03617144
7,3,ood,two_spots,wrong_reference,1,0.16,0.1,14.086037,0.0390298
7,3,ood,frame,wrong_reference,1,0.16,0.1,9.420503,0.11427459
8,0,train,cross,ordinary,1,0.16,0.15,12.90224,0.05125969
8,0,train,diag,ordinary,1,0.16,0.15,13.947226,0.04029743
8,0,train,box,ordinary,1,0.16,0.15,12.063339,0.06218221
8,0,train,bars,ordinary,1,0.16,0.15,13.14451,0.04847848
8,0,train,ring,ordinary,1,0.16,0.15,13.340352,0.04634093
8,0,train,chevron,ordinary,1,0.16,0.15,13.50503,0.04461665
8,0,train,cross,common_path,1,0.16,0.15,12.883281,0.05148395
8,0,train,diag,common_path,1,0.16,0.15,10.845085,0.08231738
8,0,train,box,common_path,1,0.16,0.15,11.701126,0.06759078
8,0,train,bars,common_path,1,0.16,0.15,12.226219,0.05989328
8,0,train,ring,common_path,1,0.16,0.15,11.680155,0.06791794
8,0,train,chevron,common_path,1,0.16,0.15,10.298259,0.09336285
8,0,train,cross,noncommon_path,1,0.16,0.15,12.839248,0.0520086
8,0,train,diag,noncommon_path,1,0.16,0.15,10.214763,0.09517517
8,0,train,box,noncommon_path,1,0.16,0.15,11.798745,0.06608844
8,0,train,bars,noncommon_path,1,0.16,0.15,12.349624,0.05821536
8,0,train,ring,noncommon_path,1,0.16,0.15,12.189556,0.06040103
8,0,train,chevron,noncommon_path,1,0.16,0.15,10.355175,0.09214727
8,0,train,cross,wrong_reference,1,0.16,0.15,12.843123,0.05196222
8,0,train,diag,wrong_reference,1,0.16,0.15,11.911823,0.0643899
8,0,train,box,wrong_reference,1,0.16,0.15,12.153035,0.0609111
8,0,train,bars,wrong_reference,1,0.16,0.15,12.831969,0.05209585
8,0,train,ring,wrong_reference,1,0.16,0.15,12.019304,0.06281591
8,0,train,chevron,wrong_reference,1,0.16,0.15,11.897797,0.06459818
8,0,ood,disk,ordinary,1,0.16,0.15,13.879825,0.04092772
8,0,ood,two_spots,ordinary,1,0.16,0.15,13.078027,0.04922631
8,0,ood,frame,ordinary,1,0.16,0.15,9.355315,0.1160028
8,0,ood,disk,common_path,1,0.16,0.15,14.182288,0.03817431
8,0,ood,two_spots,common_path,1,0.16,0.15,13.990729,0.0398958
8,0,ood,frame,common_path,1,0.16,0.15,9.310324,0.11721079
8,0,ood,disk,noncommon_path,1,0.16,0.15,13.739574,0.04227101
8,0,ood,two_spots,noncommon_path,1,0.16,0.15,14.199759,0.03802105
8,0,ood,frame,noncommon_path,1,0.16,0.15,9.362498,0.1158111
8,0,ood,disk,wrong_reference,1,0.16,0.15,14.076222,0.03911811
8,0,ood,two_spots,wrong_reference,1,0.16,0.15,13.730728,0.04235719
8,0,ood,frame,wrong_reference,1,0.16,0.15,9.398367,0.11485855
8,1,train,cross,ordinary,1,0.16,0.15,13.057886,0.04945513
8,1,train,diag,ordinary,1,0.16,0.15,13.875729,0.04096634
8,1,train,box,ordinary,1,0.16,0.15,12.215549,0.06004062
8,1,train,bars,ordinary,1,0.16,0.15,13.267864,0.0471209
8,1,train,ring,ordinary,1,0.16,0.15,13.604863,0.04360273
8,1,train,chevron,ordinary,1,0.16,0.15,13.633473,0.04331643
8,1,train,cross,common_path,1,0.16,0.15,12.829964,0.0521199
8,1,train,diag,common_path,1,0.16,0.15,10.152544,0.09654852
8,1,train,box,common_path,1,0.16,0.15,11.781183,0.06635624
8,1,train,bars,common_path,1,0.16,0.15,11.981533,0.06336459
8,1,train,ring,common_path,1,0.16,0.15,11.463002,0.07140026
8,1,train,chevron,common_path,1,0.16,0.15,10.411466,0.09096063
8,1,train,cross,noncommon_path,1,0.16,0.15,12.971487,0.05044885
8,1,train,diag,noncommon_path,1,0.16,0.15,10.439464,0.09037609
8,1,train,box,noncommon_path,1,0.16,0.15,11.648849,0.06840929
8,1,train,bars,noncommon_path,1,0.16,0.15,12.532573,0.05581395
8,1,train,ring,noncommon_path,1,0.16,0.15,11.847959,0.06534375
8,1,train,chevron,noncommon_path,1,0.16,0.15,10.987613,0.07965971
8,1,train,cross,wrong_reference,1,0.16,0.15,12.855201,0.05181791
8,1,train,diag,wrong_reference,1,0.16,0.15,11.951763,0.06380045
8,1,train,box,wrong_reference,1,0.16,0.15,12.129638,0.06124014
8,1,train,bars,wrong_reference,1,0.16,0.15,12.635283,0.05450944
8,1,train,ring,wrong_reference,1,0.16,0.15,12.376574,0.05785523
8,1,train,chevron,wrong_reference,1,0.16,0.15,11.634734,0.068632
8,1,ood,disk,ordinary,1,0.16,0.15,13.214672,0.04770158
8,1,ood,two_spots,ordinary,1,0.16,0.15,13.405196,0.04565416
8,1,ood,frame,ordinary,1,0.16,0.15,9.352847,0.11606875
8,1,ood,disk,common_path,1,0.16,0.15,14.038673,0.03945778
8,1,ood,two_spots,common_path,1,0.16,0.15,13.888446,0.04084655
8,1,ood,frame,common_path,1,0.16,0.15,9.346753,0.11623172
8,1,ood,disk,noncommon_path,1,0.16,0.15,13.836684,0.0413363
8,1,ood,two_spots,noncommon_path,1,0.16,0.15,14.124258,0.03868781
8,1,ood,frame,noncommon_path,1,0.16,0.15,9.513144,0.11186277
8,1,ood,disk,wrong_reference,1,0.16,0.15,14.316984,0.03700851
8,1,ood,two_spots,wrong_reference,1,0.16,0.15,14.317929,0.03700046
8,1,ood,frame,wrong_reference,1,0.16,0.15,9.561436,0.11062578
8,2,train,cross,ordinary,1,0.16,0.15,13.04897,0.04955677
8,2,train,diag,ordinary,1,0.16,0.15,12.826549,0.0521609
8,2,train,box,ordinary,1,0.16,0.15,12.201575,0.06023412
8,2,train,bars,ordinary,1,0.16,0.15,13.198862,0.04787555
8,2,train,ring,ordinary,1,0.16,0.15,13.744403,0.04222403
8,2,train,chevron,ordinary,1,0.16,0.15,13.651198,0.04314001
8,2,train,cross,common_path,1,0.16,0.15,12.811323,0.05234409
8,2,train,diag,common_path,1,0.16,0.15,10.523059,0.08865314
8,2,train,box,common_path,1,0.16,0.15,11.710249,0.06744894
8,2,train,bars,common_path,1,0.16,0.15,12.354162,0.05815457
8,2,train,ring,common_path,1,0.16,0.15,12.21145,0.06009731
8,2,train,chevron,common_path,1,0.16,0.15,10.481268,0.08951035
8,2,train,cross,noncommon_path,1,0.16,0.15,12.860891,0.05175007
8,2,train,diag,noncommon_path,1,0.16,0.15,10.98222,0.07975868
8,2,train,box,noncommon_path,1,0.16,0.15,11.624705,0.06879066
8,2,train,bars,noncommon_path,1,0.16,0.15,12.114168,0.06145868
8,2,train,ring,noncommon_path,1,0.16,0.15,12.165089,0.06074228
8,2,train,chevron,noncommon_path,1,0.16,0.15,10.643428,0.08622976
8,2,train,cross,wrong_reference,1,0.16,0.15,12.945691,0.0507494
8,2,train,diag,wrong_reference,1,0.16,0.15,11.251108,0.07497028
8,2,train,box,wrong_reference,1,0.16,0.15,12.24563,0.05962619
8,2,train,bars,wrong_reference,1,0.16,0.15,12.757104,0.05300167
8,2,train,ring,wrong_reference,1,0.16,0.15,12.344992,0.05827748
8,2,train,chevron,wrong_reference,1,0.16,0.15,11.187789,0.07607134
8,2,ood,disk,ordinary,1,0.16,0.15,13.674561,0.04290856
8,2,ood,two_spots,ordinary,1,0.16,0.15,13.506753,0.04459896
8,2,ood,frame,ordinary,1,0.16,0.15,9.383512,0.11525208
8,2,ood,disk,common_path,1,0.16,0.15,14.174415,0.03824358
8,2,ood,two_spots,common_path,1,0.16,0.15,14.265052,0.03745371
8,2,ood,frame,common_path,1,0.16,0.15,9.523094,0.11160679
8,2,ood,disk,noncommon_path,1,0.16,0.15,13.337545,0.0463709
8,2,ood,two_spots,noncommon_path,1,0.16,0.15,13.842067,0.04128509
8,2,ood,frame,noncommon_path,1,0.16,0.15,9.479464,0.11273365
8,2,ood,disk,wrong_reference,1,0.16,0.15,13.856491,0.04114821
8,2,ood,two_spots,wrong_reference,1,0.16,0.15,14.226159,0.03779063
8,2,ood,frame,wrong_reference,1,0.16,0.15,9.110875,0.1227192
8,3,train,cross,ordinary,1,0.16,0.15,13.280916,0.0469795
8,3,train,diag,ordinary,1,0.16,0.15,13.161966,0.04828402
8,3,train,box,ordinary,1,0.16,0.15,12.351866,0.05818532
8,3,train,bars,ordinary,1,0.16,0.15,13.344765,0.04629387
8,3,train,ring,ordinary,1,0.16,0.15,13.235545,0.04747287
8,3,train,chevron,ordinary,1,0.16,0.15,13.58954,0.04375685
8,3,train,cross,common_path,1,0.16,0.15,12.757957,0.05299126
8,3,train,diag,common_path,1,0.16,0.15,9.785717,0.10505779
8,3,train,box,common_path,1,0.16,0.15,11.673807,0.06801728
8,3,train,bars,common_path,1,0.16,0.15,12.149301,0.0609635
8,3,train,ring,common_path,1,0.16,0.15,12.41389,0.05736025
8,3,train,chevron,common_path,1,0.16,0.15,10.372184,0.09178709
8,3,train,cross,noncommon_path,1,0.16,0.15,12.916023,0.05109727
8,3,train,diag,noncommon_path,1,0.16,0.15,9.471513,0.11294024
8,3,train,box,noncommon_path,1,0.16,0.15,11.721918,0.06726796
8,3,train,bars,noncommon_path,1,0.16,0.15,12.467555,0.05665582
8,3,train,ring,noncommon_path,1,0.16,0.15,12.02968,0.062666
8,3,train,chevron,noncommon_path,1,0.16,0.15,10.885344,0.08155782
8,3,train,cross,wrong_reference,1,0.16,0.15,12.798127,0.05250338
8,3,train,diag,wrong_reference,1,0.16,0.15,11.755659,0.06674737
8,3,train,box,wrong_reference,1,0.16,0.15,12.063237,0.06218366
8,3,train,bars,wrong_reference,1,0.16,0.15,12.686963,0.05386463
8,3,train,ring,wrong_reference,1,0.16,0.15,12.281991,0.05912906
8,3,train,chevron,wrong_reference,1,0.16,0.15,10.521794,0.08867895
8,3,ood,disk,ordinary,1,0.16,0.15,13.701894,0.04263935
8,3,ood,two_spots,ordinary,1,0.16,0.15,13.386424,0.04585193
8,3,ood,frame,ordinary,1,0.16,0.15,9.37891,0.11537427
8,3,ood,disk,common_path,1,0.16,0.15,14.35283,0.0367043
8,3,ood,two_spots,common_path,1,0.16,0.15,14.012766,0.03969387
8,3,ood,frame,common_path,1,0.16,0.15,9.491302,0.1124268
8,3,ood,disk,noncommon_path,1,0.16,0.15,13.894024,0.04079413
8,3,ood,two_spots,noncommon_path,1,0.16,0.15,13.92106,0.04054096
8,3,ood,frame,noncommon_path,1,0.16,0.15,9.366527,0.11570372
8,3,ood,disk,wrong_reference,1,0.16,0.15,13.880656,0.04091988
8,3,ood,two_spots,wrong_reference,1,0.16,0.15,13.828034,0.04141871
8,3,ood,frame,wrong_reference,1,0.16,0.15,9.531958,0.11137922
9,0,train,cross,ordinary,1,0.16,0.2,13.060889,0.04942095
9,0,train,diag,ordinary,1,0.16,0.2,12.847093,0.05191474
9,0,train,box,ordinary,1,0.16,0.2,12.181387,0.06051476
9,0,train,bars,ordinary,1,0.16,0.2,13.038616,0.04967506
9,0,train,ring,ordinary,1,0.16,0.2,13.620785,0.04344317
9,0,train,chevron,ordinary,1,0.16,0.2,13.580738,0.04384562
9,0,train,cross,common_path,1,0.16,0.2,12.757829,0.05299282
9,0,train,diag,common_path,1,0.16,0.2,10.353983,0.09217256
9,0,train,box,common_path,1,0.16,0.2,11.801141,0.06605199
9,0,train,bars,common_path,1,0.16,0.2,12.513153,0.05606407
9,0,train,ring,common_path,1,0.16,0.2,12.126475,0.06128477
9,0,train,chevron,common_path,1,0.16,0.2,10.609117,0.08691371
9,0,train,cross,noncommon_path,1,0.16,0.2,12.879208,0.05153226
9,0,train,diag,noncommon_path,1,0.16,0.2,10.673047,0.08564369
9,0,train,box,noncommon_path,1,0.16,0.2,11.731637,0.06711758
9,0,train,bars,noncommon_path,1,0.16,0.2,12.486817,0.05640509
9,0,train,ring,noncommon_path,1,0.16,0.2,12.079481,0.06195151
9,0,train,chevron,noncommon_path,1,0.16,0.2,10.372746,0.09177521
9,0,train,cross,wrong_reference,1,0.16,0.2,12.836704,0.05203908
9,0,train,diag,wrong_reference,1,0.16,0.2,11.563791,0.06976232
9,0,train,box,wrong_reference,1,0.16,0.2,12.088582,0.06182183
9,0,train,bars,wrong_reference,1,0.16,0.2,12.653591,0.05428014
9,0,train,ring,wrong_reference,1,0.16,0.2,12.514402,0.05604796
9,0,train,chevron,wrong_reference,1,0.16,0.2,11.000287,0.07942757
9,0,ood,disk,ordinary,1,0.16,0.2,13.259354,0.04721333
9,0,ood,two_spots,ordinary,1,0.16,0.2,13.553841,0.044118
9,0,ood,frame,ordinary,1,0.16,0.2,9.39358,0.11498522
9,0,ood,disk,common_path,1,0.16,0.2,14.253099,0.03755693
9,0,ood,two_spots,common_path,1,0.16,0.2,13.89076,0.04082479
9,0,ood,frame,common_path,1,0.16,0.2,9.369536,0.11562358
9,0,ood,disk,noncommon_path,1,0.16,0.2,14.545808,0.03510906
9,0,ood,two_spots,noncommon_path,1,0.16,0.2,13.968201,0.04010328
9,0,ood,frame,noncommon_path,1,0.16,0.2,9.49367,0.11236549
9,0,ood,disk,wrong_reference,1,0.16,0.2,14.097593,0.03892609
9,0,ood,two_spots,wrong_reference,1,0.16,0.2,13.947467,0.0402952
9,0,ood,frame,wrong_reference,1,0.16,0.2,9.441904,0.11371287
9,1,train,cross,ordinary,1,0.16,0.2,12.929406,0.05094005
9,1,train,diag,ordinary,1,0.16,0.2,13.826981,0.04142876
9,1,train,box,ordinary,1,0.16,0.2,12.236668,0.05974936
9,1,train,bars,ordinary,1,0.16,0.2,13.224657,0.04759204
9,1,train,ring,ordinary,1,0.16,0.2,13.406712,0.04563823
9,1,train,chevron,ordinary,1,0.16,0.2,13.59693,0.04368245
9,1,train,cross,common_path,1,0.16,0.2,12.912803,0.05113517
9,1,train,diag,common_path,1,0.16,0.2,10.915358,0.08099612
9,1,train,box,common_path,1,0.16,0.2,11.769148,0.06654037
9,1,train,bars,common_path,1,0.16,0.2,12.41135,0.05739381
9,1,train,ring,common_path,1,0.16,0.2,11.879128,0.06487647
9,1,train,chevron,common_path,1,0.16,0.2,10.643551,0.08622732
9,1,train,cross,noncommon_path,1,0.16,0.2,12.896454,0.05132803
9,1,train,diag,noncommon_path,1,0.16,0.2,10.729123,0.08454495
9,1,train,box,noncommon_path,1,0.16,0.2,11.846724,0.06536235
9,1,train,bars,noncommon_path,1,0.16,0.2,12.410419,0.0574061
9,1,train,ring,noncommon_path,1,0.16,0.2,12.083887,0.06188868
9,1,train,chevron,noncommon_path,1,0.16,0.2,10.540267,0.08830256
9,1,train,cross,wrong_reference,1,0.16,0.2,12.793257,0.05256229
9,1,train,diag,wrong_reference,1,0.16,0.2,10.643379,0.08623073
9,1,train,box,wrong_reference,1,0.16,0.2,12.169952,0.0606743
9,1,train,bars,wrong_reference,1,0.16,0.2,12.778414,0.05274224
9,1,train,ring,wrong_reference,1,0.16,0.2,12.422483,0.05724686
9,1,train,chevron,wrong_reference,1,0.16,0.2,11.461688,0.07142187
9,1,ood,disk,ordinary,1,0.16,0.2,13.686822,0.04278759
9,1,ood,two_spots,ordinary,1,0.16,0.2,13.404222,0.0456644
9,1,ood,frame,ordinary,1,0.16,0.2,9.295347,0.11761569
9,1,ood,disk,common_path,1,0.16,0.2,13.881658,0.04091044
9,1,ood,two_spots,common_path,1,0.16,0.2,14.144152,0.038511
9,1,ood,frame,common_path,1,0.16,0.2,9.465984,0.11308411
9,1,ood,disk,noncommon_path,1,0.16,0.2,13.914862,0.04059886
9,1,ood,two_spots,noncommon_path,1,0.16,0.2,14.217225,0.03786845
9,1,ood,frame,noncommon_path,1,0.16,0.2,9.447254,0.11357286
9,1,ood,disk,wrong_reference,1,0.16,0.2,14.138934,0.0385573
9,1,ood,two_spots,wrong_reference,1,0.16,0.2,13.784077,0.04184006
9,1,ood,frame,wrong_reference,1,0.16,0.2,9.607846,0.10944992
9,2,train,cross,ordinary,1,0.16,0.2,13.034509,0.04972205
9,2,train,diag,ordinary,1,0.16,0.2,12.667114,0.05411137
9,2,train,box,ordinary,1,0.16,0.2,12.14256,0.0610582
9,2,train,bars,ordinary,1,0.16,0.2,13.04753,0.0495732
9,2,train,ring,ordinary,1,0.16,0.2,13.84553,0.04125219
9,2,train,chevron,ordinary,1,0.16,0.2,13.612909,0.04352202
9,2,train,cross,common_path,1,0.16,0.2,12.955501,0.05063489
9,2,train,diag,common_path,1,0.16,0.2,10.701019,0.08509384
9,2,train,box,common_path,1,0.16,0.2,11.707784,0.06748723
9,2,train,bars,common_path,1,0.16,0.2,12.531427,0.05582867
9,2,train,ring,common_path,1,0.16,0.2,12.079306,0.061954
9,2,train,chevron,common_path,1,0.16,0.2,10.098438,0.09775887
9,2,train,cross,noncommon_path,1,0.16,0.2,13.002066,0.05009488
9,2,train,diag,noncommon_path,1,0.16,0.2,9.737928,0.10622022
9,2,train,box,noncommon_path,1,0.16,0.2,11.720997,0.06728222
9,2,train,bars,noncommon_path,1,0.16,0.2,12.537379,0.05575222
9,2,train,ring,noncommon_path,1,0.16,0.2,12.005579,0.06301473
9,2,train,chevron,noncommon_path,1,0.16,0.2,9.933323,0.10154713
9,2,train,cross,wrong_reference,1,0.16,0.2,12.771866,0.05282182
9,2,train,diag,wrong_reference,1,0.16,0.2,11.795324,0.06614052
9,2,train,box,wrong_reference,1,0.16,0.2,12.18811,0.06042115
9,2,train,bars,wrong_reference,1,0.16,0.2,12.757257,0.05299981
9,2,train,ring,wrong_reference,1,0.16,0.2,12.503985,0.05618256
9,2,train,chevron,wrong_reference,1,0.16,0.2,11.283057,0.07442079
9,2,ood,disk,ordinary,1,0.16,0.2,13.720704,0.04245507
9,2,ood,two_spots,ordinary,1,0.16,0.2,13.368045,0.04604638
9,2,ood,frame,ordinary,1,0.16,0.2,9.375006,0.11547803
9,2,ood,disk,common_path,1,0.16,0.2,13.83246,0.04137653
9,2,ood,two_spots,common_path,1,0.16,0.2,14.289023,0.03724755
9,2,ood,frame,common_path,1,0.16,0.2,9.461066,0.11321225
9,2,ood,disk,noncommon_path,1,0.16,0.2,14.054418,0.03931499
