path_rank,c7_rank,path_mode,k_b_label,m_label,k_t_label,ac7_first_pattern,bc7_first_pattern,ac7_second_pattern,bc7_second_pattern,ac7_second_conjugated,bc7_second_conjugated,overall_rmse_meV,gamma_end_max_abs_delta_meV,k_b_window_rmse_meV,m_window_rmse_meV,k_t_window_rmse_meV,rowwise_sum_rmse_meV,valley_window_gap_meV
1,4,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,anti,False,False,8.427823833703368,0.017771313207617823,15.054313400858634,1.780950065935729,14.957602190921861,14.59741907721415,0.09671120993677285
3,3,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,True,False,8.429842431005167,7.105427357601002e-15,14.958741771864966,3.6959726135742765,15.057214274897795,14.600915390300887,0.09847250303282884
4,3,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,True,False,8.429842431005168,7.105427357601002e-15,15.057214274897786,3.6959726135742765,14.958741771864975,14.600915390300889,0.09847250303281108
2,4,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,anti,False,False,8.433750695365804,0.017404988429468915,14.952232126772262,1.6469883960324672,15.069010450774561,14.60768470274292,0.11677832400229882
1,5,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,anti,True,False,8.436676577209791,0.020718402055788232,15.033699401923105,2.2729631171999576,14.93045132789512,14.61275247875365,0.10324807402798442
1,6,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,anti,False,True,8.440361823756538,0.021154225539149252,15.05481679144435,2.268044071045923,15.007969658436007,14.619135513011035,0.04684713300834353
2,5,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,anti,True,False,8.442502423141555,0.020280851292675095,14.924628246794299,2.1130284179256673,15.051120678649976,14.622843139904532,0.12649243185567727
2,6,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,anti,False,True,8.445795262158866,0.02077501214780142,15.001285866984805,2.148696017355577,15.06802092507744,14.628546504383662,0.06673505809263425
3,4,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,anti,False,False,8.44653541992216,7.105427357601002e-15,14.985205436674143,1.7262386884311145,15.07489852136533,14.629828495235303,0.08969308469118786
4,4,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,anti,False,False,8.44653541992216,7.105427357601002e-15,15.074898521365323,1.7262386884311145,14.985205436674152,14.629828495235303,0.08969308469117188
1,7,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,anti,True,True,8.452360310064465,0.0244470581866274,15.03415099667728,2.7852316066874727,14.970385054281978,14.639917500910283,0.06376594239530142
2,8,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,True,True,8.454252915856,0.04331983995141542,14.961652817132531,4.183020068709684,15.048780657363388,14.643195590299918,0.08712784023085618
4,5,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,anti,True,False,8.454944657790623,7.105427357601002e-15,15.057214284025578,2.2069806524440034,14.958741753750303,14.644393722476416,0.09847253027527536
3,5,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,anti,True,False,8.454944657790625,7.105427357601002e-15,14.958741753750296,2.2069806524440034,15.057214284025587,14.644393722476416,0.09847253027529135
2,7,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,anti,True,True,8.457711815516234,0.023992370352637238,14.963643770948305,2.642552939124473,15.050169458654903,14.649186580249728,0.08652568770659741
3,6,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,anti,False,True,8.458570618154104,7.105427357601002e-15,15.025421624715172,2.2163191795650405,15.07489854094854,14.650674070052194,0.049476916233368584
4,6,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,anti,False,True,8.458570618154104,7.105427357601002e-15,15.07489854094853,2.2163191795650405,15.02542162471518,14.650674070052196,0.049476916233349044
1,8,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,True,True,8.461976457539166,0.04455820134698385,15.0361574715397,4.27445609141484,14.964385662398467,14.656573156909538,0.07177180914123404
3,7,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,anti,True,True,8.47014022262371,7.105427357601002e-15,14.988979108371954,2.723098844863889,15.057214302295924,14.670713212817029,0.06823519392396982
4,7,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,anti,True,True,8.47014022262371,7.105427357601002e-15,15.057214302295916,2.723098844863889,14.988979108371964,14.670713212817029,0.06823519392395205
3,8,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,True,True,8.472476707107733,7.105427357601002e-15,14.988979134496791,4.2324162324066466,15.057214293168133,14.674760122654451,0.06823515867134233
4,8,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,anti,True,True,8.472476707107733,7.105427357601002e-15,15.057214293168125,4.2324162324066466,14.9889791344968,14.674760122654451,0.06823515867132457
1,9,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,False,True,8.492940456621916,0.010804310160157371,16.436996473585474,6.826060657293539,14.925522927177795,14.710204376526377,1.5114735464076787
2,9,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,False,True,8.496887029978241,0.01080691776714815,14.88652561026951,6.779641534118571,16.460731350884664,14.71704004209533,1.5742057406151542
2,10,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,True,False,8.50449496050177,0.017338061624911916,14.919666726409815,4.591862832600073,15.049144820731156,14.730217364302538,0.12947809432134072
1,10,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,True,False,8.514114361340239,0.018125559098137956,15.0357212415304,4.765571366015241,14.917423658377626,14.746878655293138,0.11829758315277417
3,9,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,False,True,8.517196324151861,7.105427357601002e-15,14.935925565910797,6.819042094906241,16.453994853173906,14.752216771469904,1.5180692872631099
4,9,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,False,True,8.517196324151861,7.105427357601002e-15,16.453994853173896,6.819042094906241,14.935925565910804,14.752216771469906,1.518069287263092
2,11,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,True,True,8.519279731263007,0.020502309783974937,14.956084310621785,5.187352762362601,15.048196788248253,14.755825338439257,0.09211247762646835
3,10,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,True,False,8.52559987925709,7.105427357601002e-15,14.958741822048825,4.709283751481799,15.057214284025,14.766772155876367,0.09847246197617388
4,10,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,True,False,8.52559987925709,7.105427357601002e-15,15.05721428402499,4.709283751481799,14.958741822048834,14.766772155876366,0.09847246197615611
1,11,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,True,True,8.52909265933816,0.021363582273313142,15.036172566724854,5.340957199788293,14.950992245224887,14.772821828436443,0.08518032149996735
1,12,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,True,True,8.533343643683722,0.012765220648045528,16.363207842300913,7.308719286852454,14.920257571933329,14.780184749305135,1.442950270367584
2,12,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,True,True,8.535087557979999,0.012715592363228723,14.881926655155231,7.246038757271224,16.391915216002428,14.783205297470333,1.5099885608471961
3,11,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,True,True,8.540556761179127,7.105427357601002e-15,14.988979206871349,5.289085172370867,15.05721430229533,14.792678235288141,0.0682350954239812
4,11,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,True,True,8.540556761179127,7.105427357601002e-15,15.057214302295321,5.289085172370867,14.988979206871356,14.792678235288141,0.06823509542396522
2,13,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,False,False,8.541084867851897,0.017210186844963005,14.945156870834996,4.879480867113848,15.067257983517804,14.793592942877195,0.12210111268280777
1,13,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,False,False,8.551204750053875,0.01796683382807629,15.055878061653724,5.042787578336335,14.939181467309037,14.811121093017634,0.11669659434468649
1,14,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,False,False,8.551976331849936,0.01270130081620735,16.428798735299697,6.939554097249901,14.925840715538934,14.812457511890605,1.5029580197607633
3,12,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,True,True,8.556197933241558,7.105427357601002e-15,14.92947186268494,7.2944878570634435,16.385038689414408,14.8197695399902,1.4555668267294681
4,12,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,True,True,8.556197933241558,7.105427357601002e-15,16.385038689414397,7.2944878570634435,14.929471862684947,14.8197695399902,1.4555668267294504
2,14,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,False,False,8.557607088268524,0.012844750171993269,14.886795892787985,6.8967896845199235,16.447719548494906,14.822210268092643,1.5609236557069206
2,15,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,False,True,8.558412099300465,0.020546363726875683,14.991503246322251,5.476217665971778,15.066271056681948,14.823604588100622,0.07476781035969715
3,13,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,False,False,8.562414468941348,7.105427357601002e-15,14.98520553186882,4.990216064028686,15.074898524838764,14.830536895669303,0.08969299296994393
4,13,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,False,False,8.56241446894135,7.105427357601002e-15,15.074898524838755,4.990216064028686,14.985205531868829,14.830536895669303,0.08969299296992617
1,15,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,False,True,8.568738831082957,0.02138411200748891,15.056379583354403,5.619678955897951,14.98294405742596,14.841491012224033,0.07343552592844205
3,14,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,False,False,8.57639972549684,1.0658141036401503e-14,14.935925570069012,6.935059434031507,16.453994565769854,14.8547600705803,1.5180689957008422
4,14,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,False,False,8.57639972549684,1.0658141036401503e-14,16.453994565769847,6.935059434031507,14.935925570069019,14.8547600705803,1.518068995700828
3,15,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,False,True,8.579945842772146,7.105427357601002e-15,15.025421751299634,5.571289272851107,15.074898544421972,14.860902125870727,0.04947679312233788
4,15,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,False,True,8.579945842772146,7.105427357601002e-15,15.074898544421965,5.571289272851107,15.02542175129964,14.860902125870727,0.04947679312232367
1,16,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,True,False,8.592312986578984,0.014832434343716727,16.353927227874298,7.427626306250529,14.92037826565322,14.882322647288678,1.433548962221078
2,16,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,True,False,8.595767841946897,0.014930928141531297,14.882073527163715,7.368105198198593,16.376674136052515,14.888306632318708,1.494600608888799
3,16,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,True,False,8.615370031995266,7.105427357601002e-15,14.929471863685622,7.415480951309782,16.385038346466043,14.922258621422104,1.4555664827804211
4,16,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,True,False,8.615370031995266,7.105427357601002e-15,16.385038346466033,7.415480951309782,14.92947186368563,14.922258621422104,1.4555664827804033
1,17,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,cyc,False,True,8.69905008395348,0.013047595158468539,16.43213311478004,4.817714979147544,14.929118817916951,15.067196722993735,1.503014296863089
1,18,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,cyc,True,True,8.701142376814435,0.013764249282935737,16.357838401468772,5.403184570647797,14.922363441855278,15.07082068053322,1.4354749596134937
2,17,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,cyc,False,True,8.716179843282076,0.013811546939265895,14.887319012473746,4.725574018505741,16.46381461596616,15.096866336472289,1.5764956034924147
2,18,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,cyc,True,True,8.717712299289351,0.014516625307962272,14.882172388014958,5.290535498582976,16.3952167972959,15.099520628137254,1.513044409280944
3,17,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,cyc,False,True,8.726746387168502,7.105427357601002e-15,14.935925556629327,4.797019124374561,16.453994881261742,15.115168127343987,1.5180693246324157
4,17,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,cyc,False,True,8.726746387168502,7.105427357601002e-15,16.453994881261732,4.797019124374561,14.935925556629337,15.115168127343987,1.5180693246323944
3,18,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,cyc,True,True,8.728570038499646,7.105427357601002e-15,14.929471860627677,5.374205958203831,16.38503872574902,15.118326784104818,1.4555668651213427
4,18,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,cyc,True,True,8.728570038499646,7.105427357601002e-15,16.385038725749013,5.374205958203831,14.929471860627686,15.118326784104818,1.4555668651213267
1,19,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,cyc,anti,True,True,8.747152244764242,0.013889279998696935,15.034224430673506,2.073444958654273,14.955720410625077,15.150512109471823,0.07850402004842927
2,19,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,True,True,8.750268381620646,0.013746931288963538,14.957875914820622,1.9038389601021986,15.049600582254499,15.155909416830452,0.0917246674338763
1,20,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,cyc,False,False,8.75431515236121,0.016028287701971067,16.424024133591598,4.989445124046763,14.929506355866634,15.162918629359694,1.4945177777249636
1,21,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,cyc,anti,True,False,8.757479662873594,0.011197049213365062,15.033777228785457,1.5917773598136744,14.920545164965244,15.168399722348227,0.11323206382021311
1,22,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,cyc,True,False,8.758444479377511,0.01691553199649931,16.34865716982674,5.581583309718104,14.92254592987685,15.170070833552995,1.4261112399498899
2,21,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,True,False,8.761074277030364,0.011133625093311394,14.920746708246602,1.40760174398358,15.050552195145983,15.174625776701358,0.12980548689938054
3,19,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,True,True,8.762123132343852,7.105427357601002e-15,14.988979180746487,2.012914459561868,15.057214311423122,15.176442447394107,0.06823513067663534
4,19,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,cyc,anti,True,True,8.762123132343852,7.105427357601002e-15,15.057214311423113,2.012914459561868,14.988979180746494,15.176442447394109,0.06823513067661935
1,23,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,True,True,8.764314138254903,0.01119006272509182,16.36157524718846,8.22910102789164,14.919781877309642,15.180237380951734,1.4417933698788161
2,23,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,True,True,8.764947495015603,0.011535779736355778,14.882131628167057,8.11023261430708,16.39169240176155,15.181334387040582,1.509560773594492
3,21,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,True,False,8.772799479738742,7.105427357601002e-15,14.958741803934137,1.523548833386546,15.057214293152798,15.194934423521318,0.09847248921866125
4,21,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,cyc,anti,True,False,8.772799479738744,7.105427357601002e-15,15.05721429315279,1.523548833386546,14.958741803934148,15.194934423521318,0.09847248921864171
2,20,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,cyc,False,False,8.772813697877327,0.016934764165732474,14.887608816348974,4.896503583989124,16.45085604085598,15.194959050059735,1.5632472245070073
2,22,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,cyc,True,False,8.776348209951898,0.017817658822458782,14.882336647309879,5.4674706186547635,16.380009597117674,15.201081004552856,1.4976729498077948
3,20,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,cyc,False,False,8.782069778098478,7.105427357601002e-15,14.93592556078754,4.968353853864835,16.45399459385777,15.2109910512817,1.5180690330702316
4,20,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,cyc,False,False,8.782069778098478,7.105427357601002e-15,16.45399459385776,4.968353853864835,14.935925560787547,15.2109910512817,1.5180690330702138
3,22,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,anti,cyc,True,False,8.785917128205266,7.105427357601002e-15,14.929471861628357,5.551781109984786,16.385038382800726,15.217654857141163,1.4555665211723685
4,22,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,anti,cyc,True,False,8.785917128205266,7.105427357601002e-15,16.385038382800715,5.551781109984786,14.929471861628365,15.217654857141165,1.4555665211723507
3,23,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,True,True,8.786612779765395,7.105427357601002e-15,14.929471868384466,8.215565224828861,16.385038725747957,15.218859760987671,1.4555668573634915
4,23,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,True,True,8.786612779765395,7.105427357601002e-15,16.385038725747947,8.215565224828861,14.929471868384475,15.218859760987671,1.455566857363472
2,24,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,False,True,8.793584216621127,0.0136467140256471,14.885314574358246,8.426955518247691,16.460851653563573,15.230934643823554,1.5755370792053274
1,24,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,False,True,8.793617950412775,0.013209629790473798,16.434597110608834,8.536797942088931,14.921429783108216,15.230993072464624,1.5131673275006179
5,10,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,anti,True,False,8.801877994541625,0.024017607491874315,15.016459018356308,3.30643772823211,15.040364338995232,15.245299888568551,0.023905320638924366
1,25,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,True,False,8.80609210793451,0.013856737101075822,16.352054610998756,8.439031449494461,14.919724180488561,15.252598947073885,1.432330430510195
2,25,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,True,False,8.808435212347643,0.014277353491308986,14.882232121615067,8.316739157950156,16.376577411780968,15.256657322964871,1.4943452901659011
1,26,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,cyc,anti,False,True,8.815783885052797,0.01542910870196934,15.054508430298897,2.605133623455166,14.989680542118238,15.26938559745839,0.06482788818065899
3,24,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,False,True,8.815847330467705,1.0658141036401503e-14,14.93592558886275,8.525978109924694,16.45399489454207,15.269495488140517,1.5180693056793206
4,24,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,False,True,8.815847330467705,1.0658141036401503e-14,16.45399489454206,8.525978109924694,14.935925588862757,15.269495488140517,1.5180693056793029
2,26,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,False,True,8.820254720427984,0.015349738095551402,14.99409840353468,2.4462224437498143,15.067633984573089,15.277129311480495,0.07353558103840818
1,27,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,cyc,anti,False,False,8.821566736548348,0.012558741163580578,15.054010393361862,2.0969863378305638,14.94407834533663,15.279401790061316,0.10993204802523238
8,10,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,anti,True,False,8.824436757891622,7.105427357601002e-15,15.004517891172634,3.2589449917748485,15.026870876670314,15.28437281284667,0.02235298549767961
7,10,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,anti,True,False,8.824436757891622,7.105427357601002e-15,15.026870876670307,3.2589449917748485,15.004517891172643,15.284372812846666,0.022352985497663624
6,10,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,anti,True,False,8.824963998122188,0.025411953272080012,14.99935628119593,3.3115525092908507,15.049693090756554,15.285286019713805,0.050336809560624474
2,27,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,False,False,8.82653872538494,0.012565712627445436,14.946949966585105,1.9193068411378835,15.068623872294495,15.288013527340956,0.12167390570938963
3,25,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,True,False,8.828917343021818,1.7763568394002505e-14,14.929471869385152,8.423544302638726,16.38503838279958,15.292133413939807,1.4555665134144267
4,25,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,True,False,8.828917343021818,1.7763568394002505e-14,16.385038382799568,8.423544302638726,14.929471869385159,15.292133413939805,1.455566513414409
3,26,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,False,True,8.830923237684718,1.7763568394002505e-14,15.025421714850038,2.551593538410068,15.074898551769072,15.29560772541058,0.04947683691903393
4,26,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,cyc,anti,False,True,8.830923237684718,1.7763568394002505e-14,15.074898551769065,2.551593538410068,15.025421714850049,15.29560772541058,0.049476836919016165
1,28,exclusive_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,False,False,8.836698770995673,0.01622173439040253,16.42611032995967,8.745976214436562,14.921567835136823,15.305611242545963,1.5045424948228465
3,27,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,False,False,8.837020940777778,7.105427357601002e-15,14.985205504457843,2.0363790679955973,15.074898532185859,15.30616925697723,0.0896930277280159
4,27,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,anti,cyc,cyc,anti,False,False,8.837020940777778,7.105427357601002e-15,15.074898532185848,2.0363790679955973,14.98520550445785,15.30616925697723,0.08969302772799814
2,28,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,False,False,8.838321754663188,0.016737906279608694,14.885537969848805,8.632852189909972,16.448023233775437,15.308422332717953,1.5624852639266322
5,11,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,anti,True,True,8.841778276370592,0.027955202135466095,15.000568095466596,2.7404756743980085,15.04211682372735,15.314409203932641,0.04154872826075362
5,13,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,anti,False,False,8.853022816301394,0.028269432682499485,15.078811291138852,3.3094875903793195,15.025071676023586,15.333885318400526,0.05373961511526559
3,28,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,False,False,8.859412792563406,7.105427357601002e-15,14.935925593020972,8.733246685902524,16.45399460713802,15.34495308194549,1.5180690141170494
4,28,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,False,False,8.859412792563406,7.105427357601002e-15,16.45399460713801,8.733246685902524,14.935925593020983,15.34495308194549,1.518069014117028
7,11,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,anti,True,True,8.863769511289682,7.105427357601002e-15,15.005918841281146,2.699754585802918,15.004517906314806,15.352499140133688,0.0014009349663393067
8,11,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,anti,True,True,8.863769511289684,7.105427357601002e-15,15.004517906314799,2.699754585802918,15.005918841281154,15.35249914013369,0.001400934966355294
