candidate,best_inner_selectivity,orientation_contrast,intervalley_contrast,field_contrast,high_barrier_outer_to_inner
s_wave,2.0102391812610545,0.9817462364522951,1.0140543777930546,0.9803158348479514,1.2009443302375797
valley_odd,2.080605893781943,1.204242390693083,1.164032102935197,0.8971327974707668,1.0480687421555233
chiral_d,2.085884608787942,1.2342387796069256,1.1207093987200007,1.2184868803157587,1.0343546727341781
