candidate,min_quasiparticle_energy,median_quasiparticle_energy,max_quasiparticle_energy,min_gap_amplitude,max_gap_amplitude
s_wave,0.04000000235177162,0.1988741013795235,0.925423314621147,0.04,0.04
valley_odd,0.016827349461848516,0.19749529632333823,0.9256268360580664,0.015539586298862746,0.04446041370113725
chiral_d,0.011216942540656794,0.1951428430676579,0.9248528292051849,7.754514235072609e-06,0.023333333333333338
