candidate,barrier_Z,orientation_alpha,intervalley_eta,field_phi,inner_gap,outer_gap,inner_signal,outer_signal,zero_bias,inner_selectivity
valley_odd,2.8,0.0,0.2,1.5707963268,0.016827349461848516,0.07182734946184852,172.65920180593514,200.00762489913475,143.2595030764482,0.8632630975594475
valley_odd,2.8,0.0,0.45,0.0,0.016827349461848516,0.07182734946184852,201.00846457583395,222.25060529672504,167.80796743968398,0.9044225742713687
valley_odd,2.8,0.0,0.45,1.5707963268,0.016827349461848516,0.07182734946184852,184.16128224109258,208.35060607776506,153.28584628956742,0.883900871266753
valley_odd,2.8,0.7853981634,0.0,0.0,0.016827349461848516,0.07182734946184852,199.7478099046163,216.031017506442,167.2254926330624,0.9246256033518885
valley_odd,2.8,0.7853981634,0.0,1.5707963268,0.016827349461848516,0.07182734946184852,182.90062756987493,202.131018287482,152.70337148294584,0.9048617531315429
valley_odd,2.8,0.7853981634,0.2,0.0,0.016827349461848516,0.07182734946184852,208.94947425274222,222.70540244934622,175.2465672035578,0.9382326246004169
valley_odd,2.8,0.7853981634,0.2,1.5707963268,0.016827349461848516,0.07182734946184852,192.10229191800084,208.8054032303862,160.72444605344123,0.9200063262062433
valley_odd,2.8,0.7853981634,0.45,0.0,0.016827349461848516,0.07182734946184852,220.45155468789963,231.0483836279765,185.272910416677,0.954135888017553
valley_odd,2.8,0.7853981634,0.45,1.5707963268,0.016827349461848516,0.07182734946184852,203.60437235315825,217.1483844090165,170.75078926656045,0.9376278479219675
chiral_d,0.2,0.0,0.0,0.0,0.011216942540656794,0.0662169425406568,364.0419104427101,180.12751683943878,345.28951840013576,2.0210233107649405
chiral_d,0.2,0.0,0.0,1.5707963268,0.011216942540656794,0.0662169425406568,477.2625215619214,232.35726429961065,452.9991396930381,2.0540030155739837
chiral_d,0.2,0.0,0.2,0.0,0.011216942540656794,0.0662169425406568,388.8484214315203,191.61850289986796,368.8844930908551,2.0292843099537037
chiral_d,0.2,0.0,0.2,1.5707963268,0.011216942540656794,0.0662169425406568,502.0690325507317,243.84825036003986,476.59411438375747,2.0589404755188156
chiral_d,0.2,0.0,0.45,0.0,0.011216942540656794,0.0662169425406568,419.85656016753313,205.98223547540448,398.3782114542541,2.038314416767588
