object_id,fixed_psnr_lowres,robust_method_psnr_lowres,psnr_gain_over_fixed_lowres,seed,dataset_name,dataset_version,perturbation_family,level,training_regime
ImageNet-1k:imagenet_proxy_009,20.59954986294597,22.719013629817976,2.1194637668720056,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_010,16.76661491870148,21.72407597030133,4.95746105159985,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_011,21.898885206297475,23.505541500600707,1.6066562943032316,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_000,16.15346213451125,17.493498340374508,1.3400362058632567,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_001,18.64806666618471,19.57067169835357,0.9226050321688604,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_002,14.99213140498757,16.34380162678901,1.3516702218014398,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_003,19.95005748643167,19.957977630449623,0.007920144017951714,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_004,17.02112070435518,19.728063863557082,2.706943159201902,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_005,18.877109632413845,22.267486033097605,3.39037640068376,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_006,19.001095809722333,22.604059115824562,3.602963306102229,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_007,23.875982204289585,23.94818057889274,0.07219837460315404,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_008,17.78390643054887,19.88515902456052,2.1012525940116475,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_009,19.67577512735865,21.75236925852913,2.076594131170477,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_010,15.96062765825073,19.98518253213118,4.024554873880451,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_011,20.56497074291316,21.855799995735744,1.2908292528225829,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,1.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_000,18.37913524723942,8.869874769632586,-9.509260477606835,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_001,19.4185212442048,7.960485625963737,-11.458035618241063,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_002,17.144871038094426,7.792010576670862,-9.352860461423564,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_003,19.87239693750947,8.672244725304065,-11.200152212205406,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_004,20.36777785801965,9.358069515177432,-11.009708342842218,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_005,19.64942581955879,8.14572523478834,-11.50370058477045,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_006,19.73105034676241,8.553007530471206,-11.178042816291203,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_007,24.25134673091588,7.813468116094588,-16.437878614821294,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_008,18.59203268222841,8.387035083712725,-10.204997598515686,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_009,19.87559582846149,7.8516074772887015,-12.023988351172786,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_010,16.54464520459449,8.001761584886891,-8.5428836197076,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_011,21.91276814000132,8.098576070737446,-13.814192069263873,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_000,18.441468774705854,8.919089394136247,-9.522379380569607,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_001,18.538235981075392,7.876039332804464,-10.662196648270928,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_002,17.286927749285475,7.909682152845635,-9.37724559643984,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_003,21.283035485854747,8.717039480420809,-12.565996005433938,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_004,20.164674870813446,9.347504983927875,-10.817169886885571,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_005,20.053058153249864,8.217559522914849,-11.835498630335016,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_006,19.728304667830628,8.56217190307197,-11.166132764758657,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_007,27.19828963419568,7.976485197372597,-19.221804436823085,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_008,18.416885301603873,8.363068008787467,-10.053817292816406,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_009,21.239195482710016,7.987972927305779,-13.251222555404237,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_010,17.095284365085792,7.98743683992183,-9.107847525163962,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_011,21.66281951363726,8.074642370425725,-13.588177143211535,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_000,19.51877954062885,9.015096095588095,-10.503683445040753,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_001,19.521645115591774,7.981347827010845,-11.540297288580929,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_002,18.186379443095834,8.010063176342832,-10.176316266753002,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_003,20.910408925742907,8.80349220877521,-12.106916716967696,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_004,21.4576363280704,9.455744257930526,-12.001892070139874,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_005,20.375103631462995,8.194848239777105,-12.18025539168589,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_006,19.892394837383875,8.562594177823794,-11.329800659560082,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_007,27.146529710363495,7.957341111428439,-19.189188598935054,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_008,18.80117135181588,8.436232909208673,-10.364938442607208,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_009,21.147320837294792,7.9801768550496055,-13.167143982245186,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_010,17.191992321163173,8.06511442178412,-9.126877899379053,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_011,22.640345029946328,8.180026684894159,-14.460318345052169,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_000,19.09297262457729,8.952944406101311,-10.140028218475978,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_001,17.70280693610308,7.833783626971123,-9.869023309131958,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_002,17.904859016290853,7.972026865780957,-9.932832150509896,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_003,20.952538892944254,8.784519185803592,-12.168019707140662,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_004,20.752529580949247,9.392740791256978,-11.359788789692269,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_005,19.93116225765096,8.203939019071212,-11.727223238579748,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_006,19.412075569509152,8.500663122813938,-10.911412446695214,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_007,26.890020171332907,8.064823437660474,-18.825196733672435,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_008,18.268126109709225,8.395693850664122,-9.872432259045103,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_009,21.41476884025423,8.057288145190727,-13.357480695063503,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_010,17.522383041448904,7.9869212913694465,-9.535461750079458,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_011,21.256566914227342,8.096480895750986,-13.160086018476356,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_000,17.750234647757154,8.86764650829487,-8.882588139462284,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_001,19.299948974789118,7.917288001323741,-11.382660973465377,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_002,16.622471973112788,7.779214493564809,-8.84325747954798,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_003,20.696032609119307,8.767251395211561,-11.928781213907746,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_004,19.76316827026758,9.29734487875886,-10.46582339150872,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_005,19.872126716637318,8.202818510644775,-11.669308205992543,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_006,19.65704810311735,8.65479304697175,-11.0022550561456,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_007,25.92318706892768,7.910297413772773,-18.012889655154908,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_008,18.51438484054861,8.393581304771802,-10.120803535776806,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_009,20.59954986294597,7.9258339541540845,-12.673715908791886,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_010,16.76661491870148,8.068862165922848,-8.697752752778634,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_011,21.898885206297475,8.107404450201678,-13.791480756095797,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_000,16.15346213451125,8.593658362012189,-7.5598037724990625,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_001,18.64806666618471,7.805753919650272,-10.84231274653444,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_002,14.99213140498757,7.509363955138937,-7.482767449848632,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_003,19.95005748643167,8.61173717483536,-11.338320311596311,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_004,17.02112070435518,9.103527565241217,-7.917593139113963,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_005,18.877109632413845,8.087130335340959,-10.789979297072886,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_006,19.001095809722333,8.546692286223253,-10.45440352349908,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_007,23.875982204289585,7.774051203330483,-16.1019310009591,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_008,17.78390643054887,8.284363443328852,-9.49954298722002,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_009,19.67577512735865,7.833583854044324,-11.842191273314327,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_010,15.96062765825073,7.940915589250728,-8.019712069,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
ImageNet-1k:imagenet_proxy_011,20.56497074291316,7.917332842466075,-12.647637900447087,0,ImageNet-1k,ILSVRC2012 validation,phase_mask_lateral_shift,2.0,robust_mask_mixed_train
COCO:coco_proxy_000,21.18584846107649,24.593149294145608,3.407300833069119,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_001,24.546960020496552,25.696248822076832,1.1492888015802798,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_002,24.740017578861885,26.472303867705822,1.7322862888439374,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_003,23.828686463082374,26.027921874615668,2.1992354115332944,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_004,20.586364603018676,24.74729980255411,4.160935199535434,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_005,21.535669119712534,24.915636926480815,3.3799678067682812,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_006,23.396440817262945,24.591391047440606,1.1949502301776604,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_007,24.84233751244973,25.2437016173876,0.4013641049378691,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_008,23.00492307377262,26.601323949981346,3.596400876208726,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_009,22.200482604850794,24.0342437679707,1.833761163119906,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_010,24.90043226043335,26.44196360414213,1.5415313437087796,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_011,24.73877442876923,27.18577235268178,2.4469979239125514,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_000,21.19200810523864,24.6421280641464,3.450119958907763,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_001,24.47124638202231,25.597391861409434,1.126145479387123,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_002,24.858207862575867,25.891237977255877,1.0330301146800096,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_003,24.13394623880172,26.11709420025261,1.9831479614508893,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_004,20.757883031502857,24.989549319803682,4.231666288300826,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_005,21.78876080018913,25.331810747319544,3.543049947130413,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_006,22.948772647896796,24.301143689094026,1.3523710411972303,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_007,24.647484499274913,25.5880981905846,0.9406136913096859,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_008,23.08364139584464,26.309250171600816,3.225608775756175,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_009,22.20942172114281,23.97701472660392,1.7675930054611086,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_010,25.046641757397644,26.937486032952343,1.8908442755546986,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_011,24.832871291974502,26.5218273822571,1.6889560902825984,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_000,21.57008790434538,25.15129635987818,3.581208455532799,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_001,24.918387539192537,25.060527761724845,0.1421402225323085,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_002,24.888407882640962,26.164820367442864,1.2764124848019023,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_003,24.517329613572592,25.84912515889759,1.3317955453249972,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_004,21.583892084560475,25.219631342527805,3.63573925796733,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_005,22.073414764869312,25.271046475184008,3.1976317103146954,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_006,24.04428256461735,25.102744992287956,1.0584624276706052,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_007,25.12669072157475,25.217783735850805,0.09109301427605487,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_008,23.49197736039697,26.88797924985908,3.3960018894621093,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_009,22.837801460773242,23.643055282523253,0.8052538217500107,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_010,25.398539574351645,26.573530745966025,1.17499117161438,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_011,25.238972316961494,27.55061887098282,2.3116465540213262,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_000,21.545191530134893,24.789632942769067,3.244441412634174,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_001,24.753715767425227,25.424287980861582,0.6705722134363548,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_002,25.031546142555502,26.746161183281927,1.7146150407264251,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_003,24.589585770852583,26.54617614679506,1.9565903759424756,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_004,21.54691308169418,25.80766069172409,4.260747610029913,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_005,21.916732555520156,25.548522705050075,3.6317901495299196,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_006,23.317372795459764,24.34250648750076,1.0251336920409955,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_007,24.840216416036856,25.029091463662763,0.18887504762590623,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_008,22.97178933270935,27.127639809506242,4.155850476796893,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_009,22.63608774142458,23.82755686367393,1.1914691222493516,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_010,25.34279142516656,26.28033350107929,0.9375420759127309,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_011,25.03731180125614,26.203442582183044,1.1661307809269026,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_000,20.775646290747517,24.03771186764013,3.2620655768926134,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_001,24.1060403434455,24.964231555538483,0.8581912120929829,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_002,24.333594851496652,26.00154040178209,1.6679455502854381,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_003,23.666553889453677,26.15934762534385,2.4927937358901744,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_004,20.337494732317438,24.738884657188937,4.4013899248714985,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_005,21.179940976030096,24.6956398206788,3.5156988446487034,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_006,22.58187581428067,24.079200369441992,1.4973245551613203,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_007,24.263585087422324,24.533087286524292,0.26950219910196793,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_008,22.68031093060081,26.28238375239071,3.6020728217899,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_009,21.865974195505142,24.040629212041512,2.17465501653637,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_010,24.74513204889945,26.825487304307707,2.080355255408257,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_011,24.355540428730784,27.02096595716081,2.6654255284300277,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_000,18.85717127754794,21.88420957914767,3.0270383015997275,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_001,21.570354236471857,22.180485052256977,0.6101308157851193,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_002,22.365070776889663,23.724871840436276,1.3598010635466125,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_003,21.35815686753262,24.202287662512575,2.8441307949799537,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_004,18.541980799176763,22.534618617975628,3.9926378187988654,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_005,19.339725293503914,22.486139347410408,3.1464140539064935,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_006,20.165108454699897,22.125187072136736,1.9600786174368388,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_007,21.739398733718787,23.290684829139742,1.5512860954209557,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_008,20.40402186672693,23.564560593158447,3.1605387264315183,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_009,19.815794066475142,22.23818577608204,2.4223917096068988,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_010,22.057445020062744,23.73511825289731,1.6776732328345645,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_011,21.96699675084105,24.14357482723149,2.176578076390438,0,COCO,2017 validation,clean_reference,0.0,robust_mask_mixed_train
COCO:coco_proxy_000,21.18584846107649,24.635453857990704,3.4496053969142153,0,COCO,2017 validation,phase_mask_quantization,3.0,robust_mask_mixed_train
COCO:coco_proxy_001,24.546960020496552,25.542211057996873,0.9952510375003207,0,COCO,2017 validation,phase_mask_quantization,3.0,robust_mask_mixed_train
COCO:coco_proxy_002,24.740017578861885,26.69819598565484,1.9581784067929568,0,COCO,2017 validation,phase_mask_quantization,3.0,robust_mask_mixed_train
COCO:coco_proxy_003,23.828686463082374,26.077656123826554,2.24896966074418,0,COCO,2017 validation,phase_mask_quantization,3.0,robust_mask_mixed_train
