dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,seed,repeat_count,sample_count,mean_psnr_gain_over_fixed_lowres,mean_method_psnr_lowres,mean_fixed_psnr_lowres,mean_guided_psnr_lowres,clean_mean_psnr_gain_over_fixed_lowres,degradation_vs_clean_db
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.0,1,4,288,-11.356973009849147,13.533832431244992,24.89080544109414,27.03340698845976,-0.1483274822343396,11.208645527614808
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.0,2,4,288,-11.843173913196736,13.268903072541084,25.11207698573782,26.961102505543174,-0.19684433255794667,11.64632958063879
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.005,0,4,288,-12.967323511202027,12.201141553831022,25.16846506503305,26.98510807508084,-0.3094482873361583,12.657875223865869
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.005,1,4,288,-11.198191930713065,13.688245534574754,24.88643746528782,27.0400859033449,-0.1483274822343396,11.049864448478726
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.005,2,4,288,-13.267793097714334,11.84215519960771,25.109948297322042,26.962853326820326,-0.19684433255794667,13.070948765156388
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.01,0,4,288,-11.27846496206633,13.88466925932367,25.163134221390003,26.988302005397998,-0.3094482873361583,10.969016674730172
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.01,1,4,288,-11.18657880403268,13.696474679955424,24.883053483988103,27.04264427004224,-0.1483274822343396,11.03825132179834
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.01,2,4,288,-12.968352724973215,12.138522539079297,25.10687526405251,26.96524936863457,-0.19684433255794667,12.771508392415269
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.02,0,4,288,-12.195787024321376,12.966803934977909,25.162590959299283,27.00065377726152,-0.3094482873361583,11.886338736985218
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.02,1,4,288,-11.909064037691756,12.969509455561102,24.87857349325286,27.05464144030664,-0.1483274822343396,11.760736555457417
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.02,2,4,288,-12.511037078924168,12.593531454467403,25.10456853339157,26.971841072941316,-0.19684433255794667,12.314192746366222
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.0,0,4,288,-14.551556205460795,10.617108545280235,25.16866475074103,26.980283997320132,-0.3094482873361583,14.242107918124637
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.0,1,4,288,-13.583095083404077,11.307710357690063,24.89080544109414,27.03340698845976,-0.1483274822343396,13.434767601169737
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.0,2,4,288,-15.136655278752707,9.975421706985111,25.11207698573782,26.961102505543174,-0.19684433255794667,14.939810946194761
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.005,0,4,288,-15.848145946686579,9.320319118346472,25.16846506503305,26.98510807508084,-0.3094482873361583,15.53869765935042
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.005,1,4,288,-13.385009594727817,11.501427870560002,24.88643746528782,27.0400859033449,-0.1483274822343396,13.236682112493478
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.005,2,4,288,-15.163510701514529,9.946437595807515,25.109948297322042,26.962853326820326,-0.19684433255794667,14.966666368956583
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.01,0,4,288,-13.840853912809605,11.322280308580396,25.163134221390003,26.988302005397998,-0.3094482873361583,13.531405625473447
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.01,1,4,288,-13.456819014726387,11.426234469261718,24.883053483988103,27.04264427004224,-0.1483274822343396,13.308491532492047
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.01,2,4,288,-14.930431054557602,10.176444209494909,25.10687526405251,26.96524936863457,-0.19684433255794667,14.733586721999655
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.02,0,4,288,-13.827649058272211,11.334941901027072,25.162590959299283,27.00065377726152,-0.3094482873361583,13.518200770936053
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.02,1,4,288,-14.179025318818363,10.699548174434495,24.87857349325286,27.05464144030664,-0.1483274822343396,14.030697836584023
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.02,2,4,288,-15.184477831554041,9.92009070183753,25.10456853339157,26.971841072941316,-0.19684433255794667,14.987633498996095
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,0,4,288,-16.56946990075351,8.59919484998752,25.16866475074103,26.980283997320132,-0.3094482873361583,16.26002161341735
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,1,4,288,-14.732857607234415,10.157947833859723,24.89080544109414,27.03340698845976,-0.1483274822343396,14.584530125000075
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,2,4,288,-16.59490717214903,8.517169813588792,25.11207698573782,26.961102505543174,-0.19684433255794667,16.39806283959108
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,0,4,288,-15.935970620405332,9.232494444627715,25.16846506503305,26.98510807508084,-0.3094482873361583,15.626522333069174
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,1,4,288,-15.288220903060527,9.598216562227293,24.88643746528782,27.0400859033449,-0.1483274822343396,15.139893420826187
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,2,4,288,-15.801956321233515,9.307991976088525,25.109948297322042,26.962853326820326,-0.19684433255794667,15.605111988675569
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,0,4,288,-16.53374469910218,8.629389522287822,25.163134221390003,26.988302005397998,-0.3094482873361583,16.22429641176602
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,1,4,288,-15.585222928801791,9.297830555186314,24.883053483988103,27.04264427004224,-0.1483274822343396,15.436895446567451
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,2,4,288,-15.33554346705595,9.77133179699656,25.10687526405251,26.96524936863457,-0.19684433255794667,15.138699134498005
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,0,4,288,-15.984439852123407,9.178151107175877,25.162590959299283,27.00065377726152,-0.3094482873361583,15.674991564787248
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,1,4,288,-15.402161436528608,9.47641205672425,24.87857349325286,27.05464144030664,-0.1483274822343396,15.253833954294269
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,2,4,288,-16.59688313671122,8.507685396680351,25.10456853339157,26.971841072941316,-0.19684433255794667,16.400038804153272
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,0,4,288,-8.455086526423655,16.713578224317374,25.16866475074103,26.980283997320132,-0.3094482873361583,8.145638239087496
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,1,4,288,-10.409633349673346,14.481172091420794,24.89080544109414,27.03340698845976,-0.1483274822343396,10.261305867439006
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,2,4,288,-7.235014502576637,17.877062483161183,25.11207698573782,26.961102505543174,-0.19684433255794667,7.03817017001869
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,0,4,288,-8.085879771450635,17.08258529358241,25.16846506503305,26.98510807508084,-0.3094482873361583,7.776431484114477
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,1,4,288,-10.157106209613966,14.729331255673852,24.88643746528782,27.0400859033449,-0.1483274822343396,10.008778727379626
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,2,4,288,-6.786525182418667,18.323423114903377,25.109948297322042,26.962853326820326,-0.19684433255794667,6.58968084986072
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,0,4,288,-8.304837437250715,16.858296784139288,25.163134221390003,26.988302005397998,-0.3094482873361583,7.995389149914557
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,1,4,288,-10.705476179205695,14.17757730478241,24.883053483988103,27.04264427004224,-0.1483274822343396,10.557148696971355
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,2,4,288,-6.810473616433834,18.29640164761868,25.10687526405251,26.96524936863457,-0.19684433255794667,6.613629283875887
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,0,4,288,-9.110621030157418,16.051969929141865,25.162590959299283,27.00065377726152,-0.3094482873361583,8.80117274282126
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,1,4,288,-10.787117208434067,14.091456284818792,24.87857349325286,27.05464144030664,-0.1483274822343396,10.638789726199727
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,2,4,288,-6.354445278490049,18.750123254901524,25.10456853339157,26.971841072941316,-0.19684433255794667,6.157600945932102
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,0,4,288,-13.171203821128758,11.997460929612272,25.16866475074103,26.980283997320132,-0.3094482873361583,12.8617555337926
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,1,4,288,-11.960675594552121,12.930129846542018,24.89080544109414,27.03340698845976,-0.1483274822343396,11.812348112317782
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,2,4,288,-12.90759360410896,12.204483381628858,25.11207698573782,26.961102505543174,-0.19684433255794667,12.710749271551014
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,0,4,288,-13.097267638136962,12.071197426896084,25.16846506503305,26.98510807508084,-0.3094482873361583,12.787819350800804
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,1,4,288,-12.09598697682189,12.790450488465929,24.88643746528782,27.0400859033449,-0.1483274822343396,11.947659494587551
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,2,4,288,-11.685916172739384,13.42403212458266,25.109948297322042,26.962853326820326,-0.19684433255794667,11.489071840181438
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.01,0,4,288,-12.402010629378049,12.761123592011952,25.163134221390003,26.988302005397998,-0.3094482873361583,12.09256234204189
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.01,1,4,288,-13.080435448431514,11.802618035556591,24.883053483988103,27.04264427004224,-0.1483274822343396,12.932107966197174
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.01,2,4,288,-12.629225091784745,12.477650172267765,25.10687526405251,26.96524936863457,-0.19684433255794667,12.432380759226799
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.02,0,4,288,-12.088687669823102,13.073903289476181,25.162590959299283,27.00065377726152,-0.3094482873361583,11.779239382486944
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.02,1,4,288,-13.526143314649898,11.35243017860296,24.87857349325286,27.05464144030664,-0.1483274822343396,13.377815832415559
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.02,2,4,288,-12.7286126626574,12.375955870734172,25.10456853339157,26.971841072941316,-0.19684433255794667,12.531768330099453
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.0,0,4,288,-14.38784616138485,10.780818589356178,25.16866475074103,26.980283997320132,-0.3094482873361583,14.078397874048692
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.0,1,4,288,-14.266443433681129,10.624362007413007,24.89080544109414,27.03340698845976,-0.1483274822343396,14.11811595144679
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.0,2,4,288,-13.490586630658846,11.621490355078972,25.11207698573782,26.961102505543174,-0.19684433255794667,13.2937422981009
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.005,0,4,288,-15.873612631285694,9.294852433747355,25.16846506503305,26.98510807508084,-0.3094482873361583,15.564164343949535
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.005,1,4,288,-14.852460318343427,10.033977146944393,24.88643746528782,27.0400859033449,-0.1483274822343396,14.704132836109087
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.005,2,4,288,-14.279385964437914,10.830562332884128,25.109948297322042,26.962853326820326,-0.19684433255794667,14.082541631879968
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.01,0,4,288,-15.287734691970712,9.875399529419289,25.163134221390003,26.988302005397998,-0.3094482873361583,14.978286404634554
