dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,seed_count,repeat_count_per_seed,sample_count_per_seed,mean_psnr_gain_over_fixed_lowres,gain_ci95_half_width,gain_ci_low,gain_ci_high,mean_degradation_vs_clean_db,degradation_ci95_half_width,degradation_ci_low,degradation_ci_high,mean_method_psnr_lowres,mean_fixed_psnr_lowres,mean_guided_psnr_lowres,failure_threshold_gain_db,pass_state
UCID,1338 public citation subset,0.0,severe,1.0,2.0,0.01,3,4,288,-11.54531713908394,0.601580000682751,-12.14689713976669,-10.94373713840119,14.14460975404495,0.5617253401745931,13.582884413870357,14.706335094219543,9.312517555549741,20.85783469463368,23.179267572076935,0.0,fail
UCID,1338 public citation subset,0.0,severe,1.0,2.0,0.02,3,4,288,-11.75484490659651,0.7552431351424838,-12.510088041738994,-10.999601771454026,14.354137521557524,0.69993646783292,13.654201053724604,15.054073989390444,9.09601425380838,20.85085916040489,23.186917276648284,0.0,fail
UCID,1338 public citation subset,0.05,clean,0.0,0.0,0.0,3,4,288,-4.330870185688018,1.7408749128049137,-6.071745098492931,-2.589995272883104,6.930162800649032,1.8061734939978735,5.123989306651158,8.736336294646906,16.534411702965368,20.86528188865339,23.168884635205547,0.0,fail
UCID,1338 public citation subset,0.05,clean,0.0,0.0,0.005,3,4,288,-3.9332419690257705,1.7789323416859169,-5.712174310711688,-2.1543096273398534,6.532534583986783,1.8480532377630332,4.68448134622375,8.380587821749817,16.92792499338951,20.861166962415282,23.173057446002673,0.0,fail
UCID,1338 public citation subset,0.05,clean,0.0,0.0,0.01,3,4,288,-4.167048585120477,1.9764271512011726,-6.1434757363216494,-2.190621433919304,6.766341200081491,2.0397651528870155,4.7265760471944755,8.806106352968506,16.6907861095132,20.85783469463368,23.179267572076935,0.0,fail
UCID,1338 public citation subset,0.05,clean,0.0,0.0,0.02,3,4,288,-4.301245975379902,2.205596379303207,-6.5068423546831085,-2.095649596076695,6.900538590340915,2.2567614905952573,4.643777099745657,9.157300080936173,16.54961318502499,20.85085916040489,23.186917276648284,0.0,fail
UCID,1338 public citation subset,0.05,mild,0.25,0.5,0.0,3,4,288,-8.168474573594944,0.9410520150343216,-9.109526588629265,-7.227422558560622,10.767767188555958,0.8598525755754362,9.907914612980521,11.627619764131394,12.696807315058441,20.86528188865339,23.168884635205547,0.0,fail
UCID,1338 public citation subset,0.05,mild,0.25,0.5,0.005,3,4,288,-7.901170148591443,0.9011298462538732,-8.802299994845315,-7.0000403023375695,10.500462763552456,0.8770296284403513,9.623433135112105,11.377492391992806,12.95999681382384,20.861166962415282,23.173057446002673,0.0,fail
UCID,1338 public citation subset,0.05,mild,0.25,0.5,0.01,3,4,288,-8.274508994114507,0.19126929995244427,-8.46577829406695,-8.083239694162064,10.873801609075521,0.2698848045001902,10.60391680457533,11.143686413575711,12.58332570051917,20.85783469463368,23.179267572076935,0.0,fail
UCID,1338 public citation subset,0.05,mild,0.25,0.5,0.02,3,4,288,-8.347490050229732,0.7207954339931604,-9.068285484222892,-7.626694616236572,10.946782665190746,0.8017503221120242,10.145032343078721,11.74853298730277,12.503369110175159,20.85085916040489,23.186917276648284,0.0,fail
UCID,1338 public citation subset,0.05,moderate,0.5,1.0,0.0,3,4,288,-9.611652998964077,0.5956015837384548,-10.207254582702532,-9.016051415225622,12.21094561392509,0.614481894117884,11.596463719807206,12.825427508042972,11.25362888968931,20.86528188865339,23.168884635205547,0.0,fail
