path_rank,config_rank,path_mode,k_b_label,m_label,k_t_label,ac1_pattern,bc1_pattern,ac2_pattern,bc2_pattern,ac7_first_pattern,bc7_first_pattern,ac7_second_pattern,bc7_second_pattern,ac7_second_conjugated,bc7_second_conjugated,overall_rmse_meV,gamma_end_max_abs_delta_meV,k_b_window_rmse_meV,m_window_rmse_meV,k_t_window_rmse_meV,rowwise_sum_rmse_meV,valley_window_gap_meV
3,692,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,cyc,const,cyc,True,True,11.89200009023556,15.75964645395048,16.069286248660667,11.662295726116486,16.563579752617688,20.597548359901666,0.4942935039570209
3,363,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,cyc,const,const,True,False,11.901428181077412,8.842860520666662,16.40557099158548,11.03950858786378,17.179078718415397,20.613878292258125,0.7735077268299158
3,691,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,cyc,const,cyc,True,False,11.904603433092417,15.759646453950467,16.069286313781003,11.60767226986965,16.563579093171636,20.61937799007495,0.49429277939063354
3,685,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,cyc,const,const,False,False,11.910717339134118,8.97296196357216,16.13137167428388,10.916731145980012,17.188661828584685,20.62996758597188,1.057290154300805
3,939,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,anti,anti,const,const,True,False,11.912506504483241,14.652458590906228,17.17907862794341,10.117767227908898,16.405568051530416,20.633066511259702,0.7735105764129955
3,399,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,anti,const,const,True,False,11.93054823172242,8.842860520666662,17.0956368838872,9.90137941005997,16.286490471750206,20.664315699494257,0.8091464121369931
3,397,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,anti,const,const,False,False,11.935068282890388,8.97296196357216,17.188661610175572,9.774263452469972,16.210616394104097,20.67214465776999,0.9780452160714752
3,937,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,anti,anti,const,const,False,False,11.936739970925297,14.677135589108566,17.07389227559246,10.035217518075187,16.478280304540647,20.675040106380855,0.5956119710518131
3,723,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,anti,const,const,True,False,11.94145322844971,8.842860520666662,16.984070879423772,9.901379697342826,16.563585375613215,20.6832037078823,0.42048550381055705
3,615,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,anti,anti,const,const,True,False,11.948204708587483,14.652458590906228,17.297579415933573,10.117766940208293,16.14603833563092,20.694897614507212,1.1515410803026533
3,686,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,cyc,const,const,False,True,11.949904196482237,8.88875619329454,16.13137168830963,11.037713312515322,17.188661828584888,20.697841213887777,1.0572901402752564
3,613,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,anti,anti,const,const,False,False,11.954733192548106,14.677135589108566,17.188660492815853,10.03521722722679,16.210614716776742,20.70620528042341,0.9780457760391101
3,364,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,cyc,const,const,True,True,11.955155506621724,8.842860520666662,16.40557101935787,11.160344498426834,17.17907873398108,20.706936749855664,0.7735077146232108
3,721,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,anti,const,const,False,False,11.959049445370438,8.97296196357216,17.073892500395196,9.774263740298554,16.478282971432318,20.713681249609998,0.5956095289628784
3,796,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,cyc,cyc,const,const,True,True,11.969778993945758,14.677135589108566,16.2043601102854,10.360319081582727,17.095635755801066,20.732265372884733,0.8912756455156661
3,368,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,cyc,const,cyc,True,True,11.973382639875997,15.75964645395048,16.40557066625867,11.662295696484179,16.992637029905573,20.7385070707284,0.5870663636469047
3,690,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,cyc,const,cyc,False,True,11.975723134236453,15.828236969416842,16.13137120275995,11.546768362172381,16.47827769310643,20.742560925875537,0.34690649034648047
3,724,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,anti,const,const,True,True,11.977194861742607,8.842860520666662,16.984070864771777,9.934433643015554,16.563585333021127,20.74511003269109,0.42048553175064995
3,367,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,cyc,const,cyc,True,False,11.979965852388414,15.759646453950467,16.405570730755475,11.607672193478127,16.99263606120154,20.749909529276923,0.587065330446066
3,940,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,anti,anti,const,const,True,True,11.983859270511868,14.677135589108566,17.179078612378028,10.163491302659788,16.405568011581092,20.756653127281854,0.7735106007969357
3,361,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,cyc,const,const,False,False,11.984765378650687,8.97296196357216,16.478282947006008,10.916730891596785,17.073892265273187,20.758222552615447,0.5956093182671793
3,400,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,anti,const,const,True,True,11.985887373084452,8.842860520666662,17.095636883887043,9.93443337857352,16.286490445083054,20.760165903980532,0.8091464388039888
3,795,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,cyc,cyc,const,const,True,False,11.990018766198267,14.652458590906228,16.204360095744583,10.248274138203723,17.09563575580123,20.767321686759704,0.891275660056646
3,398,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,cyc,const,anti,const,const,False,True,11.993093665826184,8.888756193294547,17.188661610175437,9.807537514795632,16.21061636836587,20.77264756914343,0.9780452418095678
3,689,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,cyc,const,cyc,False,False,11.993838303985244,15.828236969416864,16.13137127001354,11.48796237033407,16.47827700238245,20.773937320268175,0.34690573236891
3,722,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,anti,const,const,False,True,11.998388222118654,8.888756193294547,17.073892485321146,9.807537779918952,16.47828293025945,20.781818009645523,0.5956095550616958
3,695,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,const,const,const,anti,const,cyc,const,anti,True,False,12.005841916822304,15.75964645395048,16.505503612478055,9.68337083808317,17.29758071750485,20.79472818757635,0.7920771050267952
