model,valley,pairing,barrier_Z,eta_meV,bias_meV,conductance_generalized_btk,andreev_component,normal_reflection_component
compressed_v3,total,nodal_even,2.0,0.05,3.333333333333343,-1.8661101248426528,0.07448490876536167,2.9405950336080147
compressed_v3,total,nodal_even,2.0,0.05,4.166666666666671,-1.544184618286332,0.043509393665665,2.587694011951997
compressed_v3,total,nodal_even,2.0,0.05,5.0,-0.9172806836571175,0.020337629906613443,1.9376183135637308
compressed_v3,total,nodal_even,2.0,0.05,5.833333333333343,-0.564617350864947,0.01285361398355501,1.577470964848502
compressed_v3,total,nodal_even,2.0,0.05,6.666666666666671,-0.12033118858397467,0.00732161616470127,1.1276528047486758
compressed_v3,total,nodal_even,2.0,0.05,7.5,0.01182860078591556,0.004960196631997824,0.9931315958460825
compressed_v3,total,nodal_even,2.0,0.05,8.333333333333343,-0.1566260735009055,0.004860976778697185,1.1614870502796024
compressed_v3,total,nodal_even,2.0,0.05,9.166666666666671,-0.07372098101446138,0.00341185450589617,1.0771328355203578
compressed_v3,total,nodal_even,2.0,0.05,10.0,-0.5916836013714898,0.005361476196972392,1.597045077568462
compressed_v3,total,nodal_even,2.0,0.05,10.833333333333345,0.05611798580210741,0.0023108843228456994,0.9461928985207382
compressed_v3,total,nodal_even,2.0,0.05,11.666666666666671,0.0970042746423494,0.001802782964458419,0.9047985083221091
compressed_v3,total,nodal_even,2.0,0.05,12.5,-0.3873269381507436,0.0017373107551227308,1.3890642489058662
compressed_v3,total,nodal_even,2.0,0.05,13.333333333333345,0.13484194825592496,0.0013498381531808214,0.8665078898972558
compressed_v3,total,nodal_even,2.0,0.05,14.166666666666671,0.11180087917052224,0.0012204717484186707,0.8894195925778964
compressed_v3,total,nodal_even,2.0,0.05,15.0,0.16175364783512983,0.0010664292094621237,0.8393127813743325
compressed_v3,total,nodal_even,2.0,0.05,15.833333333333345,0.08210662492634126,0.0010228067031485156,0.9189161817768072
compressed_v3,total,nodal_even,2.0,0.05,16.66666666666667,-0.5689285841797744,0.0014533223899601527,1.5703819065697344
compressed_v3,total,nodal_even,2.0,0.05,17.5,0.020735569469550495,0.00082010698107779,0.9800845375115272
compressed_v3,total,nodal_even,2.0,0.05,18.333333333333343,0.06220269556730443,0.000695770406518866,0.9384930748392143
compressed_v3,total,nodal_even,2.0,0.05,19.16666666666667,0.0738239975696713,0.0006580671005844679,0.926834069530913
compressed_v3,total,nodal_even,2.0,0.05,20.0,0.175176390570383,0.0006141469854991159,0.8254377564151162
compressed_v3,K_B,nodal_even,0.0,0.2,-80.0,1.0000742840775743,7.428407757428956e-05,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-79.16666666666667,1.0000864637085338,8.646370853403194e-05,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-78.33333333333333,1.0000921413239812,9.214132398115954e-05,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-77.5,1.0000821721051372,8.21721051372856e-05,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-76.66666666666667,1.0000856751397469,8.56751397467477e-05,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-75.83333333333333,1.0000969299193643,9.692991936427417e-05,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-75.0,1.0001102308564913,0.00011023085649126672,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-74.16666666666667,1.0001268318522791,0.00012683185227922245,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-73.33333333333333,1.000104755806055,0.00010475580605507339,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-72.5,1.0001101858354844,0.00011018583548452377,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-71.66666666666667,1.000152459137861,0.00015245913786095767,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-70.83333333333333,1.0001280031796276,0.00012800317962735803,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-70.0,1.000174172030289,0.00017417203028897635,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-69.16666666666667,1.0001443673022794,0.00014436730227952816,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-68.33333333333333,1.0001574995484919,0.00015749954849199175,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-67.5,1.0001755530958265,0.00017555309582676274,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-66.66666666666667,1.0001974129234619,0.00019741292346144035,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-65.83333333333333,1.0002091308695078,0.0002091308695077362,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-65.0,1.0002208822274068,0.00022088222740676816,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-64.16666666666667,1.0002444031182505,0.00024440311825044164,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-63.33333333333333,1.0002776326372405,0.0002776326372404626,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-62.5,1.000432269547256,0.0004322695472559656,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-61.66666666666666,1.0003400775173616,0.00034007751736168414,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-60.83333333333333,1.000375061438221,0.0003750614382210777,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-60.0,1.0003979775314062,0.00039797753140616006,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-59.16666666666666,1.0003944970095056,0.00039449700950548695,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-58.33333333333333,1.0006281227871097,0.0006281227871095521,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-57.5,1.0005239860862105,0.0005239860862105663,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-56.66666666666666,1.0007103583460069,0.0007103583460071186,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-55.83333333333333,1.0007445707665346,0.0007445707665346017,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-55.0,1.0016931098918498,0.001693109891849445,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-54.16666666666666,1.0010955520146934,0.0010955520146935013,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-53.33333333333333,1.0006942790124835,0.0006942790124836058,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-52.5,1.001591483680217,0.001591483680217214,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-51.66666666666666,1.0010389327494345,0.0010389327494341747,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-50.83333333333333,1.0010053909837386,0.0010053909837384764,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-50.0,1.001341310326131,0.0013413103261308418,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-49.16666666666666,1.0023452896466316,0.0023452896466318305,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-48.33333333333333,1.001254370421779,0.0012543704217790057,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-47.5,1.0019753876186857,0.0019753876186854,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-46.66666666666666,1.001925112405121,0.001925112405120798,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-45.83333333333333,1.0022176382709325,0.0022176382709322823,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-45.0,1.0021964036806679,0.0021964036806677557,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-44.16666666666666,1.002509133166872,0.0025091331668720355,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-43.33333333333333,1.0028288193277948,0.0028288193277951645,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-42.5,1.0022536710435654,0.0022536710435656173,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-41.66666666666666,1.0010383930225448,0.0010383930225454025,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-40.83333333333333,1.0007973460539112,0.0007973460539112588,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-40.0,1.0006442296606592,0.0006442296606589393,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-39.16666666666666,1.0007716321961089,0.0007716321961089138,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-38.33333333333333,1.0004497533624543,0.00044975336245486506,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-37.5,1.0053986416453489,0.005398641645349115,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-36.66666666666666,1.0008047127752335,0.0008047127752336239,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-35.83333333333333,1.0010133571217774,0.0010133571217771835,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-35.0,1.0008207266743483,0.0008207266743481481,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-34.166666666666664,1.0010383410241985,0.0010383410241987107,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-33.33333333333333,1.0013654123012141,0.0013654123012140698,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-32.5,1.001514585709693,0.001514585709692911,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-31.666666666666664,1.0016696273111378,0.001669627311138129,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-30.83333333333333,1.0018861050543058,0.0018861050543056896,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-30.0,1.00217124652389,0.0021712465238899175,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-29.166666666666664,1.0020564848266262,0.0020564848266260488,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-28.33333333333333,1.0022153686836883,0.002215368683688375,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-27.5,1.002503749009354,0.0025037490093542097,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-26.666666666666664,1.0023932978192673,0.0023932978192674767,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-25.83333333333333,1.0026772523750225,0.002677252375022306,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-25.0,1.003192928249808,0.003192928249807856,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-24.166666666666664,1.0029334498411673,0.002933449841167404,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-23.33333333333333,1.0028261832036467,0.002826183203646628,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-22.5,1.0028124570350188,0.002812457035018552,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-21.666666666666664,1.00291162370159,0.0029116237015900824,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-20.83333333333333,1.0029184482271492,0.0029184482271492566,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-20.0,1.0029303280500437,0.002930328050043789,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-19.166666666666664,1.0030614544970067,0.003061454497006814,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-18.33333333333333,1.0035015047267797,0.0035015047267797166,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-17.5,1.0038915490848048,0.003891549084805024,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-16.666666666666664,1.0036505895312207,0.0036505895312208187,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-15.833333333333329,1.0033426533014755,0.0033426533014757885,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-15.0,1.0031896226030987,0.003189622603098661,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-14.166666666666655,1.0036229099771783,0.0036229099771784463,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-13.333333333333329,1.0038337251784448,0.0038337251784449143,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-12.5,1.0040754235802682,0.004075423580268227,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-11.666666666666655,1.0038031545105968,0.003803154510596876,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-10.833333333333329,1.0038223733675327,0.0038223733675326003,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-10.0,1.0042255659716068,0.00422556597160703,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-9.166666666666655,1.0043531668885448,0.004353166888544888,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-8.333333333333329,1.0040804876996032,0.004080487699603225,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-7.5,1.0046986471944996,0.004698647194499614,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-6.666666666666657,1.007391538172728,0.0073915381727281656,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-5.833333333333329,1.007795121387026,0.007795121387025727,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-5.0,1.0108953510803376,0.010895351080337777,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-4.166666666666657,1.0162894439484393,0.016289443948439494,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-3.3333333333333286,1.0494898542395275,0.04948985423952746,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-2.5,1.0525343849745519,0.05253438497455178,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-1.6666666666666572,1.153277942667142,0.15327794266714193,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,-0.8333333333333286,3.019363889463288,2.0193638894632886,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,0.0,1.8067749964855118,0.8067749964855117,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,0.8333333333333428,1.457006188615739,0.4570061886157389,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,1.6666666666666714,1.2336447514611462,0.2336447514611465,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,2.5,1.1174265147220834,0.11742651472208317,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,3.333333333333343,1.0601371044184127,0.06013710441841283,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,4.166666666666671,1.0494876848851555,0.04948768488515542,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,5.0,1.0321253454322066,0.03212534543220668,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,5.833333333333343,1.0287571643417708,0.02875716434177058,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,6.666666666666671,1.0253191820411787,0.025319182041178515,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,7.5,1.021278799681367,0.021278799681367363,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,8.333333333333343,1.018548783272538,0.018548783272537686,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,9.166666666666671,1.015462404594981,0.015462404594980826,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,10.0,1.0145020269298448,0.014502026929844692,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,10.833333333333345,1.0110731899129923,0.011073189912992432,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,11.666666666666671,1.0090218974986827,0.00902189749868261,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,12.5,1.0098747524300675,0.00987475243006786,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,13.333333333333345,1.006598225978648,0.006598225978647945,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,14.166666666666671,1.0058841256090474,0.00588412560904778,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,15.0,1.0050406025287448,0.005040602528744842,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,15.833333333333345,1.0044089695594083,0.0044089695594081765,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,16.66666666666667,1.003655768040297,0.0036557680402969743,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,17.5,1.0035336425992014,0.0035336425992013787,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,18.333333333333343,1.0030074103224966,0.0030074103224965185,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,19.16666666666667,1.0026263398480944,0.0026263398480943297,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,20.0,1.0022271897560093,0.002227189756009361,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-80.0,1.0003761948693117,0.00037619486931173967,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-79.16666666666667,1.0003653919421882,0.00036539194218823695,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-78.33333333333333,1.0003589349619908,0.0003589349619908316,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-77.5,1.0003672303197895,0.00036723031978963235,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-76.66666666666667,1.0004175079902689,0.00041750799026914816,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-75.83333333333333,1.0006557148724382,0.0006557148724380452,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-75.0,1.000916672719998,0.0009166727199975,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-74.16666666666667,1.000815003110976,0.0008150031109758956,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-73.33333333333333,1.0006284592409787,0.0006284592409790495,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-72.5,1.0004966645747795,0.0004966645747794476,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-71.66666666666667,1.0004085192947079,0.000408519294707784,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-70.83333333333333,1.0003544552374335,0.0003544552374335024,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-70.0,1.0003304191912294,0.0003304191912296004,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-69.16666666666667,1.0003317454135674,0.0003317454135671933,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-68.33333333333333,1.0003515963904588,0.00035159639045873986,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-67.5,1.0003824309573144,0.00038243095731442853,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-66.66666666666667,1.0004205331076954,0.0004205331076953556,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-65.83333333333333,1.0004620473647317,0.00046204736473166245,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-65.0,1.0005017268876153,0.0005017268876153136,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-64.16666666666667,1.0005256168718735,0.0005256168718737629,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-63.33333333333333,1.0004503561790288,0.00045035617902904095,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-62.5,1.0005443736132738,0.0005443736132737286,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-61.66666666666666,1.0007497277039337,0.0007497277039333184,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-60.83333333333333,1.0010136108262466,0.0010136108262464812,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-60.0,1.0008584806302747,0.0008584806302748346,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-59.16666666666666,1.0010001993857374,0.0010001993857373932,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-58.33333333333333,1.0013233275616773,0.0013233275616770961,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-57.5,1.001038677662393,0.0010386776623927158,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-56.66666666666666,1.0012861110864462,0.0012861110864461588,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-55.83333333333333,1.0012465477354358,0.0012465477354358023,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-55.0,1.0011888549516084,0.0011888549516083948,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-54.16666666666666,1.0010866991049374,0.00108669910493737,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-53.33333333333333,1.000925906907017,0.0009259069070170656,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-52.5,1.001081828245727,0.001081828245726713,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-51.66666666666666,1.0018344179517962,0.0018344179517961665,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-50.83333333333333,1.0022231023884878,0.0022231023884875588,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-50.0,1.0026322806602301,0.002632280660230133,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-49.16666666666666,1.0026844470581502,0.0026844470581499835,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-48.33333333333333,1.0029497733688646,0.002949773368864797,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-47.5,1.0025151710028433,0.002515171002843208,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-46.66666666666666,1.002206285352142,0.002206285352141943,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-45.83333333333333,1.0025752755538697,0.0025752755538694734,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-45.0,1.0030129976224453,0.0030129976224452385,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-44.16666666666666,1.0017502080004126,0.0017502080004124475,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-43.33333333333333,1.0016607344595216,0.0016607344595214986,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-42.5,1.0017738447203837,0.0017738447203837406,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-41.66666666666666,1.0018251664033948,0.0018251664033948694,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-40.83333333333333,1.0017834091358402,0.0017834091358402235,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-40.0,1.0021215238970849,0.002121523897084762,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-39.16666666666666,1.0022956929111517,0.0022956929111516526,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-38.33333333333333,1.002575926464997,0.0025759264649970115,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-37.5,1.0030542227443244,0.0030542227443246133,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-36.66666666666666,1.003236500795618,0.003236500795617976,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-35.83333333333333,1.0035749247346522,0.0035749247346520507,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-35.0,1.0040062339200206,0.004006233920020963,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-34.166666666666664,1.0042603602776858,0.00426036027768576,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-33.33333333333333,1.0050442994425335,0.005044299442533796,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-32.5,1.0045768479556962,0.0045768479556961145,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-31.666666666666664,1.0050842353069873,0.0050842353069870845,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-30.83333333333333,1.006422626907552,0.006422626907552021,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-30.0,1.004346288721496,0.004346288721496178,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-29.166666666666664,1.0056189809333718,0.00561898093337183,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-28.33333333333333,1.0069551465016326,0.00695514650163263,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-27.5,1.004416044670696,0.004416044670696062,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-26.666666666666664,1.0041243431091973,0.004124343109197542,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-25.83333333333333,1.0050158231033384,0.005015823103338596,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-25.0,1.0038434115762132,0.003843411576213323,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-24.166666666666664,1.0035651039611853,0.0035651039611850903,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-23.33333333333333,1.0031321644952778,0.0031321644952778593,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-22.5,1.0037037186205513,0.0037037186205512015,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-21.666666666666664,1.003597013789462,0.003597013789461935,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-20.83333333333333,1.0031395104311869,0.003139510431186935,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-20.0,1.0037119334804039,0.003711933480403693,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-19.166666666666664,1.0041895282503324,0.00418952825033238,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-18.33333333333333,1.0041658426886526,0.004165842688652501,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-17.5,1.004458904219283,0.004458904219282931,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-16.666666666666664,1.0044695102399654,0.0044695102399654055,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-15.833333333333329,1.0060176801796632,0.006017680179663599,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-15.0,1.0047884851288116,0.0047884851288114575,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-14.166666666666655,1.0051153741416756,0.005115374141675153,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-13.333333333333329,1.0054402615460165,0.005440261546016882,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-12.5,1.006209243442135,0.006209243442135182,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-11.666666666666655,1.0070746766988325,0.0070746766988321755,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-10.833333333333329,1.007836883573797,0.007836883573797145,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-10.0,1.0087548162093776,0.008754816209377436,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-9.166666666666655,1.0098821723968334,0.009882172396833682,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-8.333333333333329,1.0116082608495711,0.011608260849571015,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-7.5,1.014580876574111,0.01458087657411091,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-6.666666666666657,1.0183938209466348,0.018393820946634894,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-5.833333333333329,1.0243733289342247,0.024373328934224812,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-5.0,1.0389455715657823,0.0389455715657825,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-4.166666666666657,1.056529678740232,0.05652967874023183,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-3.3333333333333286,1.0904914876533296,0.0904914876533297,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-2.5,1.15975970561806,0.15975970561805963,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-1.6666666666666572,1.4489130176707912,0.4489130176707913,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,-0.8333333333333286,1.9654969076839712,0.9654969076839711,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,0.0,4.861033015265218,3.861033015265219,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,0.8333333333333428,1.868207493017356,0.8682074930173563,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,1.6666666666666714,1.2994917111525042,0.2994917111525045,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,2.5,1.1937972576219151,0.1937972576219149,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,3.333333333333343,1.1250987887834856,0.12509878878348596,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,4.166666666666671,1.0804298321604435,0.08042983216044372,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,5.0,1.0590526098522113,0.059052609852211085,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,5.833333333333343,1.0400072700704117,0.04000727007041171,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,6.666666666666671,1.0245624133233766,0.024562413323376713,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,7.5,1.018364599945693,0.018364599945692985,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,8.333333333333343,1.0163287255969935,0.016328725596993766,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,9.166666666666671,1.0195672748132159,0.019567274813216053,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,10.0,1.0086776478947757,0.008677647894775691,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,10.833333333333345,1.0077644710969274,0.007764471096927174,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,11.666666666666671,1.0072324259784124,0.007232425978412428,0.0
