dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,seed,repeat_count,sample_count,mean_psnr_gain_over_fixed_lowres,mean_method_psnr_lowres,mean_fixed_psnr_lowres,mean_guided_psnr_lowres,clean_mean_psnr_gain_over_fixed_lowres,degradation_vs_clean_db
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,0,4,288,-16.5721141574968,8.596550593244231,25.16866475074103,26.980283997320132,-0.6188533619376929,15.953260795559105
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,1,4,288,-16.10010483205909,8.79070060903505,24.89080544109414,27.03340698845976,-0.2674367171836973,15.832668114875391
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,2,4,288,-16.245929081322018,8.866147904415802,25.11207698573782,26.961102505543174,-0.43632285613619526,15.809606225185822
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,0,4,288,-16.58296866527278,8.585496399760268,25.16846506503305,26.98510807508084,-0.6188533619376929,15.964115303335086
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,1,4,288,-15.928494795707719,8.957942669580099,24.88643746528782,27.0400859033449,-0.2674367171836973,15.661058078524022
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,2,4,288,-16.959942955687282,8.15000534163476,25.109948297322042,26.962853326820326,-0.43632285613619526,16.52362009955109
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,0,4,288,-16.047404352268618,9.115729869121385,25.163134221390003,26.988302005397998,-0.6188533619376929,15.428550990330924
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,1,4,288,-16.225849628645637,8.657203855342466,24.883053483988103,27.04264427004224,-0.2674367171836973,15.95841291146194
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,2,4,288,-16.68677157690867,8.420103687143843,25.10687526405251,26.96524936863457,-0.43632285613619526,16.250448720772475
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,0,4,288,-16.95241827006824,8.210172689231046,25.162590959299283,27.00065377726152,-0.6188533619376929,16.333564908130548
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,1,4,288,-15.60153411392026,9.277039379332598,24.87857349325286,27.05464144030664,-0.2674367171836973,15.334097396736563
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,2,4,288,-16.079659866483215,9.024908666908358,25.10456853339157,26.971841072941316,-0.43632285613619526,15.64333701034702
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,0,4,288,-9.809962434017471,15.358702316723559,25.16866475074103,26.980283997320132,-0.6188533619376929,9.191109072079778
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,1,4,288,-10.672112179928426,14.218693261165713,24.89080544109414,27.03340698845976,-0.2674367171836973,10.404675462744729
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,2,4,288,-7.0957434203269045,18.016333565410914,25.11207698573782,26.961102505543174,-0.43632285613619526,6.659420564190709
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,0,4,288,-10.768193259328452,14.400271805704595,25.16846506503305,26.98510807508084,-0.6188533619376929,10.149339897390758
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,1,4,288,-10.492537747970001,14.393899717317819,24.88643746528782,27.0400859033449,-0.2674367171836973,10.225101030786304
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,2,4,288,-7.414542859654279,17.695405437667763,25.109948297322042,26.962853326820326,-0.43632285613619526,6.978220003518084
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,0,4,288,-9.599237507728553,15.56389671366145,25.163134221390003,26.988302005397998,-0.6188533619376929,8.98038414579086
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,1,4,288,-11.588395178301324,13.29465830568678,24.883053483988103,27.04264427004224,-0.2674367171836973,11.320958461117627
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,2,4,288,-8.867946464603454,16.238928799449056,25.10687526405251,26.96524936863457,-0.43632285613619526,8.431623608467259
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,0,4,288,-10.60052424986218,14.562066709437103,25.162590959299283,27.00065377726152,-0.6188533619376929,9.981670887924487
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,1,4,288,-10.697716919428334,14.180856573824524,24.87857349325286,27.05464144030664,-0.2674367171836973,10.430280202244637
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,2,4,288,-8.79578976970341,16.30877876368816,25.10456853339157,26.971841072941316,-0.43632285613619526,8.359466913567214
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,0,4,288,-15.555868362850914,9.612796387890114,25.16866475074103,26.980283997320132,-0.6188533619376929,14.93701500091322
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,1,4,288,-13.947382853154611,10.943422587939528,24.89080544109414,27.03340698845976,-0.2674367171836973,13.679946135970914
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,2,4,288,-11.34803925977343,13.764037725964391,25.11207698573782,26.961102505543174,-0.43632285613619526,10.911716403637234
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,0,4,288,-15.145123643606448,10.0233414214266,25.16846506503305,26.98510807508084,-0.6188533619376929,14.526270281668754
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,1,4,288,-13.302901438934654,11.583536026353165,24.88643746528782,27.0400859033449,-0.2674367171836973,13.035464721750957
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,2,4,288,-11.670336726686061,13.43961157063598,25.109948297322042,26.962853326820326,-0.43632285613619526,11.234013870549866
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.01,0,4,288,-14.483751526444719,10.679382694945284,25.163134221390003,26.988302005397998,-0.6188533619376929,13.864898164507025
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.01,1,4,288,-12.483952094054535,12.39910138993357,24.883053483988103,27.04264427004224,-0.2674367171836973,12.216515376870838
