dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,mean_degradation_vs_clean_db,degradation_ci95_half_width,degradation_ci_low,degradation_ci_high,mean_psnr_gain_over_fixed_lowres,gain_ci95_half_width,pass_state
Kodak-PCD0992,unrestricted public release,0.2,mild,0.25,0.5,0.005,14.81612289500739,0.06914256287553568,14.746980332131855,14.885265457882927,-15.256993873426588,0.20369802594581113,fail
Kodak-PCD0992,unrestricted public release,0.2,mild,0.25,0.5,0.01,15.070816216150718,0.6480578278137293,14.422758388336987,15.718874043964448,-15.511687194569914,0.792999959988971,fail
Kodak-PCD0992,unrestricted public release,0.2,mild,0.25,0.5,0.02,14.929576846673188,0.07252408234659397,14.857052764326594,15.00210092901978,-15.370447825092382,0.15240469049540536,fail
Kodak-PCD0992,unrestricted public release,0.2,moderate,0.5,1.0,0.0,15.525737859394338,0.4762412760953218,15.049496583299016,16.00197913548966,-15.966608837813531,0.409500103644534,fail
Kodak-PCD0992,unrestricted public release,0.2,moderate,0.5,1.0,0.005,15.31509672004597,0.3105417472706731,15.004554972775297,15.625638467316643,-15.755967698465163,0.5088231607454491,fail
Kodak-PCD0992,unrestricted public release,0.2,moderate,0.5,1.0,0.01,15.349067708324439,0.19308460521006726,15.155983103114371,15.542152313534507,-15.789938686743634,0.2855560135730515,fail
Kodak-PCD0992,unrestricted public release,0.2,moderate,0.5,1.0,0.02,15.51900520955612,0.4145420137173818,15.104463195838738,15.933547223273502,-15.959876187975313,0.34011299646614773,fail
Kodak-PCD0992,unrestricted public release,0.2,severe,1.0,2.0,0.0,15.834675427057809,0.2605838511342072,15.574091575923601,16.095259278192017,-16.275546405477005,0.38426015032136795,fail
Kodak-PCD0992,unrestricted public release,0.2,severe,1.0,2.0,0.005,16.000255673753685,0.3823534012724902,15.617902272481194,16.382609075026174,-16.44112665217288,0.5746247453493472,fail
Kodak-PCD0992,unrestricted public release,0.2,severe,1.0,2.0,0.01,15.848092546138012,0.19758832022656136,15.650504225911451,16.045680866364574,-16.288963524557207,0.1495542455669026,fail
Kodak-PCD0992,unrestricted public release,0.2,severe,1.0,2.0,0.02,16.03670187449406,0.2176883415769484,15.819013532917111,16.25439021607101,-16.477572852913255,0.392311261902698,fail
UCID,1338 public citation subset,0.0,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3951466919836326,0.28534508572947365,pass
UCID,1338 public citation subset,0.0,clean,0.0,0.0,0.005,0.00483299927712381,0.00804854907757209,-0.0032155498004482795,0.0128815483546959,2.390313692706509,0.2883284420624097,pass
UCID,1338 public citation subset,0.0,clean,0.0,0.0,0.01,0.02535611692913727,0.018304862979812837,0.007051253949324432,0.043660979908950105,2.369790575054495,0.29660024356062503,pass
UCID,1338 public citation subset,0.0,clean,0.0,0.0,0.02,0.09146603482627169,0.06600949894946383,0.025456535876807865,0.15747553377573553,2.303680657157361,0.33573691178015114,pass
UCID,1338 public citation subset,0.0,mild,0.25,0.5,0.0,10.700776134187462,2.0042482841758953,8.696527850011567,12.705024418363358,-8.305629442203829,2.1266090235001784,fail
UCID,1338 public citation subset,0.0,mild,0.25,0.5,0.005,9.411411073167551,2.065964766266874,7.345446306900677,11.477375839434426,-7.01626438118392,2.3507068814096606,fail
UCID,1338 public citation subset,0.0,mild,0.25,0.5,0.01,11.221150577366899,1.654443493575899,9.566707083791,12.875594070942798,-8.826003885383265,1.865351451782987,fail
UCID,1338 public citation subset,0.0,mild,0.25,0.5,0.02,9.678192866134443,3.1450235747536466,6.533169291380797,12.823216440888089,-7.283046174150809,3.3446971441108557,fail
UCID,1338 public citation subset,0.0,moderate,0.5,1.0,0.0,13.01316912859547,1.118483650244945,11.894685478350524,14.131652778840415,-10.618022436611836,1.3337314312918365,fail
UCID,1338 public citation subset,0.0,moderate,0.5,1.0,0.005,12.387132632294646,1.1452590761946735,11.241873556099973,13.53239170848932,-9.991985940311016,1.2255244536908891,fail
UCID,1338 public citation subset,0.0,moderate,0.5,1.0,0.01,13.263479570612398,0.6778436833557483,12.58563588725665,13.941323253968147,-10.868332878628765,0.917851481367797,fail
UCID,1338 public citation subset,0.0,moderate,0.5,1.0,0.02,13.060907414441658,1.6212872100337619,11.439620204407897,14.68219462447542,-10.665760722458025,1.7005736183462492,fail
