case_id,object_id,fixed_psnr_lowres,guided_psnr_lowres,pipeline_psnr_lowres,psnr_gain_over_fixed_lowres,psnr_gap_to_guided_lowres,dataset_name,dataset_version,seed,training_regime
2,ImageNet-1k:imagenet_proxy_010,17.191992321163173,19.024114973123545,19.47875709379962,2.2867647726364453,-0.45464212067607335,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
2,ImageNet-1k:imagenet_proxy_011,22.640345029946328,24.79549124170434,23.005510067195097,0.3651650372487687,1.7899811745092435,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_000,19.09297262457729,22.519789772188542,19.726879696697733,0.6339070721204436,2.792910075490809,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_001,17.70280693610308,21.534414248298518,17.834367909644488,0.13156097354140783,3.7000463386540297,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_002,17.904859016290853,21.519844686995686,20.248844873249787,2.343985856958934,1.2709998137458989,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_003,20.952538892944254,26.044598769853092,19.276715390938392,-1.675823502005862,6.7678833789147,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_004,20.752529580949247,23.355873001667383,22.240906903687524,1.4883773227382768,1.1149660979798597,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_005,19.93116225765096,25.02490295697626,20.95392411090892,1.0227618532579577,4.070978846067341,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_006,19.412075569509152,22.64008947491351,22.009296506613655,2.5972209371045025,0.6307929682998541,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_007,26.890020171332907,31.10745578911121,23.67597281780816,-3.214047353524748,7.431482971303051,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_008,18.268126109709225,21.219067420434442,19.781892377083878,1.5137662673746526,1.437175043350564,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_009,21.41476884025423,25.493621220182845,23.24852881080983,1.833759970555601,2.245092409373015,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_010,17.522383041448904,22.819652823364592,19.026691182319308,1.5043081408704033,3.7929616410452844,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
3,ImageNet-1k:imagenet_proxy_011,21.256566914227342,26.250703161386117,21.590061135480315,0.33349422125297323,4.660642025905801,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_000,17.750234647757154,18.940059021623412,18.825245045294203,1.0750103975370493,0.11481397632920931,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_001,19.299948974789118,21.5463170827702,18.99338250237079,-0.3065664724183286,2.5529345803994126,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_002,16.622471973112788,17.53427552208179,18.45178057601901,1.8293086029062238,-0.9175050539372229,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_003,20.696032609119307,24.39836221030438,19.694084728712088,-1.0019478804072186,4.7042774815922925,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_004,19.76316827026758,21.93240937845346,20.953472417343026,1.1903041470754445,0.9789369611104348,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
