dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,seed,repeat_count,sample_count,mean_psnr_gain_over_fixed_lowres,mean_method_psnr_lowres,mean_fixed_psnr_lowres,mean_guided_psnr_lowres,clean_mean_psnr_gain_over_fixed_lowres,degradation_vs_clean_db
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.005,1,4,288,-12.93593937271844,11.950498092569381,24.88643746528782,27.0400859033449,-0.9246579978410665,12.011281374877374
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.005,2,4,288,-11.782785142216575,13.327163155105469,25.109948297322042,26.962853326820326,-1.2693915232595672,10.513393618957007
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.01,0,4,288,-8.484799650090318,16.678334571299686,25.163134221390003,26.988302005397998,-1.13114415126351,7.353655498826808
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.01,1,4,288,-12.28629526580835,12.596758218179755,24.883053483988103,27.04264427004224,-0.9246579978410665,11.361637267967284
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.01,2,4,288,-12.277002967574077,12.829872296478435,25.10687526405251,26.96524936863457,-1.2693915232595672,11.00761144431451
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.02,0,4,288,-12.781586591353896,12.381004367945387,25.162590959299283,27.00065377726152,-1.13114415126351,11.650442440090387
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.02,1,4,288,-12.534721878940804,12.343851614312054,24.87857349325286,27.05464144030664,-0.9246579978410665,11.610063881099737
Kodak-PCD0992,unrestricted public release,0.0,mild,0.25,0.5,0.02,2,4,288,-12.94142643457048,12.16314209882109,25.10456853339157,26.971841072941316,-1.2693915232595672,11.672034911310913
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.0,0,4,288,-15.37240327021658,9.79626148052445,25.16866475074103,26.980283997320132,-1.13114415126351,14.24125911895307
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.0,1,4,288,-13.232127882973963,11.658677558120177,24.89080544109414,27.03340698845976,-0.9246579978410665,12.307469885132896
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.0,2,4,288,-13.525588814929474,11.586488170808344,25.11207698573782,26.961102505543174,-1.2693915232595672,12.256197291669906
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.005,0,4,288,-13.460915950221663,11.707549114811385,25.16846506503305,26.98510807508084,-1.13114415126351,12.329771798958152
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.005,1,4,288,-14.797558486592887,10.08887897869493,24.88643746528782,27.0400859033449,-0.9246579978410665,13.87290048875182
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.005,2,4,288,-14.332730534583241,10.7772177627388,25.109948297322042,26.962853326820326,-1.2693915232595672,13.063339011323674
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.01,0,4,288,-14.691694841120146,10.471439380269853,25.163134221390003,26.988302005397998,-1.13114415126351,13.560550689856637
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.01,1,4,288,-14.961629263422704,9.9214242205654,24.883053483988103,27.04264427004224,-0.9246579978410665,14.036971265581638
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.01,2,4,288,-14.734980327275359,10.371894936777151,25.10687526405251,26.96524936863457,-1.2693915232595672,13.465588804015791
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.02,0,4,288,-12.94431702487559,12.218273934423696,25.162590959299283,27.00065377726152,-1.13114415126351,11.813172873612078
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.02,1,4,288,-14.443035083920263,10.435538409332594,24.87857349325286,27.05464144030664,-0.9246579978410665,13.518377086079196
Kodak-PCD0992,unrestricted public release,0.0,moderate,0.5,1.0,0.02,2,4,288,-15.151303007915613,9.953265525475958,25.10456853339157,26.971841072941316,-1.2693915232595672,13.881911484656046
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,0,4,288,-15.398898425178563,9.769766325562466,25.16866475074103,26.980283997320132,-1.13114415126351,14.267754273915052
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,1,4,288,-15.638140590031773,9.252664851062365,24.89080544109414,27.03340698845976,-0.9246579978410665,14.713482592190706
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.0,2,4,288,-15.839818562216571,9.272258423521246,25.11207698573782,26.961102505543174,-1.2693915232595672,14.570427038957003
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,0,4,288,-15.970924377097004,9.197540687936046,25.16846506503305,26.98510807508084,-1.13114415126351,14.839780225833493
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,1,4,288,-15.307002207434302,9.579435257853522,24.88643746528782,27.0400859033449,-0.9246579978410665,14.382344209593235
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.005,2,4,288,-15.532220096524384,9.577728200797658,25.109948297322042,26.962853326820326,-1.2693915232595672,14.262828573264816
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,0,4,288,-16.034679948277837,9.128454273112164,25.163134221390003,26.988302005397998,-1.13114415126351,14.903535797014328
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,1,4,288,-16.148136549062702,8.734916934925401,24.883053483988103,27.04264427004224,-0.9246579978410665,15.223478551221636
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.01,2,4,288,-15.559042771021808,9.547832493030702,25.10687526405251,26.96524936863457,-1.2693915232595672,14.28965124776224
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,0,4,288,-15.274402572156829,9.888188387142455,25.162590959299283,27.00065377726152,-1.13114415126351,14.143258420893318
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,1,4,288,-16.487558179437634,8.391015313815226,24.87857349325286,27.05464144030664,-0.9246579978410665,15.562900181596568
Kodak-PCD0992,unrestricted public release,0.0,severe,1.0,2.0,0.02,2,4,288,-16.043778173097063,9.06079036029451,25.10456853339157,26.971841072941316,-1.2693915232595672,14.774386649837496
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,0,4,288,-6.587962528580775,18.580702222160255,25.16866475074103,26.980283997320132,-1.13114415126351,5.456818377317265
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,1,4,288,-9.588567675352358,15.302237765741783,24.89080544109414,27.03340698845976,-0.9246579978410665,8.663909677511292
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.0,2,4,288,-7.000022494392873,18.112054491344946,25.11207698573782,26.961102505543174,-1.2693915232595672,5.730630971133306
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,0,4,288,-6.413487266994231,18.754977798038816,25.16846506503305,26.98510807508084,-1.13114415126351,5.282343115730721
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,1,4,288,-8.849978526109266,16.036458939178555,24.88643746528782,27.0400859033449,-0.9246579978410665,7.9253205282682
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.005,2,4,288,-6.212239983648987,18.897708313673053,25.109948297322042,26.962853326820326,-1.2693915232595672,4.9428484603894205
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,0,4,288,-7.285635018267944,17.87749920312206,25.163134221390003,26.988302005397998,-1.13114415126351,6.154490867004434
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,1,4,288,-8.62147969736702,16.261573786621085,24.883053483988103,27.04264427004224,-0.9246579978410665,7.6968216995259535
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.01,2,4,288,-7.414253648652858,17.692621615399652,25.10687526405251,26.96524936863457,-1.2693915232595672,6.144862125393291
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,0,4,288,-6.616254760118817,18.546336199180466,25.162590959299283,27.00065377726152,-1.13114415126351,5.485110608855307
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,1,4,288,-8.301618734465853,16.576954758787007,24.87857349325286,27.05464144030664,-0.9246579978410665,7.3769607366247865
Kodak-PCD0992,unrestricted public release,0.05,clean,0.0,0.0,0.02,2,4,288,-7.546403993480167,17.558164539911402,25.10456853339157,26.971841072941316,-1.2693915232595672,6.2770124702206
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,0,4,288,-10.694007182396547,14.474657568344485,25.16866475074103,26.980283997320132,-1.13114415126351,9.562863031133038
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,1,4,288,-13.469200199523478,11.421605241570662,24.89080544109414,27.03340698845976,-0.9246579978410665,12.544542201682411
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.0,2,4,288,-12.312934412146863,12.799142573590958,25.11207698573782,26.961102505543174,-1.2693915232595672,11.043542888887295
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,0,4,288,-11.998706410358887,13.169758654674162,25.16846506503305,26.98510807508084,-1.13114415126351,10.867562259095376
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,1,4,288,-12.469852651475874,12.416584813811946,24.88643746528782,27.0400859033449,-0.9246579978410665,11.545194653634807
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.005,2,4,288,-13.208507192300527,11.901441105021513,25.109948297322042,26.962853326820326,-1.2693915232595672,11.939115669040959
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.01,0,4,288,-11.82896604835556,13.334168173034442,25.163134221390003,26.988302005397998,-1.13114415126351,10.697821897092052
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.01,1,4,288,-14.102220053173433,10.780833430814674,24.883053483988103,27.04264427004224,-0.9246579978410665,13.177562055332366
