pairing,barrier_Z,eta,field_strength,phi,mean_zero_bias_conductance,max_peak_conductance,mean_peak_contrast,alpha_anisotropy,mean_frustration,alpha_at_max_peak_contrast,alpha_at_min_peak_contrast
s_pm,0.0,1.0,0.35,0.0,3.3711796484677685,4.168225755306212,2.6031481281504507,1.0582377647682435,0.9999999999600812,0.0,1.5707963267948966
s_pm,0.0,1.0,0.35,3.141592653589793,3.3711796484677685,4.168225755306212,2.6031481281504507,1.0582377647682435,0.9999999999600812,0.0,1.5707963267948966
s_pm,0.0,1.0,0.0,0.0,3.274799999946,4.070979999927101,2.5509037455610093,1.026659661969882,0.9999999999586776,0.0,1.5707963267948966
s_pm,0.0,1.0,0.0,3.141592653589793,3.274799999946,4.070979999927101,2.550903745561009,1.026659661969882,0.9999999999586776,0.0,1.5707963267948966
s_pm,0.0,1.0,0.35,1.0471975511965976,3.7394044856103585,4.141509071743526,2.89516445781622,0.8514668980427649,0.9999999999519107,0.9817477042468103,0.0
s_pm,0.0,1.0,0.35,4.1887902047863905,3.7394044856103577,4.141509071743526,2.89516445781622,0.8514668980427649,0.9999999999519107,0.9817477042468103,0.0
s_pm,0.5,1.0,0.35,0.0,2.6969437187742153,3.33458060424497,2.0825185025203607,0.8465902118145947,0.9999999999600812,0.0,1.5707963267948966
s_pm,0.5,1.0,0.35,3.141592653589793,2.6969437187742153,3.33458060424497,2.0825185025203607,0.8465902118145947,0.9999999999600812,0.0,1.5707963267948966
