pairing,barrier_Z,eta,field_strength,phi,alpha_at_max_peak_contrast,alpha_at_min_peak_contrast,alpha_mid_reference,alpha_anisotropy,mean_peak_contrast
s_wave,0.0,0.0,0.0,0.0,0.0,0.9817477042468103,0.7853981633974483,4.440892098500626e-16,1.7514237720036347
s_pm,0.0,1.0,0.35,0.0,0.0,1.5707963267948966,0.7853981633974483,1.0582377647682435,2.6031481281504507
chiral,0.0,0.0,0.35,2.0943951023931953,0.0,1.3744467859455345,0.7853981633974483,0.07092443886830191,2.3265252761076756
