seed,case_id,object_id,split,defocus,astig_x,coma_x,fixed_psnr_lowres,guided_psnr_lowres,phaseonly_psnr_lowres,fixed_ssim_lowres,guided_ssim_lowres,phaseonly_ssim_lowres,phaseonly_psnr_gain_over_fixed_lowres,phaseonly_psnr_gap_to_guided_lowres,phaseonly_ssim_gain_over_fixed_lowres
1,0,heldout_object_00,heldout,1.4892790756881622,0.2791330178417015,-0.12974182574113158,20.085256668449183,21.886209986871425,31.635913684372333,0.7754342274676234,0.8627078709870682,0.9875213732616093,11.55065701592315,-9.749703697500909,0.2120871457939859
1,0,heldout_object_01,heldout,1.4892790756881622,0.2791330178417015,-0.12974182574113158,19.904730584902243,24.24690495623155,33.93022521768314,0.8049486277392205,0.93796624834498,0.9943884514778383,14.025494632780894,-9.683320261451588,0.18943982373861779
1,0,heldout_object_02,heldout,1.4892790756881622,0.2791330178417015,-0.12974182574113158,23.932536401226187,29.13824288266547,29.04492127550881,0.9479006616455172,0.9857001871875246,0.9859172282777073,5.112384874282622,0.09332160715666049,0.03801656663219011
1,0,heldout_object_03,heldout,1.4892790756881622,0.2791330178417015,-0.12974182574113158,18.344790539211054,20.705884407652032,30.3114230706972,0.8193373858258397,0.905614668395421,0.9908292421873476,11.966632531486145,-9.605538663045166,0.17149185636150788
1,0,heldout_object_04,heldout,1.4892790756881622,0.2791330178417015,-0.12974182574113158,17.16170347859854,22.03852909401661,37.63987234353644,0.7959187137324822,0.9380577681374715,0.9986693101173927,20.4781688649379,-15.601343249519829,0.20275059638491044
1,0,heldout_object_05,heldout,1.4892790756881622,0.2791330178417015,-0.12974182574113158,18.003749202577875,22.28590122225617,33.27761284502015,0.928394224273722,0.9751479444125111,0.9982341458906963,15.273863642442276,-10.99171162276398,0.06983992161697428
1,1,heldout_object_00,heldout,0.17801054987170417,0.7226379391539648,0.789416954458755,22.85349791378819,25.973684609326884,33.33510894859695,0.8930791409958052,0.9504344412689234,0.9920202845872986,10.481611034808758,-7.361424339270062,0.09894114359149342
1,1,heldout_object_01,heldout,0.17801054987170417,0.7226379391539648,0.789416954458755,21.383053071134796,24.315986321988383,28.937121800800924,0.8752619965613588,0.9391497659720042,0.9821083416859918,7.5540687296661275,-4.6211354788125405,0.10684634512463298
1,1,heldout_object_02,heldout,0.17801054987170417,0.7226379391539648,0.789416954458755,27.1002533148349,32.485622422762205,32.36614426496793,0.9764429385805415,0.9931961565038137,0.9936193692801882,5.265890950133027,0.11947815779427629,0.017176430699646694
1,1,heldout_object_03,heldout,0.17801054987170417,0.7226379391539648,0.789416954458755,20.39579609637006,23.78636214664538,37.27721382353262,0.8969831163837176,0.9549409319219873,0.998192785764887,16.88141772716256,-13.490851676887239,0.10120966938116938
1,1,heldout_object_04,heldout,0.17801054987170417,0.7226379391539648,0.789416954458755,19.35187339882073,22.57022973887699,41.850240578671674,0.8851055480448148,0.9455156273715501,0.9994905444920135,22.498367179850945,-19.280010839794684,0.11438499644719868
1,1,heldout_object_05,heldout,0.17801054987170417,0.7226379391539648,0.789416954458755,19.536136887239905,24.140018228477377,37.15513098864991,0.9520965126279358,0.9836707161392884,0.9992790500700228,17.618994101410003,-13.015112760172531,0.047182537442087
1,2,heldout_object_00,heldout,-1.2801339519340735,0.65776533640643,-0.5566166969317177,25.215866354027,31.03518918182432,36.20718951646156,0.9425058325610713,0.9852297391464556,0.9961578982639114,10.991323162434561,-5.172000334637239,0.05365206570284009
1,2,heldout_object_01,heldout,-1.2801339519340735,0.65776533640643,-0.5566166969317177,23.316153373942505,28.25819201874134,38.519934523088224,0.9279493150454655,0.9767658736448058,0.9980486397686033,15.203781149145719,-10.261742504346884,0.07009932472313773
1,2,heldout_object_02,heldout,-1.2801339519340735,0.65776533640643,-0.5566166969317177,27.269430741293167,34.12704290752768,33.98204307680263,0.976689238409186,0.995370352094344,0.9954914534526896,6.712612335509466,0.14499983072504818,0.018802215043503656
1,2,heldout_object_03,heldout,-1.2801339519340735,0.65776533640643,-0.5566166969317177,22.58894161798528,27.644079724339633,37.51210950850221,0.9429157516708903,0.9821456807689724,0.9983113321623467,14.923167890516932,-9.86802978416258,0.05539558049145643
1,2,heldout_object_04,heldout,-1.2801339519340735,0.65776533640643,-0.5566166969317177,20.77581264567137,27.79782287477599,36.575237556406414,0.9161462081021685,0.9829618383079889,0.9980196259818452,15.799424910735045,-8.777414681630425,0.08187341787967672
1,2,heldout_object_05,heldout,-1.2801339519340735,0.65776533640643,-0.5566166969317177,20.478892895984764,27.234511846826667,41.64170789881083,0.9606288393341905,0.9921718120351921,0.9997379910057641,21.162815002826065,-14.407196051984162,0.03910915167157358
1,3,heldout_object_00,heldout,0.6767418688641911,-0.08060906189817163,0.5592527296383127,22.709749473291858,25.482994190508634,37.84989305121546,0.8881216131257879,0.9439058442303687,0.996941769770561,15.140143577923602,-12.366898860706826,0.10882015664477318
1,3,heldout_object_01,heldout,0.6767418688641911,-0.08060906189817163,0.5592527296383127,21.00627967172812,23.35235884529152,33.54837817453842,0.8586937907321106,0.9231572153427178,0.9938547378323279,12.542098502810301,-10.196019329246901,0.1351609471002173
1,3,heldout_object_02,heldout,0.6767418688641911,-0.08060906189817163,0.5592527296383127,26.088755633534202,30.206886713696566,34.287879493152495,0.9699344317364537,0.9884702890640399,0.9959292040738648,8.199123859618293,-4.080992779455929,0.0259947723374111
1,3,heldout_object_03,heldout,0.6767418688641911,-0.08060906189817163,0.5592527296383127,20.186685664224214,23.036048096202663,37.66505803432365,0.8887037250023183,0.9462058675068432,0.9983568091033931,17.478372370099436,-14.629009938120987,0.10965308410107477
1,3,heldout_object_04,heldout,0.6767418688641911,-0.08060906189817163,0.5592527296383127,18.626242266059492,20.995110722873235,40.95378988243425,0.8595269368227162,0.9199744261136226,0.9993910728347986,22.32754761637476,-19.958679159561015,0.13986413601208236
1,3,heldout_object_05,heldout,0.6767418688641911,-0.08060906189817163,0.5592527296383127,19.254103239574313,22.587805266798554,39.367025273754884,0.9482855543926315,0.9763625527008709,0.9995773169815381,20.11292203418057,-16.77922000695633,0.05129176258890655
1,4,heldout_object_00,heldout,-0.560235344172853,-0.22388694274312648,-0.4747462142945784,24.577725437643455,29.300402975879617,54.805730726161464,0.9333472701505334,0.9776267276952704,0.9999368423718701,30.22800528851801,-25.505327750281847,0.06658957222133666
1,4,heldout_object_01,heldout,-0.560235344172853,-0.22388694274312648,-0.4747462142945784,22.760290402877583,25.405136005781905,41.17295645534558,0.913618967043529,0.9531905979051012,0.9989462879905043,18.412666052467994,-15.767820449563672,0.08532732094697537
1,4,heldout_object_02,heldout,-0.560235344172853,-0.22388694274312648,-0.4747462142945784,27.856033379589253,32.08483101474587,42.616293581356814,0.9807883759637398,0.992565036493186,0.9994246146841747,14.760260201767561,-10.53146256661094,0.01863623872043485
1,4,heldout_object_03,heldout,-0.560235344172853,-0.22388694274312648,-0.4747462142945784,22.476753233527845,26.244594355571937,40.09489652402196,0.9391475970454541,0.9751286055946718,0.9990631154363567,17.618143290494118,-13.850302168450025,0.05991551839090259
1,4,heldout_object_04,heldout,-0.560235344172853,-0.22388694274312648,-0.4747462142945784,20.603718453150627,24.668190967928428,39.149083167857356,0.9135846052458615,0.9664664297289487,0.9990657280111366,18.54536471470673,-14.480892199928928,0.08548112276527509
1,4,heldout_object_05,heldout,-0.560235344172853,-0.22388694274312648,-0.4747462142945784,21.089298440281112,24.869045730978407,43.25514129425287,0.9664955928843149,0.9863199887158169,0.9998307142572543,22.16584285397176,-18.386095563274466,0.03333512137293948
1,5,heldout_object_00,heldout,0.20710017571707806,0.5614177483439851,0.605730344940455,23.21521703118995,26.242836612021065,33.95417273283129,0.9020040521985339,0.9535905811882797,0.9927437618075067,10.738955701641338,-7.711336120810223,0.09073970960897282
1,5,heldout_object_01,heldout,0.20710017571707806,0.5614177483439851,0.605730344940455,21.596115683412744,23.433733745505716,31.0144081151927,0.8813151604604144,0.92481748916075,0.9889309195541863,9.418292431779957,-7.580674369686985,0.10761575909377197
1,5,heldout_object_02,heldout,0.20710017571707806,0.5614177483439851,0.605730344940455,27.741002571998518,31.562637228237413,33.05409395305748,0.9799089847696364,0.9916133301961682,0.9945335507717444,5.313091381058964,-1.4914567248200683,0.014624566002108041
1,5,heldout_object_03,heldout,0.20710017571707806,0.5614177483439851,0.605730344940455,20.400371109112054,23.163884987841072,40.01983574596174,0.8971002101061165,0.9476957619746895,0.9990485256334408,19.61946463684969,-16.85595075812067,0.1019483155273243
1,5,heldout_object_04,heldout,0.20710017571707806,0.5614177483439851,0.605730344940455,19.477820192541742,21.681957653770144,49.080336386735794,0.8879518463758007,0.931895783787999,0.9998986322966225,29.602516194194052,-27.39837873296565,0.11194678592082175
1,5,heldout_object_05,heldout,0.20710017571707806,0.5614177483439851,0.605730344940455,20.07749447725141,23.578547077776584,37.98497295601716,0.9579287251317286,0.981273281816705,0.9994169186938809,17.90747847876575,-14.406425878240576,0.04148819356215239
