seed,protocol,case_id,object_id,split,defocus,astig_x,coma_x,fixed_psnr_lowres,guided_psnr_lowres,phaseonly_psnr_lowres,fixed_ssim_lowres,guided_ssim_lowres,phaseonly_ssim_lowres,phaseonly_psnr_gain_over_fixed_lowres,phaseonly_psnr_gap_to_guided_lowres,phaseonly_ssim_gain_over_fixed_lowres
3,same_family_heldout_aberration,0,heldout_aberration_object_00,heldout_aberration,-0.2651756608901612,-0.5047695107220409,0.32859214591590447,20.69701269972843,24.843044774859738,24.721488932051404,0.8898204654484863,0.9596573055260507,0.9635518015887841,4.024476232322975,0.12155584280833409,0.07373133614029781
3,same_family_heldout_aberration,0,heldout_aberration_object_01,heldout_aberration,-0.2651756608901612,-0.5047695107220409,0.32859214591590447,15.894582485319479,17.604077901252857,25.697302869406595,0.7237579216391499,0.8209255227085259,0.97866153398451,9.802720384087117,-8.093224968153738,0.2549036123453601
3,same_family_heldout_aberration,0,heldout_aberration_object_02,heldout_aberration,-0.2651756608901612,-0.5047695107220409,0.32859214591590447,21.878894218712873,24.432849031022844,26.50875284279925,0.9440635766539942,0.9692132330861828,0.9822264221014543,4.629858624086378,-2.0759038117764064,0.03816284544746007
3,same_family_heldout_aberration,0,heldout_aberration_object_03,heldout_aberration,-0.2651756608901612,-0.5047695107220409,0.32859214591590447,15.49792866999854,19.460304756990492,23.860175526236116,0.7904382557184755,0.9224998832821953,0.9757029464221585,8.362246856237576,-4.399870769245624,0.185264690703683
3,same_family_heldout_aberration,0,heldout_aberration_object_04,heldout_aberration,-0.2651756608901612,-0.5047695107220409,0.32859214591590447,17.785577393794373,19.900637440615874,28.631661534717363,0.865649535813827,0.919903362775712,0.9909327896013995,10.84608414092299,-8.731024094101489,0.12528325378757255
3,same_family_heldout_aberration,0,heldout_aberration_object_05,heldout_aberration,-0.2651756608901612,-0.5047695107220409,0.32859214591590447,20.01221540396905,22.707304846198078,29.832221614573,0.9610506865504064,0.9792116300876436,0.9963828488832764,9.82000621060395,-7.1249167683749235,0.035332162332870065
3,same_family_heldout_aberration,1,heldout_aberration_object_00,heldout_aberration,0.0434526680144236,0.8023941136913599,-0.5574515321276959,19.264134155745676,22.516725206588188,25.920173889191986,0.8354995491638786,0.927784782293709,0.973271377777458,6.65603973344631,-3.4034486826037984,0.1377718286135794
3,same_family_heldout_aberration,1,heldout_aberration_object_01,heldout_aberration,0.0434526680144236,0.8023941136913599,-0.5574515321276959,15.717795131476059,17.400012988793243,24.444680332717507,0.7065295178237941,0.8099582923433782,0.9707978292431491,8.726885201241448,-7.044667343924264,0.2642683114193549
3,same_family_heldout_aberration,1,heldout_aberration_object_02,heldout_aberration,0.0434526680144236,0.8023941136913599,-0.5574515321276959,21.10661792578966,24.55873651839381,27.094145754575848,0.9313756508192337,0.9697913893962905,0.982843879755537,5.987527828786188,-2.535409236182037,0.05146822893630332
3,same_family_heldout_aberration,1,heldout_aberration_object_03,heldout_aberration,0.0434526680144236,0.8023941136913599,-0.5574515321276959,14.997434486424915,18.42830366981874,26.61957819845401,0.7607285728373255,0.8995967539363922,0.9871353357155744,11.622143712029096,-8.191274528635272,0.2264067628782489
