ac7_first_pattern,bc7_first_pattern,ac7_second_pattern,bc7_second_pattern,ac7_second_conjugated,bc7_second_conjugated,overall_rmse_meV,gamma_end_max_abs_delta_meV,k_b_window_rmse_meV,m_window_rmse_meV,k_t_window_rmse_meV,rowwise_sum_rmse_meV,valley_window_gap_meV
cyc,anti,anti,const,False,True,9.084985741252067,5.452615690884091,14.958624351373288,7.848460263602708,15.093466789092608,15.735656889887379,0.13484243771931936
cyc,const,anti,const,True,True,9.085450707462568,13.571019394638817,15.044909968943163,7.45095086605294,15.044977938416029,15.736462234987767,6.796947286602517e-05
anti,const,cyc,anti,False,True,9.088526713267425,5.497031729940147,15.049343555354211,4.140426495294509,15.027833760001656,15.741790033326156,0.021509795352555372
anti,const,anti,cyc,False,True,9.089140443401947,5.304989376308939,16.417445590515616,6.164344619187163,15.100664664920645,15.742853045101286,1.316780925594971
anti,const,anti,cyc,True,True,9.090680478590823,5.315775421794223,16.343837487425027,6.766103547652069,15.051959374711556,15.745520464293861,1.291878112713471
const,anti,anti,const,False,True,9.092484114027119,7.62177408569017,15.076994796470492,7.322388022377355,14.963074146511468,15.748644452507861,0.11392064995902373
const,anti,anti,anti,True,True,9.093133632269371,5.557979929363082,15.13030605337971,6.481821077963786,14.99286514696809,15.749769451103882,0.1374409064116211
cyc,const,cyc,const,True,False,9.093963498652833,13.580589693971808,15.044324864436982,8.471046413880401,15.025672321469607,15.751206821843533,0.018652542967375396
const,anti,anti,anti,True,False,9.094556996568802,5.561909058110327,15.13183553868563,6.2390328141914635,14.984999434984983,15.752234790388174,0.1468361037006467
const,const,cyc,const,True,False,9.096780074191628,14.240466882795147,14.882598313943365,6.958199583917247,14.988424948026768,15.756085273780078,0.10582663408340309
anti,anti,anti,const,True,True,9.097299467375324,5.358153659712986,14.965524639954618,6.705080892100871,15.054710462675716,15.756984889163348,0.08918582272109887
anti,cyc,cyc,cyc,True,False,9.109014251440342,0.02874375723865441,16.34701569698272,4.76091996744586,14.920659487013413,15.777275490363659,1.4263562099693061
const,const,cyc,cyc,True,True,9.11392051576764,7.7895820170584855,15.599329642440546,8.119319423576844,14.989914282794327,15.7857733894539,0.6094153596462188
const,anti,anti,const,True,False,9.114039967333241,7.643029133854164,15.111873906115717,7.736350362205782,14.975430372868441,15.785980285634565,0.13644353324727554
cyc,anti,cyc,anti,True,False,9.127671901021007,0.014155413989449528,14.976526738232495,7.954609515725454,14.973665980832962,15.809591487387182,0.002860757399533398
cyc,const,cyc,const,False,False,9.128734603047928,13.57187657863716,15.06507674682254,8.771426601262387,15.0687825356271,15.811432141291117,0.003705788804561294
const,const,cyc,const,True,True,9.130754235656172,14.1487705171118,14.882687820841133,7.146320083879204,14.988759101002202,15.814930247581218,0.10607128016106948
