path_mode,k_b_label,m_label,k_t_label,overall_rmse_meV,gamma_end_max_abs_delta_meV,k_b_window_rmse_meV,m_window_rmse_meV,k_t_window_rmse_meV,rowwise_sum_rmse_meV
exclusive_150,K_-b1-2b2,M_b2,K_b1+2b2,10.266979321830044,0.018476238953141433,16.1183028195511,8.159395885043244,15.516695995881468,17.782929825668695
exclusive_150,K_b1+2b2,M_b2,K_b1-b2,10.301708929536028,0.01574718326429192,15.502970690681785,8.182321396123937,15.662990463637518,17.84308327074239
duplicated_150,K_b1+2b2,M_b2,K_b1-b2,10.323116041928149,7.105427357601002e-15,15.513734042694217,8.21556512224462,15.724691021354818,17.880161477048883
duplicated_150,K_b1-b2,M_b2,K_b1+2b2,10.32311604192815,7.105427357601002e-15,15.724691021354815,8.21556512224462,15.513734042694221,17.880161477048883
exclusive_150,K_b1-b2,M_b2,K_b1+2b2,10.327042081846702,0.018476238953141433,15.690483272189773,8.091824711642497,15.516695995881468,17.886961577660358
exclusive_150,K_-b1+b2,M_b1+b2,K_-b1-2b2,10.338642930251446,0.019176343654002892,15.493723981124734,6.549841420781372,16.160796861262902,17.90705483650828
duplicated_150,K_-b1-2b2,M_b1+b2,K_-b1+b2,10.350977062975874,7.105427357601002e-15,16.100469408921473,6.491488579094616,15.49756642743747,17.92841818105429
duplicated_150,K_-b1+b2,M_b1+b2,K_-b1-2b2,10.350977062975875,7.105427357601002e-15,15.49756642743746,6.491488579094616,16.100469408921484,17.92841818105429
exclusive_150,K_-b1-2b2,M_b1+b2,K_-b1+b2,10.356216494549738,0.016537941410557977,16.1183028195511,6.622004751339416,15.53747604707564,17.937493142742998
exclusive_150,K_-b1+b2,M_b2,K_-b1-2b2,10.652015083653033,0.019176343654002892,15.493723981124734,8.248466254528571,16.095037552619587,18.4498313278771
duplicated_150,K_-b1+b2,M_b2,K_-b1-2b2,10.665830612446305,7.105427357601002e-15,15.49756642743746,8.21556512224462,16.100469408921484,18.47376052568048
duplicated_150,K_-b1-2b2,M_b2,K_-b1+b2,10.665830612446307,7.105427357601002e-15,16.100469408921473,8.21556512224462,15.49756642743747,18.47376052568048
exclusive_150,K_-b1-2b2,M_b2,K_-b1+b2,10.673873857192495,0.016537941410557977,16.1183028195511,8.159395885043244,15.51969879534148,18.48769183423859
exclusive_150,K_-b1+b2,M_b2,K_b1-b2,10.70952344477959,0.01574718326429192,15.493723981124734,8.248466254528571,15.662990463637518,18.549438731208316
duplicated_150,K_-b1+b2,M_b2,K_b1-b2,10.724612721349445,7.105427357601002e-15,15.49756642743746,8.21556512224462,15.724691021354818,18.575574124876763
duplicated_150,K_b1-b2,M_b2,K_-b1+b2,10.724612721349446,7.105427357601002e-15,15.724691021354815,8.21556512224462,15.49756642743747,18.575574124876763
exclusive_150,K_b1-b2,M_b2,K_-b1+b2,10.731659558735746,0.016537941410557977,15.690483272189773,8.091824711642497,15.51969879534148,18.58777960526251
exclusive_150,K_-b1-2b2,M_b1+b2,K_-2b1-b2,10.739751324902807,0.0137221227123554,16.1183028195511,6.622004751339416,15.869678781796958,18.601794955386822
