point_index,d_a_meV,d_b_meV,d_c_meV,v3_ab_common_meV,v3_ab_orbital_selective_meV,v3_c_meV,solver_iterations,solver_residual_norm_meV,compressed_v3_ab_common_meV,compressed_v3_ab_orbital_selective_meV,compressed_v3_c_meV,compressed_d_a_meV,compressed_d_b_meV,compressed_d_c_meV
157,14.044382742261975,-32.06095296310726,17.897180881630373,-9.008285110422644,23.052667852684618,17.897180881630373,6,2.3092638912203256e-14,-4.765325067622751,21.551536699386137,9.070035809580363,16.786211631763386,-26.316861767008888,9.070035809580363
158,14.9205110964446,-30.097022677683245,15.064776405717245,-7.588255790619322,22.508766887063924,15.064776405717245,10,0.0,-4.755472924789542,22.01223265783288,9.059995279692744,17.25675973304334,-26.76770558262242,9.059995279692744
159,15.1344576399295,-30.39334775158379,15.15226348708322,-7.629445055827144,22.763902695756645,15.15226348708322,6,0.2003451163206057,-4.747335485002087,22.494181578349945,9.053912022671428,17.74684609334786,-27.24151706335203,9.053912022671428
160,15.54299251040984,-30.453779300282203,14.811007385667962,-7.455393394936181,22.998385905346023,14.811007385667962,7,0.395108711075706,-4.741052261289347,22.99304125224779,9.052080075314434,18.25198899095844,-27.734093513537136,9.052080075314434
161,15.87485839256331,-30.44614720136812,14.475876949042508,-7.285644404402404,23.160502796965712,14.475876949042508,4,0.5743560179415201,-4.736753313422846,23.503301468834763,9.054772790628816,18.76654815541192,-28.24005478225761,9.054772790628816
162,16.18576556711455,-30.47722796384951,14.199396360967476,-7.14573119836748,23.33149676548203,14.199396360967476,6,0.7396870380130758,-4.734557238591788,24.01831676936679,9.062238516800946,19.283759530775004,-28.752874007958578,9.062238516800946
163,16.471219031483624,-30.498462023632253,13.937545664456566,-7.013621496074315,23.48484052755794,13.937545664456566,8,0.889939821719677,-4.7345690775513605,24.530385063959752,9.07469608671438,19.795815986408392,-29.26495414151111,9.07469608671438
164,16.493172219690805,-30.37924560393944,13.796378870197522,-6.943036692124318,23.43620891181512,13.796378870197522,1,1.0252354393367007,-4.736878168373302,25.03087346947188,9.092330189206894,20.29399530109858,-29.767751637845183,9.092330189206894
165,17.037461827062575,-30.50292517068641,13.37777162910404,-6.7327316718119175,23.77019349887449,13.37777162910404,3,1.1567346554872258,-4.74155598210898,25.51039046104209,9.115286697630367,20.76883447893311,-30.25194644315107,9.115286697630367
166,17.053414421531215,-30.406071335665175,13.264964951928086,-6.676328457066981,23.729742878598195,13.264964951928086,1,1.2621566455120805,-4.7486539768034115,25.95900099286014,9.143668035602788,21.21034701605673,-30.70765496966355,9.143668035602788
167,17.547813460071072,-30.55697641443953,12.92020590503134,-6.504581477184228,24.0523949372553,12.92020590503134,6,1.379736446563614,-4.758201508240009,26.366478775587947,9.177528663821755,21.608277267347937,-31.124680283827956,9.177528663821755
168,17.56302489372819,-30.45744153038848,12.805455422067144,-6.447208318330144,24.01023321205833,12.805455422067144,2,1.4616256628872055,-4.770203837416144,26.722587554163557,9.216870775143088,21.952383716747413,-31.4927913915797,9.216870775143088
169,17.5794628196216,-30.34528771265032,12.676859735690975,-6.382912446514361,23.96237526613596,12.676859735690975,1,1.5623174739546517,-4.784640275920921,27.01738116984385,9.261640287529683,22.23274089392293,-31.802021445764773,9.261640287529683
170,18.19601681889329,-30.544942086088536,12.253032367226586,-6.174462633597621,24.370479452490915,12.253032367226586,7,1.6413327694614006,-4.801462510988996,27.241510565295506,9.311723225677715,22.44004805430651,-32.042973076284504,9.311723225677715
171,18.20565211785702,-30.472479198300825,12.170929229287236,-6.133413540221902,24.339065658078923,12.170929229287236,2,1.702348519711879,-4.82059315193213,27.386524831674667,9.366942581892904,22.565931679742537,-32.20711798360679,9.366942581892904
172,18.21541673894592,-30.39579446203312,12.08447636978652,-6.090188861543599,24.30560560048952,12.08447636978652,1,1.7761586026595708,-4.841924538813413,27.445153000229702,9.427055744918308,22.60322846141629,-32.28707753904312,9.427055744918308
173,18.774723028638142,-30.595497040775857,11.713568311022538,-5.9103870060688575,24.685110034707,11.713568311022538,5,1.848834942777849,-4.8653178525572445,27.41155360490615,9.4917525817495,22.546235752348906,-32.27687145746339,9.4917525817495
174,18.78896811038196,-30.471069984816623,11.574891879417406,-5.841050937217332,24.63001904759929,11.574891879417406,1,1.894718730552457,-4.890602563132397,27.281520095914768,9.560654251903026,22.39091753278237,-32.17212265904716,9.560654251903026
175,18.78896811038196,-30.471069984816623,11.574891879417406,-5.841050937217332,24.63001904759929,11.574891879417406,0,1.950828276402496,-4.917576248980657,27.052631926189843,9.633312826072892,22.135055677209188,-31.970208175170498,9.633312826072892
176,18.802794634135623,-30.345973884741504,11.43595591326157,-5.771589625302939,24.574384259438567,11.43595591326157,1,2.015298230402775,-4.946004816490353,26.72434347343839,9.709211771615927,21.778338656948037,-31.67034828992874,9.709211771615927
177,19.355689159392064,-30.57606830760705,11.094789723962052,-5.610189574107492,24.96587873349956,11.094789723962052,7,2.0710512203709097,-4.975623143059077,26.298005767529283,9.787767355906592,21.322382624470205,-31.27362891058836,9.787767355906592
178,19.36256714019986,-30.50779466407863,11.01963126742549,-5.572613761939385,24.935180902139244,11.01963126742549,2,2.115721044817201,-5.006136161207287,25.776819100418404,9.868331005411063,20.770682939211117,-30.78295526162569,9.868331005411063
179,19.37115013687472,-30.418523639305512,10.92177275583344,-5.523686751215395,24.89483688809012,10.92177275583344,1,2.1690930704612934,-5.037220394374648,25.165717816893793,9.950192643522447,20.128497422519146,-30.20293821126844,9.950192643522447
180,19.378142204889052,-30.34356001362709,10.83981376095863,-5.482708904369018,24.86085110925807,10.83981376095863,1,2.2304775672647974,-5.06852594756058,24.471191725833098,10.032585014004372,19.402665778272517,-29.539717673393678,10.032585014004372
181,19.856790225804392,-30.516338464347022,10.51637803586057,-5.329774119271317,25.18656434507571,10.51637803586057,6,2.297223406690479,-5.099678947989949,23.70105144838739,10.114688979591056,18.60137250039744,-28.80073039637734,10.114688979591056
182,19.86334219812832,-30.43891637096074,10.432403069409578,-5.287787086416211,25.15112928454453,10.432403069409578,1,2.35112501324565,-5.130284422646495,22.864147468917654,10.19563976721812,17.73386304627116,-27.994431891564147,10.19563976721812
183,19.86334219812832,-30.43891637096074,10.432403069409578,-5.287787086416211,25.15112928454453,10.432403069409578,0,2.413610668709675,-5.159929590991255,21.97005454834527,10.274534112879632,16.810124957354017,-27.129984139336525,10.274534112879632
184,19.869712179053472,-30.36496593935046,10.35206844157208,-5.247626880148493,25.117339059201967,10.35206844157208,2,2.4843178146675062,-5.188187542655934,21.028734412708193,10.350438240624566,15.84054687005226,-26.21692195536413,10.350438240624566
185,19.87774312134249,-30.26360100694609,10.242666765408387,-5.1929289428018,25.07067206414429,10.242666765408387,1,2.5630183087945357,-5.214621261567476,20.050190204984617,10.422396592143006,14.83556894341714,-25.264811466552093,10.422396592143006
186,20.3648859083262,-30.47376118638888,9.952257497123435,-5.05443763903134,25.419323547357536,9.952257497123435,5,2.649139689718924,-5.238787950020016,19.04412609696841,10.489441206183214,13.805338146948394,-24.282914046988424,10.489441206183214
187,20.371479948567,-30.380688615671623,9.852590469766747,-5.004604333552312,25.37608428211931,9.852590469766747,1,2.726345497247316,-5.2602435988639025,18.019624756159537,10.550601631118099,12.759381157295635,-23.27986835502344,10.550601631118099
188,20.376150590678403,-30.312726806484903,9.779957787856365,-4.96828810790325,25.34443869858165,9.779957787856365,1,2.812013543966562,-5.278547743422216,16.98485414337616,10.604915239763168,11.706306399953945,-22.263401886798377,10.604915239763168
189,20.380801017738225,-30.24304176468484,9.705622264334158,-4.931120373473306,25.31192139121153,9.705622264334158,1,2.9056578663984736,-5.293268339155073,15.946813499758766,10.65143780343249,10.653545160603693,-21.240081838913838,10.65143780343249
190,20.385385187790828,-30.17220193989449,9.630198602717773,-4.893408376051831,25.278793563842655,9.630198602717773,1,3.0068099164197504,-5.3039866866354854,14.911126500806006,10.689254172560457,9.60713981417052,-20.215113187441492,10.689254172560457
191,20.389814320269164,-30.101532560125527,9.555101035133456,-4.855859119928182,25.245673440197343,9.555101035133456,1,3.114954960251453,-5.310302332219548,13.881887544954868,10.717488904323236,8.57158521273532,-19.192189877174414,10.717488904323236
192,20.39323803339197,-30.05001461156193,9.500164743079951,-4.8283882890849785,25.22162632247695,9.500164743079951,2,3.229551642654374,-5.311837869002603,12.861565128692638,10.735316673812227,7.549727259690035,-18.17340299769524,10.735316673812227
193,20.9854319149363,-30.25589190417844,9.12563703898697,-4.635229994621069,25.62066190955737,9.12563703898697,5,3.3450807493418258,-5.308243562334767,11.850964341338692,10.741972304622815,6.542720779003925,-17.159207903673458,10.741972304622815
194,20.98937182743629,-30.182397896702938,9.048209825529083,-4.596513034633322,25.585884862069616,9.048209825529083,2,3.4570864128795007,-5.299201725371984,10.849248763366791,10.736760257329236,5.5500470379948075,-16.148450488738774,10.736760257329236
195,20.998034419351008,-30.01110048078136,8.868261583107444,-4.506533030715177,25.504567450066183,8.868261583107444,1,3.5744610668546706,-5.284430772873546,9.854020512195426,10.719063420244634,4.56958973932188,-15.138451285068971,10.719063420244634
196,20.998034419351008,-30.01110048078136,8.868261583107444,-4.506533030715177,25.504567450066183,8.868261583107444,0,3.6967456139970807,-5.263688885696706,8.861455855204401,10.688351056055376,3.5977669695076946,-14.125144740901106,10.688351056055376
197,21.00635451852434,-29.832096492549585,8.680965270388615,-4.412870987012623,25.419225505536964,8.680965270388615,1,3.822658531702357,-5.236777224117801,7.866492678153508,10.644185770227768,2.629715454035707,-13.103269902271308,10.644185770227768
198,21.00635451852434,-29.832096492549585,8.680965270388615,-4.412870987012623,25.419225505536964,8.680965270388615,0,3.9516903107008807,-5.203542635124163,6.863065112358232,10.586229382290528,1.659522477234069,-12.066607747482394,10.586229382290528
199,21.014090617692464,-29.64878091888213,8.489961744844424,-4.317345150594834,25.3314357682873,8.489961744844424,1,4.082420693121286,-5.16387980703371,5.844379727002775,10.51424759889726,0.6804999199690656,-11.008259534036485,10.51424759889726
200,21.01834117052261,-29.53761145339959,8.374556703862503,-4.259635141438489,25.277976311961105,8.374556703862503,1,4.219575782141131,-5.117732834039269,4.80322682290704,10.428113407601636,-0.3145060111322291,-9.920959656946309,10.428113407601636
201,21.01834117052261,-29.53761145339959,8.374556703862503,-4.259635141438489,25.277976311961105,8.374556703862503,0,4.362395557123962,-5.065096163344452,3.7323194693429267,10.327809132104242,-1.3327766940015255,-8.797415632687379,10.327809132104242
202,21.724785282224623,-29.622113119348413,7.841391496159561,-3.948663918561895,25.67344920078652,7.841391496159561,6,4.502559908935695,-5.006014908237028,2.62465197436274,10.213427112877294,-2.3813629338742883,-7.630666882599768,10.213427112877294
203,21.724785282224623,-29.622113119348413,7.841391496159561,-3.948663918561895,25.67344920078652,7.841391496159561,0,4.634720630577933,-4.940584521497151,1.473868467950782,10.085169001027452,-3.4667160535463686,-6.414452989447932,10.085169001027452
204,21.730505439813868,-29.40366082516151,7.617250163776188,-3.8365776926738206,25.56708313248769,7.617250163776188,1,4.765860004549913,-4.8689498347144395,0.2746312358592689,9.943343677482506,-4.59431859885517,-5.143581070573709,9.943343677482506
205,21.730505439813868,-29.40366082516151,7.617250163776188,-3.8365776926738206,25.56708313248769,7.617250163776188,0,4.89482921741563,-4.791303480139205,-0.9770225654025171,9.788363833541618,-5.768326045541722,-3.814280914736688,9.788363833541618
206,21.73432478473666,-29.240290236865867,7.450176336036482,-3.7529827260646034,25.487307510801266,7.450176336036482,3,5.020923397405811,-4.707883722371883,-2.283348059264979,9.62074127197522,-6.991231781636862,-2.424535663106904,9.62074127197522
207,-29.22949570689506,21.88708078481773,7.374074400106022,-3.671207461038666,-25.5582882458564,7.374074400106022,6,4.652718600048588,-4.618971737264045,-3.6445965390588926,9.44108100968627,-8.263568276322937,-0.9743751982051521,9.44108100968627
208,-29.17216436752862,21.774819534142143,7.449568998708556,-3.698672416693237,-25.47349195083538,7.449568998708556,5,4.262391042871782,-4.524888384643764,-5.058769213047717,9.250074282971417,-9.58365759769148,0.5338808284039533,9.250074282971417
209,-29.02504846169767,21.65241124661007,7.446353744974596,-3.6863186075437984,-25.33872985415387,7.446353744974596,4,3.854808921507146,-4.425990529689759,-6.521433644595589,9.048490574219933,-10.947424174285349,2.09544311490583,9.048490574219933
210,-28.98449117078651,21.51681390105101,7.563766528234219,-3.733838634867748,-25.25065253591876,7.563766528234219,5,3.431309386241408,-4.322666974792219,-8.02561481646118,8.837168794090736,-12.348281791253399,3.702947841668961,8.837168794090736
211,-28.830049798224927,21.37327487342086,7.5760655254563165,-3.728387462402033,-25.10166233582289,7.5760655254563165,6,2.993467288088981,-4.215334069415269,-9.561771116385183,8.617007765513787,-13.777105185800451,5.346437046969914,8.617007765513787
212,-28.726659253049384,21.21493563960865,7.654988026845384,-3.7558618067203664,-24.970797446329016,7.654988026845384,8,2.542818169048368,-4.10443106971335,-11.117863149500627,8.388956165047732,-15.222294219213977,7.013432079787277,8.388956165047732
213,-28.667600553421853,21.042464834672664,7.793086138595346,-3.812567859374594,-24.85503269404726,7.793086138595346,3,2.081387666762789,-3.9904153223857066,-12.679520150278956,8.154002083048484,-16.669935472664662,8.68910482789325,8.154002083048484
214,-28.49617573418111,20.856536407801062,7.832923731456749,-3.819819663190023,-24.67635607099109,7.832923731456749,5,1.6106425894187542,-3.873757348452094,-14.230304975944629,7.913162366703971,-18.104062324396722,10.356547627492535,7.913162366703971
215,-28.417007106836014,20.643010506859103,7.993195175451293,-3.886998299988456,-24.53000880684756,7.993195175451293,5,1.131912213409511,-3.7549359023099442,-15.752074363602654,7.667471909292526,-19.507010265912598,11.99713846129271,7.667471909292526
216,-28.256859665456528,20.40702197836404,8.09545936010687,-3.924918843546244,-24.331940821910283,8.09545936010687,7,0.6472756501311173,-3.634433079636202,-17.225426534663626,7.417973045129951,-20.85985961429983,13.590993455027423,7.417973045129951
217,-28.15099487048003,20.16623252893204,8.257241705456838,-3.992381170773996,-24.158613699706034,8.257241705456838,10,0.1612812348833769,-3.512729544508916,-18.63022359209498,7.1657052027630455,-22.142953136603893,15.117494047586062,7.1657052027630455
218,-26.061339972937184,19.994403458954952,6.3666310499005965,-3.033468256991116,-23.02787171594607,6.3666310499005965,5,1.432144669219779e-14,-3.390299941658335,-19.94617177085427,6.911694959292436,-23.336471712512605,16.555871829195937,6.911694959292436
219,-24.79550987812146,19.77933719134328,5.343360224921269,-2.50808634338909,-22.28742353473237,5.343360224921269,5,1.020439314654103e-14,-3.267608554156621,-21.153438773106434,6.656946626572356,-24.421047327263054,17.885830218949813,6.656946626572356
220,-23.84494240767179,19.538179156786537,4.661639796949803,-2.153381625442627,-21.691560782229164,4.661639796949803,5,7.944109290391274e-15,-3.1451052602833283,-22.2332844380788,6.4024334857952585,-25.378389698362128,19.088179177795475,6.4024334857952585
221,-23.03597973765829,19.276740401670207,4.141917214759298,-1.879619667994044,-21.15636006966425,4.141917214759298,4,7.105427357601002e-15,-3.02322183594237,-23.168679114438103,6.149089771018983,-26.19190095038047,20.145457278495734,6.149089771018983
222,-32.73169283360464,18.334163605883003,14.808035563052128,-7.198764613860819,-25.532928219743823,14.808035563052128,5,1.6758116906701664e-14,-2.9023686410485974,-23.94488351264931,5.897803484952772,-26.847252153697905,21.042514871600712,5.897803484952772
223,-33.13896179797367,17.890641145856613,15.686596190294509,-7.624160326058529,-25.514801471915145,15.686596190294509,5,8.881784197001252e-15,-2.7829317199480292,-24.54996462741142,5.649410112218546,-27.332896347359448,21.767032907463392,5.649410112218546
224,-33.503584115208184,17.409783914995405,16.559698482407292,-8.04690010010639,-25.456684015101796,16.559698482407292,5,7.32410687763558e-15,-2.6652703373853384,-24.97522455391898,5.40468727677959,-27.640494891304318,22.309954216533644,5.40468727677959
225,-33.83658276715876,16.88681696608309,17.44305268915294,-8.474882900537835,-25.361699866620924,17.44305268915294,5,7.105427357601002e-15,-2.5497149629806026,-25.215522594927425,5.16435037170317,-27.765237557908026,22.665807631946823,5.16435037170317
226,-19.846040469345517,17.691064210480643,2.675329817431184,-1.0774881294324352,-18.76855233991308,2.675329817431184,5,1.7763568394002505e-15,-2.43656570881009,-25.269475789990658,4.929049171298958,-27.706041498800747,22.832910081180568,4.929049171298958
227,-34.43796586375073,15.690003442788392,19.294973157073123,-9.37398121048117,-25.063984653269564,19.294973157073123,5,1.5987211554602254e-14,-2.3260912166740657,-25.13952862916149,4.699365418322408,-27.465619845835555,22.813437412487424,4.699365418322408
228,-18.745591604812063,16.925691170769355,2.393071894565877,-0.909950217021354,-17.83564138779071,2.393071894565877,5,1.3411200035432724e-14,-2.218527984131364,-24.831888908368132,4.475811362683366,-27.050416892499495,22.61336092423677,4.475811362683366
229,-18.211191912086846,16.51414092107589,2.2958007161965184,-0.8485254955054788,-17.36266641658137,2.2958007161965184,3,1.2306961192854808e-14,-2.114080111517769,-24.356333066519834,4.258829213241314,-26.470413178037603,22.242252955002066,4.258829213241314
230,-17.683256070015073,16.08315424225865,2.2237626581263754,-0.800050913878211,-16.88320515613686,2.2237626581263754,3,2.1390168887322676e-14,-2.012919446051549,-23.72589052377865,4.0487914510351315,-25.738809969830196,21.7129710777271,4.0487914510351315
231,-17.159352613271256,15.632658369496982,2.1745159760233346,-0.7633471218871373,-16.39600549138412,2.1745159760233346,3,1.2434497875801752e-14,-1.9151860938486314,-22.956422139355332,3.846001940868652,-24.871608233203965,21.0412360455067,3.846001940868652
232,-16.63744635132821,15.162655119479451,2.145942618035492,-0.7373956159243802,-15.90005073540383,2.145942618035492,5,7.944109290391274e-15,-1.820989266280108,-22.066112591387693,3.6506977686799744,-23.8871018576678,20.245123325107585,3.6506977686799744
233,-16.115847024219917,14.67323410336614,2.1361840037771285,-0.7213064604268888,-15.39454056379303,2.1361840037771285,5,2.1683198553528094e-14,-1.7304084236389259,-21.074899984037845,3.46305172463371,-22.805308407676772,19.344491560398918,3.46305172463371
234,-15.593178164678912,14.164586079562117,2.1435968614116105,-0.7142960425583977,-14.878882122120515,2.1435968614116105,5,8.881784197001252e-15,-1.6434946765493794,-20.003868127029687,3.283175346409759,-21.647362803579068,18.360373450480306,3.283175346409759
235,-15.068358854609254,13.637016791891348,2.1667214638784325,-0.7156710313589532,-14.3526878232503,2.1667214638784325,5,1.3411200035432724e-14,-1.5602724039379916,-18.874627626837754,3.111122433688437,-20.434900030775744,17.314355222899763,3.111122433688437
236,-14.540593636960676,13.0909615990998,2.204257218111529,-0.7248160189304382,-13.815777618030236,2.204257218111529,5,8.140289677804162e-15,-1.480741045652421,-17.708711193295347,2.946892943273546,-19.18945223894777,16.227970147642925,2.946892943273546
237,-14.009367442271014,12.527001197368383,2.255042163592231,-0.7411831224513152,-13.2681843198197,2.255042163592231,5,1.004859173557616e-14,-1.404877027912907,-16.527006512224172,2.7904371745364407,-17.93188354013708,15.122129484311266,2.7904371745364407
238,-13.47444342911326,11.945878750553304,2.3180339635575105,-0.764282339279978,-12.710161089833283,2.3180339635575105,5,1.464821375527116e-14,-1.3326357806398135,-15.34924685791074,2.6416601567560907,-16.681882638550555,14.016611077270927,2.6416601567560907
239,-12.93586233905011,11.348518760092814,2.392290656385749,-0.7936717894786485,-12.142190549571463,2.392290656385749,5,2.8697923009352724e-14,-1.2639538072403176,-14.193575576750003,2.500426153297014,-15.457529383990321,12.929621769509685,2.500426153297014
240,-12.393942446628092,10.736048015843997,2.476949905341793,-0.8289472153920476,-11.564995231236043,2.476949905341793,5,1.464821375527116e-14,-1.1987507695674975,-13.076195964136174,2.3665632022135252,-14.274946733703672,11.877445194568676,2.3665632022135252
241,-11.84927950534315,10.109818956781888,2.571205817657883,-0.8697302742806308,-10.97954923106252,2.571205817657883,3,3.7765864436546265e-14,-1.1369315533907234,-12.011113196282961,2.2398676185876543,-13.148044749673685,10.874181642892237,2.2398676185876543
242,-11.302746282515336,9.471435718569232,2.6742826479223605,-0.9156552819730512,-10.387091000542284,2.6742826479223605,3,7.496562604817283e-14,-1.078388282739484,-11.00997017515037,2.1201083904860623,-12.088358457889854,9.931581892410886,2.1201083904860623
243,-10.755491352933308,8.82278302886349,2.7854048938822817,-0.966354162034909,-9.7891371908984,2.7854048938822817,5,1.2932072993408848e-14,-1.0230022548062327,-10.081974676858211,2.0070314076461444,-11.104976931664444,9.058972422051978,2.0070314076461444
244,-10.208936785477736,8.166057896769297,2.903763471647609,-1.0214394443542192,-9.187497341123516,2.903763471647609,5,2.3832327871173825e-14,-0.9706457706232822,-9.233911293858199,1.9003634696674423,-10.204557064481481,8.263265523234917,1.9003634696674423
245,-9.66477420457602,7.503803684043649,3.028477863804257,-1.0804852602661863,-8.584288944309835,3.028477863804257,5,1.7130564986077266e-14,-0.9211838403755606,-8.47022850148712,1.7998160283977467,-9.391412341862681,7.5490446611115605,1.7998160283977467
246,-9.12495843201764,6.8389455834365735,3.15855441992502,-1.143006424290533,-7.981952007727106,3.15855441992502,5,1.5888218580782548e-14,-0.8744757458939273,-7.793188867333566,1.7050886271858694,-8.667664613227492,6.918713121439638,1.7050886271858694
247,-8.59169750879984,6.174825694243561,3.29284141849685,-1.2084359072781394,-7.3832616015217,3.29284141849685,5,8.881784197001252e-15,-0.8303764465206824,-7.203068997574691,1.6158720075667872,-8.033445444095374,6.3726925510540084,1.6158720075667872
248,-8.067437365805882,5.515234706773972,3.429982146871708,-1.276101329515955,-6.791336036289927,3.429982146871708,4,1.740467143053463e-14,-0.7887378180879325,-6.698395256470441,1.5318508616132158,-7.487133074558374,5.909657438382508,1.5318508616132158
249,-7.554838784997147,4.86443563965519,3.568368196598919,-1.345201572670978,-6.209637212326168,3.568368196598919,5,1.1234667099445444e-14,-0.7494097181497302,-6.276201528645031,1.452706215518003,-7.025611246794761,5.526791810495301,1.452706215518003
250,-7.056743644201116,4.227173139742056,3.7060964571349935,-1.41478525222953,-5.641958391971586,3.7060964571349935,5,2.1390168887322676e-14,-0.712240873820637,-5.932296202299388,1.378117436875488,-6.644537076120025,5.220055328478751,1.378117436875488
251,-6.576126917660411,3.6086597199826183,3.840934904519235,-1.4837335988388962,-5.0923933188215145,3.840934904519235,5,1.7130564986077266e-14,-0.6770795915680035,-5.661526990835566,1.3077638645426828,-6.338606582403569,4.984447399267562,1.3077638645426828
252,-6.116030762648129,3.014528383475711,3.9703040669499656,-1.550751189586209,-4.56527957306192,3.9703040669499656,5,3.713393141489773e-14,-0.6437742910650089,-5.458034022277806,1.2413260658417598,-6.101808313342815,4.814259731212797,1.2413260658417598
253,-5.6794776214861,2.450740106451452,4.091282623820461,-1.614368757517324,-4.065108863968776,4.091282623820461,5,3.260957681782951e-14,-0.6121738677283172,-5.315483651134104,1.1784867311940452,-5.927657518862421,4.703309783405787,1.1784867311940452
254,-5.269361035139488,1.923435730887864,4.200646283722618,-1.672962652125812,-3.596398383013676,4.200646283722618,5,1.2434497875801752e-14,-0.5821278908390147,-5.227277537047182,1.1189312210523918,-5.809405427886197,4.645149646208167,1.1189312210523918
255,-4.888316149763702,1.4387262340368057,4.294947955658515,-1.7247949578634485,-3.163521191900254,4.294947955658515,5,2.2748467065386707e-14,-0.5534866461867576,-5.186733558921458,1.062347784239816,-5.740220205108216,4.6332469127347,1.062347784239816
256,-4.538576716378461,1.0024240666300983,4.370643322090995,-1.7680763248741815,-2.77050039150428,4.370643322090995,5,1.2306961192854808e-14,-0.5261010339992711,-5.187236987450945,1.0084274705377083,-5.713338021450216,4.661135953451675,1.0084274705377083
257,-4.221831095741387,0.6197311033475453,4.424258782643182,-1.8010499961969209,-2.4207810995444663,4.424258782643182,5,3.6404482152219934e-14,-0.4998223345416463,-5.22236194659546,0.9568637636372237,-5.722184281137106,4.722539612053814,0.9568637636372237
258,-3.939094894131485,0.2949135235439608,4.452589076564907,-1.8220906852937624,-2.117004208837723,4.452589076564907,5,3.574849180676073e-14,-0.4745018552142033,-5.285964507751223,0.9073519634199887,-5.760466362965427,4.81146265253702,0.9073519634199887
259,-3.690620243922373,0.0310061775131407,4.452902043062303,-1.829807033204616,-1.8608132107177568,4.452902043062303,3,2.6881156767937772e-14,-0.4499904742671983,-5.3722497582963245,0.8595883490198766,-5.822240232563523,4.922259284029126,0.8595883490198766
260,-3.475859449644089,-0.170406851124208,4.423121530179926,-1.8231331503841488,-1.6527262992599403,4.423121530179926,3,2.161031364628563e-14,-0.4261380974081761,-5.475815871547865,0.8132691562872463,-5.901953968956041,5.049677774139688,0.8132691562872463
261,-3.2934931361540003,-0.3092967015000522,4.361959804107481,-1.8013949188270262,-1.492098217326974,4.361959804107481,3,5.3290705182007506e-15,-0.402793044624055,-5.591678599599628,0.7680894051785189,-5.994471644223682,5.188885554975573,0.7680894051785189
262,-3.141521719764108,-0.387160069537212,4.268979139991226,-1.76434089465066,-1.377180825113448,4.268979139991226,3,2.2748467065386707e-14,-0.3798013854925933,-5.715279749536421,0.7237416142690063,-6.095081135029014,5.335478364043828,0.7237416142690063
263,-3.0174073941207973,-0.4068620558848793,4.144576422802805,-1.7121347250028385,-1.305272669117959,4.144576422802805,3,1.740467143053463e-14,-0.35700624212952214,-5.842483131395663,0.6799144410686423,-6.199489373525185,5.485476889266141,0.6799144410686423
264,-2.91824563698694,-0.3723815274926603,3.989899765047499,-1.6453135822398002,-1.2729320547471397,3.989899765047499,4,1.6758116906701664e-14,-0.33424707971545364,-5.96956123120369,0.6362912881307468,-6.303808310919143,5.635314151488236,0.6362912881307468
265,-2.840942771141338,-0.2885026660936213,3.806717348760871,-1.5647227186174797,-1.2762200525238585,3.806717348760871,3,1.004859173557616e-14,-0.31135900527135385,-6.093175512603754,0.5925489160928619,-6.404534517875107,5.7818165073324,0.5925489160928619
266,-2.7823792187879426,-0.1604976818408348,3.597263110459239,-1.4714384503143887,-1.310940768473554,3.597263110459239,3,1.1234667099445444e-14,-0.2881720959963734,-6.210352830875326,0.5483561057715874,-6.498524926871699,5.922180734878953,0.5483561057715874
267,-2.739544717596953,0.0061630788461888,3.364081767314289,-1.366690819375382,-1.372853898221571,3.364081767314289,3,1.517719948885615e-14,-0.2645107790333849,-6.3184599928142795,0.5033724122315617,-6.582970771847664,6.053949213780895,0.5033724122315617
268,-2.7096392578018254,0.2060511132277995,3.109889463123115,-1.251794072287013,-1.4578451855148125,3.109889463123115,3,2.2748467065386707e-14,-0.24019328496440973,-6.415178047357064,0.45724705432878904,-6.655371332321474,6.174984762392654,0.45724705432878904
269,-2.6901397894157904,0.433960973377076,2.837458940947246,-1.128089408019357,-1.5620503813964333,2.837458940947246,3,7.32410687763558e-15,-0.21503119763200026,-6.498477469844987,0.4096179835431106,-6.7135086674769875,6.283446272212987,0.4096179835431106
270,-2.678836875480904,0.6850343196717876,2.549531808414069,-0.9969012779045584,-1.681935597576346,2.549531808414069,3,7.944109290391274e-15,-0.18882912299885043,-6.566595024895581,0.360111175903437,-6.7554241478944315,6.377765901896731,0.360111175903437
271,-2.673847430580812,0.9548347106997518,2.248756142154692,-0.8595063599405302,-1.814341070640282,2.248756142154692,3,7.944109290391274e-15,-0.16138449965626006,-6.618012769643594,0.30834019040107985,-6.779397269299855,6.456628269987334,0.30834019040107985
272,-2.67361001094586,1.2393836235088436,1.9376454051105136,-0.7171131937185079,-1.956496817227352,1.9376454051105136,4,3.552713678800501e-15,-0.13248757322811813,-6.651439395449719,0.2539060364009984,-6.783926968677838,6.5189518222216005,0.2539060364009984
273,-2.676868467529329,1.5351682495388752,1.6185539441216674,-0.5708501089952268,-2.106018358534102,1.6185539441216674,3,8.881784197001252e-15,-0.10192155624361385,-6.665793902135045,0.1963973911120292,-6.7677154583786585,6.563872345891431,0.1963973911120292
274,-2.682648683288582,1.839130259684449,1.293664596977394,-0.4217592118020665,-2.2608894714865158,1.293664596977394,3,2.161031364628563e-14,-0.06946299402081672,-6.660191450907394,0.13539120607676564,-6.729654444928211,6.590728456886578,0.13539120607676564
