point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_baseline,E_tb_2_baseline,E_tb_3_baseline,E_tb_1_compressed,E_tb_2_compressed,E_tb_3_compressed
163,12.60800846602671,-34.07000474635051,-50.20719263465836,-0.562698796333121,-13.380666591271229,-57.63612621300297,14.924005473909952,-34.239620911242376,-52.658318231663245
164,12.68314650598065,-34.16059439291899,-50.18478340615764,-0.5421185558610887,-13.55008272773332,-57.48177316071539,15.249142541552999,-34.431123751249075,-52.77341938215346
165,12.75719613796855,-34.25018473039281,-50.1628376731889,-0.5192375559273991,-13.719543310282305,-57.329353681520146,15.560593424586635,-34.60681453096549,-52.88973870793861
166,12.83013094754238,-34.33887449138212,-50.14120783503252,-0.494182506037899,-13.888414818442383,-57.17940885316622,15.849549817791843,-34.76288477178987,-53.00231114165251
167,12.90191916006904,-34.42675548126685,-50.11974784704132,-0.4670888308504535,-14.056108350057366,-57.032429948892755,16.106814900134953,-34.89600785523059,-53.10530852736318
168,12.97252380335543,-34.51391102197636,-50.09831496247311,-0.43809990040008334,-14.222085115846173,-56.888853457238525,16.32307561628198,-35.00338173933259,-53.192269250123324
169,13.04190289920692,-34.60041442616692,-50.07677147264,-0.40736623703723235,-14.38586131830402,-56.74905672728036,16.489200101225777,-35.08272244926639,-53.25640219889316
170,13.11000968296059,-34.68632750755954,-50.05498643863151,-0.37504469015792896,-14.547012315552157,-56.61335434882897,16.596547700860818,-35.132215600422306,-53.29094525127786
171,13.17679284982306,-34.77169913174657,-50.03283740911131,-0.3412975667555803,-14.705175982671648,-56.481995368271996,16.63727758764324,-35.150437739311315,-53.28955248800247
172,13.24219682664526,-34.85656381045684,-50.01021211980976,-0.3062917035182467,-14.860055198179976,-56.355161427979425,16.60464134670171,-35.13626135199317,-53.246681657094726
173,13.30616206758158,-34.94094034115126,-49.98701017126725,-0.27019746465240063,-15.011419401388538,-56.23296590068637,16.493245164321706,-35.088757258812024,-53.157953795602
174,13.36862537191455,-35.02483049296426,-49.96314468207356,-0.23318764884956178,-15.159105186959469,-56.11545407048335,16.299268372838142,-35.007106548071626,-53.02045960542063
175,13.42952022217681,-35.10821773947349,-49.93854391523344,-0.19543628883014608,-15.303015925392708,-56.002604389639515,16.020627020612167,-34.89053206483101,-52.83299123153196
176,13.48877714057409,-35.19106603862629,-49.91315287531405,-0.1571173277035884,-15.443120421566409,-55.894330816306315,15.657073721459374,-34.73825740384855,-52.596182744551896
177,13.54632406160574,-35.27331866043727,-49.88693487363768,-0.11840315797076795,-15.57945064683997,-55.790486213191656,15.210228136129311,-34.54949958842516,-52.312547495918146
178,13.60208671869282,-35.35489706384979,-49.85987305791829,-0.07946301135547358,-15.712098602567737,-55.69086676260207,14.683535865920286,-34.323499936509734,-51.98640562293937
179,13.6559890425619,-35.43569982548816,-49.83197190134617,-0.04046119076612701,-15.841212393131263,-55.59521732987954,14.082157099798,-34.059595450923496,-51.62370070787825
180,13.70795356909001,-35.51560162496089,-49.80325864414744,-0.0015551395235506086,-15.966991603850063,-55.50323768616924,13.41278985638859,-33.757329687065294,-51.23171147998294
181,13.75790185429815,-35.59445229397099,-49.77378467803351,0.03710665250225051,-16.089682092609642,-55.41458948346032,12.683435918037123,-33.416596867708314,-50.818672890285335
182,13.80575489418121,-35.67207593977666,-49.74362686066834,0.07538690109343134,-16.209570313211817,-55.32890386054977,11.90312040547041,-33.03780603618988,-50.39333072002354
183,13.8514335470842,-35.74827015756004,-49.71288874329076,0.11316192784301875,-16.326977293027504,-55.24578954835766,11.081578259086488,-32.6220442958203,-49.96446394591119
184,13.89485895637512,-35.82280535099732,-49.68170168993199,0.15032419185399887,-16.44225238750643,-55.16484133698407,10.22892258373124,-32.17121189499647,-49.54041706605858
185,13.93595297122212,-35.89542418575198,-49.65022586130133,0.18678493024032305,-16.555766929729124,-55.085648764915064,9.355310824851538,-31.688100048177542,-49.12868747206978
186,13.9746385633548,-35.96584120663618,-49.61865103045977,0.2224768782280009,-16.66790788495334,-55.00780489251842,8.4706250623195,-31.176387448288096,-48.73560820713193
187,14.01084023777854,-36.03374265564879,-49.58719719102844,0.25735703320381215,-16.77907160868234,-54.93091502690085,7.584182360822516,-30.640543973651663,-48.366153556159986
188,14.04448443550683,-36.0987865347374,-49.55611491213726,0.29140942078445176,-16.889657792955617,-54.854605272705825,6.704490167813288,-30.085647792751004,-48.02387626702052
189,14.07549992648788,-36.16060296357239,-49.52568538798902,0.32464781505354995,-17.000063670198465,-54.77853079281469,5.839060304564332,-29.517140266210443,-47.71096556119115
190,14.10381819101704,-36.21879488834595,-49.4962201243065,0.35711835970628564,-17.110678527938894,-54.702383673482075,4.994293292472219,-28.94055669843218,-47.42839963646522
191,14.12937378805142,-36.27293920195248,-49.46806019971119,0.38890203212819546,-17.221878571839817,-54.62590029951885,4.175442767865378,-28.361276894673722,-47.176158472538006
192,14.15210470897037,-36.32258833804529,-49.44157503807228,0.420116888581188,-17.334022159562743,-54.54886815615258,3.386667756326546,-27.784337390137296,-46.95346285751634
193,14.17195271545623,-36.36727240045406,-49.41716062900608,0.450920025842662,-17.447445414620404,-54.47113198465594,2.631178778939169,-27.214339385327392,-46.759011587092175
194,14.18886366030317,-36.40650188426328,-49.3952371390247,0.48150919299841916,-17.562458218119335,-54.39259922837438,1.9114822329866796,-26.655476078274965,-46.59119760162181
195,14.2027877900925,-36.43977103448736,-49.37624586632806,0.5121239867785109,-17.67934056752704,-54.31324471416145,1.229726072537739,-26.11169287812287,-46.448292614827274
196,14.21368002880584,-36.46656187188893,-49.36064550875664,0.5430465649846757,-17.79833928558264,-54.233114521328616,0.588147850622376,-25.5869849747733,-46.328596833113714
197,14.22150024157357,-36.48634889254878,-49.348907737487,0.5746018153180168,-17.91966505932846,-54.15232899603542,-0.010377907465222153,-25.085827942775484,-46.23055506781302
198,14.22621347788311,-36.49860441833076,-49.34151209864534,0.6071569213835251,-18.043489788972174,-54.07108487369796,-0.5617053322547727,-24.613725229430678,-46.1528430675589
199,14.22779019369044,-36.50280454014818,-49.33894030036957,0.6411202739120011,-18.169944228779478,-53.989656475682175,-1.059727818074176,-24.17783586734012,-46.09442876030552
200,14.22779019369044,-36.50280454014818,-49.33894030036957,0.6769396833542319,-18.299115907201465,-53.90839594957022,-1.495702567786005,-23.787608989821152,-46.054612876287166
201,14.22619039876601,-36.49839089108794,-49.34169802211166,0.715099859980487,-18.431047320618568,-53.82773252500038,-1.8577183373898398,-23.455292209338324,-46.033052633495
202,14.22137973442918,-36.48481717552979,-49.35028492778327,0.7561191394223425,-18.565734403968413,-53.74817075991052,-2.1305154068356282,-23.196102123828,-46.02977119738969
203,14.21334585230362,-36.46160369598757,-49.36515716217517,0.8005454451224381,-18.70312529155331,-53.670287755422514,-2.29593510698991,-23.027777795531925,-46.0451547412984
204,14.20208260570028,-36.42830237869182,-49.38674601016404,0.8489514942350049,-18.843119391824118,-53.59472932209415,-2.334258615317702,-22.969256332431215,-46.079938263880734
205,14.18759016432582,-36.38450362103874,-49.41545116898382,0.9019292698916639,-18.985566810148278,-53.52220508633216,-2.2264924792626326,-23.038412423396178,-46.13518085066676
206,14.16987510610083,-36.32984261598762,-49.45163451996704,0.9600838000716204,-19.130268162656943,-53.453482533908726,-1.957248373461316,-23.249214059311267,-46.21223063649001
207,14.14895048622023,-36.26400491247242,-49.49561464082225,1.0240263011711128,-19.276974831352536,-53.38937999820415,-1.5174353025407628,-23.609076639788455,-46.31267905089817
208,14.12483588366223,-36.18673099800883,-49.5476622724719,1.094366762255164,-19.425389714866395,-53.33075861439011,-0.9058923820484064,-24.117289005428482,-46.43830266584056
209,14.09755742542056,-36.09781973389059,-49.60799691033414,1.171706063336578,-19.575168529764802,-53.27851327753382,-0.12952241878587056,-24.764954994042945,-46.590988816292835
210,14.06714778879544,-35.99713053120934,-49.67678463214961,1.2566277372626067,-19.725921713413893,-53.23356266264349,0.7978388465331523,-25.536222608612547,-46.77263803220909
211,14.0336461821344,-35.88458422214581,-49.75413720830016,1.3496894992833905,-19.877216970629338,-53.196838387870585,1.8571600666914558,-26.410153771655736,-46.98503252756902
212,13.9970983044618,-35.76016264923507,-49.84011247235848,1.451414680524473,-20.028582492437405,-53.169273428052,3.0259316479992098,-27.362622269572874,-47.22965659277024
213,13.95755628448071,-35.62390705916315,-49.93471586579816,1.562283710829837,-20.179510856388074,-53.15178991382888,4.2795322196235315,-28.367923958993913,-47.50745388173964
214,13.91507859946579,-35.4759154414738,-50.03790301700955,1.682725802292998,-20.329463594530914,-53.145286480685954,5.592198022627145,-29.40006288270837,-47.81851174304285
215,13.86972997460036,-35.31633899229745,-50.14958317506736,1.8131109868660968,-20.47787638836871,-53.15062536105246,6.93769783003612,-30.43381026873145,-48.16167821918711
216,13.82158126333598,-35.14537790677878,-50.26962329515758,1.9537426594674003,-20.624164821257047,-53.16861943941775,8.289845596300976,-31.445634084190107,-48.5341462274607
217,13.77070930937633,-34.96327671124015,-50.39785256523565,2.1048507718764733,-20.767730589612537,-53.2000195133251,9.62295366300055,-32.41452733683386,-48.93107954348266
218,13.71719679090408,-34.77031933896301,-50.53406717065911,2.266585812451983,-20.90796804699796,-53.2455020200904,10.912286116031805,-33.32268083262183,-49.34539446207061
219,13.66113204768338,-34.5668241347311,-50.67803511229219,2.43901369253162,-21.044270931857618,-53.30565749815699,12.13453520523059,-34.15589319367316,-49.767827230781286
220,13.60260889168033,-34.35313894650721,-50.82950092036076,2.622111642644419,-21.176039112491324,-53.38098005140529,13.268318526158806,-34.903615139857266,-50.18738794232512
221,13.54172640184807,-34.12963643142906,-50.98819013752947,2.8157652009079777,-21.30268517359779,-53.47185807319188,14.294679570065098,-35.55859019321439,-50.592221323598146
222,13.4785887037279,-33.89670967095073,-51.15381347703432,3.0197663528628818,-21.423640668685564,-53.57856646376495,15.197566529616203,-36.11615349798545,-50.97078760836281
223,13.4133047345138,-33.65476815902323,-51.32607059263663,3.2338128572984695,-21.53836187244475,-53.701260540177216,15.964261550541181,-36.57333921551368,-51.31318521802851
224,13.34598799422628,-33.40423419952042,-51.50465342484851,3.457508767211101,-21.646334886575527,-53.83997179297275,16.58573330418608,-36.92798930608254,-51.6123953084318
225,13.27675628363361,-33.14553972575954,-51.68924911123057,3.6903661298178703,-21.74707998050735,-53.994605590744285,17.056888754735496,-37.178046644158854,-51.86524110626845
226,13.20573142954978,-32.87912353636742,-51.87954246715314,3.9318078254200257,-21.840155083063895,-54.16494087489321,17.376704595058914,-37.32117199617181,-52.07290297774542
227,13.13303899812746,-32.60542892783703,-52.07521805730664,4.181171482716574,-21.925158379968096,-54.35063182587548,17.548224509817793,-37.354767924815505,-52.240892323155
228,13.05880799675234,-32.32490169450433,-52.27596188785252,4.437714388642543,-22.001730012320635,-54.55121142244953,17.57841478073809,-37.276428440474604,-52.378457991970514
229,12.98317056513066,-32.03798846074228,-52.48146275502219,4.7006192945400445,-22.069552909942228,-54.76609676041717,17.47787742998843,-37.084753735054655,-52.49748508054736
230,12.90626165614798,-31.74513530724041,-52.69141328889015,4.969001007873037,-22.128352828105886,-54.9945959501197,17.260426818011737,-36.780373615227326,-52.611048414204916
231,12.82821870706277,-31.44678665262891,-52.90551073163908,5.2419136499862375,-22.177897684570617,-55.235916374869895,16.942542158930895,-36.366936371146494,-52.73187644406732
232,12.74918130158418,-31.14338435279469,-53.12345748853647,5.518358455600831,-22.21799631450882,-55.48917406702573,16.542714659716573,-35.85179028292733,-52.87101706660318
233,12.66929082337093,-30.83536698248363,-53.34496148758021,5.797291988668717,-22.248496773231476,-55.75340394505348,16.080713875926,-35.24615015341736,-53.03693757476904
234,12.58869010147765,-30.52316926675134,-53.56973638079456,6.077634651543561,-22.269284320643084,-56.027570653263524,15.576803393556963,-34.56468678680954,-53.235150935799496
235,12.50752304826688,-30.20722163316964,-53.79750161680434,6.358279369716986,-22.2802792178559,-56.31057975472869,15.050941034731446,-33.82463649082382,-53.46830652096279
236,12.42593429030141,-29.88794985916357,-54.02798241084474,6.638100342072933,-22.281434456604558,-56.60128904542593,14.52200320636985,-33.044629503983344,-53.73658601037535
237,12.34406879273251,-29.56577479226315,-54.26090963495572,6.915961756147591,-22.272733527577476,-56.898519781746074,14.007076188250409,-32.243454375207754,-54.038230247508004
238,12.26207147770588,-29.24111212428672,-54.49601964788508,7.190726378659213,-22.254188316174922,-57.201067641947745,13.520858058796586,-31.43893229070363,-54.37006675207998
239,12.18008683732251,-28.91437220345416,-54.73305408125648,7.461263943030587,-22.22583719510631,-57.50771327274086,13.075212152457269,-30.64701113666619,-54.72796900179125
240,12.09825854171213,-28.58595987112659,-54.97175959588391,7.7264592672628485,-22.18774336404779,-57.817232303071144,12.678904953702936,-29.881131870539537,-55.10722781994092
241,12.01672904281066,-28.25627431226802,-55.21188761974665,7.985220046901568,-22.139993468420425,-58.128404736781754,12.337547322580253,-29.15187836414952,-55.50284260492516
242,11.93563917447449,-27.92570891083598,-55.45319407707076,8.236484278614787,-22.082696513027642,-58.44002366299562,12.05373854937502,-28.46689332970363,-55.90974929207277
243,11.85512774961927,-27.59465110314662,-55.69543911617923,8.479227279815433,-22.01598307231505,-58.75090324701943,11.827390577656104,-27.83102211566097,-56.32300060348049
244,11.77533115513878,-27.26348222385111,-55.93838684224934,8.712468278626908,-21.940004787613866,-59.05988598491391,11.65618914485253,-27.246630750406492,-56.737908959925996
245,11.69638294544045,-26.93257734053243,-56.18180505982512,8.935276556199234,-21.854934132902972,-59.365849221485256,11.536134335128061,-26.71403539113624,-57.150157394534205
246,11.6184134355305,-26.60230507411231,-56.42546502884936,9.146777129894378,-21.760964424207156,-59.667710944462364,11.462098549178318,-26.231979043453972,-57.555880609101465
247,11.54154929469322,-26.27302740327385,-56.66914123707379,9.346155971173946,-21.65831004345629,-59.96443487731263,11.428345880251676,-25.79809854690962,-57.95171716841164
248,11.46591314193484,-25.94509945198359,-56.91261119095633,9.532664756186488,-21.54720684511538,-60.255034899916,11.428971122714607,-25.409338665633108,-58.33483422048902
249,11.391623144505,-25.61886925995749,-57.1556552265338,9.705625150135136,-21.427912712784337,-60.53857883059408,11.45823499415327,-25.062287287777224,-58.70292732040079
250,11.31879262096399,-25.29467753658022,-57.39805634125128,9.864432628592809,-21.300708232892454,-60.81419160524378,11.510790201022347,-24.75342246995622,-59.05419925137531
251,11.24752965043387,-24.97285739937193,-57.63960004731248,10.008559840115538,-21.165897453232542,-61.08105788997498,11.581807392758732,-24.47927549654788,-59.38732271789612
252,11.17793668985079,-24.65373409861454,-57.88007424677811,10.137559514876024,-21.02380869509205,-61.33842416310339,11.667019226438903,-24.236522878976462,-59.701392207070164
253,11.11011020122587,-24.33762473021298,-58.11926912836574,10.251066923685388,-20.874795388881857,-61.58560030094219,11.762704698313225,-24.022024315385703,-59.99587015332877
254,11.0441402911149,-24.02483793928143,-58.35697708568262,10.348801890771353,-20.719236904224267,-61.82196069986727,11.865635625973116,-23.832823993035763,-60.270531906883164
255,10.98011036469355,-23.71567361731719,-58.59299265644687,10.43057036210156,-20.557539346268758,-62.04694496483495,11.973004138223033,-23.666130524452807,-60.52541307090612
256,10.91809679702604,-23.41042259615904,-58.82711248211017,10.496265528941235,-20.390136290424504,-62.260058192102534,12.082345650034782,-23.51928748555013,-60.76076171553126
257,10.85816862429838,-23.10936634222123,-59.05913528718241,10.54586850376429,-20.21748942763693,-62.46087087148192,12.191467165537698,-23.389742917888967,-60.97699694844937
258,10.80038725795483,-22.81277665475214,-59.28886187747025,10.579448542637818,-20.04008909172601,-62.649018431156705,12.298386584556098,-23.27502288567622,-61.17467442613322
259,10.74480622482226,-22.52091537208032,-59.51609515637193,10.597162804818812,-19.858454639113738,-62.824200445988126,12.401285366152267,-23.17271156316815,-61.3544586827817
260,10.69147093642387,-22.23403408998193,-59.74064015831731,10.59925563657829,-19.67313464949106,-62.98617952837425,12.498474540887706,-23.080438468838512,-61.517101651865325
261,10.64041849076362,-21.95237389642455,-59.96230409840075,10.586057362269585,-19.484706913639013,-63.13477991914566,12.588372601752964,-22.995872311508652,-61.66342644482897
262,10.59167750990048,-21.67616512700863,-60.18089643722492,10.557982561455377,-19.293778171787135,-63.26988579469121,12.66949308399006,-22.91672034247748,-61.79431530325175
263,10.54526801661633,-21.40562714543575,-60.39622895995149,10.515527806621362,-19.100983562671686,-63.39143930551774,12.740439470678092,-22.840731957625895,-61.91070061781071
264,10.50120135341116,-21.14096815327507,-60.60811586854085,10.459268831783708,-18.906985740004007,-63.499438360752364,12.799905241867924,-22.76570540890156,-62.01355797323916
265,10.45948014692312,-20.88238503317318,-60.81637388615403,10.389857098360922,-18.71247360959884,-63.59393417269206,12.846677256301286,-22.68949673346771,-62.10390030121339
266,10.4200983206708,-20.63006322945341,-61.02082237268732,10.308015721314682,-18.518160637240154,-63.675028575374924,12.87964109175887,-22.610030291818028,-62.1827723774624
267,10.38304115874041,-20.3841766697769,-61.22128345041092,10.214534716139038,-18.3247826748639,-63.74287113128611,12.89778738903799,-22.5253105579465,-62.25124506693763
268,10.34828542269778,-20.14488773118773,-61.41758213868695,10.110265526268632,-18.133095251298535,-63.79765604069608,12.900218597669236,-22.433434989851108,-62.31040888914414
269,10.31579952358739,-19.91234725344048,-61.60954649675175,9.996114791450907,-17.943870274208606,-63.83961886875565,12.88615578907545,-22.332607915410208,-62.361366636899476
270,10.28554375039811,-19.68669460201284,-61.79700777355649,9.873037321260847,-17.7578920927226,-63.86903310631444,12.854945384816638,-22.22115540156953,-62.40522493111757
271,10.257470555826,-19.46805778264515,-61.97980056367427,9.74202824497535,-17.575952876256977,-63.8862065814854,12.80606575536692,-22.097541048273467,-62.44308472877196
272,10.23152489956164,-19.25655360862705,-62.15776296829864,9.60411432026427,-17.398847275081806,-63.89147774022003,12.73913369543844,-21.96038258174556,-62.476030918785675
273,10.20764464867861,-19.05228792138494,-62.33073676037365,9.460344399364821,-17.227366342998685,-63.8852118155773,12.653910792998644,-21.808469034420245,-62.505121239164815
274,10.18576103401345,-18.85535586421561,-62.49856755291881,9.311779073244109,-17.0622907227955,-63.86779690694282,12.5503096967118,-21.640778209104354,-62.53137482606656
275,10.16579916071906,-18.66584220828224,-62.66110496963026,9.15947954214697,-16.904383121350428,-63.83963999215942,12.428400263085846,-21.456494047513964,-62.55576075946716
276,10.14767857045655,-18.48382172924721,-62.81820281686594,9.004495794909472,-16.75438013344809,-63.80116289734197,12.288415538791131,-21.255023468742426,-62.57918699877619
277,10.13131385197968,-18.3093596321818,-62.96971925614487,8.847854218995526,-16.61298351107095,-63.75279825103579,12.130757510383972,-21.036012217531304,-62.60249010401521
278,10.11661529617762,-18.14251202167565,-63.11551697631774,8.690544807177622,-16.480851016974967,-63.694985451301214,11.956002534735582,-20.799359267013415,-62.62642611418026
279,10.10348959098846,-17.98332641338977,-63.25546336459398,8.533508173114297,-16.35858704577232,-63.62816667622505,11.764906347915288,-20.54522935319696,-62.65166290588964
280,10.09184055099469,-17.83184228266535,-63.38943067563736,8.377622633892388,-16.246733239693118,-63.552782970218736,11.558408535150937,-20.274063272370444,-62.67877428593082
281,10.08156987597202,-17.68809164523029,-63.51729619797414,8.223691659222249,-16.145759366064066,-63.469270440205854,11.337636325309822,-19.98658563814593,-62.70823598605295
282,10.07257793219819,-17.55209966455103,-63.6389424169864,8.072432020146385,-16.05605475513633,-63.378056597361486,11.103907544537057,-19.68380985995672,-62.74042363381749
283,10.06476454994664,-17.42388527996118,-63.75425717379581,7.924462990391554,-15.977920615839869,-63.27955688136859,10.858732518949521,-19.36704015599746,-62.775612676698124
284,10.05802983029642,-17.30346184937378,-63.86313381937568,7.780296956735623,-15.911563549286285,-63.17417140512134,10.603814648975229,-19.037870437043754,-62.8139801450823
285,10.05227495419084,-17.19083780015085,-63.96547136326123,7.640331777783858,-15.857090562285746,-63.06228195835527,10.341049281607056,-18.69817988048103,-62.85560805977905
286,10.04740298657261,-17.08601728156449,-64.06117461626255,7.504845191721876,-15.81450584423188,-62.94424930872414,10.072520376158542,-18.350124945822643,-62.900488226123244
287,10.04331966841309,-16.98900081223934,-64.15015432661883,7.373991513343639,-15.783709510939932,-62.82041083830274,9.800494291239248,-17.996127457931873,-62.94852811305968
288,10.03993418953398,-16.89978591601113,-64.232327309067,7.24780078165678,-15.764498441182923,-62.691078552286626,9.527409817618501,-17.638858202759867,-62.999557493029855
289,10.03715993528617,-16.81836773976736,-64.30761656633271,7.126180426574189,-15.756569240761776,-62.55653749472269,9.255863353591282,-17.281215253373684,-63.05333551657199
290,10.03491520039854,-16.74473964704689,-64.37595140258853,7.008919423328804,-15.75952327173403,-62.41704460338392,8.98858788923232,-16.92629599626368,-63.10955791224253
291,10.03312386362699,-16.67889378145766,-64.43726752845775,6.895694804028666,-15.77287358868348,-62.272828032361666,8.728424274144633,-16.57736160319461,-63.167864034613814
292,10.03171601721805,-16.62082159431827,-64.49150715717997,6.786080305007203,-15.796053537451263,-62.12408696658004,8.478283152988359,-16.237792559027763,-63.2278435269088
293,10.03062854563968,-16.57051433133045,-64.53861909159095,6.679556853188441,-15.828426701429288,-61.970991947251534,8.241096051024313,-15.911033901810923,-63.28904241630831
294,10.02980564851667,-16.52796347353809,-64.57855880160352,6.575524539698583,-15.869297831412831,-61.813685721333634,8.019754482932942,-15.60052916663751,-63.35096851532302
295,10.02919930323244,-16.4931611283149,-64.6112884919155,6.473315697227887,-15.917924369866832,-61.65228462138189,7.817036746956415,-15.309642757363951,-63.413096058504685
296,10.02876966321396,-16.46610036664055,-64.63677715970512,6.372208689530278,-15.97352817953322,-61.48688047492759,7.635523323101127,-15.041571673154174,-63.4748695574471
297,10.02848538849575,-16.44677550346751,-64.65500064211226,6.2714420350408275,-16.03530710756489,-61.31754303475576,7.477503504710235,-14.799249178084727,-63.53570690638658
298,10.02832390575711,-16.4351823185411,-64.66594165333979,6.1702285182198064,-16.10244605600443,-61.14432291337218,7.344877905471552,-14.585244971491427,-63.595001814282114
299,10.02827159563746,-16.4313182156091,-64.66958981124654,6.06776898714247,-16.174127282513243,-60.96725499668236,7.239063476671414,-14.401668373140238,-63.652125676070554
300,10.02827159563746,-16.4313182156091,-64.66958981124654,5.963265588888953,-16.24953971647958,-60.78636230362768,7.160909170710324,-14.250082509674584,-63.706429025321
301,10.0283239057571,-16.43518231854111,-64.66594165333979,5.854737600690832,-16.220880693802513,-60.707470072724135,7.106590191938244,-14.031768382225682,-63.852871649083156
302,10.02848538849576,-16.44677550346751,-64.65500064211226,5.74044151255389,-16.199340367191848,-60.617641345664936,7.074600365081441,-13.848341560765865,-63.988398015449285
303,10.02876966321396,-16.46610036664054,-64.63677715970512,5.621452255946415,-16.185499507015308,-60.517360482412045,7.066578878513646,-13.70185234885493,-64.1126636782502
304,10.02919930323244,-16.49316112831491,-64.6112884919155,5.4988517401645405,-16.179924300332882,-60.407126909818686,7.083493244861032,-13.593690183038214,-64.22531348271752
305,10.02980564851667,-16.52796347353809,-64.57855880160353,5.373717044509817,-16.18315385948963,-60.28745586485943,7.125576524874442,-13.52451873989388,-64.32598326862264
306,10.0306285456397,-16.57051433133044,-64.53861909159096,5.247108172098965,-16.195687232241156,-60.15887922149655,7.192302623154142,-13.494248591560504,-64.41430201494282
307,10.03171601721806,-16.62082159431828,-64.49150715718,5.120055595994284,-16.217970181977602,-60.02194636298462,7.2824036031228125,-13.502051284036778,-64.48989450188736
308,10.03312386362699,-16.67889378145769,-64.43726752845772,4.9935478801205475,-16.250382061055547,-59.877225058660855,7.393927607608588,-13.546413363163884,-64.55238455635273
309,10.03491520039855,-16.74473964704689,-64.37595140258856,4.868519701712836,-16.29322314699259,-59.72530230171283,7.524330912467032,-13.62522382993803,-64.60139893310044
310,10.03715993528616,-16.81836773976735,-64.30761656633271,4.745840633327685,-16.346702844814622,-59.56678506208529,7.67059402994997,-13.735884915585928,-64.63657186629098
311,10.03993418953397,-16.89978591601114,-64.23232730906696,4.626305055477863,-16.410929173860374,-59.40230090661196,7.829350261341293,-13.875434572671383,-64.65755030474573
312,10.0433196684131,-16.98900081223935,-64.15015432661885,4.510623561438366,-16.485899949521183,-59.23249843669886,7.997015663447697,-14.040669669630187,-64.66399981986929
313,10.0474029865726,-17.08601728156449,-64.06117461626258,4.399416181249266,-16.571496037169105,-59.058047492502766,8.169911496859307,-14.228261007923596,-64.65561114814139
314,10.05227495419084,-17.19083780015084,-63.96547136326124,4.293207692380205,-16.667476996784956,-58.87963907166133,8.344373080520963,-14.43485416770742,-64.63210730122593
315,10.05802983029642,-17.30346184937377,-63.86313381937569,4.1924252027155395,-16.773479355185128,-58.69798491036265,8.516841855038601,-14.657153096581162,-64.59325114692086
316,10.06476454994663,-17.42388527996116,-63.75425717379581,4.097398092978647,-16.889017643609606,-58.51381667507209,8.683939857597606,-14.891985786893299,-64.53885333437589
317,10.07257793219819,-17.55209966455105,-63.63894241698638,4.008360298151503,-17.01348822926659,-58.32788471477676,8.842527511187942,-15.136353115954856,-64.46878040829603
318,10.08156987597202,-17.68809164523029,-63.51729619797413,3.9254547998078895,-17.146175858934328,-58.140956326404,8.989746627571842,-15.387462946809457,-64.38296293029853
319,10.09184055099471,-17.83184228266536,-63.38943067563735,3.8487401025736383,-17.286262729628557,-57.953813490404904,9.123050943976327,-15.642752030746859,-64.28140340225883
320,10.10348959098845,-17.98332641338978,-63.25546336459396,3.778198386020977,-17.432839813220436,-57.76725003966028,9.240226530840149,-15.899898288546254,-64.1641837673359
321,10.11661529617762,-18.14251202167564,-63.11551697631776,3.713744963933435,-17.58492009418429,-57.58206823315786,9.339404186014278,-16.156825838578886,-64.03147225025808
322,10.13131385197969,-18.30935963218181,-62.96971925614486,3.655238649063123,-17.74145333511459,-57.39907471657452,9.41906559800666,-16.411704814112603,-63.88352929006676
323,10.14767857045655,-18.48382172924723,-62.81820281686595,3.602492613417788,-17.901341963253454,-57.219075865176734,9.478044704155188,-16.662947655953786,-63.720712316348184
324,10.16579916071906,-18.66584220828223,-62.66110496963026,3.555285349407095,-18.06345767056307,-57.04287252042345,9.51552533977987,-16.909203230442394,-63.54347912433667
325,10.18576103401345,-18.85535586421561,-62.4985675529188,3.51337137160983,-18.22665833567705,-56.87125415026435,9.531035995237959,-17.14934983056017,-63.35238961523683
326,10.20764464867861,-19.05228792138496,-62.33073676037365,3.47649134717961,-18.389804903316502,-56.70499248411246,9.524442275490333,-17.38248787574801,-63.14810568561421
327,10.23152489956164,-19.25655360862704,-62.15776296829864,3.444381399396432,-18.551777890371163,-56.5448346963352,9.495937487136837,-17.607932930095874,-62.93138907351363
328,10.257470555826,-19.46805778264516,-61.97980056367427,3.416781388410988,-18.71149322341473,-56.39149623606984,9.44603165187261,-17.825209500212907,-62.70309699876294
329,10.28554375039811,-19.68669460201286,-61.79700777355647,3.3934420315054217,-18.86791714670555,-56.24565342516635,9.37553915269083,-18.034045943470165,-62.464175470349105
330,10.31579952358739,-19.91234725344046,-61.60954649675178,3.3741307790179316,-19.020079970857264,-56.10793596875402,9.285565150783611,-18.234370705672166,-62.215650174494144
331,10.34828542269777,-20.14488773118774,-61.41758213868695,3.358636409425108,-19.167088459869646,-55.97891954278201,9.177490860589401,-18.42631000843505,-61.958614902920644
332,10.38304115874042,-20.38417666977691,-61.22128345041091,3.346772346977595,-19.30813667877984,-55.85911863823087,9.052957735303712,-18.610187018133548,-61.694217531819056
333,10.42009832067079,-20.63006322945341,-61.02082237268735,3.3383787376423304,-19.442515147355945,-55.748979850911226,8.913850597608084,-18.786522452084547,-61.42364361861531
334,10.45948014692311,-20.88238503317318,-60.81637388615401,3.333323344433497,-19.56961816897298,-55.648875807405076,8.762279757685182,-18.956036520121632,-61.14809774666964
