point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_baseline,E_tb_2_baseline,E_tb_3_baseline,E_tb_1_compressed,E_tb_2_compressed,E_tb_3_compressed
134,9.881744079682033,-30.65473642233567,-51.43328251261536,-0.04107187361718133,-13.878756864567574,-57.69311311895907,7.817328191074207,-29.82152749291168,-50.20285818832426
135,10.00017607256483,-30.79945647500042,-51.37514167432451,-0.08551005817470579,-13.698237073279037,-57.827846414290825,8.057644964786958,-29.91231212567558,-50.345101924083316
136,10.11620999977065,-30.94288847014927,-51.31698400638912,-0.12981926908215055,-13.520800918730062,-57.960017020078354,8.296117411853054,-30.00526089501852,-50.48430271502719
137,10.22992908817374,-31.08488670216254,-51.25902646700914,-0.1738073859198046,-13.346648475684521,-58.089569690863904,8.532821498224731,-30.100961834602355,-50.61976382902118
138,10.3414164980109,-31.22531455491323,-51.20147618876123,-0.21725587537357752,-13.176002515764011,-58.216453854579754,8.768010433696404,-30.200083946944833,-50.750902106889754
139,10.45075500925371,-31.36404527472351,-51.14452941130585,-0.2599195223396982,-13.009108856196512,-58.34062360387197,9.002130756533827,-30.30340024542044,-50.87723999995819
140,10.55802670352191,-31.50096270744156,-51.08837044596263,-0.3015265107416569,-12.846236380775116,-58.462037662720924,9.235836516198935,-30.411810186679652,-50.99839606565771
141,10.66331264269422,-31.63596198838197,-51.03317068454713,-0.34177891494411416,-12.687676671315812,-58.58065932908227,9.470000515255904,-30.526360240476194,-51.114074239022045
142,10.76669254547493,-31.76895017342337,-50.97908766541033,-0.38035366851428737,-12.53374318195663,-58.69645639435944,9.705721375244254,-30.648261129599003,-51.22405219889797
143,10.86824446327419,-31.89984679933071,-50.926264209951,-0.41690408115612265,-12.384769884490412,-58.80940104059957,9.944325023934478,-30.778900055753496,-51.32816917996396
144,10.9680444568559,-32.0285843613985,-50.8748276429357,-0.45106197575249246,-12.241109311736919,-58.91946971638687,10.187359081802859,-30.919846034924316,-51.42631363796255
