k2_reduced,energy_meV,baseline_weight,corrected_weight,delta_weight,baseline_iterations,corrected_iterations,baseline_final_hopping_norm,corrected_final_hopping_norm
0.024390243902439025,-64.16666666666667,0.002842127322161599,0.002355909130962611,-0.0004862181911989877,9.0,8.0,8.514274947980607e-12,1.7299277016112322e-11
0.024390243902439025,-63.33333333333333,0.003224265623200842,0.0026092662663458133,-0.0006149993568550288,9.0,8.0,2.1890372696329435e-11,3.86732588106851e-11
0.024390243902439025,-62.5,0.0037082815731201515,0.002915073877946446,-0.0007932076951737057,9.0,8.0,6.072287306617442e-11,9.619685798897365e-11
0.024390243902439025,-61.666666666666664,0.0043384324894098275,0.003290851300337471,-0.0010475811890723564,10.0,9.0,8.761984518255446e-12,9.44097080096149e-12
0.024390243902439025,-60.83333333333333,0.005187613860739694,0.003762741061098027,-0.0014248727996416669,10.0,9.0,3.404130118970497e-11,3.4998400451608434e-11
0.024390243902439025,-60.0,0.006383926406548601,0.004371495248717344,-0.002012431157831257,11.0,10.0,1.1936059650858368e-11,7.171499240685494e-12
0.024390243902439025,-59.166666666666664,0.008172187782369535,0.005184221696400401,-0.0029879660859691336,11.0,10.0,7.888542629055538e-11,4.4439017628840375e-11
0.024390243902439025,-58.33333333333333,0.011075988121659034,0.006319566109672012,-0.004756422011987021,12.0,11.0,8.555806999202754e-11,2.631138418013041e-11
0.024390243902439025,-57.5,0.016404276421046787,0.008008348375101714,-0.008395928045945073,14.0,12.0,3.1471282956328553e-11,3.544839957627997e-11
0.024390243902439025,-56.666666666666664,0.028200422259378407,0.010764303656138329,-0.017436118603240076,17.0,14.0,2.1694629476652603e-11,1.9352425206567042e-11
0.024390243902439025,-55.83333333333333,0.06011935284101012,0.01597410436125733,-0.04414524847975279,22.0,17.0,1.998947250437354e-11,2.1410850727914225e-11
0.024390243902439025,-55.0,0.11166414196677546,0.02814081994133909,-0.08352332202543637,35.0,23.0,6.38694988294832e-11,4.5258074741230725e-11
0.024390243902439025,-54.166666666666664,0.12752073849663165,0.05329396718221432,-0.07422677131441732,51.0,35.0,6.231291281660957e-11,5.874826298985568e-11
0.024390243902439025,-53.33333333333333,0.12290100736432238,0.07997866908137241,-0.04292233828294997,62.0,44.0,8.189069414358144e-11,9.225237242296976e-11
0.024390243902439025,-52.5,0.11339295918571268,0.10321730300952833,-0.01017565617618435,70.0,47.0,7.517981248226765e-11,8.165998724485917e-11
0.024390243902439025,-51.666666666666664,0.10301923627127997,0.12476100248303222,0.02174176621175225,75.0,43.0,7.974016331890882e-11,5.846903630470098e-11
0.024390243902439025,-50.83333333333333,0.09305940633323662,0.13754373823886942,0.04448433190563281,78.0,39.0,9.439416154966904e-11,9.014832600866075e-11
0.024390243902439025,-50.0,0.08407388521204312,0.12987740487522664,0.04580351966318352,81.0,50.0,8.394304425854595e-11,7.010818520272815e-11
0.024390243902439025,-49.166666666666664,0.0763779614874871,0.11484945249980866,0.03847149101232156,83.0,59.0,9.538303928809022e-11,8.481247395590883e-11
0.024390243902439025,-48.33333333333333,0.07014870456619453,0.10029032974732993,0.030141625181135404,87.0,68.0,9.816087241835697e-11,7.467007193402296e-11
0.024390243902439025,-47.5,0.06543891461083333,0.08841933385805514,0.022980419247221814,94.0,77.0,8.701311560213535e-11,8.239158146062367e-11
0.024390243902439025,-46.666666666666664,0.06218791014745947,0.0796950503465549,0.017507140199095432,101.0,86.0,7.80360339020825e-11,7.910400388415089e-11
0.024390243902439025,-45.83333333333333,0.06025152688268505,0.07391184868773172,0.013660321805046671,107.0,93.0,7.872595543167155e-11,8.005486844095237e-11
0.024390243902439025,-45.0,0.05944171330699496,0.0706467094302906,0.01120499612329564,112.0,98.0,8.37073478852316e-11,8.200800944548982e-11
0.024390243902439025,-44.166666666666664,0.05956153170535238,0.06945421026080079,0.009892678555448405,116.0,101.0,8.962689079807989e-11,8.554205776424288e-11
0.024390243902439025,-43.33333333333333,0.060429487058145014,0.06993940842669083,0.009509921368545816,119.0,102.0,9.334736770805605e-11,9.192155724299904e-11
0.024390243902439025,-42.5,0.06189451087050718,0.07177334734482912,0.009878836474321945,121.0,102.0,9.166304665123379e-11,8.026032876027462e-11
0.024390243902439025,-41.666666666666664,0.06384620202480945,0.07468024770806159,0.010834045683252136,122.0,100.0,8.192984139236554e-11,7.924444180321166e-11
0.024390243902439025,-40.83333333333333,0.0662262251486798,0.07840710642809273,0.012180881279412928,120.0,97.0,9.924488708115772e-11,7.795753026554685e-11
0.024390243902439025,-40.0,0.06904954944210094,0.08268141245763846,0.013631863015537524,117.0,93.0,9.909030745630659e-11,9.361641745270843e-11
0.024390243902439025,-39.166666666666664,0.07245501743541327,0.08715507304440258,0.014700055608989307,112.0,90.0,9.468600865219356e-11,7.557419638644746e-11
0.024390243902439025,-38.33333333333333,0.07684984711544939,0.09120568258549022,0.014355835470040837,105.0,83.0,7.817891041688216e-11,7.718152274022943e-11
0.024390243902439025,-37.5,0.08345259523552143,0.09302370567205391,0.009571110436532485,94.0,68.0,8.355152156372426e-11,7.768349796045746e-11
0.024390243902439025,-36.666666666666664,0.09711558218488464,0.09385468870142223,-0.00326089348346241,80.0,60.0,9.134956538803053e-11,8.926235750286452e-11
0.024390243902439025,-35.83333333333333,0.12854744149954897,0.11412788749172297,-0.014419554007826005,71.0,63.0,8.531295180965178e-11,7.943079017049058e-11
0.024390243902439025,-35.0,0.15169008012298962,0.15437888355900464,0.0026888034360150193,75.0,68.0,7.740647921857118e-11,8.099232743619984e-11
0.024390243902439025,-34.166666666666664,0.14002612287841618,0.15168854404800564,0.01166242116958946,89.0,83.0,9.855460350117617e-11,8.109336118895046e-11
0.024390243902439025,-33.33333333333333,0.11282700059742475,0.1269107021162493,0.014083701518824557,99.0,90.0,7.890146728771615e-11,8.531811221589307e-11
0.024390243902439025,-32.5,0.09504226198218457,0.11233820497796702,0.01729594299578245,104.0,92.0,8.928951045262027e-11,9.269674534816513e-11
0.024390243902439025,-31.666666666666664,0.08500076698722046,0.11017993587670154,0.025179168889481074,107.0,91.0,8.79306798790598e-11,9.700531928185573e-11
0.024390243902439025,-30.83333333333333,0.07956161208841632,0.11327965196590412,0.033718039877487796,108.0,94.0,8.860694021305193e-11,8.201487569996836e-11
0.024390243902439025,-30.0,0.07707284920930461,0.11886777196238056,0.04179492275307595,108.0,106.0,7.93475235250518e-11,8.601434667636297e-11
0.024390243902439025,-29.166666666666664,0.07683116621181238,0.1259692422334135,0.04913807602160111,106.0,114.0,9.037117028693047e-11,8.414453818558106e-11
0.024390243902439025,-28.33333333333333,0.07890444715795483,0.1341185575244148,0.055214110366459956,104.0,118.0,8.822254871416902e-11,8.397978321652288e-11
0.024390243902439025,-27.5,0.08462627764273835,0.1431914427408982,0.05856516509815986,101.0,118.0,9.773995545139427e-11,9.019351764464255e-11
0.024390243902439025,-26.666666666666664,0.09860428027380895,0.15336545447281227,0.054761174199003324,97.0,115.0,8.968723656327563e-11,8.633311321147624e-11
0.024390243902439025,-25.83333333333333,0.12363728054255894,0.1649982123507644,0.04136093180820545,87.0,116.0,9.003622767262325e-11,8.623491810995252e-11
