k2_reduced,energy_meV,baseline_weight,corrected_weight,delta_weight,baseline_iterations,corrected_iterations,baseline_final_hopping_norm,corrected_final_hopping_norm
0.07317073170731708,16.66666666666667,0.001817868366086767,0.023984588440049845,0.02216672007396308,8.0,312.0,9.880155400011592e-11,9.903540306320758e-11
0.07317073170731708,17.5,0.0016811272807191677,0.023322381762357906,0.021641254481638738,8.0,305.0,5.973640023076114e-11,9.190393617931245e-11
0.07317073170731708,18.333333333333343,0.0015610247100494102,0.0226266844662176,0.02106565975616819,8.0,296.0,3.685387648168232e-11,9.413896243473567e-11
0.07317073170731708,19.16666666666667,0.0014548033255084043,0.021886434044941463,0.02043163071943306,8.0,286.0,2.316033006192088e-11,9.723913596529566e-11
0.07317073170731708,20.0,0.0013602728725005384,0.021090706190705112,0.019730433318204572,8.0,276.0,1.4804899173034378e-11,9.142114189280263e-11
0.0975609756097561,-80.0,0.0007594175006781266,0.0008490762062673277,8.965870558920105e-05,7.0,11.0,5.365635713779938e-12,2.574874731787405e-11
0.0975609756097561,-79.16666666666667,0.0007956486517937802,0.000893167007526072,9.751835573229182e-05,7.0,11.0,7.1603646292751706e-12,4.4979880557142704e-11
0.0975609756097561,-78.33333333333333,0.000834873570035637,0.000941340469463513,0.00010646689942787598,7.0,11.0,9.650293292132218e-12,8.026158871536366e-11
0.0975609756097561,-77.5,0.0008774616841966832,0.0009941897897009294,0.00011672810550424615,7.0,12.0,1.314400997628518e-11,1.1949092632688282e-11
0.0975609756097561,-76.66666666666667,0.0009238446575256985,0.0010524338141352859,0.0001285891566095873,7.0,12.0,1.8104232672349037e-11,2.3834219215817386e-11
0.0975609756097561,-75.83333333333333,0.0009745299029159204,0.0011169539428773406,0.00014242403996142018,7.0,12.0,2.5237631856766886e-11,4.905555324668627e-11
0.0975609756097561,-75.0,0.0010301177423162396,0.001188845512319467,0.0001587277700032274,7.0,13.0,3.564092188916081e-11,1.0373939069575048e-11
0.0975609756097561,-74.16666666666667,0.0010913233999130642,0.0012694910173511951,0.00017816761743813091,7.0,13.0,5.10339409549104e-11,2.4737133899455915e-11
0.0975609756097561,-73.33333333333333,0.0011590054804671013,0.0013606672904207268,0.00020166180995362555,7.0,13.0,7.417567905668886e-11,6.193509927066446e-11
0.0975609756097561,-72.5,0.00123420325661188,0.0014647073396251392,0.0002305040830132591,8.0,14.0,1.9704714151190426e-12,2.050555278955e-11
0.0975609756097561,-71.66666666666667,0.0013181860836651042,0.0015847537940906114,0.00026656771042550716,8.0,14.0,3.049622391120522e-12,6.327222474966089e-11
0.0975609756097561,-70.83333333333333,0.0014125197578487496,0.0017251733560673347,0.0003126535982185851,8.0,15.0,4.801450347158118e-12,3.1823678982533626e-11
0.0975609756097561,-70.0,0.001519156930876683,0.0018922707584009943,0.00037311382752431123,8.0,16.0,7.701793048157154e-12,2.1712406721568487e-11
0.0975609756097561,-69.16666666666667,0.0016405622921446493,0.002095599593743296,0.0004550373015986466,8.0,17.0,1.2606166750886404e-11,2.117455783559644e-11
0.0975609756097561,-68.33333333333333,0.0017798889977208266,0.002350568533597864,0.0005706795358770376,8.0,18.0,2.110611168511906e-11,3.169243395547775e-11
0.0975609756097561,-67.5,0.0019412323110268453,0.002684179995994474,0.0007429476849676287,8.0,19.0,3.6239098386105794e-11,8.056344717930846e-11
0.0975609756097561,-66.66666666666667,0.0021300024722939906,0.0031494863334929654,0.0010194838611989748,8.0,22.0,6.404784692491018e-11,3.3390126072093504e-11
0.0975609756097561,-65.83333333333333,0.0023534868662302643,0.00386920305254011,0.0015157161863098459,9.0,25.0,6.193662978149696e-12,7.700198972114471e-11
0.0975609756097561,-65.0,0.0026217224010336927,0.005198557648832287,0.002576835247798594,9.0,32.0,1.3608573950373985e-11,7.726908200087102e-11
0.0975609756097561,-64.16666666666667,0.002948895086279862,0.008196509377338955,0.005247614291059093,9.0,48.0,3.132941467398285e-11,9.099421540387225e-11
0.0975609756097561,-63.33333333333333,0.003355674290963677,0.01286826108229886,0.009512586791335181,9.0,73.0,7.597063329340627e-11,9.930673615763016e-11
0.0975609756097561,-62.5,0.0038732887111417903,0.01709056428429984,0.01321727557315805,10.0,94.0,7.641531523983523e-12,8.122139444637063e-11
0.0975609756097561,-61.666666666666664,0.004551046760106535,0.020659077457950904,0.016108030697844368,10.0,108.0,2.7629650086933035e-11,7.842083303680435e-11
0.0975609756097561,-60.83333333333333,0.005471179156163916,0.023802820054399147,0.018331640898235232,11.0,116.0,4.592327785186271e-12,9.730908727676672e-11
0.0975609756097561,-60.0,0.006780706127745586,0.026692342263365636,0.01991163613562005,11.0,122.0,2.181840258916512e-11,8.342785616521298e-11
0.0975609756097561,-59.166666666666664,0.008767651275927612,0.02946374328048855,0.020696092004560938,12.0,124.0,1.985593767663114e-11,9.732965152529601e-11
0.0975609756097561,-58.33333333333333,0.01207108644887987,0.03225668811471546,0.020185601665835586,13.0,125.0,3.528113460875096e-11,9.404977794555951e-11
0.0975609756097561,-57.5,0.018379205225896436,0.03525074141665773,0.016871536190761295,15.0,125.0,7.78891051522984e-12,8.421022072379448e-11
0.0975609756097561,-56.666666666666664,0.033261694849133924,0.038716456024289136,0.005454761175155212,18.0,123.0,6.932975486795109e-11,9.214394513875164e-11
0.0975609756097561,-55.83333333333333,0.07219193391120432,0.04312213098607001,-0.029069802925134308,28.0,120.0,8.535237955178429e-11,9.935346742200539e-11
0.0975609756097561,-55.0,0.11097691131886536,0.04944908061815363,-0.06152783070071173,45.0,116.0,9.986394149689582e-11,9.840194633593101e-11
0.0975609756097561,-54.166666666666664,0.12169342582965698,0.060197011187144926,-0.06149641464251205,59.0,110.0,6.667839365800258e-11,9.442024742388201e-11
0.0975609756097561,-53.33333333333333,0.12271196400587638,0.07762068387680651,-0.04509128012906986,65.0,100.0,8.057333598306008e-11,9.815568820126381e-11
0.0975609756097561,-52.5,0.12090559558776295,0.09753798105753007,-0.02336761453023288,64.0,106.0,8.008716737935686e-11,9.536314016974326e-11
0.0975609756097561,-51.666666666666664,0.11754226067443886,0.11481293463778894,-0.0027293260366499233,54.0,122.0,8.34331381550335e-11,9.587959232233409e-11
0.0975609756097561,-50.83333333333333,0.11038963833892253,0.12293448591139505,0.012544847572472526,38.0,135.0,5.861812941220491e-11,8.356570303126956e-11
0.0975609756097561,-50.0,0.0978379887520678,0.12636176499999624,0.028523776247928442,62.0,143.0,6.77477663131568e-11,8.318164946134815e-11
0.0975609756097561,-49.166666666666664,0.08500584390710333,0.12645339286623464,0.0414475489591313,82.0,147.0,9.7675029363563e-11,9.417497965978717e-11
0.0975609756097561,-48.33333333333333,0.07523062957612386,0.12262829986058249,0.047397670284458626,99.0,149.0,9.074518525065451e-11,9.232039464350961e-11
0.0975609756097561,-47.5,0.06856440260578915,0.1152089002948708,0.046644497689081646,112.0,148.0,9.762072387866174e-11,9.293555041891257e-11
0.0975609756097561,-46.666666666666664,0.06428959457079783,0.10660423478874734,0.042314640217949506,123.0,144.0,8.980518818228412e-11,9.817313478560412e-11
0.0975609756097561,-45.83333333333333,0.06173343504913942,0.09986684850902029,0.038133413459880874,131.0,139.0,9.923257497669316e-11,9.515161910642382e-11
0.0975609756097561,-45.0,0.06039142921851354,0.09553537749770244,0.0351439482791889,138.0,135.0,9.220005932196198e-11,9.367540991305699e-11
0.0975609756097561,-44.166666666666664,0.05990753692038628,0.0933655948188451,0.03345805789845882,143.0,139.0,9.151345819038568e-11,7.917736347954691e-11
0.0975609756097561,-43.33333333333333,0.06003806990872128,0.09320491820687685,0.03316684829815557,146.0,156.0,9.770948832751337e-11,8.534978510355676e-11
0.0975609756097561,-42.5,0.06062367978109411,0.09515654898333059,0.03453286920223648,148.0,174.0,9.300643855085413e-11,8.838636759647427e-11
0.0975609756097561,-41.666666666666664,0.06157229472943289,0.09944624501056709,0.0378739502811342,148.0,190.0,9.30920485100434e-11,9.404994304066699e-11
0.0975609756097561,-40.83333333333333,0.06285268015051998,0.10399439917937764,0.04114171902885766,146.0,205.0,9.405404747540412e-11,9.035715617211056e-11
0.0975609756097561,-40.0,0.06449967950301896,0.10592949600223062,0.04142981649921165,142.0,218.0,8.945039419197379e-11,9.10473726151521e-11
0.0975609756097561,-39.166666666666664,0.06663551674336637,0.10592551654086017,0.0392899997974938,135.0,229.0,8.559649521399904e-11,9.679149400360925e-11
0.0975609756097561,-38.33333333333333,0.0695155796432712,0.10445198825766114,0.034936408614389944,124.0,239.0,8.262187317706802e-11,9.760061010606726e-11
0.0975609756097561,-37.5,0.07359794202756606,0.1014707446391891,0.027872802611623046,107.0,248.0,9.279396941671946e-11,9.438750122318647e-11
0.0975609756097561,-36.666666666666664,0.07950987146197354,0.09678441129720904,0.017274539835235497,84.0,255.0,8.547665104060813e-11,9.752516134929425e-11
0.0975609756097561,-35.83333333333333,0.08721413424073286,0.09039265350788864,0.0031785192671557744,60.0,261.0,6.590768067791614e-11,9.641313386181017e-11
0.0975609756097561,-35.0,0.09359984805957001,0.08346478086602872,-0.010135067193541292,64.0,266.0,8.583772001029336e-11,9.18049449600403e-11
0.0975609756097561,-34.166666666666664,0.09000349244531461,0.08355727773887393,-0.0064462147064406755,57.0,270.0,7.768981512882142e-11,9.207128080930804e-11
0.0975609756097561,-33.33333333333333,0.06844465751787795,0.10776947081328653,0.03932481329540857,37.0,272.0,7.949614800412853e-11,9.149644492340021e-11
0.0975609756097561,-32.5,0.06544517455694951,0.14042344107935792,0.07497826652240841,38.0,270.0,5.7271396676207056e-11,9.940366610246851e-11
0.0975609756097561,-31.666666666666664,0.0823112013004076,0.14894713039896362,0.06663592909855602,61.0,268.0,9.880014097667388e-11,9.466937217847761e-11
0.0975609756097561,-30.83333333333333,0.09393739795591934,0.14491767523055474,0.0509802772746354,80.0,264.0,8.528591492797416e-11,9.828124980494653e-11
0.0975609756097561,-30.0,0.10160679932134466,0.13363652181070793,0.03202972248936327,92.0,259.0,8.462389439287598e-11,9.992798875603584e-11
0.0975609756097561,-29.166666666666664,0.11005307866899951,0.12189001515357736,0.011836936484577856,98.0,255.0,9.551549683528173e-11,8.879489522570436e-11
0.0975609756097561,-28.33333333333333,0.12473443205180593,0.11538185987827103,-0.009352572173534898,99.0,269.0,9.208360329141003e-11,9.791589401556408e-11
0.0975609756097561,-27.5,0.1396421998927074,0.11324529323301985,-0.026396906659687552,93.0,286.0,7.851527210997837e-11,9.364884452458791e-11
0.0975609756097561,-26.666666666666664,0.13607937167521666,0.11478356059861401,-0.021295811076602653,87.0,299.0,9.779482887007135e-11,9.263679516450653e-11
0.0975609756097561,-25.83333333333333,0.11911753225888431,0.12008469690249993,0.0009671646436156117,93.0,308.0,9.443492887385307e-11,9.96318927123509e-11
0.0975609756097561,-25.0,0.1084883616442069,0.12652836429317194,0.018040002648965034,95.0,316.0,8.357013388258096e-11,9.386406945335571e-11
0.0975609756097561,-24.166666666666664,0.1043879163118748,0.11402943342177321,0.009641517109898412,93.0,321.0,9.010771376980436e-11,9.921330041063386e-11
0.0975609756097561,-23.33333333333333,0.105063691130426,0.08681331210571491,-0.01825037902471109,89.0,324.0,9.745790667971235e-11,9.453402414493455e-11
0.0975609756097561,-22.5,0.11046122237559243,0.07070214528972286,-0.039759077085869565,86.0,322.0,8.204712057966179e-11,9.63819830776959e-11
0.0975609756097561,-21.666666666666664,0.12177292554383319,0.06116952738066706,-0.06060339816316613,79.0,316.0,9.660492749261441e-11,9.801765685306548e-11
0.0975609756097561,-20.83333333333333,0.14155453663145243,0.05444357253618,-0.08711096409527243,68.0,306.0,9.273566409271666e-11,9.54214514159945e-11
0.0975609756097561,-20.0,0.1683261347109388,0.05065874886989912,-0.11766738584103967,53.0,290.0,5.449541135328363e-11,9.581822771464317e-11
0.0975609756097561,-19.166666666666664,0.16852947431266624,0.05042071791416786,-0.11810875639849838,62.0,267.0,9.050015032935006e-11,9.56997962833767e-11
0.0975609756097561,-18.33333333333333,0.14993550737219122,0.05039188462011803,-0.09954362275207318,82.0,235.0,9.037245188306342e-11,8.986530335391614e-11
0.0975609756097561,-17.5,0.1288689626543967,0.049569616040171086,-0.07929934661422562,101.0,187.0,8.638581671613708e-11,9.774045547211317e-11
0.0975609756097561,-16.666666666666664,0.10253181371458044,0.048454970861992595,-0.05407684285258784,113.0,140.0,8.58297027953424e-11,9.720058270800922e-11
0.0975609756097561,-15.833333333333329,0.0800463135878649,0.049410898508917556,-0.030635415078947348,120.0,136.0,9.969143413068357e-11,8.384783481221886e-11
0.0975609756097561,-15.0,0.07217662596609463,0.05213041864638282,-0.02004620731971181,125.0,129.0,9.771126262357598e-11,9.568645304331301e-11
0.0975609756097561,-14.166666666666657,0.07024226525749067,0.054729479802251006,-0.01551278545523966,129.0,116.0,8.142465086999366e-11,9.11954110320262e-11
0.0975609756097561,-13.333333333333329,0.07000571414533471,0.05579889651981327,-0.014206817625521444,130.0,94.0,9.843083365014656e-11,9.203182941403553e-11
0.0975609756097561,-12.5,0.07016837662839731,0.05412665059940246,-0.016041726028994854,132.0,78.0,8.158220358038097e-11,9.947808941985982e-11
0.0975609756097561,-11.666666666666657,0.07027974926574516,0.05063917038404815,-0.019640578881697013,132.0,127.0,9.101661491840355e-11,8.66867854127525e-11
0.0975609756097561,-10.833333333333329,0.0701887681849012,0.04747174782574907,-0.022717020359152136,132.0,162.0,9.479910103162318e-11,8.610723866585703e-11
0.0975609756097561,-10.0,0.06987887129251973,0.04516629623999563,-0.024712575052524097,132.0,184.0,9.526843990719164e-11,9.909914080397753e-11
0.0975609756097561,-9.166666666666657,0.0694102120014587,0.043562815087005005,-0.025847396914453688,132.0,199.0,9.421627134634679e-11,9.371502653793856e-11
0.0975609756097561,-8.333333333333329,0.06889891860210383,0.04248172580300726,-0.026417192799096566,132.0,208.0,9.214641666395435e-11,9.376731018529975e-11
0.0975609756097561,-7.5,0.0685139099930929,0.041812913668559666,-0.02670099632453323,132.0,213.0,8.798316191655445e-11,9.395173239351618e-11
0.0975609756097561,-6.666666666666657,0.06848825284978712,0.04150422623741478,-0.026984026612372335,131.0,215.0,9.776886121730124e-11,9.493795780625151e-11
0.0975609756097561,-5.833333333333329,0.06915134305510535,0.04154859521106083,-0.027602747844044526,130.0,215.0,9.868274757821152e-11,9.402350790304466e-11
0.0975609756097561,-5.0,0.07100063180964623,0.041980151537654574,-0.02902048027199166,129.0,213.0,8.572369858207002e-11,9.880222816845164e-11
0.0975609756097561,-4.166666666666657,0.07486139678605808,0.042880363867037224,-0.03198103291902085,126.0,211.0,9.165081862393039e-11,9.166487379655462e-11
0.0975609756097561,-3.3333333333333286,0.08227157164478804,0.044398239428057075,-0.03787333221673097,122.0,208.0,9.218843903881863e-11,9.157497108485254e-11
0.0975609756097561,-2.5,0.09647649829157175,0.046795089278878814,-0.04968140901269293,116.0,205.0,9.965560646391718e-11,9.226308809692224e-11
0.0975609756097561,-1.6666666666666572,0.12338889075768325,0.0504986572488112,-0.07289023350887205,108.0,202.0,9.847136785003184e-11,9.690078663610416e-11
0.0975609756097561,-0.8333333333333286,0.1539410056656725,0.05543144819530615,-0.09850955747036635,97.0,209.0,9.61069122500339e-11,9.277262977833616e-11
0.0975609756097561,0.0,0.16658900848284633,0.0583349425682686,-0.10825406591457773,84.0,284.0,9.250128591072172e-11,9.08715713448615e-11
0.0975609756097561,0.8333333333333428,0.16356583932351945,0.05871856862726712,-0.10484727069625233,69.0,334.0,9.943279074102988e-11,9.44821865357481e-11
0.0975609756097561,1.6666666666666714,0.14617295969900385,0.058115480226096805,-0.08805747947290704,55.0,367.0,8.906423835619457e-11,9.372911588916053e-11
0.0975609756097561,2.5,0.11395887470488829,0.05707197398524928,-0.056886900719639005,45.0,390.0,7.322077990531466e-11,9.511631376381091e-11
0.0975609756097561,3.333333333333343,0.07441480518039648,0.05577847482191546,-0.018636330358481015,32.0,407.0,5.249985138383282e-11,9.725793697767204e-11
0.0975609756097561,4.166666666666671,0.03804418824814335,0.054314346976318865,0.016270158728175513,20.0,421.0,3.314726658787366e-11,9.368905626710352e-11
0.0975609756097561,5.0,0.0208970328325133,0.052713566707445286,0.03181653387493198,16.0,431.0,9.883863406011122e-11,9.775222856385581e-11
0.0975609756097561,5.833333333333343,0.013685476434735834,0.05098633160173424,0.03730085516699841,15.0,440.0,2.8728450683122266e-11,9.498281408362757e-11
0.0975609756097561,6.666666666666671,0.009941831054390218,0.049127282384229434,0.039185451329839215,14.0,447.0,1.7766211410688254e-11,9.441970780379882e-11
0.0975609756097561,7.5,0.007690679656689534,0.047118255529298526,0.03942757587260899,13.0,452.0,1.9832024282467832e-11,9.759730160010898e-11
0.0975609756097561,8.333333333333343,0.00620376488415306,0.04492761593950025,0.03872385105534719,12.0,457.0,3.578238501637624e-11,9.415616782023048e-11
0.0975609756097561,9.166666666666671,0.005156468828583898,0.04250596794879198,0.03734949912020808,11.0,460.0,9.658285196411921e-11,9.654146239382868e-11
0.0975609756097561,10.0,0.004383511106958198,0.039776109963260003,0.035392598856301805,11.0,462.0,2.9536000171503467e-11,9.97210061283386e-11
0.0975609756097561,10.833333333333343,0.0037923439778475743,0.036612420756010754,0.032820076778163176,11.0,464.0,9.83234581143197e-12,9.833513926174535e-11
0.0975609756097561,11.666666666666671,0.003327333145418369,0.03281238352387255,0.02948505037845418,10.0,465.0,5.411495846973539e-11,9.857554670186405e-11
0.0975609756097561,12.5,0.002953141908359241,0.028310691793898096,0.025357549885538854,10.0,466.0,2.2668665322680138e-11,9.491117289687853e-11
0.0975609756097561,13.333333333333343,0.0026463162143950426,0.024786080485073473,0.02213976427067843,10.0,465.0,9.975574995892773e-12,9.904725350577679e-11
0.0975609756097561,14.166666666666671,0.0023907177233814434,0.023151017226646708,0.020760299503265266,9.0,464.0,9.232561363327653e-11,9.978853356147407e-11
0.0975609756097561,15.0,0.002174902634414342,0.022280442695203427,0.020105540060789084,9.0,463.0,4.781590826713978e-11,9.725829156126246e-11
0.0975609756097561,15.833333333333343,0.001990546105918981,0.021705106414032553,0.019714560308113572,9.0,461.0,2.5542364359427212e-11,9.737393505217102e-11
0.0975609756097561,16.66666666666667,0.0018314576368452479,0.02126899083113866,0.01943753319429341,9.0,459.0,1.4030310894162075e-11,9.44874345697571e-11
0.0975609756097561,17.5,0.001692944992333312,0.020906961366742523,0.019214016374409212,9.0,456.0,7.904632161927951e-12,9.430436337639111e-11
0.0975609756097561,18.333333333333343,0.0015713913344280507,0.020586412273210744,0.019015020938782694,9.0,452.0,4.557388008401983e-12,9.685126718321758e-11
0.0975609756097561,19.16666666666667,0.0014639669579810995,0.020288738050023486,0.018824771092042385,8.0,448.0,8.369943648039679e-11,9.643585398238036e-11
0.0975609756097561,20.0,0.0013684283926274632,0.020002210337705086,0.018633781945077622,8.0,443.0,5.351952158231538e-11,9.888356384593682e-11
0.12195121951219512,-80.0,0.0007624167152361853,0.0012754856474325607,0.0005130689321963754,7.0,23.0,1.3415789240092893e-11,5.838727554892569e-11
0.12195121951219512,-79.16666666666667,0.0007990287128423162,0.0014387789383674759,0.0006397502255251597,7.0,25.0,1.7852120711455784e-11,9.798067878055036e-11
0.12195121951219512,-78.33333333333333,0.0008386919594858539,0.0016734470795602776,0.0008347551200744238,7.0,29.0,2.3987543308771433e-11,6.759990011920197e-11
0.12195121951219512,-77.5,0.0008817865319872997,0.0020559121314160903,0.0011741255994287907,7.0,35.0,3.2566329988723517e-11,6.974253540572039e-11
0.12195121951219512,-76.66666666666667,0.0009287571500374436,0.0028231132323974133,0.0018943560823599698,7.0,47.0,4.470831584222849e-11,8.175652826129344e-11
0.12195121951219512,-75.83333333333333,0.0009801273490171191,0.004545714358393527,0.003565587009376408,7.0,75.0,6.211188642402282e-11,9.660993021362154e-11
0.12195121951219512,-75.0,0.0010365175113331967,0.006751336350381448,0.005714818839048251,7.0,113.0,8.74012189613913e-11,9.942778032604394e-11
0.12195121951219512,-74.16666666666667,0.0010986680282956368,0.00861292167549994,0.0075142536472043026,8.0,146.0,2.1027393408044492e-12,8.907024881298627e-11
0.12195121951219512,-73.33333333333333,0.001167469363557743,0.010161224534311628,0.008993755170753886,8.0,172.0,3.1316121231656885e-12,9.536084998971988e-11
0.12195121951219512,-72.5,0.0012440015181937225,0.011494470087765708,0.010250468569571985,8.0,194.0,4.7301939176220376e-12,9.383724773678155e-11
0.12195121951219512,-71.66666666666667,0.0013295864800853343,0.012674725784334697,0.011345139304249362,8.0,212.0,7.26074527305762e-12,9.85641394177492e-11
0.12195121951219512,-70.83333333333333,0.0014258588766953948,0.013741288233510337,0.012315429356814941,8.0,228.0,1.1341220055189551e-11,9.298898286217378e-11
0.12195121951219512,-70.0,0.0015348625723196382,0.014720901862230193,0.013186039289910556,8.0,241.0,1.8054953576192286e-11,9.366968666290059e-11
0.12195121951219512,-69.16666666666667,0.001659184921897497,0.015633189129220407,0.01397400420732291,8.0,252.0,2.936393375850894e-11,9.231016318711848e-11
0.12195121951219512,-68.33333333333333,0.0018021467956449001,0.016493641693872324,0.014691494898227424,8.0,261.0,4.891965864614865e-11,9.087941681317557e-11
0.12195121951219512,-67.5,0.001968077086043768,0.017315420327724065,0.015347343241680297,8.0,268.0,8.378120180869926e-11,9.04566012206556e-11
0.12195121951219512,-66.66666666666667,0.00216271847481552,0.018110568952749838,0.015947850477934317,9.0,273.0,8.18417572855517e-12,9.170855187880494e-11
0.12195121951219512,-65.83333333333333,0.002393843077332046,0.018890959373686976,0.01649711629635493,9.0,276.0,1.706645069724513e-11,9.512583429385833e-11
0.12195121951219512,-65.0,0.002672214857281365,0.01966915987143839,0.016996945014157022,9.0,278.0,3.708751683900007e-11,9.19269086366933e-11
0.12195121951219512,-64.16666666666667,0.0030131470862900713,0.02045937925419844,0.017446232167908367,9.0,278.0,8.4364941581252e-11,9.141710341901505e-11
0.12195121951219512,-63.33333333333333,0.0034391269688199932,0.021278650180815064,0.01783952321199507,10.0,276.0,8.186382584601885e-12,9.380374098885269e-11
0.12195121951219512,-62.5,0.003984456699047028,0.022148486896635785,0.018164030197588756,10.0,272.0,2.6850761138603582e-11,9.973098705923166e-11
0.12195121951219512,-61.666666666666664,0.004703951050867656,0.023097428347639636,0.01839347729677198,10.0,267.0,9.838959799001432e-11,9.958140540109273e-11
0.12195121951219512,-60.83333333333333,0.005690445552750976,0.024165295050318707,0.01847484949756773,11.0,261.0,1.59675834822825e-11,9.348429695341132e-11
0.12195121951219512,-60.0,0.007113362019172621,0.025411063805554218,0.0182977017863816,11.0,253.0,8.968639402370078e-11,9.202316980989193e-11
0.12195121951219512,-59.166666666666664,0.009314144558028228,0.026929429639094046,0.01761528508106582,12.0,243.0,7.43753737992555e-11,9.620533381518734e-11
0.12195121951219512,-58.33333333333333,0.01308175464281959,0.02889219056402911,0.01581043592120952,14.0,232.0,2.124650842321648e-11,9.673044137378481e-11
0.12195121951219512,-57.5,0.020624321382100397,0.031677677245991284,0.011053355863890887,16.0,220.0,3.174895549106811e-11,9.395253630217012e-11
0.12195121951219512,-56.666666666666664,0.03955493717426809,0.03633714237092696,-0.0032177948033411327,21.0,207.0,5.871182887604658e-11,8.803175846436854e-11
0.12195121951219512,-55.83333333333333,0.0826181231702126,0.04443830765304049,-0.0381798155171721,35.0,192.0,5.528096236894896e-11,9.005059293325075e-11
0.12195121951219512,-55.0,0.11146336919083044,0.053873445388395176,-0.057589923802435265,52.0,175.0,9.266941252337983e-11,9.903917573851396e-11
0.12195121951219512,-54.166666666666664,0.11954694560084685,0.06363358798883972,-0.05591335761200712,64.0,157.0,8.749600530428994e-11,8.462904171159512e-11
0.12195121951219512,-53.33333333333333,0.1215911874910409,0.07445640820894091,-0.0471347792821,69.0,164.0,7.883722714081755e-11,9.510653915926676e-11
0.12195121951219512,-52.5,0.12218031649970428,0.08663543308220212,-0.03554488341750216,65.0,178.0,9.426168367035464e-11,9.740510103275006e-11
0.12195121951219512,-51.666666666666664,0.12152119687799015,0.09592356218779231,-0.025597634690197837,52.0,188.0,5.914770998470758e-11,9.865976661926168e-11
0.12195121951219512,-50.83333333333333,0.11327135901524854,0.09902807981506523,-0.014243279200183312,51.0,194.0,7.217864788555274e-11,8.845555271573538e-11
0.12195121951219512,-50.0,0.09702910350490865,0.10022840931584798,0.003199305810939329,76.0,195.0,7.370167255512462e-11,9.511913558680184e-11
0.12195121951219512,-49.166666666666664,0.08272374044498147,0.10088471422960783,0.01816097378462636,96.0,194.0,8.81303796020466e-11,9.014769445857789e-11
0.12195121951219512,-48.33333333333333,0.07267977882915169,0.10109270131641607,0.028412922487264375,112.0,190.0,8.795017143964516e-11,8.936367204206599e-11
0.12195121951219512,-47.5,0.06606180916569283,0.10083074234643158,0.034768933180738745,125.0,183.0,8.252736723245016e-11,9.246471894076544e-11
0.12195121951219512,-46.666666666666664,0.06186256947665619,0.10031634703076042,0.03845377755410423,135.0,173.0,8.678938558795423e-11,9.546021329805751e-11
0.12195121951219512,-45.83333333333333,0.059331992671313435,0.10012558608261875,0.04079359341130531,143.0,160.0,9.088178993380408e-11,8.46951993351481e-11
0.12195121951219512,-45.0,0.057953635800002706,0.10013827049936988,0.042184634699367174,149.0,141.0,9.998775190987018e-11,8.810255773981819e-11
0.12195121951219512,-44.166666666666664,0.05737715896715728,0.10160900884493142,0.044231849877774135,154.0,116.0,9.956856345731533e-11,8.770956578479518e-11
0.12195121951219512,-43.33333333333333,0.057366163024898095,0.1057046809033041,0.048338517878406,158.0,118.0,9.171221111624447e-11,9.437979450793968e-11
0.12195121951219512,-42.5,0.05776412762494612,0.10720495825138919,0.04944083062644307,160.0,132.0,9.270923508869957e-11,8.510593306713566e-11
0.12195121951219512,-41.666666666666664,0.05847408595229887,0.10660652659920467,0.0481324406469058,161.0,147.0,8.579811534878144e-11,8.253706146147585e-11
0.12195121951219512,-40.83333333333333,0.059448834301978434,0.10540410503214345,0.04595527073016502,159.0,164.0,9.903848215747e-11,9.288406534847079e-11
0.12195121951219512,-40.0,0.06069109371966005,0.10378646878723945,0.0430953750675794,156.0,181.0,9.750866126312172e-11,8.223830251751894e-11
0.12195121951219512,-39.166666666666664,0.0622670332230574,0.10171062877251139,0.03944359554945399,151.0,198.0,8.884234860553285e-11,8.924088224782795e-11
0.12195121951219512,-38.33333333333333,0.06434481120642584,0.09909549042716026,0.03475067922073442,142.0,214.0,9.188383058941155e-11,9.720112539382384e-11
0.12195121951219512,-37.5,0.06729011469194143,0.09584362108790428,0.028553506395962852,128.0,230.0,9.916898175200688e-11,9.843129906753871e-11
0.12195121951219512,-36.666666666666664,0.07188513432805929,0.09185233146849538,0.019967197140436085,107.0,245.0,9.306400651039311e-11,9.717485276796715e-11
0.12195121951219512,-35.83333333333333,0.07942886170788961,0.0870882112115908,0.007659349503701188,75.0,259.0,9.453509243914989e-11,9.325645368286126e-11
0.12195121951219512,-35.0,0.08858192880811579,0.08192524501043731,-0.006656683797678475,62.0,271.0,8.387358215416929e-11,9.517273208589121e-11
0.12195121951219512,-34.166666666666664,0.09113809275161619,0.07851672188458934,-0.012621370867026846,69.0,282.0,8.42697621062928e-11,9.198500439088984e-11
0.12195121951219512,-33.33333333333333,0.0782388629077725,0.08339041098274967,0.005151548074977169,58.0,291.0,9.255784247471101e-11,9.180885980110519e-11
0.12195121951219512,-32.5,0.05428690960348695,0.10615775723979928,0.051870847636312334,38.0,297.0,7.591859059678621e-11,9.62784238232927e-11
0.12195121951219512,-31.666666666666664,0.05356154918806421,0.1407868020306553,0.08722525284259108,27.0,301.0,7.752064658511903e-11,9.45548484139412e-11
0.12195121951219512,-30.83333333333333,0.08291725626876503,0.15201658485685926,0.06909932858809423,42.0,303.0,6.13941492965014e-11,9.684652450345153e-11
0.12195121951219512,-30.0,0.12148675385115065,0.14165677648247454,0.02017002263132389,61.0,307.0,8.361434559275205e-11,8.440791805111954e-11
